"","ID","Genotype","Treatment","Species","species_geno","sumwu","canopy_biomass","root_biomass","TotalLeafArea","canopy_wu","root_wu","Leafarea_wu"
"196","Vru42.4","Vru42","Drought","rupestris","rupestris_Vru42",3.2154282725,9.8,15.2759,NA,3.04780550815412,4.75081348591955,NA
"197","Vru42.4","Vru42","Drought","rupestris","rupestris_Vru42",3.2154282725,9.8,15.2759,NA,3.04780550815412,4.75081348591955,NA
"198","Vru42.5","Vru42","Drought","rupestris","rupestris_Vru42",4.10026857016666,13.2,16.0623,1494.83,3.21930131505105,3.91737753884427,364.568801877103
"199","Vru42.6","Vru42","Control","rupestris","rupestris_Vru42",16.4269805004,72.7,19.1472,10496.32272,4.42564596690364,1.16559461427094,638.968477484003
"200","Vru42.6","Vru42","Control","rupestris","rupestris_Vru42",16.4269805004,13.2,19.1472,10496.32272,0.803556076521706,1.16559461427094,638.968477484003
"201","Vru42.6","Vru42","Control","rupestris","rupestris_Vru42",16.4269805004,13.2,19.1472,10496.32272,0.803556076521706,1.16559461427094,638.968477484003
"202","Vru42.6","Vru42","Control","rupestris","rupestris_Vru42",16.4269805004,13.2,19.1472,10496.32272,0.803556076521706,1.16559461427094,638.968477484003
"203","Vru42.7","Vru42","Control","rupestris","rupestris_Vru42",12.7759958234,69.2,29.2559,NA,5.41640753147837,2.2899115187887,NA
"204","Vru42.7","Vru42","Control","rupestris","rupestris_Vru42",12.7759958234,69.2,29.2559,NA,5.41640753147837,2.2899115187887,NA
"205","Vru42.7","Vru42","Control","rupestris","rupestris_Vru42",12.7759958234,69.2,29.2559,NA,5.41640753147837,2.2899115187887,NA
"206","Vru42.7","Vru42","Control","rupestris","rupestris_Vru42",12.7759958234,69.2,29.2559,NA,5.41640753147837,2.2899115187887,NA
"207","Vru42.7","Vru42","Control","rupestris","rupestris_Vru42",12.7759958234,69.2,29.2559,NA,5.41640753147837,2.2899115187887,NA
"208","Vru42.7","Vru42","Control","rupestris","rupestris_Vru42",12.7759958234,69.2,29.2559,NA,5.41640753147837,2.2899115187887,NA
"209","Vru42.8","Vru42","Control","rupestris","rupestris_Vru42",12.2875793874,59.6,25.3618,8529.627308,4.85042644453759,2.06401921813882,694.166608335121
"210","Vru42.9","Vru42","Control","rupestris","rupestris_Vru42",10.9457541784,53.8,17.736,8751.353116,4.91514783934826,1.62035431373013,799.520341254296
