"","X","ID","Genotype","Species","Treatment","Order.within.block","mPot..kg.","Dry.weight.of.soil..kg.","mH2O..kg.","Date","PWW","WA","BB","TW","POWW","PD.WT","midday.WT","POWW.NOTES","WU","tgt_swc","SWC","species_geno","PSWC","POSWC"
"1137",1137,"V60-96.1","V60-96","vulpina","Drought",37,7.512,4.462506964,2.797493036,"10/30",6.76,0.192501393,1,6.952501393,NA,NA,NA,NA,0.04720334275,0.8,0.733779498066282,"vulpina_V60-96",0.89989350372737,0.89989350372737
"1138",1138,"V60-96.1","V60-96","vulpina","Drought",37,7.512,4.462506964,2.797493036,"11/06",6.44,-0.326746518,1,6.113253482,6.44,NA,NA,NA,0.0239999999999999,0.5,0.645754256669399,"vulpina_V60-96",0.857294994675186,0.857294994675186
"1139",1139,"V60-96.1","V60-96","vulpina","Drought",37,7.512,4.462506964,2.797493036,"11/13",6.13,-0.576245125,1,5.553754875,6.13,NA,NA,NA,0.0400000000000005,0.3,0.523859404560105,"vulpina_V60-96",0.816027689030884,0.816027689030884
"1140",1140,"V60-96.1","V60-96","vulpina","Drought",37,7.512,4.462506964,2.797493036,"11/16",6.03,-0.476245125,1,5.553754875,6.03,NA,NA,NA,0.00999999999999965,0.3,0.488113113501241,"vulpina_V60-96",0.802715654952077,0.802715654952077
"1141",1141,"V60-96.1","V60-96","vulpina","Drought",37,7.512,4.462506964,2.797493036,"11/20",5.88,-0.326245125,1,5.553754875,NA,NA,NA,NA,0.0233333333333329,0.3,0.432706362526223,"vulpina_V60-96",0.782747603833866,0.782747603833866
"1142",1142,"V60-96.1","V60-96","vulpina","Drought",37,7.512,4.462506964,2.797493036,"11/25",5.73,-0.176245125,1,5.553754875,5.73,NA,NA,NA,0.00199999999999929,0.3,0.374082445365558,"vulpina_V60-96",0.762779552715655,0.762779552715655
"1143",1143,"V60-96.1","V60-96","vulpina","Drought",37,7.512,4.462506964,2.797493036,"11/27",5.667,-0.113245125,1,5.553754875,5.6665,NA,NA,NA,0.0552500000000007,0.3,0.351741013520793,"vulpina_V60-96",0.754392971246006,0.754326411075612
"1144",1144,"V60-96.1","V60-96","vulpina","Drought",37,7.512,4.462506964,2.797493036,"12/02",5.55,0.003754875,1,5.553754875,5.55,NA,NA,NA,0.00815000000000003,0.3,0.305807029647955,"vulpina_V60-96",0.738817891373802,0.738817891373802
"1145",1145,"V60-96.1","V60-96","vulpina","Drought",37,7.512,4.462506964,2.797493036,"12/04",5.5,-0.225994429,1,5.274005571,5.5,NA,NA,NA,0.0181499999999998,0.2,0.289721198791216,"vulpina_V60-96",0.732161874334398,0.732161874334398
"1146",1146,"V60-96.1","V60-96","vulpina","Drought",37,7.512,4.462506964,2.797493036,"12/14",5.4625,0.091254875,1,5.553754875,5.554,NA,NA,NA,0.0441666666666659,0.3,0.283689883437479,"vulpina_V60-96",0.727169861554846,0.739350372736954
"1147",1147,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"10/28",5.7,0.222022284,1,6.072022284,NA,NA,NA,NA,0.0946851438,0.8,0.625460907974919,"vulpina_V60-96",0.889513108614232,0.889513108614232
"1148",1148,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"10/30",5.706,0.216022284,1,6.072022284,NA,NA,NA,NA,0.0590851438,0.8,0.644431527298222,"vulpina_V60-96",0.890449438202247,0.890449438202247
"1149",1149,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"11/02",5.63,0.442022284,1,6.072022284,6.08,NA,NA,NA,0.0634851438,0.8,0.629676601157875,"vulpina_V60-96",0.878589263420724,0.948813982521848
"1150",1150,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"11/06",5.87,0.063582173,1,5.933582173,5.93,NA,NA,NA,0.0640000000000002,0.8,0.786171586892678,"vulpina_V60-96",0.916042446941323,0.925405742821473
"1151",1151,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"11/09",5.57,0.363582173,1,5.933582173,5.93,NA,NA,NA,0.107999999999999,0.8,0.722607388477159,"vulpina_V60-96",0.869225967540574,0.925405742821473
"1152",1152,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"11/11",5.66,0.273582173,1,5.933582173,5.93,NA,NA,NA,0.0999999999999996,0.8,0.741578007800462,"vulpina_V60-96",0.883270911360799,0.925405742821473
"1153",1153,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"11/13",5.62,0.313582173,1,5.933582173,5.93,NA,NA,NA,0.162,0.8,0.73314662143455,"vulpina_V60-96",0.877028714107366,0.925405742821473
"1154",1154,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"11/20",6.23,-0.059208914,1,6.170791086,6.23,NA,NA,NA,0.2125,0.9,1.01559806494557,"vulpina_V60-96",0.972222222222222,0.972222222222222
"1155",1155,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"11/23",5.61,0.560791086,1,6.170791086,6.17,NA,NA,NA,0.372,0.9,0.794274172840358,"vulpina_V60-96",0.875468164794007,0.962858926342072
"1156",1156,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"11/25",5.72,0.450791086,1,6.170791086,6.19,NA,NA,NA,0.248258078,0.9,0.804813405797749,"vulpina_V60-96",0.892634207240949,0.965980024968789
"1157",1157,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"11/27",5.6295,0.541291086,1,6.170791086,6.211,NA,NA,NA,0.3919,0.9,0.789953087327828,"vulpina_V60-96",0.878511235955056,0.969257178526841
"1158",1158,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"11/30",6.47,-0.299208914,1,6.170791086,6.47,NA,NA,NA,0.0347000000000005,0.9,0.971544071183672,"vulpina_V60-96",1.00967540574282,1.00967540574282
"1159",1159,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"12/02",6.61,-0.439208914,1,6.170791086,6.61,NA,NA,NA,0.274829038999999,0.9,1.05564715018365,"vulpina_V60-96",1.03152309612984,1.03152309612984
"1160",1160,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"12/04",6.48,-0.309208914,1,6.170791086,6.48,NA,NA,NA,0.544829039,0.9,1.05775499677513,"vulpina_V60-96",1.01123595505618,1.01123595505618
"1161",1161,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"12/07",6.34,6.035224234,1,5.933582173,6.34,NA,NA,NA,0.81,0.9,1.05084313867875,"vulpina_V60-96",0.989388264669164,0.989388264669164
"1162",1162,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"12/09",6.37,-0.199208914,1,5.933582173,6.37,NA,NA,NA,0.312,0.9,1.07765682604602,"vulpina_V60-96",0.994069912609238,0.994069912609238
"1163",1163,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"12/14",5.98,0.190791086,1,6.170791086,6.170791086,NA,NA,NA,0.915,0.9,0.859784165969048,"vulpina_V60-96",0.933208489388265,0.962982379213483
"1164",1164,"V60-96.10","V60-96","vulpina","Control",49,6.408,3.783910864,2.372089136,"12/16",5.45,0.720791086,1,6.170791086,6.17,NA,NA,NA,0.578291086,0.9,0.748068296620705,"vulpina_V60-96",0.850499375780275,0.962858926342072
"1165",1165,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"10/28",6.65,0.191749304,1,6.841749304,NA,NA,NA,NA,0.06195125375,0.8,0.715765920691709,"vulpina_V60-96",0.899621212121212,0.899621212121212
"1166",1166,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"10/30",6.665,0.176749304,1,6.841749304,NA,NA,NA,NA,0.03145125375,0.8,0.733030778441374,"vulpina_V60-96",0.901650432900433,0.901650432900433
"1167",1167,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"11/06",6.18,-0.163626741,1,6.016373259,6.18,NA,NA,NA,0.00200000000000056,0.5,0.584916472629111,"vulpina_V60-96",0.836038961038961,0.836038961038961
"1168",1168,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"11/09",5.93,0.086373259,1,6.016373259,6.03,NA,NA,NA,0.06,0.5,0.514039688183119,"vulpina_V60-96",0.802218614718615,0.815746753246753
"1169",1169,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"11/11",5.87,-0.128752089,1,5.741247911,5.87,NA,NA,NA,0.0940000000000001,0.4,0.475875265752776,"vulpina_V60-96",0.794101731601732,0.794101731601732
"1170",1170,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"11/13",5.75,-0.283877437,1,5.466122563,5.75,NA,NA,NA,0.0600000000000001,0.3,0.424989369154754,"vulpina_V60-96",0.777867965367965,0.777867965367965
"1171",1171,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"11/16",5.62,-0.153877437,1,5.466122563,5.62,NA,NA,NA,0.0399999999999999,0.3,0.379555532935078,"vulpina_V60-96",0.760281385281385,0.760281385281385
"1172",1172,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"11/23",5.29,0.176122563,1,5.466122563,5.51,NA,NA,NA,0.134,0.3,0.279601093331756,"vulpina_V60-96",0.715638528138528,0.745400432900433
"1173",1173,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"11/25",5.4,0.066122563,1,5.466122563,5.46,NA,NA,NA,0.0499999999999993,0.3,0.295957274357754,"vulpina_V60-96",0.730519480519481,0.738636363636364
"1174",1174,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"11/27",5.3235,0.142622563,1,5.466122563,5.4975,NA,NA,NA,0.12875,0.3,0.27296775324899,"vulpina_V60-96",0.720170454545454,0.743709415584416
"1175",1175,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"11/30",5.26,0.206122563,1,5.466122563,5.46,NA,NA,NA,0.1252,0.3,0.268242634285923,"vulpina_V60-96",0.711580086580087,0.738636363636364
"1176",1176,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"12/02",5.36,0.106122563,1,5.466122563,5.36,NA,NA,NA,0.0681499999999996,0.3,0.279601093331756,"vulpina_V60-96",0.725108225108225,0.725108225108225
"1177",1177,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"12/04",5.25,-0.059002785,1,5.190997215,5.25,NA,NA,NA,0.0781500000000003,0.2,0.241436670901413,"vulpina_V60-96",0.710227272727273,0.710227272727273
"1178",1178,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"12/07",4.68,5.314806407,1,5.190997215,5.32,NA,NA,NA,0.422,0.2,0.117856636446412,"vulpina_V60-96",0.633116883116883,0.71969696969697
"1179",1179,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"12/09",5,0.46092897,1,5.466122563,5.5,NA,NA,NA,0.234,0.3,0.188733420928752,"vulpina_V60-96",0.676406926406926,0.744047619047619
"1180",1180,"V60-96.2","V60-96","vulpina","Drought",22,7.392,4.388746518,2.751253482,"12/14",5.3,0.166122563,1,5.466122563,5.47,NA,NA,NA,0.116666666666667,0.3,0.269809658745213,"vulpina_V60-96",0.716991341991342,0.739989177489177
"1181",1181,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"10/28",6.724,0.3614039,1,7.0854039,NA,NA,NA,NA,0.23160584975,0.8,0.666839643710555,"vulpina_V60-96",0.878265412748171,0.878265412748171
"1182",1182,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"10/30",6.7325,0.3529039,1,7.0854039,NA,NA,NA,NA,0.20760584975,0.8,0.674813760600602,"vulpina_V60-96",0.87937565308255,0.87937565308255
"1183",1183,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"11/06",6.274,-0.044490251,1,6.229509749,6.274,NA,NA,NA,0.0525000000000001,0.5,0.548980443767849,"vulpina_V60-96",0.819487983281087,0.819487983281087
"1184",1184,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"11/09",5.962,0.267509749,1,6.229509749,6.234,NA,NA,NA,0.122,0.5,0.460914647344798,"vulpina_V60-96",0.778735632183908,0.814263322884013
"1185",1185,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"11/11",6.01,-0.065788301,1,5.944211699,6.01,NA,NA,NA,0.158,0.4,0.46231668985739,"vulpina_V60-96",0.785005224660397,0.785005224660397
"1186",1186,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"11/13",5.85,-0.191086351,1,5.658913649,5.85,NA,NA,NA,0.1,0.3,0.395018648376665,"vulpina_V60-96",0.7641065830721,0.7641065830721
"1187",1187,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"11/16",5.67,-0.011086351,1,5.658913649,5.67,NA,NA,NA,0.0899999999999997,0.3,0.335431840829115,"vulpina_V60-96",0.740595611285267,0.740595611285267
"1188",1188,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"11/25",6.22,-0.561086351,1,5.658913649,6.22,NA,NA,NA,0.298,0.3,0.559408135015501,"vulpina_V60-96",0.812434691745037,0.812434691745037
"1189",1189,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"11/27",5.973,-0.314086351,1,5.658913649,5.973,NA,NA,NA,0.23925,0.3,0.45337866867531,"vulpina_V60-96",0.780172413793103,0.780172413793103
"1190",1190,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"11/30",5.67,-0.011086351,1,5.658913649,5.67,NA,NA,NA,0.1907,0.3,0.356988244729683,"vulpina_V60-96",0.740595611285267,0.740595611285267
"1191",1191,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"12/02",5.53,0.128913649,1,5.658913649,5.53,NA,NA,NA,0.10815,0.3,0.279350139624386,"vulpina_V60-96",0.722309299895507,0.722309299895507
"1192",1192,"V60-96.3","V60-96","vulpina","Drought",16,7.656,4.551019499,2.852980501,"12/04",5.39,-0.016384401,1,5.373615599,5.39,NA,NA,NA,0.108150000000001,0.2,0.230278651052723,"vulpina_V60-96",0.704022988505747,0.704022988505747
"1193",1193,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"10/28",5.74,0.453849582,1,6.193849582,NA,NA,NA,NA,0.32405153175,0.8,0.611005064117876,"vulpina_V60-96",0.857997010463378,0.857997010463378
"1194",1194,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"10/30",5.79,0.403849582,1,6.193849582,NA,NA,NA,NA,0.25855153175,0.8,0.627129206541202,"vulpina_V60-96",0.865470852017937,0.865470852017937
"1195",1195,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"11/06",5.25,0.199623956,1,5.449623955,5.45,NA,NA,NA,0.107,0.5,0.468911059133245,"vulpina_V60-96",0.7847533632287,0.814648729446936
"1196",1196,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"11/09",5.04,0.409623956,1,5.449623955,5.44,NA,NA,NA,0.22,0.5,0.417515355158893,"vulpina_V60-96",0.753363228699552,0.813153961136024
"1197",1197,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"11/11",5.17,0.031548747,1,5.201548747,5.2,NA,NA,NA,0.204,0.4,0.441701568612485,"vulpina_V60-96",0.772795216741405,0.77727952167414
"1198",1198,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"11/13",4.99,-0.036526462,1,4.953473538,NA,NA,NA,NA,0.15,0.3,0.357049820728781,"vulpina_V60-96",0.745889387144993,0.745889387144993
"1199",1199,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"11/16",4.8,0.153473538,1,4.953473538,4.95,NA,NA,NA,0.1,0.3,0.276429108632305,"vulpina_V60-96",0.717488789237668,0.739910313901345
"1200",1200,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"11/23",4.72,0.233473538,1,4.953473538,4.95,NA,NA,NA,0.124,0.3,0.252242894997316,"vulpina_V60-96",0.705530642750374,0.739910313901345
"1201",1201,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"11/25",4.76,0.193473538,1,4.953473538,4.96,NA,NA,NA,0.13,0.3,0.260304966208979,"vulpina_V60-96",0.711509715994021,0.741405082212257
"1202",1202,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"11/27",4.785,0.168473538,1,4.953473538,5.0245,NA,NA,NA,0.16725,0.3,0.267359278519185,"vulpina_V60-96",0.7152466367713,0.751046337817638
"1203",1203,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"11/30",4.7,0.253473538,1,4.953473538,4.95,NA,NA,NA,0.2122,0.3,0.263227467023207,"vulpina_V60-96",0.70254110612855,0.739910313901345
"1204",1204,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"12/02",4.77,0.183473538,1,4.953473538,4.77,NA,NA,NA,0.148150000000001,0.3,0.262320484011895,"vulpina_V60-96",0.713004484304933,0.713004484304933
"1205",1205,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"12/04",4.67,0.035398329,1,4.705398329,4.71,NA,NA,NA,0.0681499999999996,0.2,0.205885985550408,"vulpina_V60-96",0.698056801195815,0.704035874439462
"1206",1206,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"12/09",4.57,0.392632312,1,4.953473538,5.03,NA,NA,NA,0.204,0.3,0.203870467747493,"vulpina_V60-96",0.683109118086697,0.75186846038864
"1207",1207,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"12/14",4.75,0.203473538,1,4.953473538,4.95,NA,NA,NA,0.156666666666667,0.3,0.258989546173874,"vulpina_V60-96",0.710014947683109,0.739910313901345
"1208",1208,"V60-96.4","V60-96","vulpina","Drought",28,6.69,3.957247911,2.480752089,"12/16",4.78,-0.074601671,1,4.705398329,4.78,NA,NA,NA,0.13,0.3,0.315036099602776,"vulpina_V60-96",0.714499252615845,0.714499252615845
"1209",1209,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"10/28",6.058,0.163052925,1,6.371052925,NA,NA,NA,NA,0.03325487475,0.8,0.697052654974949,"vulpina_V60-96",0.899881164587047,0.899881164587047
"1210",1210,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"10/30",5.97,0.251052925,1,6.371052925,NA,NA,NA,NA,0.10575487475,0.8,0.657003569742773,"vulpina_V60-96",0.88680926916221,0.88680926916221
"1211",1211,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"11/09",5.44,0.043532033,1,5.483532033,5.48,NA,NA,NA,0.00999999999999929,0.5,0.522614904232707,"vulpina_V60-96",0.808080808080808,0.814022578728461
"1212",1212,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"11/11",5.37,-0.13616156,1,5.23383844,5.37,NA,NA,NA,0.0440000000000003,0.4,0.476558456155631,"vulpina_V60-96",0.797682709447415,0.797682709447415
"1213",1213,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"11/13",5.28,-0.295855153,1,4.984144847,5.28,NA,NA,NA,0.0299999999999999,0.3,0.436509370803308,"vulpina_V60-96",0.784313725490196,0.784313725490196
"1214",1214,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"11/16",5.15,-0.165855153,1,4.984144847,5.15,NA,NA,NA,0.0399999999999999,0.3,0.392455376987841,"vulpina_V60-96",0.765002970885324,0.765002970885324
"1215",1215,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"11/23",4.65,0.334144847,1,4.984144847,4.98,NA,NA,NA,0.314,0.3,0.250281124413616,"vulpina_V60-96",0.690730837789661,0.739750445632799
"1216",1216,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"11/25",4.91,0.074144847,1,4.984144847,4.99,NA,NA,NA,0.0100000000000002,0.3,0.284322846860965,"vulpina_V60-96",0.729352346999406,0.741235888294712
"1217",1217,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"11/27",4.929,0.055144847,1,4.984144847,5.0405,NA,NA,NA,0.05325,0.3,0.290129964219631,"vulpina_V60-96",0.732174688057041,0.748737373737374
"1218",1218,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"11/30",4.89,0.094144847,1,4.984144847,4.98,NA,NA,NA,0.0382000000000001,0.3,0.292432786620481,"vulpina_V60-96",0.726381461675579,0.739750445632799
"1219",1219,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"12/02",4.89,0.094144847,1,4.984144847,4.89,NA,NA,NA,0.0581500000000007,0.3,0.280317938337748,"vulpina_V60-96",0.726381461675579,0.726381461675579
"1220",1220,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"12/04",4.85,-0.115548747,1,4.734451254,4.85,NA,NA,NA,0.00815000000000003,0.2,0.254286032876759,"vulpina_V60-96",0.720439691027926,0.720439691027926
"1221",1221,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"12/14",4.87,0.114144847,1,4.984144847,4.984144847,NA,NA,NA,0.0666666666666667,0.3,0.277143016468417,"vulpina_V60-96",0.723410576351753,0.740366138888889
"1222",1222,"V60-96.5","V60-96","vulpina","Drought",24,6.732,3.983064067,2.496935933,"12/16",4.9,-0.165548747,1,4.734451254,4.9,NA,NA,NA,0.0441448469999996,0.3,0.333150379193169,"vulpina_V60-96",0.727866904337493,0.727866904337493
"1223",1223,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"10/30",6.31,0.291786444,1,6.601786444,NA,NA,NA,NA,0.1348493038,0.8,0.735201036642224,"vulpina_V60-96",0.884744812114414,0.884744812114414
"1224",1224,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"11/02",6.2,0.401786444,1,6.601786444,6.6,NA,NA,NA,0.0232493038,0.8,0.669189899071841,"vulpina_V60-96",0.86932136848009,0.92540661805945
"1225",1225,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"11/06",6.37,0.231786444,1,6.601786444,6.6,NA,NA,NA,0.104,0.8,0.757833426666355,"vulpina_V60-96",0.893157599551318,0.92540661805945
"1226",1226,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"11/09",6.14,0.461786444,1,6.601786444,6.61,NA,NA,NA,0.208,0.8,0.712568646618093,"vulpina_V60-96",0.860908581043186,0.926808749298934
"1227",1227,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"11/11",6.34,0.261786444,1,6.601786444,6.6,NA,NA,NA,0.1,0.8,0.752175329160322,"vulpina_V60-96",0.888951205832866,0.92540661805945
"1228",1228,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"11/13",6.3,0.301786444,1,6.601786444,6.6,NA,NA,NA,0.152,0.8,0.742745166650268,"vulpina_V60-96",0.88334268087493,0.92540661805945
"1229",1229,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"11/25",6.53,0.336893222,1,6.866893222,6.86,NA,NA,NA,0.138258078,0.9,0.837046791788535,"vulpina_V60-96",0.915591699383062,0.961862030286035
"1230",1230,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"11/27",6.4345,0.432393222,1,6.866893222,6.887,NA,NA,NA,0.2569,0.9,0.81714914889232,"vulpina_V60-96",0.90220134604599,0.965647784632642
"1231",1231,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"11/30",6.85,0.016893222,1,6.866893222,6.86,NA,NA,NA,0.3307,0.9,0.900606087106303,"vulpina_V60-96",0.960459899046551,0.961862030286035
"1232",1232,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"12/02",6.96,-0.093106778,1,6.866893222,6.96,NA,NA,NA,0.314829039,0.9,0.916260156872994,"vulpina_V60-96",0.975883342680875,0.975883342680875
"1233",1233,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"12/04",6.9,-0.033106778,1,6.866893222,6.9,NA,NA,NA,0.474829039,0.9,0.923804286881038,"vulpina_V60-96",0.967470555243971,0.967470555243971
"1234",1234,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"12/07",6.83,7.071685701,1,6.601786444,7.07,NA,NA,NA,0.94,0.9,0.949285864336036,"vulpina_V60-96",0.957655636567583,0.991306786315199
"1235",1235,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"12/09",6.86,0.211685701,1,6.601786444,7.08,NA,NA,NA,0.552,0.9,1.03700651435739,"vulpina_V60-96",0.961862030286035,0.992708917554683
"1236",1236,"V60-96.6","V60-96","vulpina","Control",42,7.132,4.228932219,2.651067781,"12/14",6.568,0.298893222,1,6.866893222,6.878,NA,NA,NA,0.727000000000001,0.9,0.843627766867723,"vulpina_V60-96",0.920919798093102,0.964385866517106
"1237",1237,"V60-96.7","V60-96","vulpina","Control",6,7.266,4.31129805,2.70270195,"10/28",6.558,0.16745961,1,6.72545961,NA,NA,NA,NA,0.0401224698,0.8,0.717597421350882,"vulpina_V60-96",0.902559867877787,0.902559867877787
"1238",1238,"V60-96.7","V60-96","vulpina","Control",6,7.266,4.31129805,2.70270195,"10/30",6.153,0.57245961,1,6.72545961,NA,NA,NA,NA,0.4155224698,0.8,0.663114906177501,"vulpina_V60-96",0.846820809248555,0.846820809248555
"1239",1239,"V60-96.7","V60-96","vulpina","Control",6,7.266,4.31129805,2.70270195,"11/06",6.4605,0.26495961,1,6.72545961,6.75,NA,NA,NA,0.137000000000001,0.8,0.752469931062876,"vulpina_V60-96",0.889141205615194,0.928984310487201
"1240",1240,"V60-96.7","V60-96","vulpina","Control",6,7.266,4.31129805,2.70270195,"11/09",6.19,0.53545961,1,6.72545961,6.73,NA,NA,NA,0.308,0.8,0.705479917976157,"vulpina_V60-96",0.851913019543077,0.926231764382053
"1241",1241,"V60-96.7","V60-96","vulpina","Control",6,7.266,4.31129805,2.70270195,"11/11",6.39,0.33545961,1,6.72545961,6.72,NA,NA,NA,0.170000000000001,0.8,0.73877992725021,"vulpina_V60-96",0.87943848059455,0.92485549132948
"1242",1242,"V60-96.7","V60-96","vulpina","Control",6,7.266,4.31129805,2.70270195,"11/13",6.35,0.37545961,1,6.72545961,6.73,NA,NA,NA,0.222,0.8,0.729529924674084,"vulpina_V60-96",0.873933388384255,0.926231764382053
"1243",1243,"V60-96.7","V60-96","vulpina","Control",6,7.266,4.31129805,2.70270195,"11/23",6.1865,0.809229805,1,6.995729805,6.9985,NA,NA,NA,0.6455,0.9,0.765882434798258,"vulpina_V60-96",0.851431323974677,0.963184695843655
