"","X","ID","Genotype","Species","Treatment","Order.within.block","mPot..kg.","Dry.weight.of.soil..kg.","mH2O..kg.","Date","PWW","WA","BB","TW","POWW","PD.WT","midday.WT","POWW.NOTES","WU","tgt_swc","SWC","species_geno","PSWC","POSWC"
"296",296,"b40-14.8","b40-14","arizonica","Control",46,6.5695,3.88318013,2.43431987,"11/25",5.26,1.066068013,1,6.326068013,6.32,NA,NA,NA,0.858258078,0.9,0.679787356786436,"arizonica_b40-14",0.800669761777913,0.96202146282061
"297",297,"b40-14.8","b40-14","arizonica","Control",46,6.5695,3.88318013,2.43431987,"11/27",5.238,1.088068013,1,6.326068013,6.3625,NA,NA,NA,0.9134,0.9,0.675268640846283,"arizonica_b40-14",0.797320952888348,0.968490752720907
"298",298,"b40-14.8","b40-14","arizonica","Control",46,6.5695,3.88318013,2.43431987,"11/30",5.8,0.526068013,1,6.326068013,6.32,NA,NA,NA,0.8562,0.9,0.799430631110939,"arizonica_b40-14",0.882867798158155,0.96202146282061
"299",299,"b40-14.8","b40-14","arizonica","Control",46,6.5695,3.88318013,2.43431987,"12/02",5.91,0.416068013,1,6.326068013,6.32,NA,NA,NA,0.824829039,0.9,0.813294873200045,"arizonica_b40-14",0.899611842605982,0.96202146282061
"300",300,"b40-14.8","b40-14","arizonica","Control",46,6.5695,3.88318013,2.43431987,"12/04",5.54,0.786068013,1,6.326068013,6.32,NA,NA,NA,1.194829039,0.9,0.737298286933837,"arizonica_b40-14",0.843290965826928,0.96202146282061
"301",301,"b40-14.8","b40-14","arizonica","Control",46,6.5695,3.88318013,2.43431987,"12/07",5.56,6.081374652,1,6.115136026,6.08,NA,NA,NA,1.83,0.9,0.784730834695113,"arizonica_b40-14",0.846335337544714,0.92548900220717
"302",302,"b40-14.8","b40-14","arizonica","Control",46,6.5695,3.88318013,2.43431987,"12/09",5.49,0.869942665,1,6.115136026,6.08,NA,NA,NA,0.932,0.9,0.764382643354096,"arizonica_b40-14",0.835680036532461,0.92548900220717
"303",303,"b40-14.8","b40-14","arizonica","Control",46,6.5695,3.88318013,2.43431987,"12/14",6.03,0.328568013,1,6.358568013,6.42,NA,NA,NA,1.365,0.9,0.832513385556024,"arizonica_b40-14",0.917878072912703,0.977243321409544
"304",304,"b40-14.8","b40-14","arizonica","Control",46,6.5695,3.88318013,2.43431987,"12/16",5.35,0.976068013,1,6.326068013,6.32,NA,NA,NA,0.9275,0.9,0.699519359590159,"arizonica_b40-14",0.814369434507953,0.96202146282061
"305",305,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"10/28",5.68,0.790729805,1,6.470729805,NA,NA,NA,NA,0.6633926648,0.8,0.524332414264601,"arizonica_b40-14",0.812589413447782,0.812589413447782
"306",306,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"10/30",5.71,0.760729805,1,6.470729805,NA,NA,NA,NA,0.6037926648,0.8,0.501223057872597,"arizonica_b40-14",0.816881258941345,0.816881258941345
"307",307,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"11/02",5.3925,1.078229805,1,6.470729805,6.5175,NA,NA,NA,0.6996926648,0.8,0.445856891516757,"arizonica_b40-14",0.771459227467811,0.932403433476395
"308",308,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"11/04",5.8,0.670729805,1,6.470729805,6.47,NA,NA,NA,0.475,0.8,0.679839124985789,"arizonica_b40-14",0.829756795422031,0.925608011444921
"309",309,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"11/06",5.65,0.820729805,1,6.470729805,6.47,NA,NA,NA,0.683999999999999,0.8,0.64180497592395,"arizonica_b40-14",0.80829756795422,0.925608011444921
"310",310,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"11/09",5.32,1.183229805,2,6.503229805,6.5,NA,NA,NA,0.898,0.8,0.571995461823107,"arizonica_b40-14",0.761087267525036,0.929899856938484
"311",311,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"11/11",5.6,0.870729805,2,6.470729805,6.65,NA,NA,NA,0.73,0.8,0.631694632502449,"arizonica_b40-14",0.801144492131617,0.951359084406295
"312",312,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"11/13",5.64,0.830729805,2,6.470729805,6.47,NA,NA,NA,0.862000000000001,0.8,0.674543230812621,"arizonica_b40-14",0.8068669527897,0.925608011444921
"313",313,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"11/23",5.65,1.080364903,2,6.730364903,6.73,NA,NA,NA,0.832,0.9,0.691875247914046,"arizonica_b40-14",0.80829756795422,0.962804005722461
"314",314,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"11/25",5.94,0.790364903,3,6.730364903,6.76,NA,NA,NA,0.588258078,0.9,0.74772285919472,"arizonica_b40-14",0.849785407725322,0.967095851216023
"315",315,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"11/27",5.27225,1.490614903,3,6.762864903,6.8125,NA,NA,NA,1.31915,0.9,0.618647474846886,"arizonica_b40-14",0.754256080114449,0.974606580829757
"316",316,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"11/30",6.06,0.702864903,3,6.762864903,6.76,NA,NA,NA,1.0462,0.9,0.774202330060558,"arizonica_b40-14",0.866952789699571,0.967095851216023
"317",317,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"12/02",6.38,0.382864903,3,6.762864903,6.76,NA,NA,NA,0.794829039,0.9,0.825716937017732,"arizonica_b40-14",0.912732474964235,0.967095851216023
"318",318,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"12/04",6.02,0.742864903,3,6.762864903,6.77,NA,NA,NA,1.154829039,0.9,0.756388867841722,"arizonica_b40-14",0.861230329041488,0.968526466380544
"319",319,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"12/07",6.12,6.466922934,3,6.503229805,6.46,NA,NA,NA,1.82,0.9,0.82757244463068,"arizonica_b40-14",0.875536480686695,0.9241773962804
"320",320,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"12/09",5.93,0.829787837,3,6.503229805,6.47,NA,NA,NA,0.872,0.9,0.781283459760289,"arizonica_b40-14",0.848354792560801,0.925608011444921
"321",321,"b40-14.9","b40-14","arizonica","Control",1,6.99,4.141649025,2.596350975,"12/14",6.4725,0.290364903,3,6.762864903,6.76,NA,NA,NA,1.1525,0.9,0.844082116440363,"arizonica_b40-14",0.925965665236052,0.967095851216023
"322",322,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"10/28",6.425,0.307843083,1,6.732843083,NA,NA,NA,NA,0.17804503275,0.8,0.681700455927684,"cinerea_b42-34",0.88328292548804,0.88328292548804
"323",323,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"10/30",6.28,0.452843083,1,6.732843083,NA,NA,NA,NA,0.30754503275,0.8,0.659433347049368,"cinerea_b42-34",0.86334891394006,0.86334891394006
"324",324,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"11/06",5.61,0.311107707,1,5.921107707,5.93,NA,NA,NA,0.1745,0.5,0.442767910001403,"cinerea_b42-34",0.771240032994226,0.81523233434149
"325",325,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"11/09",5.47,0.451107707,1,5.921107707,5.92,NA,NA,NA,0.27,0.5,0.41828332969952,"cinerea_b42-34",0.751993401154798,0.813857574924388
"326",326,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"11/11",5.68,-0.029470752,1,5.650529248,5.68,NA,NA,NA,0.174,0.4,0.455241186814403,"cinerea_b42-34",0.78086334891394,0.78086334891394
"327",327,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"11/13",5.43,-0.050049211,1,5.379950789,5.43,NA,NA,NA,0.19,0.3,0.364694437129632,"cinerea_b42-34",0.74649436348639,0.74649436348639
"328",328,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"11/16",5.18,0.199950789,1,5.379950789,5.37,NA,NA,NA,0.16,0.3,0.272299794536452,"cinerea_b42-34",0.71212537805884,0.738245806983778
"329",329,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"11/25",5.25,0.129950789,1,5.379950789,5.39,NA,NA,NA,0.1685,0.3,0.294197324844175,"cinerea_b42-34",0.721748693978554,0.740995325817982
"330",330,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"11/27",5.1455,0.234450789,1,5.379950789,5.399,NA,NA,NA,0.23675,0.3,0.258532992781809,"cinerea_b42-34",0.707382458069838,0.742232609293374
"331",331,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"11/30",5.1,0.279950789,1,5.379950789,5.37,NA,NA,NA,0.1867,0.3,0.25178818386846,"cinerea_b42-34",0.701127302722024,0.738245806983778
"332",332,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"12/02",5.13,0.249950789,1,5.379950789,5.13,NA,NA,NA,0.20815,0.3,0.251972973153757,"cinerea_b42-34",0.70525158097333,0.70525158097333
"333",333,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"12/04",4.99,0.119372331,1,5.109372331,5.1,NA,NA,NA,0.10815,0.2,0.181753044611456,"cinerea_b42-34",0.686004949133902,0.701127302722024
"334",334,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"12/07",4.85,4.897701021,1,5.109372331,4.89,NA,NA,NA,0.102,0.2,0.150338865981573,"cinerea_b42-34",0.666758317294473,0.672257354962881
"335",335,"b42-34.1","b42-34","cinerea","Drought",44,7.274,4.316215413,2.705784587,"12/09",4.8,0.58765181,1,5.379950789,5.37,NA,NA,NA,0.00399999999999996,0.3,0.102293651933645,"cinerea_b42-34",0.659884520208963,0.738245806983778
"336",336,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"10/28",5.87,0.528740947,1,6.398740947,NA,NA,NA,NA,0.4014038068,0.8,0.601760555794814,"cinerea_b42-34",0.849247685185185,0.849247685185185
"337",337,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"10/30",5.81,0.588740947,1,6.398740947,NA,NA,NA,NA,0.4318038068,0.8,0.582277217037222,"cinerea_b42-34",0.84056712962963,0.84056712962963
"338",338,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"11/02",5.52,0.878740947,1,6.398740947,6.419,NA,NA,NA,0.5002038068,0.8,0.514085531385649,"cinerea_b42-34",0.798611111111111,0.928674768518518
"339",339,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"11/04",5.91,0.488740947,1,6.398740947,6.39,NA,NA,NA,0.266499999999999,0.8,0.708724085573996,"cinerea_b42-34",0.855034722222222,0.924479166666667
"340",340,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"11/06",5.83,0.568740947,1,6.398740947,6.39,NA,NA,NA,0.424,0.8,0.68748724632822,"cinerea_b42-34",0.843460648148148,0.924479166666667
"341",341,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"11/09",5.5,0.898740947,1,6.398740947,6.39,NA,NA,NA,0.638,0.8,0.623192228428166,"cinerea_b42-34",0.795717592592593,0.924479166666667
"342",342,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"11/11",5.86,0.538740947,1,6.398740947,6.39,NA,NA,NA,0.359999999999999,0.8,0.693332247955498,"cinerea_b42-34",0.847800925925926,0.924479166666667
"343",343,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"11/13",5.81,0.588740947,1,6.398740947,6.39,NA,NA,NA,0.432,0.8,0.683590578576702,"cinerea_b42-34",0.84056712962963,0.924479166666667
"344",344,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"11/23",6.23,0.425370474,1,6.655370474,6.99,NA,NA,NA,0.172,0.9,0.816077281933496,"cinerea_b42-34",0.901331018518519,1.01128472222222
"345",345,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"11/25",5.39,1.265370474,1,6.655370474,6.66,NA,NA,NA,1.398258078,0.9,0.718660588145534,"cinerea_b42-34",0.779803240740741,0.963541666666667
"346",346,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"11/27",5.815,0.840370474,1,6.655370474,6.711,NA,NA,NA,0.6764,0.9,0.737169759965247,"cinerea_b42-34",0.841290509259259,0.970920138888889
"347",347,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"11/30",6.41,0.245370474,1,6.655370474,6.65,NA,NA,NA,0.5947,0.9,0.863032128339293,"cinerea_b42-34",0.927372685185185,0.962094907407407
"348",348,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"12/02",6.63,0.025370474,1,6.655370474,6.65,NA,NA,NA,0.434829039,0.9,0.894010636963865,"cinerea_b42-34",0.959201388888889,0.962094907407407
"349",349,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"12/04",6.25,0.405370474,1,6.655370474,6.65,NA,NA,NA,0.814829039,0.9,0.819973949685014,"cinerea_b42-34",0.904224537037037,0.962094907407407
"350",350,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"12/07",6.23,6.857278552,1,6.398740947,6.85,NA,NA,NA,1.49,0.9,0.866077282030912,"cinerea_b42-34",0.901331018518519,0.991030092592593
"351",351,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"12/09",6.26,0.597278552,1,6.398740947,6.86,NA,NA,NA,0.932,0.9,0.960888961270791,"cinerea_b42-34",0.905671296296296,0.992476851851852
"352",352,"b42-34.10","b42-34","cinerea","Control",6,6.912,4.093704735,2.566295265,"12/14",6.5125,0.142870474,1,6.655370474,6.505,NA,NA,NA,1.0625,0.9,0.872164061566002,"cinerea_b42-34",0.942201967592593,0.941116898148148
"353",353,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"10/28",6.2525,0.56340715,1,6.81590715,NA,NA,NA,NA,0.43360909975,0.8,0.57087562826563,"cinerea_b42-34",0.849063009234112,0.849063009234112
"354",354,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"10/30",6.218,0.59790715,1,6.81590715,NA,NA,NA,NA,0.45260909975,0.8,0.588117232481236,"cinerea_b42-34",0.844378055404671,0.844378055404671
"355",355,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"11/06",5.6065,0.387267874,1,5.993767874,5.9935,NA,NA,NA,0.2555,0.5,0.43047970837023,"cinerea_b42-34",0.761338946224878,0.813891906572515
"356",356,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"11/09",5.362,0.631767874,1,5.993767874,6.0145,NA,NA,NA,0.4415,0.5,0.384684547966875,"cinerea_b42-34",0.728136882129278,0.816743617599131
"357",357,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"11/11",5.55,0.169721449,1,5.719721449,5.72,NA,NA,NA,0.3985,0.4,0.422816773126804,"cinerea_b42-34",0.753666485605649,0.776751765344921
"358",358,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"11/13",5.39,0.055675023,1,5.445675023,5.445675023,NA,NA,NA,0.27,0.3,0.339892867246932,"cinerea_b42-34",0.731939163498099,0.739499595736013
"359",359,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"11/16",5.09,0.355675023,1,5.445675023,5.44,NA,NA,NA,0.21,0.3,0.235106793905371,"cinerea_b42-34",0.691200434546442,0.738728951656708
"360",360,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"11/23",5.142,0.303675023,1,5.445675023,5.496,NA,NA,NA,0.192,0.3,0.243558824791414,"cinerea_b42-34",0.698261814231396,0.746333514394351
"361",361,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"11/25",4.99,0.455675023,1,5.445675023,5.44,NA,NA,NA,0.446,0.3,0.226043544318417,"cinerea_b42-34",0.677620858229223,0.738728951656708
"362",362,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"11/27",5.133,0.312675023,1,5.445675023,5.5025,NA,NA,NA,0.29925,0.3,0.24191676724707,"cinerea_b42-34",0.697039652362846,0.74721618685497
"363",363,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"11/30",5.08,0.365675023,1,5.445675023,5.45,NA,NA,NA,0.3102,0.3,0.243650050210544,"cinerea_b42-34",0.68984247691472,0.74008690928843
"364",364,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"12/02",5.18,0.265675023,1,5.445675023,5.18,NA,NA,NA,0.23815,0.3,0.252316465027912,"cinerea_b42-34",0.703422053231939,0.703422053231939
"365",365,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"12/04",5.03,0.141628598,1,5.171628598,5.18,NA,NA,NA,0.118149999999999,0.2,0.175687112922063,"cinerea_b42-34",0.683052688756111,0.703422053231939
"366",366,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"12/07",4.958,5.260170845,2,5.204128598,5.2615,NA,NA,NA,0.0739999999999995,0.2,0.156621000287363,"cinerea_b42-34",0.673275393807713,0.714489407930473
"367",367,"b42-34.2","b42-34","cinerea","Drought",22,7.364,4.371535748,2.740464252,"12/09",5.04,0.418345868,2,5.478175023,5.5,NA,NA,NA,0.1355,0.3,0.180522060135963,"cinerea_b42-34",0.684410646387833,0.74687669744704
"368",368,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"10/28",5.792,0.320608171,1,6.262608171,NA,NA,NA,NA,0.19081012075,0.8,0.599479442273967,"cinerea_b42-34",0.875651976717817,0.875651976717817
"369",369,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"10/30",5.674,0.438608171,1,6.262608171,NA,NA,NA,NA,0.29331012075,0.8,0.583979738153733,"cinerea_b42-34",0.857812381888276,0.857812381888276
"370",370,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"11/06",5.24,0.148670149,1,5.388670149,5.38,NA,NA,NA,0.122,0.5,0.467687078307376,"cinerea_b42-34",0.792198956837252,0.813364577821453
"371",371,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"11/09",4.97,0.418670149,1,5.388670149,5.39,NA,NA,NA,0.22,0.5,0.412846734504572,"cinerea_b42-34",0.751379544939149,0.814876407891753
"372",372,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"11/11",5.09,0.053504178,1,5.143504178,5.14,NA,NA,NA,0.234,0.4,0.439359386431943,"cinerea_b42-34",0.76952150578275,0.77708065613425
"373",373,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"11/13",4.92,-0.021661792,1,4.898338208,4.92,NA,NA,NA,0.16,0.3,0.353703126901703,"cinerea_b42-34",0.743820394587648,0.743820394587648
"374",374,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"11/16",4.73,0.168338208,1,4.898338208,4.89,NA,NA,NA,0.0999999999999995,0.3,0.270086301981364,"cinerea_b42-34",0.715095623251947,0.739284904376748
"375",375,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"11/20",4.72,0.178338208,1,4.898338208,4.89,NA,NA,NA,0.103333333333333,0.3,0.261928562970715,"cinerea_b42-34",0.713583793181646,0.739284904376748
"376",376,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"11/23",4.66,0.238338208,1,4.898338208,4.9,NA,NA,NA,0.124,0.3,0.249691954454741,"cinerea_b42-34",0.704512812759846,0.740796734447048
"377",377,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"11/25",4.7,0.198338208,1,4.898338208,4.9,NA,NA,NA,0.14,0.3,0.259889128218053,"cinerea_b42-34",0.710560133041046,0.740796734447048
"378",378,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"11/27",4.7305,0.167838208,1,4.898338208,4.9,NA,NA,NA,0.16175,0.3,0.266109404213673,"cinerea_b42-34",0.715171214755462,0.740796734447048
"379",379,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"11/30",4.66,0.238338208,1,4.898338208,4.89,NA,NA,NA,0.1277,0.3,0.251731389207403,"cinerea_b42-34",0.704512812759846,0.739284904376748
"380",380,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"12/02",4.71,0.188338208,1,4.898338208,4.71,NA,NA,NA,0.14815,0.3,0.259889128218052,"cinerea_b42-34",0.712071963111346,0.712071963111346
"381",381,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"12/04",4.62,0.033172238,1,4.653172238,4.65,NA,NA,NA,0.0581499999999999,0.2,0.204824389834987,"cinerea_b42-34",0.698465492478645,0.703000982689546
"382",382,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"12/14",4.71,0.188338208,1,4.898338208,4.898338208,NA,NA,NA,0.136666666666666,0.3,0.261589651335065,"cinerea_b42-34",0.712071963111346,0.74054549973543
"383",383,"b42-34.3","b42-34","cinerea","Drought",42,6.6145,3.910840297,2.451659703,"12/16",4.77,-0.116827762,1,4.653172238,4.77,NA,NA,NA,0.088338208000001,0.3,0.323826259789856,"cinerea_b42-34",0.721142943533147,0.721142943533147
"384",384,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"10/28",5.94,0.494735376,1,6.434735376,NA,NA,NA,NA,0.36493732575,0.8,0.58215564965353,"cinerea_b42-34",0.873400970445523,0.873400970445523
"385",385,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"10/30",6.01,0.424735376,1,6.434735376,NA,NA,NA,NA,0.27943732575,0.8,0.617820066365876,"cinerea_b42-34",0.883693574474342,0.883693574474342
"386",386,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"11/06",5.3,0.239238162,1,5.539238162,5.53,NA,NA,NA,0.222,0.5,0.4525313346208,"cinerea_b42-34",0.779297162182032,0.813115718276724
"387",387,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"11/09",5.01,0.529238162,1,5.539238162,5.53,NA,NA,NA,0.33,0.5,0.393308644395176,"cinerea_b42-34",0.736656374062638,0.813115718276724
"388",388,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"11/11",5.16,0.126885794,1,5.286885794,5.29,NA,NA,NA,0.304,0.4,0.423028991714905,"cinerea_b42-34",0.758711954124394,0.777826790177915
"389",389,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"11/13",4.97,0.064533426,1,5.034533426,NA,NA,NA,NA,0.26,0.3,0.33783066302096,"cinerea_b42-34",0.73077488604617,0.73077488604617
"390",390,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"11/16",4.71,0.324533426,1,5.034533426,5.03,NA,NA,NA,0.17,0.3,0.222911987007285,"cinerea_b42-34",0.692545213939127,0.739597118070872
"391",391,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"11/23",4.85,0.184533426,1,5.034533426,5.03,NA,NA,NA,0.0740000000000006,0.3,0.26253911668767,"cinerea_b42-34",0.713130421996765,0.739597118070872
"392",392,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"11/25",4.78,0.254533426,1,5.034533426,5.03,NA,NA,NA,0.19,0.3,0.248669621299535,"cinerea_b42-34",0.702837817967946,0.739597118070872
"393",393,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"11/27",4.77,0.264533426,1,5.034533426,5.062,NA,NA,NA,0.252250000000001,0.3,0.246688264815516,"cinerea_b42-34",0.701367445963829,0.744302308484046
"394",394,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"11/30",4.67,0.364533426,1,5.034533426,5.03,NA,NA,NA,0.2797,0.3,0.233215040724185,"cinerea_b42-34",0.686663725922658,0.739597118070872
"395",395,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"12/02",4.79,0.244533426,1,5.034533426,4.79,NA,NA,NA,0.20815,0.3,0.250650977783554,"cinerea_b42-34",0.704308189972063,0.704308189972063
"396",396,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"12/04",4.64,0.142181059,1,4.782181059,4.78,NA,NA,NA,0.11815,0.2,0.173378074768109,"cinerea_b42-34",0.682252609910307,0.702837817967946
"397",397,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"12/07",4.56,4.643487929,1,4.782181059,4.64,NA,NA,NA,0.0720000000000006,0.2,0.155545866273241,"cinerea_b42-34",0.670489633877371,0.682252609910307
"398",398,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"12/09",4.51,0.528021356,1,5.034533426,5.12,NA,NA,NA,0.044,0.3,0.117900093215571,"cinerea_b42-34",0.663137773856786,0.752830466107925
"399",399,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"12/14",4.7,0.334533426,1,5.034533426,5.03,NA,NA,NA,0.286666666666666,0.3,0.233717002727373,"cinerea_b42-34",0.69107484193501,0.739597118070872
"400",400,"b42-34.4","b42-34","cinerea","Drought",42,6.801,4.025476323,2.523523677,"12/16",4.8,-0.017818941,1,4.782181059,4.8,NA,NA,NA,0.190000000000001,0.3,0.303530567428871,"cinerea_b42-34",0.70577856197618,0.70577856197618
"401",401,"b42-34.5","b42-34","cinerea","Drought",50,6.914,4.094934076,2.567065924,"10/28",6.03,0.370586815,1,6.400586815,NA,NA,NA,NA,0.24078876475,0.8,0.655637982828835,"cinerea_b42-34",0.872143477003182,0.872143477003182
"402",402,"b42-34.5","b42-34","cinerea","Drought",50,6.914,4.094934076,2.567065924,"10/30",5.97,0.430586815,1,6.400586815,NA,NA,NA,NA,0.28528876475,0.8,0.64395148903079,"cinerea_b42-34",0.863465432455887,0.863465432455887
"403",403,"b42-34.5","b42-34","cinerea","Drought",50,6.914,4.094934076,2.567065924,"11/06",5.37,0.260467038,1,5.630467038,5.63,NA,NA,NA,0.132,0.5,0.451124341285129,"cinerea_b42-34",0.776684986982933,0.81428984668788
"404",404,"b42-34.5","b42-34","cinerea","Drought",50,6.914,4.094934076,2.567065924,"11/09",5.17,0.460467038,1,5.630467038,5.64,NA,NA,NA,0.27,0.5,0.410221612991969,"cinerea_b42-34",0.747758171825282,0.815736187445762
"405",405,"b42-34.5","b42-34","cinerea","Drought",50,6.914,4.094934076,2.567065924,"11/11",5.37,0.003760446,1,5.373760446,5.37,NA,NA,NA,0.204,0.4,0.451124341207219,"cinerea_b42-34",0.776684986982933,0.776684986982933
