"Species","Treatment","ID","Genotype","species_geno","sumwu","canopy_biomass","root_biomass","ratio_canopy_root","TotalLeafArea","leafarea_wu","canopy_biomass_wu","root_biomass_wu","Treatment_factor","mean_sumwu","sd_sumwu","Tukey_sumwu","mean_canopy_biomass","sd_canopy_biomass","Tukey_canopy_biomass","mean_root_biomass","sd_root_biomass","Tukey_root_biomass","mean_ratio_canopy_root","sd_ratio_canopy_root","Tukey_ratio_canopy_root","mean_TotalLeafArea","sd_TotalLeafArea","Tukey_TotalLeafArea","mean_leafarea_wu","sd_leafarea_wu","Tukey_leafarea_wu","mean_canopy_biomass_wu","sd_canopy_biomass_wu","Tukey_canopy_biomass_wu","mean_root_biomass_wu","sd_root_biomass_wu","Tukey_root_biomass_wu"
"acerifolia","Control","9018.10.","9018","acerifolia_9018",12.8895250684,69.5,19.5466,0.281246043165468,8130.608302,630.79192280971,5.39197523812467,1.51647170056874,"Control",11.8397538532,3.31264543227713,"ab",61.52,19.9231523610095,"b",NA,NA,"ab",NA,NA,"abc",NA,NA,"bc",NA,NA,"ab",5.10938450215286,0.528671370225002,"ab",NA,NA,"ab"
"acerifolia","Control","9018.6","9018","acerifolia_9018",6.2432632324,26.6,8.7823,0.330161654135338,NA,NA,4.2605924193548,1.40668424077066,"Control",11.8397538532,3.31264543227713,"ab",61.52,19.9231523610095,"b",NA,NA,"ab",NA,NA,"abc",NA,NA,"bc",NA,NA,"ab",5.10938450215286,0.528671370225002,"ab",NA,NA,"ab"
"acerifolia","Control","9018.7","9018","acerifolia_9018",11.6078820794,64.9,NA,NA,NA,NA,5.59102854044109,NA,"Control",11.8397538532,3.31264543227713,"ab",61.52,19.9231523610095,"b",NA,NA,"ab",NA,NA,"abc",NA,NA,"bc",NA,NA,"ab",5.10938450215286,0.528671370225002,"ab",NA,NA,"ab"
"acerifolia","Control","9018.8","9018","acerifolia_9018",14.2451866294,70.5,16.9217,0.240024113475177,7606.237241,533.951392767423,4.9490401097658,1.18788896489963,"Control",11.8397538532,3.31264543227713,"ab",61.52,19.9231523610095,"b",NA,NA,"ab",NA,NA,"abc",NA,NA,"bc",NA,NA,"ab",5.10938450215286,0.528671370225002,"ab",NA,NA,"ab"
"acerifolia","Control","9018.9","9018","acerifolia_9018",14.2129122564,76.1,25.5808,0.33614717477004,7502.01863,527.831206909891,5.35428620307795,1.79982818007485,"Control",11.8397538532,3.31264543227713,"ab",61.52,19.9231523610095,"b",NA,NA,"ab",NA,NA,"abc",NA,NA,"bc",NA,NA,"ab",5.10938450215286,0.528671370225002,"ab",NA,NA,"ab"
"acerifolia","Drought","9018.1","9018","acerifolia_9018",3.54119429016667,13,21.4234,1.64795384615385,1124.29,317.488933923217,3.67107787225878,6.04976689911913,"Drought",3.34853844023334,1.6239314571857,"ab",16.28,9.4774469135944,"b",15.37808,5.43575169935125,"ab",1.15525609219405,0.531620430265252,"abc",NA,NA,"bc",NA,NA,"ab",4.86959765407673,1.02462693903592,"ab",5.53184887015194,2.81832148634264,"ab"
"acerifolia","Drought","9018.5","9018","acerifolia_9018",2.7297722835,10.7,10.8305,1.01219626168224,NA,NA,3.91974087533811,3.96754706078032,"Drought",3.34853844023334,1.6239314571857,"ab",16.28,9.4774469135944,"b",15.37808,5.43575169935125,"ab",1.15525609219405,0.531620430265252,"abc",NA,NA,"bc",NA,NA,"ab",4.86959765407673,1.02462693903592,"ab",5.53184887015194,2.81832148634264,"ab"
"acerifolia","Drought","9018.2","9018","acerifolia_9018",0.925011143166667,5.3,9.3895,1.77160377358491,NA,NA,5.72966070641708,10.1506885288497,"Drought",3.34853844023334,1.6239314571857,"ab",16.28,9.4774469135944,"b",15.37808,5.43575169935125,"ab",1.15525609219405,0.531620430265252,"abc",NA,NA,"bc",NA,NA,"ab",4.86959765407673,1.02462693903592,"ab",5.53184887015194,2.81832148634264,"ab"
"acerifolia","Drought","9018.3","9018","acerifolia_9018",5.08554619216667,26.1,14.8834,0.570245210727969,1318.33,259.230759132744,5.13219210164724,2.92660796650025,"Drought",3.34853844023334,1.6239314571857,"ab",16.28,9.4774469135944,"b",15.37808,5.43575169935125,"ab",1.15525609219405,0.531620430265252,"abc",NA,NA,"bc",NA,NA,"ab",4.86959765407673,1.02462693903592,"ab",5.53184887015194,2.81832148634264,"ab"
"acerifolia","Drought","9018.4","9018","acerifolia_9018",4.46116829216667,26.3,20.3636,0.774281368821293,2353.282516,527.503640723913,5.89531671472246,4.56463389551035,"Drought",3.34853844023334,1.6239314571857,"ab",16.28,9.4774469135944,"b",15.37808,5.43575169935125,"ab",1.15525609219405,0.531620430265252,"abc",NA,NA,"bc",NA,NA,"ab",4.86959765407673,1.02462693903592,"ab",5.53184887015194,2.81832148634264,"ab"
"aestivalis","Control","T52.10","T52","aestivalis_T52",9.1226169914,45.3,16.4003,0.362037527593819,7265.738182,796.453275288166,4.96568035715024,1.79776263932387,"Control",11.1384214478,2.85348490482946,"ab",54.26,11.6420788521638,"bc",23.07238,6.24580513360768,"a",0.432123180769939,0.129064963700758,"a",NA,NA,"bc",NA,NA,"ab",4.90876955333797,0.228684292069223,"b",2.13712005599644,0.731475684810881,"a"
"aestivalis","Control","T52.6","T52","aestivalis_T52",15.7331810574,72.2,28.3423,0.392552631578947,9870.327082,627.357369497604,4.58902746600257,1.80143480816738,"Control",11.1384214478,2.85348490482946,"ab",54.26,11.6420788521638,"bc",23.07238,6.24580513360768,"a",0.432123180769939,0.129064963700758,"a",NA,NA,"bc",NA,NA,"ab",4.90876955333797,0.228684292069223,"b",2.13712005599644,0.731475684810881,"a"
"aestivalis","Control","T52.7","T52","aestivalis_T52",10.0906072414,48.4,17.2801,0.357026859504132,NA,NA,4.79653987536283,1.71249356818713,"Control",11.1384214478,2.85348490482946,"ab",54.26,11.6420788521638,"bc",23.07238,6.24580513360768,"a",0.432123180769939,0.129064963700758,"a",NA,NA,"bc",NA,NA,"ab",4.90876955333797,0.228684292069223,"b",2.13712005599644,0.731475684810881,"a"
"aestivalis","Control","T52.8","T52","aestivalis_T52",11.9734930364,59.8,23.1824,0.387665551839465,9182.839267,766.930689238614,4.99436545527734,1.93614344030805,"Control",11.1384214478,2.85348490482946,"ab",54.26,11.6420788521638,"bc",23.07238,6.24580513360768,"a",0.432123180769939,0.129064963700758,"a",NA,NA,"bc",NA,NA,"ab",4.90876955333797,0.228684292069223,"b",2.13712005599644,0.731475684810881,"a"
"aestivalis","Control","T52.9","T52","aestivalis_T52",8.7722089124,45.6,30.1568,0.661333333333333,NA,NA,5.19823461289686,3.43776582399579,"Control",11.1384214478,2.85348490482946,"ab",54.26,11.6420788521638,"bc",23.07238,6.24580513360768,"a",0.432123180769939,0.129064963700758,"a",NA,NA,"bc",NA,NA,"ab",4.90876955333797,0.228684292069223,"b",2.13712005599644,0.731475684810881,"a"
"aestivalis","Drought","T52.1","T52","aestivalis_T52",3.1736135095,9.2,12.9733,1.41014130434783,1019.49,321.239494648049,2.89890371731164,4.0878638691086,"Drought",2.97108871836667,1.0084768060954,"ab",9.42,4.32458090455017,"bc",17.38348,4.67267556673904,"a",2.06508049425809,0.858382449211503,"a",NA,NA,"bc",NA,NA,"ab",3.09010931490892,0.35514511784243,"b",6.21397853376914,2.12180461576382,"a"
"aestivalis","Drought","T52.5","T52","aestivalis_T52",2.53001230216667,7.2,22.8169,3.16901388888889,498.04,196.85279774074,2.84583596444729,9.01849369683298,"Drought",2.97108871836667,1.0084768060954,"ab",9.42,4.32458090455017,"bc",17.38348,4.67267556673904,"a",2.06508049425809,0.858382449211503,"a",NA,NA,"bc",NA,NA,"ab",3.09010931490892,0.35514511784243,"b",6.21397853376914,2.12180461576382,"a"
"aestivalis","Drought","T52.2","T52","aestivalis_T52",1.9229839825,5.4,15.1459,2.8047962962963,NA,NA,2.80813571467177,7.87624865200873,"Drought",2.97108871836667,1.0084768060954,"ab",9.42,4.32458090455017,"bc",17.38348,4.67267556673904,"a",2.06508049425809,0.858382449211503,"a",NA,NA,"bc",NA,NA,"ab",3.09010931490892,0.35514511784243,"b",6.21397853376914,2.12180461576382,"a"
"aestivalis","Drought","T52.3","T52","aestivalis_T52",2.6381302235,8.6,13.9521,1.62233720930233,NA,NA,3.25988456649816,5.28863203026035,"Drought",2.97108871836667,1.0084768060954,"ab",9.42,4.32458090455017,"bc",17.38348,4.67267556673904,"a",2.06508049425809,0.858382449211503,"a",NA,NA,"bc",NA,NA,"ab",3.09010931490892,0.35514511784243,"b",6.21397853376914,2.12180461576382,"a"
"aestivalis","Drought","T52.4","T52","aestivalis_T52",4.59070357416667,16.7,22.0292,1.31911377245509,1808.980616,394.053021889651,3.63778661161573,4.79865442063505,"Drought",2.97108871836667,1.0084768060954,"ab",9.42,4.32458090455017,"bc",17.38348,4.67267556673904,"a",2.06508049425809,0.858382449211503,"a",NA,NA,"bc",NA,NA,"ab",3.09010931490892,0.35514511784243,"b",6.21397853376914,2.12180461576382,"a"
"arizonica","Control","b40-14.10","b40-14","arizonica_b40-14",12.7034665744,90.8,12.5614,0.13834140969163,NA,NA,7.14765528513138,0.988816708134905,"Control",14.7467542616,1.23151437006131,"a",102.72,9.20798566462828,"a",11.93092,2.69071499549841,"cd",0.116311812316916,0.0244523481066994,"c",NA,NA,"a",NA,NA,"a",6.97716409759047,0.481163290621077,"a",0.815982482357162,0.203573627283654,"b"
"arizonica","Control","b40-14.6","b40-14","arizonica_b40-14",14.7117518094,98.5,9.4463,0.0959015228426396,16561.11439,1125.70648312721,6.69532774044379,0.642092126239129,"Control",14.7467542616,1.23151437006131,"a",102.72,9.20798566462828,"a",11.93092,2.69071499549841,"cd",0.116311812316916,0.0244523481066994,"c",NA,NA,"a",NA,NA,"a",6.97716409759047,0.481163290621077,"a",0.815982482357162,0.203573627283654,"b"
"arizonica","Control","b40-14.7","b40-14","arizonica_b40-14",15.9864756274,100.5,10.0306,0.0998069651741293,15310.79234,957.734068274441,6.28656386450483,0.627442860689573,"Control",14.7467542616,1.23151437006131,"a",102.72,9.20798566462828,"a",11.93092,2.69071499549841,"cd",0.116311812316916,0.0244523481066994,"c",NA,NA,"a",NA,NA,"a",6.97716409759047,0.481163290621077,"a",0.815982482357162,0.203573627283654,"b"
"arizonica","Control","b40-14.8","b40-14","arizonica_b40-14",15.1364331464,110.2,16.2299,0.147276769509982,NA,NA,7.28044704681364,1.0722407216432,"Control",14.7467542616,1.23151437006131,"a",102.72,9.20798566462828,"a",11.93092,2.69071499549841,"cd",0.116311812316916,0.0244523481066994,"c",NA,NA,"a",NA,NA,"a",6.97716409759047,0.481163290621077,"a",0.815982482357162,0.203573627283654,"b"
"arizonica","Control","b40-14.9","b40-14","arizonica_b40-14",15.1956441504,113.6,11.3864,0.100232394366197,15575.09477,1024.97101247202,7.47582655105869,0.749319995079002,"Control",14.7467542616,1.23151437006131,"a",102.72,9.20798566462828,"a",11.93092,2.69071499549841,"cd",0.116311812316916,0.0244523481066994,"c",NA,NA,"a",NA,NA,"a",6.97716409759047,0.481163290621077,"a",0.815982482357162,0.203573627283654,"b"
"arizonica","Drought","b40-14.1","b40-14","arizonica_b40-14",3.9582458215,24.9,10.5083,0.422020080321285,NA,NA,6.29066539140917,2.65478711375683,"Drought",3.8854289231,0.778796696916463,"a",23.76,6.25243952389785,"a",7.2325,1.97476918524672,"cd",0.320322791155865,0.112196260806764,"c",NA,NA,"a",NA,NA,"a",6.06730182017519,0.508130699357803,"a",1.92811060503574,0.655394007670565,"b"
"arizonica","Drought","b40-14.5","b40-14","arizonica_b40-14",3.83737070616667,23.8,5.2912,0.222319327731092,2702.946494,704.374609848445,6.20216336194814,1.37886078910672,"Drought",3.8854289231,0.778796696916463,"a",23.76,6.25243952389785,"a",7.2325,1.97476918524672,"cd",0.320322791155865,0.112196260806764,"c",NA,NA,"a",NA,NA,"a",6.06730182017519,0.508130699357803,"a",1.92811060503574,0.655394007670565,"b"
"arizonica","Drought","b40-14.2","b40-14","arizonica_b40-14",3.92647934016667,21,6.2407,0.29717619047619,1198.98,305.357521618618,5.34830268560858,1.58938821762274,"Drought",3.8854289231,0.778796696916463,"a",23.76,6.25243952389785,"a",7.2325,1.97476918524672,"cd",0.320322791155865,0.112196260806764,"c",NA,NA,"a",NA,NA,"a",6.06730182017519,0.508130699357803,"a",1.92811060503574,0.655394007670565,"b"
"arizonica","Drought","b40-14.3","b40-14","arizonica_b40-14",4.95130431816667,33.1,6.8924,0.208229607250755,3763.422765,760.087145359203,6.68510717035789,1.39203724051283,"Drought",3.8854289231,0.778796696916463,"a",23.76,6.25243952389785,"a",7.2325,1.97476918524672,"cd",0.320322791155865,0.112196260806764,"c",NA,NA,"a",NA,NA,"a",6.06730182017519,0.508130699357803,"a",1.92811060503574,0.655394007670565,"b"
"arizonica","Drought","b40-14.4","b40-14","arizonica_b40-14",2.7537444295,16,7.2299,0.45186875,NA,NA,5.81027049155216,2.62547966417956,"Drought",3.8854289231,0.778796696916463,"a",23.76,6.25243952389785,"a",7.2325,1.97476918524672,"cd",0.320322791155865,0.112196260806764,"c",NA,NA,"a",NA,NA,"a",6.06730182017519,0.508130699357803,"a",1.92811060503574,0.655394007670565,"b"
"cinerea","Control","b42-34.10","b42-34","cinerea_b42-34",11.0294275764,58.8,5.8358,0.0992482993197279,5679.824052,514.969975790338,5.33119235723676,0.529111774802079,"Control",8.90747263664,2.19371489209369,"bc",46.58,14.2347110964712,"bc",5.98458,0.651028964025411,"d",0.142961462650215,0.0645415203971006,"c",NA,NA,"bc",NA,NA,"ab",5.16056043969218,0.733521773070957,"ab",0.709637234264326,0.215583071381976,"b"
"cinerea","Control","b42-34.6","b42-34","cinerea_b42-34",8.3326350974,42.1,4.933,0.117173396674584,NA,NA,5.05242333402267,0.592009603485364,"Control",8.90747263664,2.19371489209369,"bc",46.58,14.2347110964712,"bc",5.98458,0.651028964025411,"d",0.142961462650215,0.0645415203971006,"c",NA,NA,"bc",NA,NA,"ab",5.16056043969218,0.733521773070957,"ab",0.709637234264326,0.215583071381976,"b"
"cinerea","Control","b42-34.7","b42-34","cinerea_b42-34",8.3238906674,51.3,6.4996,0.126697855750487,5261.433604,632.088264278395,6.16298339920697,0.780836781705372,"Control",8.90747263664,2.19371489209369,"bc",46.58,14.2347110964712,"bc",5.98458,0.651028964025411,"d",0.142961462650215,0.0645415203971006,"c",NA,NA,"bc",NA,NA,"ab",5.16056043969218,0.733521773070957,"ab",0.709637234264326,0.215583071381976,"b"
"cinerea","Control","b42-34.8","b42-34","cinerea_b42-34",5.8169081706,23.9,6.1438,0.257062761506276,NA,NA,4.10871193064318,1.05619683512492,"Control",8.90747263664,2.19371489209369,"bc",46.58,14.2347110964712,"bc",5.98458,0.651028964025411,"d",0.142961462650215,0.0645415203971006,"c",NA,NA,"bc",NA,NA,"ab",5.16056043969218,0.733521773070957,"ab",0.709637234264326,0.215583071381976,"b"
"cinerea","Control","b42-34.9","b42-34","cinerea_b42-34",11.0345016714,56.8,6.5107,0.114625,5880.467708,532.91647263432,5.14749117735133,0.590031176203896,"Control",8.90747263664,2.19371489209369,"bc",46.58,14.2347110964712,"bc",5.98458,0.651028964025411,"d",0.142961462650215,0.0645415203971006,"c",NA,NA,"bc",NA,NA,"ab",5.16056043969218,0.733521773070957,"ab",0.709637234264326,0.215583071381976,"b"
