"Species","Treatment","ID","Genotype","species_geno","sumwu","canopy_biomass","root_biomass","ratio_canopy_root","TotalLeafArea","leafarea_wu","canopy_biomass_wu","root_biomass_wu","Treatment_factor","mean_sumwu","sd_sumwu","Tukey_sumwu","mean_canopy_biomass","sd_canopy_biomass","Tukey_canopy_biomass","mean_root_biomass","sd_root_biomass","Tukey_root_biomass","mean_ratio_canopy_root","sd_ratio_canopy_root","Tukey_ratio_canopy_root","mean_TotalLeafArea","sd_TotalLeafArea","Tukey_TotalLeafArea","mean_leafarea_wu","sd_leafarea_wu","Tukey_leafarea_wu","mean_canopy_biomass_wu","sd_canopy_biomass_wu","Tukey_canopy_biomass_wu","mean_root_biomass_wu","sd_root_biomass_wu","Tukey_root_biomass_wu"
"arizonica","Drought","b40-14.1","b40-14","arizonica_b40-14",3.9582458215,24.9,10.5083,2.36955549422837,NA,NA,6.29066539140917,2.65478711375683,"Drought",3.8854289231,0.778796696916463,"a",23.76,6.25243952389785,"a",7.2325,1.97476918524672,"cd",3.44960402574392,1.18659291303304,"a",NA,NA,"a",NA,NA,"a",6.06730182017519,0.508130699357803,"a",1.92811060503574,0.655394007670565,"b"
"arizonica","Drought","b40-14.5","b40-14","arizonica_b40-14",3.83737070616667,23.8,5.2912,4.49803447233142,2702.946494,704.374609848445,6.20216336194814,1.37886078910672,"Drought",3.8854289231,0.778796696916463,"a",23.76,6.25243952389785,"a",7.2325,1.97476918524672,"cd",3.44960402574392,1.18659291303304,"a",NA,NA,"a",NA,NA,"a",6.06730182017519,0.508130699357803,"a",1.92811060503574,0.655394007670565,"b"
"arizonica","Drought","b40-14.2","b40-14","arizonica_b40-14",3.92647934016667,21,6.2407,3.36500713061035,1198.98,305.357521618618,5.34830268560858,1.58938821762274,"Drought",3.8854289231,0.778796696916463,"a",23.76,6.25243952389785,"a",7.2325,1.97476918524672,"cd",3.44960402574392,1.18659291303304,"a",NA,NA,"a",NA,NA,"a",6.06730182017519,0.508130699357803,"a",1.92811060503574,0.655394007670565,"b"
"arizonica","Drought","b40-14.3","b40-14","arizonica_b40-14",4.95130431816667,33.1,6.8924,4.80239103940572,3763.422765,760.087145359203,6.68510717035789,1.39203724051283,"Drought",3.8854289231,0.778796696916463,"a",23.76,6.25243952389785,"a",7.2325,1.97476918524672,"cd",3.44960402574392,1.18659291303304,"a",NA,NA,"a",NA,NA,"a",6.06730182017519,0.508130699357803,"a",1.92811060503574,0.655394007670565,"b"
"arizonica","Drought","b40-14.4","b40-14","arizonica_b40-14",2.7537444295,16,7.2299,2.21303199214374,NA,NA,5.81027049155216,2.62547966417956,"Drought",3.8854289231,0.778796696916463,"a",23.76,6.25243952389785,"a",7.2325,1.97476918524672,"cd",3.44960402574392,1.18659291303304,"a",NA,NA,"a",NA,NA,"a",6.06730182017519,0.508130699357803,"a",1.92811060503574,0.655394007670565,"b"
"cinerea","Control","b42-34.10","b42-34","cinerea_b42-34",11.0294275764,58.8,5.8358,10.0757394016245,5679.824052,514.969975790338,5.33119235723676,0.529111774802079,"Control",8.90747263664,2.19371489209369,"bc",46.58,14.2347110964712,"bc",5.98458,0.651028964025411,"d",7.82341883008396,2.33802364667229,"ab",NA,NA,"bc",NA,NA,"ab",5.16056043969218,0.733521773070957,"ab",0.709637234264326,0.215583071381976,"b"
"cinerea","Control","b42-34.6","b42-34","cinerea_b42-34",8.3326350974,42.1,4.933,8.53436042975877,NA,NA,5.05242333402267,0.592009603485364,"Control",8.90747263664,2.19371489209369,"bc",46.58,14.2347110964712,"bc",5.98458,0.651028964025411,"d",7.82341883008396,2.33802364667229,"ab",NA,NA,"bc",NA,NA,"ab",5.16056043969218,0.733521773070957,"ab",0.709637234264326,0.215583071381976,"b"
"cinerea","Control","b42-34.7","b42-34","cinerea_b42-34",8.3238906674,51.3,6.4996,7.89279340267093,5261.433604,632.088264278395,6.16298339920697,0.780836781705372,"Control",8.90747263664,2.19371489209369,"bc",46.58,14.2347110964712,"bc",5.98458,0.651028964025411,"d",7.82341883008396,2.33802364667229,"ab",NA,NA,"bc",NA,NA,"ab",5.16056043969218,0.733521773070957,"ab",0.709637234264326,0.215583071381976,"b"
"cinerea","Control","b42-34.8","b42-34","cinerea_b42-34",5.8169081706,23.9,6.1438,3.89010058921189,NA,NA,4.10871193064318,1.05619683512492,"Control",8.90747263664,2.19371489209369,"bc",46.58,14.2347110964712,"bc",5.98458,0.651028964025411,"d",7.82341883008396,2.33802364667229,"ab",NA,NA,"bc",NA,NA,"ab",5.16056043969218,0.733521773070957,"ab",0.709637234264326,0.215583071381976,"b"
"cinerea","Control","b42-34.9","b42-34","cinerea_b42-34",11.0345016714,56.8,6.5107,8.72410032715376,5880.467708,532.91647263432,5.14749117735133,0.590031176203896,"Control",8.90747263664,2.19371489209369,"bc",46.58,14.2347110964712,"bc",5.98458,0.651028964025411,"d",7.82341883008396,2.33802364667229,"ab",NA,NA,"bc",NA,NA,"ab",5.16056043969218,0.733521773070957,"ab",0.709637234264326,0.215583071381976,"b"
"cinerea","Drought","b42-34.1","b42-34","cinerea_b42-34",2.4683400655,14,4.6441,3.01457763614048,719.19,291.365849484081,5.6718278796662,1.88146684685413,"Drought",3.11662711243333,0.814320395807169,"bc",16.72,5.30773021168183,"bc",6.59334,2.11901005967409,"d",2.62074081521006,0.650474350241177,"ab",NA,NA,"bc",NA,NA,"ab",5.36606681976662,0.898973172206278,"ab",2.1412060946082,0.647559008832326,"b"
"cinerea","Drought","b42-34.5","b42-34","cinerea_b42-34",2.7863275295,17.8,9.076,1.96121639488762,996.78,357.739709150011,6.38833726887599,3.25733421642238,"Drought",3.11662711243333,0.814320395807169,"bc",16.72,5.30773021168183,"bc",6.59334,2.11901005967409,"d",2.62074081521006,0.650474350241177,"ab",NA,NA,"bc",NA,NA,"ab",5.36606681976662,0.898973172206278,"ab",2.1412060946082,0.647559008832326,"b"
"cinerea","Drought","b42-34.2","b42-34","cinerea_b42-34",4.2749681995,25.2,7.3155,3.44474061923313,NA,NA,5.89478069168968,1.71124079960539,"Drought",3.11662711243333,0.814320395807169,"bc",16.72,5.30773021168183,"bc",6.59334,2.11901005967409,"d",2.62074081521006,0.650474350241177,"ab",NA,NA,"bc",NA,NA,"ab",5.36606681976662,0.898973172206278,"ab",2.1412060946082,0.647559008832326,"b"
"cinerea","Drought","b42-34.3","b42-34","cinerea_b42-34",2.4082084495,11.2,4.1369,2.70734124586043,NA,NA,4.65076019574858,1.71783302266003,"Drought",3.11662711243333,0.814320395807169,"bc",16.72,5.30773021168183,"bc",6.59334,2.11901005967409,"d",2.62074081521006,0.650474350241177,"ab",NA,NA,"bc",NA,NA,"ab",5.36606681976662,0.898973172206278,"ab",2.1412060946082,0.647559008832326,"b"
"cinerea","Drought","b42-34.4","b42-34","cinerea_b42-34",3.64529131816667,15.4,7.7942,1.97582817992866,NA,NA,4.22462806285264,2.13815558749909,"Drought",3.11662711243333,0.814320395807169,"bc",16.72,5.30773021168183,"bc",6.59334,2.11901005967409,"d",2.62074081521006,0.650474350241177,"ab",NA,NA,"bc",NA,NA,"ab",5.36606681976662,0.898973172206278,"ab",2.1412060946082,0.647559008832326,"b"
"hybrid","Control","TXNM0821.10","TXNM0821","riparia_TXNM0821",8.6685389964,41.9,9.7118,4.31433925739822,NA,NA,4.83357114934833,1.1203502694091,"Control",9.14611123464,1.62536961070815,"b",50.06,6.01855464376623,"bc",14.74844,4.14285335282339,"bc",3.53215348286588,0.636264540579379,"cd",NA,NA,"bc",NA,NA,"ab",5.56957564361845,0.876009444658997,"ab",1.61964358405619,0.372829018357775,"ab"
"hybrid","Control","TXNM0821.5","TXNM0821","riparia_TXNM0821",9.8098328694,52.9,13.4268,3.93988143116752,5713.422256,582.417899679207,5.39254854840718,1.36870833364373,"Control",9.14611123464,1.62536961070815,"b",50.06,6.01855464376623,"bc",14.74844,4.14285335282339,"bc",3.53215348286588,0.636264540579379,"cd",NA,NA,"bc",NA,NA,"ab",5.56957564361845,0.876009444658997,"ab",1.61964358405619,0.372829018357775,"ab"
"hybrid","Control","TXNM0821.6","TXNM0821","riparia_TXNM0821",6.5762590524,45.9,12.6397,3.63141530257838,NA,NA,6.97965205358643,1.92201978347966,"Control",9.14611123464,1.62536961070815,"b",50.06,6.01855464376623,"bc",14.74844,4.14285335282339,"bc",3.53215348286588,0.636264540579379,"cd",NA,NA,"bc",NA,NA,"ab",5.56957564361845,0.876009444658997,"ab",1.61964358405619,0.372829018357775,"ab"
"hybrid","Control","TXNM0821.7","TXNM0821","riparia_TXNM0821",10.8141685234,52.8,18.1925,2.90229490174522,5499.96894,508.589165047596,4.88248355717316,1.68228375215668,"Control",9.14611123464,1.62536961070815,"b",50.06,6.01855464376623,"bc",14.74844,4.14285335282339,"bc",3.53215348286588,0.636264540579379,"cd",NA,NA,"bc",NA,NA,"ab",5.56957564361845,0.876009444658997,"ab",1.61964358405619,0.372829018357775,"ab"
"hybrid","Control","TXNM0821.9","TXNM0821","riparia_TXNM0821",9.8617567316,56.8,19.7714,2.87283652144006,5701.947288,578.187785724755,5.75962290957715,2.00485578159179,"Control",9.14611123464,1.62536961070815,"b",50.06,6.01855464376623,"bc",14.74844,4.14285335282339,"bc",3.53215348286588,0.636264540579379,"cd",NA,NA,"bc",NA,NA,"ab",5.56957564361845,0.876009444658997,"ab",1.61964358405619,0.372829018357775,"ab"
"hybrid","Drought","TXNM0821.1","TXNM0821","riparia_TXNM0821",3.0873567775,15.9,10.5526,1.50673767602297,1193.22,386.485944447993,5.15003646999136,3.41800470775037,"Drought",4.0632423859,0.772401392007069,"b",19.3,4.2573465914816,"bc",10.72638,2.38187527528206,"bc",1.81278789312116,0.263954700515697,"cd",NA,NA,"bc",NA,NA,"ab",4.76690648176473,0.60016710465788,"ab",2.67904681397234,0.56368618346735,"ab"
"hybrid","Drought","TXNM0821.2","TXNM0821","riparia_TXNM0821",4.79445287816667,23,10.5019,2.19007989030556,1834.841647,382.700944951537,4.79721056488824,2.19042720136521,"Drought",4.0632423859,0.772401392007069,"b",19.3,4.2573465914816,"bc",10.72638,2.38187527528206,"bc",1.81278789312116,0.263954700515697,"cd",NA,NA,"bc",NA,NA,"ab",4.76690648176473,0.60016710465788,"ab",2.67904681397234,0.56368618346735,"ab"
"hybrid","Drought","TXNM0821.3","TXNM0821","riparia_TXNM0821",3.41887349016667,16.7,8.5535,1.95241713918279,1742.87,509.779026633429,4.88464988483264,2.50184747245006,"Drought",4.0632423859,0.772401392007069,"b",19.3,4.2573465914816,"bc",10.72638,2.38187527528206,"bc",1.81278789312116,0.263954700515697,"cd",NA,NA,"bc",NA,NA,"ab",4.76690648176473,0.60016710465788,"ab",2.67904681397234,0.56368618346735,"ab"
"hybrid","Drought","TXNM0821.4","TXNM0821","riparia_TXNM0821",4.2968340295,16.1,9.3114,1.72906329875207,NA,NA,3.7469448178508,2.1670373898718,"Drought",4.0632423859,0.772401392007069,"b",19.3,4.2573465914816,"bc",10.72638,2.38187527528206,"bc",1.81278789312116,0.263954700515697,"cd",NA,NA,"bc",NA,NA,"ab",4.76690648176473,0.60016710465788,"ab",2.67904681397234,0.56368618346735,"ab"
"hybrid","Drought","TXNM0821.8","TXNM0821","riparia_TXNM0821",4.71869475416667,24.8,14.7125,1.6856414613424,2165.060221,458.826080896253,5.25569067126058,3.11791729842425,"Drought",4.0632423859,0.772401392007069,"b",19.3,4.2573465914816,"bc",10.72638,2.38187527528206,"bc",1.81278789312116,0.263954700515697,"cd",NA,NA,"bc",NA,NA,"ab",4.76690648176473,0.60016710465788,"ab",2.67904681397234,0.56368618346735,"ab"
"mustangensis","Control","T48.10","T48","mustangensis_T48",11.6147186644,49.5,14.169,3.49354224010163,4996.110979,430.153421994926,4.26183374994018,1.21991762430106,"Control",10.2068974192,2.9670506255098,"ab",45.86,16.1478481538563,"bc",17.9715,3.563853929386,"ab",2.55147634724077,0.73799782162294,"d",NA,NA,"c",NA,NA,"b",4.44692886484761,0.655366597424046,"b",1.83435009582079,0.41945171440757,"ab"
"mustangensis","Control","T48.6","T48","mustangensis_T48",14.6244726094,70,23.707,2.9527143881554,5906.512218,403.878647507845,4.78649739170812,1.62104990950321,"Control",10.2068974192,2.9670506255098,"ab",45.86,16.1478481538563,"bc",17.9715,3.563853929386,"ab",2.55147634724077,0.73799782162294,"d",NA,NA,"c",NA,NA,"b",4.44692886484761,0.655366597424046,"b",1.83435009582079,0.41945171440757,"ab"
"mustangensis","Control","T48.7","T48","mustangensis_T48",9.4105910864,41.3,18.5126,2.23091299979473,NA,NA,4.38867225457134,1.96720905520526,"Control",10.2068974192,2.9670506255098,"ab",45.86,16.1478481538563,"bc",17.9715,3.563853929386,"ab",2.55147634724077,0.73799782162294,"d",NA,NA,"c",NA,NA,"b",4.44692886484761,0.655366597424046,"b",1.83435009582079,0.41945171440757,"ab"
"mustangensis","Control","T48.8","T48","mustangensis_T48",7.2251002774,25.4,16.5155,1.53794919923708,3016.842794,417.550300780826,3.51552214153356,2.2858506271062,"Control",10.2068974192,2.9670506255098,"ab",45.86,16.1478481538563,"bc",17.9715,3.563853929386,"ab",2.55147634724077,0.73799782162294,"d",NA,NA,"c",NA,NA,"b",4.44692886484761,0.655366597424046,"b",1.83435009582079,0.41945171440757,"ab"
"mustangensis","Control","T48.9","T48","mustangensis_T48",8.1596044584,43.1,16.9534,2.54226290891503,NA,NA,5.28211878648483,2.07772326298821,"Control",10.2068974192,2.9670506255098,"ab",45.86,16.1478481538563,"bc",17.9715,3.563853929386,"ab",2.55147634724077,0.73799782162294,"d",NA,NA,"c",NA,NA,"b",4.44692886484761,0.655366597424046,"b",1.83435009582079,0.41945171440757,"ab"
"mustangensis","Drought","T48.1","T48","mustangensis_T48",3.2188558495,10.7,11.1375,0.960718294051627,797.84,247.864470266331,3.32416252863951,3.46008038903949,"Drought",3.6326298047,1.27570704850453,"ab",13.32,4.88333902161216,"bc",15.97296,3.99026431994173,"ab",0.836670212619902,0.262345047794623,"d",NA,NA,"c",NA,NA,"b",3.6587138925935,0.324592832082315,"b",4.90915143246829,2.18811142591991,"ab"
"mustangensis","Drought","T48.5","T48","mustangensis_T48",1.64424257116667,6,13.9462,0.430224720712452,NA,NA,3.64909661458449,8.48183853438638,"Drought",3.6326298047,1.27570704850453,"ab",13.32,4.88333902161216,"bc",15.97296,3.99026431994173,"ab",0.836670212619902,0.262345047794623,"d",NA,NA,"c",NA,NA,"b",3.6587138925935,0.324592832082315,"b",4.90915143246829,2.18811142591991,"ab"
"mustangensis","Drought","T48.2","T48","mustangensis_T48",4.38607358416667,15.6,17.4062,0.896232376969126,954.4,217.597808537754,3.5567118746741,3.9685152713431,"Drought",3.6326298047,1.27570704850453,"ab",13.32,4.88333902161216,"bc",15.97296,3.99026431994173,"ab",0.836670212619902,0.262345047794623,"d",NA,NA,"c",NA,NA,"b",3.6587138925935,0.324592832082315,"b",4.90915143246829,2.18811142591991,"ab"
"mustangensis","Drought","T48.3","T48","mustangensis_T48",3.97844428916667,16.7,21.8026,0.765963692403658,1041.42,261.765636089412,4.19762067436113,5.48018230627701,"Drought",3.6326298047,1.27570704850453,"ab",13.32,4.88333902161216,"bc",15.97296,3.99026431994173,"ab",0.836670212619902,0.262345047794623,"d",NA,NA,"c",NA,NA,"b",3.6587138925935,0.324592832082315,"b",4.90915143246829,2.18811142591991,"ab"
"mustangensis","Drought","T48.4","T48","mustangensis_T48",4.9355327295,17.6,15.5723,1.13021197896265,NA,NA,3.56597777070825,3.15514066129546,"Drought",3.6326298047,1.27570704850453,"ab",13.32,4.88333902161216,"bc",15.97296,3.99026431994173,"ab",0.836670212619902,0.262345047794623,"d",NA,NA,"c",NA,NA,"b",3.6587138925935,0.324592832082315,"b",4.90915143246829,2.18811142591991,"ab"
"riparia","Control","NY1.10","NY1","riparia_NY1",14.5938969354,76.6,16.9374,4.52253592641137,7682.946288,526.449263141204,5.24876942320961,1.16058103431685,"Control",11.3139106776,1.93182960093978,"ab",NA,NA,"bc",16.18496,6.43523309546748,"abc",NA,NA,"d",NA,NA,"bc",NA,NA,"ab",NA,NA,"ab",1.44831805545734,0.627308017652173,"ab"
"riparia","Control","NY1.6","NY1","riparia_NY1",9.8846128134,32.6,10.2164,3.19094788770996,NA,NA,3.29805533260808,1.03356602760912,"Control",11.3139106776,1.93182960093978,"ab",NA,NA,"bc",16.18496,6.43523309546748,"abc",NA,NA,"d",NA,NA,"bc",NA,NA,"ab",NA,NA,"ab",1.44831805545734,0.627308017652173,"ab"
