SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,9:59:13,11/20/2020,auto g+f+bcode ,Niko,,TX6704.1,,,0.053672,2.923533,0.052704,1.148015,0.917199,0.884392,3.104555,2.187356,8.63413,8.954425,30.309113,0.441786,PSF-00177_20201120095913,0,0,0,211.154221,321.705231,0.343641,0.5,0.8,73.847824,30.43,29.34,24.11,24.6,102.43,156.9,157.4,-0.3,537,4.121,9:53:50,11/20/2020,-0.04,0,-0.001,-0.001,-0.187,-0.474,-16.204,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.430337,2.42541,1.643149,0.932145,0.28263,0.006017,0.136097,0.569715,211.154221,0.000504,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120095913,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
10,9:59:28,11/20/2020,auto g+f+bcode ,Niko,,TX6704.1,,,0.058114,2.920573,0.05698,1.298343,0.941468,0.904284,3.228031,2.286563,8.827904,9.190903,31.51305,0.441786,PSF-00177_20201120095928,0,0,0,260.332336,299.47757,0.130712,0.5,0.8,41.99115,31.1,29.87,24.18,25.25,102.43,156.6,157.1,-0.4,803,4.12,9:53:50,11/20/2020,-0.04,0.001,0.002,-0.006,-3.339,-2.128,0.991,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.431138,2.42641,1.640021,0.931497,0.281834,0.012883,0.13797,0.798479,260.332336,0.00049,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120095928,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
11,10:01:52,11/20/2020,auto g+f+bcode ,Niko,,TX6704.8,,,0.209397,2.924112,0.195404,3.840779,1.201258,1.091843,3.171804,1.970546,10.65831,11.726395,30.9624,0.441786,PSF-00177_20201120100152,0,0,0,141.568787,297.856445,0.524708,0.5,0.8,36.254875,38.13,34.65,24.85,24.96,102.44,157,157.5,-0.3,173,4.117,9:53:50,11/20/2020,-0.04,-0.001,-0.001,0.002,-2.298,-0.402,6.984,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.438192,2.436625,1.643763,0.932559,0.274403,0.001522,0.156438,0.25609,141.568787,0.000502,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120100152,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
12,10:02:22,11/20/2020,auto g+f+bcode ,Niko,,TX6704.8,,,0.117169,2.922129,0.112652,2.25997,1.267958,1.203512,3.277638,2.009681,11.747458,12.376509,31.992956,0.441786,PSF-00177_20201120100222,0,0,0,108.12664,313.566681,0.655172,0.5,0.8,64.111176,39.82,37.8,25.02,25.51,102.45,156.8,157.1,-0.2,245,4.116,9:53:50,11/20/2020,-0.04,0.005,0.005,-0.001,-0.494,-0.991,-2.583,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.442788,2.439036,1.641662,0.931504,0.272486,0.005946,0.160491,0.31795,108.12664,0.000504,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120100222,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
13,10:03:24,11/20/2020,auto g+f+bcode ,Niko,,TX6704.9,,,0.128793,2.921928,0.123356,2.8909,1.273476,1.191038,3.616879,2.343403,11.626803,12.431555,35.307636,0.441786,PSF-00177_20201120100324,0,0,0,121.678589,291.639801,0.582778,0.5,0.8,62.310406,38.99,36.47,25.45,27.18,102.44,156.7,156.9,-0.1,267,4.115,9:53:50,11/20/2020,-0.04,0,-0.001,-9999,-0.166,0.111,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.440747,2.437752,1.64145,0.931004,0.267888,0.020789,0.168793,0.337451,121.678589,0.000502,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120100324,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
14,10:03:40,11/20/2020,auto g+f+bcode ,Niko,,TX6704.9,,,0.125468,2.922952,0.120304,2.783376,1.22568,1.146344,3.540354,2.314674,11.191674,11.96623,34.564232,0.441786,PSF-00177_20201120100340,0,0,0,116.133209,300.984253,0.614155,0.5,0.8,276.002625,37.24,34.83,25.58,26.81,102.43,156.9,157,-0.1,1124,4.114,9:53:50,11/20/2020,-0.04,0,0.001,0.007,-0.915,-1.593,-0.356,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.438305,2.435194,1.642533,0.931073,0.266508,0.014872,0.170894,1.074136,116.133209,0.000489,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120100340,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
15,10:05:06,11/20/2020,auto g+f+bcode ,Niko,,TX6704.3,,,-0.002541,2.924127,-0.002543,-0.074205,1.042276,1.044393,3.958596,2.91632,10.195988,10.17532,38.646179,0.441786,PSF-00177_20201120100506,0,0,0,171.968933,158.708099,-0.083555,0.5,0.8,-35.18462,30.57,30.64,26.17,28.73,102.43,157,157.3,-0.2,1053,4.059,10:03:59,11/20/2020,-0.18,0,0.001,-0.001,-0.247,-0.978,0.964,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.431916,2.42547,1.643779,0.931834,0.260275,0.030922,0.180431,1.013249,171.968933,0.000495,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120100506,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
16,10:05:27,11/20/2020,auto g+f+bcode ,Niko,,TX6704.3,,,-0.002847,2.923833,-0.00285,-0.090785,1.034267,1.036858,4.21334,3.179073,10.123116,10.097822,41.13596,0.441786,PSF-00177_20201120100527,0,0,0,116.093872,100.617531,-0.153814,0.5,0.8,-61.882671,30.1,30.17,26.31,29.81,102.42,157,157.3,-0.2,1006,4.112,10:03:59,11/20/2020,-0.18,0,0.002,-9999,-0.018,0.337,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.431189,2.424732,1.643467,0.931933,0.258877,0.042592,0.182908,0.972867,116.093872,0.000494,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120100527,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
17,10:06:00,11/20/2020,auto g+f+bcode ,Niko,,TX6704.5,,,-0.002887,2.9225,-0.00289,-0.077854,1.047328,1.049551,3.742211,2.694883,10.247274,10.225563,36.536999,0.441786,PSF-00177_20201120100600,0,0,0,183.257111,177.564026,-0.032062,0.5,0.8,-7.257567,30.21,30.27,26.46,27.76,102.42,156.8,157.4,-0.4,566,4.11,10:03:59,11/20/2020,-0.18,0.002,0.002,-9999,-2.683,2.409,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.431309,2.424869,1.642055,0.932271,0.257325,0.015733,0.186391,0.594368,183.257111,0.000484,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120100600,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
18,10:06:20,11/20/2020,auto g+f+bcode ,Niko,,TX6704.5,,,0.008856,2.920669,0.008829,0.22198,1.019457,1.013106,3.537158,2.517702,9.891486,9.953496,34.535145,0.441786,PSF-00177_20201120100620,0,0,0,147.741791,324.97467,0.545374,0.5,0.8,64.879219,29.28,29.1,26.53,26.8,102.42,156.6,157,-0.2,297,4.101,10:03:59,11/20/2020,-0.18,-0.001,-0.001,-9999,-1.584,-3.071,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.429521,2.42347,1.640122,0.931065,0.256618,0.003346,0.188329,0.363356,147.741791,0.000501,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120100620,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
19,10:14:26,11/20/2020,auto g+f+bcode ,Niko,,T48.4,,,-0.010077,2.92148,-0.010112,-0.311003,1.031103,1.039997,4.102841,3.071737,10.15208,10.065266,40.050476,0.441786,PSF-00177_20201120101426,0,0,0,101.857422,106.53019,0.043863,0.5,0.8,5.074556,26.92,27.15,28.16,29.35,102.44,156.7,154.4,1.5,289,4.047,10:03:59,11/20/2020,-0.18,0,-0.001,-9999,-1.403,-0.867,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.426246,2.419619,1.640977,0.924499,0.240533,0.014487,0.238325,0.356316,101.857422,0.000501,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120101426,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
20,10:14:46,11/20/2020,auto g+f+bcode ,Niko,,T48.4,,,0.02539,2.923345,0.025171,0.772732,1.055453,1.033396,4.120677,3.065223,10.088234,10.303564,40.226936,0.441786,PSF-00177_20201120101446,0,0,0,118.963837,277.288544,0.570975,0.5,0.8,71.291855,27.49,26.91,28.2,29.42,102.44,156.9,153.5,2.2,312,4.099,10:14:40,11/20/2020,-0.06,0.003,0.003,-9999,0.031,-0.853,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.425868,2.420298,1.642949,0.922232,0.240116,0.014876,0.239874,0.376041,118.963837,0.000489,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120101446,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
21,10:15:20,11/20/2020,auto g+f+bcode ,Niko,,T48.10,,,0.685402,2.92108,0.555144,9.872905,1.274914,0.99321,3.058073,1.783159,9.69631,12.446473,29.85474,0.441786,PSF-00177_20201120101520,0,0,0,119.90583,276.249634,0.565951,0.5,0.8,49.987244,33.12,25.8,28.25,24.35,102.43,156.6,155,1,221,4.098,10:14:40,11/20/2020,-0.06,0.005,0.005,0.021,-0.312,-0.396,-0.293,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.424149,2.428694,1.640555,0.926137,0.239715,-0.046152,0.242466,0.297452,119.90583,0.000484,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120101520,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
22,10:15:43,11/20/2020,auto g+f+bcode ,Niko,,T48.10,,,0.193639,2.923862,0.181611,4.30613,1.113598,0.990805,3.487792,2.374194,9.672761,10.87153,34.049656,0.441786,PSF-00177_20201120101543,0,0,0,167.967438,335.42453,0.499239,0.5,0.8,25.698975,28.95,25.75,28.23,26.56,102.43,157,147,6.4,129,4.097,10:14:40,11/20/2020,-0.06,0,0.001,0.002,-1.245,-2.631,-9.577,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.424078,2.422498,1.643497,0.905961,0.239815,-0.020039,0.244334,0.218191,167.967438,0.000475,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120101543,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
23,10:16:28,11/20/2020,auto g+f+bcode ,Niko,,T48.7,,,0.648248,2.921916,0.530543,9.099464,1.457181,1.198178,3.174335,1.717154,11.697047,14.225524,30.989,0.441786,PSF-00177_20201120101628,0,0,0,124.590393,318.016296,0.608226,0.5,0.8,37.098763,37.93,31.19,28.21,24.97,102.43,156.7,156.2,0.3,152,4.097,10:14:40,11/20/2020,-0.06,0,0.004,0.001,-1.905,-0.231,-0.217,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.432352,2.435685,1.641437,0.929223,0.240035,-0.038476,0.248402,0.238666,124.590393,0.000492,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120101628,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
24,10:16:50,11/20/2020,auto g+f+bcode ,Niko,,T48.7,,,0.728872,2.924556,0.583459,9.396404,1.494775,1.227973,3.107424,1.612649,11.987619,14.592174,30.335052,0.441786,PSF-00177_20201120101650,0,0,0,109.154465,291.317596,0.625308,0.5,0.8,11.723574,38.89,31.95,28.22,24.62,102.44,157.1,153.9,2,47,4.096,10:14:40,11/20/2020,-0.06,-0.002,-0.003,0.016,-6.988,1.162,60.476,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.433488,2.437061,1.644236,0.923423,0.239959,-0.042734,0.25068,0.147793,109.154465,0.000492,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120101650,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
25,10:17:56,11/20/2020,auto g+f+bcode ,Niko,,T48.9,,,0.380856,2.919878,0.336911,7.863481,1.333016,1.10853,3.665777,2.332761,10.820576,13.011829,35.782356,0.441786,PSF-00177_20201120101756,0,0,0,287.19342,304.373138,0.056443,0.5,0.8,4.038859,34.52,28.7,28.3,27.41,102.45,156.5,147,6.1,179,4.041,10:14:40,11/20/2020,-0.06,0.003,0.003,0.01,-0.149,-1.233,-4.618,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.428591,2.430731,1.639289,0.905971,0.239192,-0.01072,0.256906,0.261384,287.19342,0.000482,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120101756,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
26,10:18:04,11/20/2020,auto g+f+bcode ,Niko,,T48.9,,,0.559308,2.923061,0.469476,10.186477,1.445255,1.155514,3.613147,2.167892,11.27953,14.107825,35.269661,0.441786,PSF-00177_20201120101804,0,0,0,115.404007,222.419144,0.481142,0.5,0.8,23.257803,37.4,29.9,28.31,27.16,102.44,156.9,143.6,8.4,121,4.094,10:14:40,11/20/2020,-0.06,-0.004,-0.004,-9999,-0.848,-1.099,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.430399,2.434902,1.642648,0.897717,0.239079,-0.013819,0.257585,0.211442,115.404007,0.000503,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120101804,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
27,10:18:37,11/20/2020,auto g+f+bcode ,Niko,,T48.5,,,0.007942,2.920596,0.00792,0.218029,1.13241,1.126177,3.883651,2.751241,10.992348,11.053189,37.907406,0.441786,PSF-00177_20201120101837,0,0,0,121.251587,313.688293,0.613465,0.5,0.8,31.05238,29.22,29.05,28.36,28.4,102.45,156.6,153.1,2.2,127,4.093,10:14:40,11/20/2020,-0.06,0.001,-0.001,0.008,-0.026,0.289,2.443,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.429111,2.422881,1.640045,0.921425,0.238596,0.000448,0.2607,0.216345,121.251587,0.000487,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201120101837,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
