SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,12:30:02,12/2/2020,auto g+f+bcode ,Niko,,9031.9,,,0.317759,2.921596,0.286589,5.506007,1.211753,1.055491,3.127182,1.915429,10.361363,11.895328,30.698376,0.441786,PSF-00177_20201202123002,0,0,0,141.835571,294.750458,0.518794,0.5,0.8,49.018761,39.81,34.68,24.27,24.72,101.87,156.7,157.1,-0.3,236,4.121,12:26:25,12/2/2020,-0.11,0.005,0.002,-9999,1.709,3.901,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.438344,2.439289,1.641099,0.931432,0.280795,0.005526,0.103793,0.310706,141.835571,0.000496,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123002,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
10,12:30:34,12/2/2020,auto g+f+bcode ,Niko,,TXNM0821.9,,,0.093415,2.920928,0.09052,2.758226,1.062334,0.983907,4.08752,3.025186,9.659756,10.42974,40.130283,0.441786,PSF-00177_20201202123034,0,0,0,104.987381,175.986893,0.403436,0.5,0.8,66.591652,34.45,31.91,24.49,29.28,101.86,156.6,157.3,-0.4,413,4.12,12:26:25,12/2/2020,-0.11,0.002,0.001,-9999,0.924,1.912,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.434161,2.431448,1.640394,0.931874,0.27838,0.057942,0.108242,0.462514,104.987381,0.000494,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123034,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
11,12:30:49,12/2/2020,auto g+f+bcode ,Niko,,TXNM0821.9,,,0.138351,2.922438,0.132098,3.896202,1.086345,0.97571,4.015573,2.929228,9.578534,10.664638,39.42083,0.441786,PSF-00177_20201202123049,0,0,0,116.809845,134.487396,0.131444,0.5,0.8,27.84762,34.98,31.42,24.61,28.97,101.86,156.8,157.3,-0.3,530,4.12,12:26:25,12/2/2020,-0.11,0.002,0.003,-9999,-0.128,0.451,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.433396,2.432199,1.641989,0.932019,0.277052,0.052713,0.110375,0.563178,116.809845,0.00049,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123049,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
12,12:31:04,12/2/2020,auto g+f+bcode ,Niko,,TXNM0821.9,,,0.101689,2.920713,0.098267,2.751283,1.133061,1.054866,3.914407,2.781346,10.355553,11.123191,38.42749,0.441786,PSF-00177_20201202123104,0,0,0,110.499146,200.645325,0.449281,0.5,0.8,57.51125,36.24,33.74,24.72,28.53,101.86,156.6,156.5,0.1,320,4.12,12:26:25,12/2/2020,-0.11,0.002,0.002,-9999,-16.607,0.121,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.436864,2.43403,1.640168,0.929776,0.275838,0.045986,0.112468,0.382811,110.499146,0.000478,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123104,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
13,12:31:36,12/2/2020,auto g+f+bcode ,Niko,,Haines2.6,,,0.134948,2.920974,0.128989,3.11268,1.216043,1.127674,3.615704,2.399661,11.071091,11.938667,35.497669,0.441786,PSF-00177_20201202123136,0,0,0,125.618576,288.816681,0.565058,0.5,0.8,95.24128,38.36,35.57,24.95,27.17,101.86,156.6,157,-0.3,421,4.118,12:26:25,12/2/2020,-0.11,0,-0.002,-9999,0.598,0.474,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.439523,2.437047,1.640443,0.931247,0.273256,0.026641,0.11714,0.470022,125.618576,0.000488,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123136,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
14,12:31:52,12/2/2020,auto g+f+bcode ,Niko,,Haines2.6,,,0.135021,2.920686,0.129055,2.913402,1.352078,1.269456,3.595762,2.243683,12.462441,13.273562,35.300152,0.441786,PSF-00177_20201202123152,0,0,0,135.533096,298.689728,0.546241,0.5,0.8,75.89502,42.32,39.74,25.08,27.08,101.86,156.6,155.6,0.6,347,4.118,12:26:25,12/2/2020,-0.11,-0.002,-0.002,0.007,0.982,0.518,0.032,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.445595,2.442707,1.64014,0.927668,0.271868,0.023989,0.119388,0.406328,135.533096,0.000489,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123152,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
15,12:32:17,12/2/2020,auto g+f+bcode ,Niko,,Haines2.6,,,0.136275,2.922034,0.130203,2.730232,1.345493,1.268147,3.431266,2.085772,12.450237,13.2096,33.687008,0.441786,PSF-00177_20201202123217,0,0,0,234.199051,338.647491,0.308428,0.5,0.8,58.113213,41.61,39.22,25.28,26.28,101.86,156.7,157.1,-0.2,471,4.118,12:26:25,12/2/2020,-0.11,-0.002,0.001,0.006,-0.102,2.155,0.451,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.444802,2.441653,1.641562,0.93141,0.269688,0.012063,0.123039,0.512754,234.199051,0.000487,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123217,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
16,12:32:48,12/2/2020,auto g+f+bcode ,Niko,,URL:T52.4,,,0.035416,2.921672,0.034992,0.852991,1.260593,1.236399,3.683468,2.422875,12.13765,12.375162,36.160378,0.441786,PSF-00177_20201202123248,0,0,0,120.30423,275.35379,0.563092,0.5,0.8,48.98914,38.42,37.69,25.53,27.49,101.86,156.7,156.2,0.3,218,4.116,12:26:25,12/2/2020,-0.11,0.002,0.001,-9999,0.391,0.882,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.442515,2.437029,1.641179,0.929237,0.267073,0.023634,0.127379,0.294604,120.30423,0.000506,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123248,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
17,12:33:01,12/2/2020,auto g+f+bcode ,Niko,,URL:T52.4,,,0.035807,2.921446,0.035373,0.905384,1.29255,1.266872,3.834338,2.541787,12.436137,12.688204,37.639427,0.441786,PSF-00177_20201202123301,0,0,0,121.386406,260.671722,0.534332,0.5,0.8,38.920418,39.15,38.37,25.63,28.18,101.87,156.7,153.4,2.1,182,4.116,12:26:25,12/2/2020,-0.11,0.005,0.003,-9999,-0.115,-0.259,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.443486,2.438046,1.64094,0.922045,0.265924,0.030684,0.129169,0.264144,121.386406,0.000491,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123301,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
18,12:33:44,12/2/2020,auto g+f+bcode ,Niko,,URL:T52.4,,,0.033588,2.922615,0.033206,0.910582,1.224526,1.198707,3.94721,2.722684,11.766618,12.020068,38.746193,0.441786,PSF-00177_20201202123344,0,0,0,139.878632,281.651611,0.503363,0.5,0.8,40.564125,36.18,35.42,26.05,28.68,101.87,156.8,154,1.8,201,4.116,12:26:25,12/2/2020,-0.11,0,-0.001,-9999,0.322,0.274,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.439074,2.433672,1.642176,0.923645,0.261545,0.031783,0.135095,0.280807,139.878632,0.000479,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123344,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
19,12:34:14,12/2/2020,auto g+f+bcode ,Niko,,2970.3,,,0.332273,2.923317,0.29836,6.877492,1.398579,1.204023,3.688083,2.289505,11.819563,13.729457,36.204891,0.441786,PSF-00177_20201202123414,0,0,0,138.267868,226.5569,0.389699,0.5,0.8,53.52578,40.72,35.06,26.3,27.51,101.87,156.9,153.9,1.9,343,4.115,12:26:25,12/2/2020,-0.11,0.003,0.001,-9999,0.447,1.454,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.438487,2.440159,1.64292,0.923407,0.258965,0.014639,0.138963,0.40291,138.267868,0.000489,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123414,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
20,12:34:23,12/2/2020,auto g+f+bcode ,Niko,,2970.3,,,0.264508,2.922222,0.242553,5.631073,1.333394,1.173848,3.640704,2.30731,11.522749,13.088883,35.737934,0.441786,PSF-00177_20201202123423,0,0,0,132.186417,219.784851,0.398564,0.5,0.8,58.121925,38.66,34.03,26.37,27.29,101.87,156.8,157,-0.1,365,4.115,12:26:25,12/2/2020,-0.11,-0.003,0,-9999,-0.072,0.03,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.436954,2.437185,1.641761,0.931092,0.258213,0.011103,0.140113,0.421144,132.186417,0.000493,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123423,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
21,12:34:39,12/2/2020,auto g+f+bcode ,Niko,,2970.3,,,0.028806,2.922076,0.028524,0.802273,1.260882,1.238132,4.051431,2.790549,12.153715,12.377033,39.769527,0.441786,PSF-00177_20201202123439,0,0,0,272.055389,0.857592,-316.231842,0.5,0.8,-40384.85547,36.31,35.65,26.49,29.13,101.87,156.7,156.5,0.1,319,4.114,12:26:25,12/2/2020,-0.11,-0.001,-0.001,-0.007,1.647,2.6,7.508,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.43933,2.433771,1.641607,0.930022,0.25705,0.032062,0.142029,0.382164,272.055389,0.00049,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123439,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
22,12:34:52,12/2/2020,auto g+f+bcode ,Niko,,2970.3,,,0.238643,2.920219,0.220614,5.090288,1.366084,1.221671,3.658769,2.292685,11.991538,13.409055,35.913334,0.441786,PSF-00177_20201202123452,0,0,0,135.128967,239.808441,0.436513,0.5,0.8,109.730225,39.1,34.97,26.59,27.38,101.88,156.5,157.2,-0.4,628,4.113,12:26:25,12/2/2020,-0.11,0.002,0.002,0.013,1.137,1.494,0.698,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.438295,2.437778,1.639648,0.931618,0.255993,0.009518,0.143726,0.648185,135.128967,0.000482,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123452,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
23,12:35:16,12/2/2020,auto g+f+bcode ,Niko,,NY1.2,,,0.004876,2.92313,0.004868,0.147815,1.209675,1.205485,4.220459,3.010783,11.833275,11.874407,41.428829,0.441786,PSF-00177_20201202123516,0,0,0,86.559891,100.655792,0.140041,0.5,0.8,10.053133,34.29,34.17,26.75,29.84,101.87,156.9,156.7,0.1,179,4.113,12:26:25,12/2/2020,-0.11,-0.001,0.003,-9999,0.398,0.91,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.437091,2.430777,1.642722,0.930328,0.254345,0.037592,0.146686,0.261881,86.559891,0.000497,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123516,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
24,12:35:31,12/2/2020,auto g+f+bcode ,Niko,,NY1.2,,,0.03082,2.9221,0.030498,0.809521,1.221119,1.198158,3.857467,2.636348,11.762499,11.987919,37.869354,0.441786,PSF-00177_20201202123531,0,0,0,147.592667,291.884766,0.494346,0.5,0.8,56.074615,34.41,33.77,26.85,28.28,101.86,156.8,155,1.1,284,4.112,12:26:25,12/2/2020,-0.11,0.002,0,-9999,0.808,1.042,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.436468,2.430936,1.641631,0.926068,0.253338,0.01732,0.148398,0.351459,147.592667,0.0005,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123531,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
25,12:35:43,12/2/2020,auto g+f+bcode ,Niko,,NY1.2,,,0.003404,2.922594,0.0034,0.095904,1.209327,1.206607,4.008939,2.799612,11.845395,11.872093,39.356186,0.441786,PSF-00177_20201202123543,0,0,0,93.432068,127.993942,0.270027,0.5,0.8,21.751425,33.92,33.85,26.93,28.94,101.86,156.8,147.3,6.1,201,4.112,12:26:25,12/2/2020,-0.11,0.002,0,-9999,0.411,1.127,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.436572,2.430202,1.642154,0.906853,0.252544,0.024461,0.149883,0.280735,93.432068,0.000502,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123543,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
26,12:36:12,12/2/2020,auto g+f+bcode ,Niko,,2214.4.6,,,0.048128,2.920474,0.047348,1.205707,1.336477,1.302274,3.86402,2.527543,12.785352,13.121141,37.935822,0.441786,PSF-00177_20201202123612,0,0,0,166.325928,310.08197,0.463607,0.5,0.8,61.48642,37.09,36.14,27.11,28.31,101.86,156.5,153.4,2,332,4.112,12:26:25,12/2/2020,-0.11,-0.01,-0.005,-9999,1.441,3.153,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.439913,2.434776,1.639916,0.921979,0.250711,0.014513,0.153453,0.392746,166.325928,0.000508,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123612,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
27,12:36:27,12/2/2020,auto g+f+bcode ,Niko,,2214.4.6,,,0.072286,2.920177,0.07054,1.744898,1.491176,1.441738,3.943749,2.452573,14.153318,14.638639,38.71516,0.441786,PSF-00177_20201202123627,0,0,0,160.480499,258.799561,0.379904,0.5,0.8,55.682629,41.16,39.8,27.21,28.66,101.87,156.5,152.7,2.5,366,4.111,12:26:25,12/2/2020,-0.11,0.002,0.001,-9999,0.671,3.076,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.445215,2.440596,1.639603,0.920219,0.249811,0.017698,0.155222,0.42274,160.480499,0.000494,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201202123627,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
