SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,11:36:53,11/16/2020,auto g+f+bcode ,Niko,,V57-96.5,,,0.035631,2.922432,0.035202,0.774946,1.244352,1.222396,3.433925,2.189572,12.007816,12.223501,33.732071,0.441786,PSF-00177_20201116113653,0,0,0,95.58606,303.572418,0.685129,0.5,0.8,36.063786,41.11,40.38,24.18,26.3,101.8,156.8,157.2,-0.3,132,4.059,11:31:38,11/16/2020,-0.21,-0.002,0.001,-9999,0.048,0.392,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.446733,2.441311,1.641983,0.931676,0.281832,0.025279,0.110577,0.22069,95.58606,0.000502,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113653,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
10,11:37:05,11/16/2020,auto g+f+bcode ,Niko,,V57-96.5,,,0.029308,2.921404,0.029017,0.647047,1.269163,1.250819,3.486269,2.217106,12.286509,12.466698,34.244827,0.441786,PSF-00177_20201116113705,0,0,0,98.23394,320.230011,0.693239,0.5,0.8,29.759043,41.69,41.09,24.27,26.55,101.8,156.7,155.3,0.9,107,4.111,11:31:38,11/16/2020,-0.21,-0.001,-0.002,-9999,-0.062,-0.032,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.447738,2.44213,1.640896,0.926756,0.280789,0.027255,0.11211,0.199803,98.23394,0.000502,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113705,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
11,11:37:37,11/16/2020,auto g+f+bcode ,Niko,,CC12.9,,,0.531653,2.92451,0.44987,10.043677,1.545118,1.261846,3.758841,2.213723,12.394399,15.176819,36.920967,0.441786,PSF-00177_20201116113737,0,0,0,148.75209,155.674698,0.044468,0.5,0.8,26.112278,50,40.83,24.52,27.84,101.81,157.1,156.9,0.1,1468,4.11,11:31:38,11/16/2020,-0.21,-0.002,-0.002,-9999,0.971,3.014,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.447305,2.453761,1.644186,0.930993,0.277968,0.039768,0.116427,1.370562,148.75209,0.000481,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113737,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
12,11:37:46,11/16/2020,auto g+f+bcode ,Niko,,CC12.9,,,0.300292,2.921447,0.272302,7.151366,1.525804,1.323578,4.125328,2.599524,13.000793,14.987151,40.520866,0.441786,PSF-00177_20201116113746,0,0,0,237.161285,238.067871,0.003808,0.5,0.8,2.382162,49.11,42.6,24.61,29.44,101.81,156.7,157.5,-0.6,1564,4.11,11:31:38,11/16/2020,-0.21,0.003,0.004,-9999,-1.779,-1.035,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449839,2.45251,1.640942,0.932536,0.276996,0.058429,0.117614,1.453037,237.161285,0.000496,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113746,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
13,11:38:08,11/16/2020,auto g+f+bcode ,Niko,,TX6704.6,,,0.518237,2.922138,0.440173,11.545774,1.723453,1.397734,4.315077,2.591624,13.727127,16.92601,42.378319,0.441786,PSF-00177_20201116113808,0,0,0,127.033356,145.349258,0.126013,0.5,0.8,8.693087,54.84,44.48,24.8,30.22,101.82,156.8,157.9,-0.7,172,4.11,11:31:38,11/16/2020,-0.21,-0.001,0,-9999,0.51,0.399,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.45247,2.460387,1.641672,0.933354,0.274869,0.065865,0.120545,0.255854,127.033356,0.000485,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113808,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
14,11:38:17,11/16/2020,auto g+f+bcode ,Niko,,TX6704.6,,,0.503687,2.922351,0.429636,8.156996,1.632089,1.401803,3.516375,1.884286,13.767295,16.028961,34.534782,0.441786,PSF-00177_20201116113817,0,0,0,115.745544,223.909378,0.48307,0.5,0.8,26.076654,51.66,44.37,24.89,26.7,101.82,156.8,157.5,-0.5,135,4.109,11:31:38,11/16/2020,-0.21,0,-0.004,-9999,0.013,-0.221,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.452299,2.455977,1.641896,0.932558,0.2739,0.021641,0.121695,0.223579,115.745544,0.000514,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113817,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
15,11:38:38,11/16/2020,auto g+f+bcode ,Niko,,2214.4.3,,,0.016799,2.924257,0.016703,0.416781,1.369524,1.357746,3.844858,2.475335,13.336502,13.452189,37.766239,0.441786,PSF-00177_20201116113838,0,0,0,122.483971,212.70311,0.424155,0.5,0.8,22.091187,42.87,42.5,25.08,28.22,101.81,157,155.4,1.1,130,4.109,11:31:38,11/16/2020,-0.21,0,-0.002,-9999,0.058,0.394,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449582,2.443623,1.643917,0.926982,0.27187,0.037882,0.124486,0.219496,122.483971,0.000501,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113838,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
16,11:38:48,11/16/2020,auto g+f+bcode ,Niko,,2214.4.3,,,0.014605,2.92178,0.014532,0.368601,1.368384,1.357947,3.884213,2.515829,13.337624,13.44014,38.150372,0.441786,PSF-00177_20201116113848,0,0,0,112.616302,282.432678,0.601263,0.5,0.8,29.439503,42.62,42.29,25.16,28.4,101.81,156.7,150.5,3.9,122,4.108,11:31:38,11/16/2020,-0.21,-0.001,-0.002,-9999,0.187,0.768,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449264,2.443247,1.641293,0.914871,0.270953,0.03901,0.125629,0.212785,112.616302,0.000499,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113848,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
17,11:39:13,11/16/2020,auto g+f+bcode ,Niko,,TX6704.1,,,0.052206,2.921882,0.05129,1.29726,1.359681,1.322946,3.868759,2.509079,12.993496,13.354295,37.997559,0.441786,PSF-00177_20201116113913,0,0,0,128.396988,277.69339,0.53763,0.5,0.8,39.689278,41.78,40.65,25.39,28.33,101.82,156.7,157.1,-0.2,185,4.108,11:31:38,11/16/2020,-0.21,-0.001,-0.001,-9999,0.249,0.408,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.446854,2.442011,1.641401,0.931346,0.268532,0.035484,0.128996,0.266259,128.396988,0.00049,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113913,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
18,11:39:23,11/16/2020,auto g+f+bcode ,Niko,,TX6704.1,,,0.027416,2.921673,0.027161,0.690577,1.330268,1.310702,3.853282,2.523014,12.872265,13.064419,37.84267,0.441786,PSF-00177_20201116113923,0,0,0,128.898743,326.62619,0.605363,0.5,0.8,35.209282,40.65,40.05,25.48,28.26,101.82,156.7,157.2,-0.3,145,4.107,11:31:38,11/16/2020,-0.21,0,0,-9999,1.144,2.016,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.44596,2.440371,1.641181,0.931635,0.267512,0.033502,0.13028,0.232573,128.898743,0.000499,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113923,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
19,11:39:51,11/16/2020,auto g+f+bcode ,Niko,,b42-34.6,,,0.257034,2.92274,0.236257,4.631449,1.411918,1.280933,3.360951,1.949033,12.581663,13.868234,33.012154,0.441786,PSF-00177_20201116113951,0,0,0,139.935486,271.072998,0.483772,0.5,0.8,204.835007,42.53,38.59,25.72,25.93,101.81,156.8,153.8,1.9,1059,4.107,11:31:38,11/16/2020,-0.21,0,-0.002,0,2.939,-0.297,-12.998,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.443784,2.443004,1.642309,0.923173,0.264969,0.002636,0.133852,1.018232,139.935486,0.000509,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116113951,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
20,11:40:04,11/16/2020,auto g+f+bcode ,Niko,,b42-34.6,,,0.403459,2.918704,0.354461,6.110127,1.42505,1.251724,3.140585,1.715535,12.295373,13.997909,30.849178,0.441786,PSF-00177_20201116114004,0,0,0,99.378708,251.656647,0.605102,0.5,0.8,29.258038,42.67,37.48,25.83,24.79,101.8,156.3,154.4,1.2,121,4.052,11:31:38,11/16/2020,-0.21,0,0.001,0.013,-0.062,-0.078,0.396,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.44215,2.443178,1.638057,0.924605,0.263902,-0.012005,0.135376,0.211471,99.378708,0.000505,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116114004,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
21,11:40:27,11/16/2020,auto g+f+bcode ,Niko,,9025.8,,,0.499901,2.921731,0.426865,8.632555,1.481899,1.237749,3.490378,2.008478,12.158401,14.556681,34.285942,0.441786,PSF-00177_20201116114027,0,0,0,100.353958,174.989456,0.426514,0.5,0.8,18.039021,43.95,36.71,25.99,26.57,101.8,156.7,154.3,1.5,106,4.106,11:31:38,11/16/2020,-0.21,0.003,0.004,-9999,0.012,0.316,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.440982,2.444947,1.641242,0.924423,0.262195,0.007102,0.137945,0.19844,100.353958,0.000499,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116114027,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
22,11:40:36,11/16/2020,auto g+f+bcode ,Niko,,9025.8,,,0.114853,2.91962,0.110506,2.446548,1.308592,1.239162,3.509114,2.200522,12.172276,12.854282,34.46999,0.441786,PSF-00177_20201116114036,0,0,0,130.587463,229.432587,0.430824,0.5,0.8,19.597729,38.67,36.62,26.05,26.66,101.8,156.4,155.5,0.6,114,4.105,11:31:38,11/16/2020,-0.21,-0.002,-0.003,-9999,-0.214,-0.397,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.440834,2.437409,1.639018,0.927395,0.261552,0.007451,0.138879,0.205312,130.587463,0.000493,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116114036,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
23,11:40:58,11/16/2020,auto g+f+bcode ,Niko,,OCK1-S02.10,,,0.340107,2.921798,0.304645,8.017758,1.498206,1.271489,4.103796,2.60559,12.489608,14.716608,40.310848,0.441786,PSF-00177_20201116114058,0,0,0,155.560608,179.381134,0.132793,0.5,0.8,76.396713,43.91,37.26,26.19,29.35,101.8,156.7,157.4,-0.5,1438,4.105,11:31:38,11/16/2020,-0.21,0.003,0.001,-9999,0.131,-0.08,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.441751,2.444843,1.641312,0.932252,0.260105,0.038373,0.141405,1.344961,155.560608,0.000493,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116114058,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
24,11:41:08,11/16/2020,auto g+f+bcode ,Niko,,OCK1-S02.10,,,0.159137,2.920476,0.150914,3.0979,1.373239,1.285438,3.413934,2.040694,12.626377,13.488819,33.533802,0.441786,PSF-00177_20201116114108,0,0,0,128.695251,239.736557,0.463181,0.5,0.8,27.583334,40.09,37.53,26.25,26.2,101.81,156.5,157,-0.3,149,4.104,11:31:38,11/16/2020,-0.21,0,0,-9999,-0.094,-0.152,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.442126,2.43941,1.639918,0.931099,0.25944,-0.000535,0.142497,0.235562,128.695251,0.000506,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116114108,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
25,11:41:30,11/16/2020,auto g+f+bcode ,Niko,,1149.10.,,,0.3784,2.921541,0.335009,7.796818,1.471949,1.251382,3.780097,2.308148,12.292406,14.459044,37.132126,0.441786,PSF-00177_20201116114130,0,0,0,175.681824,210.457199,0.165237,0.5,0.8,13.993757,42.65,36.26,26.38,27.93,101.8,156.7,157.4,-0.5,212,4.104,11:31:38,11/16/2020,-0.21,0,0.001,0.006,3.093,3.116,9.884,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.44024,2.443023,1.641042,0.932203,0.258121,0.018754,0.145014,0.289632,175.681824,0.000492,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116114130,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
26,11:41:42,11/16/2020,auto g+f+bcode ,Niko,,1149.10.,,,0.257589,2.922589,0.236725,4.569815,1.395054,1.265792,3.314706,1.919652,12.43453,13.704343,32.562084,0.441786,PSF-00177_20201116114142,0,0,0,158.149841,310.595856,0.490818,0.5,0.8,35.529797,40.27,36.54,26.45,25.7,101.8,156.8,157.2,-0.2,181,4.104,11:31:38,11/16/2020,-0.21,0,0.003,0.003,5.041,3.781,11.884,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.440636,2.439623,1.642148,0.931616,0.257463,-0.008731,0.146348,0.263175,158.149841,0.000508,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116114142,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
27,11:42:11,11/16/2020,auto g+f+bcode ,Niko,,b42-34.2,,,0.007559,2.921398,0.007539,0.273242,1.259013,1.251266,4.838099,3.579086,12.290961,12.367062,47.523785,0.441786,PSF-00177_20201116114211,0,0,0,119.101524,100.857857,-0.180885,0.5,0.8,-102.835068,36.01,35.79,26.6,32.23,101.8,156.7,153.1,2.2,1421,4.103,11:41:55,11/16/2020,-0.17,0.001,-0.001,-9999,1.506,-0.674,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.439509,2.433397,1.64089,0.921419,0.255891,0.069558,0.149651,1.330341,119.101524,0.000487,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201116114211,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
