SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,11:22:02,11/24/2020,auto g+f+bcode ,Niko,,NY1.4,,,0.03458,2.923041,0.034176,1.120786,1.075174,1.043356,4.327607,3.252433,10.241254,10.55357,42.478432,0.441786,PSF-00177_20201124112202,0,0,0,243.134018,222.340103,-0.093523,0.5,0.8,-55.770363,28.04,27.21,28.18,30.27,101.88,156.9,149.6,4.6,1491,4.095,11:13:28,11/24/2020,-0.12,0.001,0,0,-6.01,-3.325,-12.378,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.426332,2.421236,1.642627,0.912656,0.240355,0.025689,0.243395,1.390175,243.134018,0.000489,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112202,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
10,11:22:18,11/24/2020,auto g+f+bcode ,Niko,,NY1.4,,,0.055338,2.92304,0.05431,1.895782,1.147114,1.093332,4.603052,3.455937,10.731649,11.259546,45.181446,0.441786,PSF-00177_20201124112218,0,0,0,123.169899,117.971062,-0.044069,0.5,0.8,-22.828358,29.88,28.48,28.2,31.35,101.88,156.9,154.2,1.7,1295,4.096,11:13:28,11/24/2020,-0.12,0,0.002,0,-1.719,-3.749,-11.282,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.428262,2.423993,1.642627,0.924033,0.240144,0.038898,0.245264,1.221728,123.169899,0.00048,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112218,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
11,11:23:18,11/24/2020,auto g+f+bcode ,Niko,,C56-94.2,,,0.014315,2.920568,0.014245,0.513778,1.144005,1.129399,4.713027,3.569023,11.084878,11.228229,46.257626,0.441786,PSF-00177_20201124112318,0,0,0,98.814369,119.008545,0.169687,0.5,0.8,19.585815,29.59,29.21,28.32,31.77,101.89,156.6,156.7,-0.1,289,4.094,11:13:28,11/24/2020,-0.12,-0.001,-0.002,-9999,1.006,3.362,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.429357,2.423542,1.640015,0.930291,0.239009,0.042665,0.251655,0.355742,98.814369,0.000488,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112318,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
12,11:23:36,11/24/2020,auto g+f+bcode ,Niko,,C56-94.2,,,0.016322,2.922754,0.016231,0.519253,1.155668,1.140936,4.327062,3.171393,11.199204,11.343816,42.473598,0.441786,PSF-00177_20201124112336,0,0,0,157.965302,271.88266,0.418995,0.5,0.8,41.16964,29.78,29.4,28.38,30.27,101.88,156.8,155.9,0.6,246,4.094,11:13:28,11/24/2020,-0.12,-0.001,0.001,-9999,0.661,-3.857,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.429633,2.423818,1.642324,0.928287,0.23841,0.023159,0.253522,0.31882,157.965302,0.000501,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112336,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
13,11:24:26,11/24/2020,auto g+f+bcode ,Niko,,9031.1,,,0.042455,2.922705,0.041847,1.274509,1.102929,1.066743,4.126431,3.023502,10.469735,10.824884,40.499573,0.441786,PSF-00177_20201124112426,0,0,0,115.587471,281.555786,0.589469,0.5,0.8,65.297943,28.13,27.21,28.56,29.44,101.89,156.8,154.5,1.5,277,4.093,11:23:55,11/24/2020,-0.13,-0.001,0,-9999,-0.104,0.229,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.426258,2.421319,1.642272,0.924732,0.236733,0.010805,0.258567,0.345742,115.587471,0.0005,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112426,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
14,11:24:39,11/24/2020,auto g+f+bcode ,Niko,,9031.1,,,0.041257,2.919759,0.040682,1.194556,1.082348,1.048346,3.999533,2.917186,10.289045,10.62276,39.253632,0.441786,PSF-00177_20201124112439,0,0,0,113.102318,285.616638,0.604007,0.5,0.8,64.619942,27.54,26.68,28.6,28.9,101.89,156.5,151.9,2.9,267,4.092,11:23:55,11/24/2020,-0.13,0,0.001,-9999,0.335,-0.394,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.425436,2.420422,1.639164,0.918356,0.236357,0.003709,0.259785,0.337592,113.102318,0.0005,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112439,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
15,11:25:27,11/24/2020,auto g+f+bcode ,Niko,,T52.8,,,0.143989,2.921682,0.137226,4.230154,1.261283,1.14128,4.315968,3.054684,11.201897,12.379752,42.362103,0.441786,PSF-00177_20201124112527,0,0,0,315.511475,298.606049,-0.056614,0.5,0.8,-25.566942,31.87,28.84,28.72,30.23,101.88,156.7,156.4,0.2,1129,4.091,11:23:55,11/24/2020,-0.13,0,0,0.003,-1.786,-3.83,-12.867,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.42872,2.426875,1.64119,0.929638,0.235248,0.01848,0.264405,1.078858,315.511475,0.000492,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112527,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
16,11:25:56,11/24/2020,auto g+f+bcode ,Niko,,T52.8,,,0.162983,2.919506,0.154365,3.806744,1.244409,1.136236,3.695475,2.451066,11.15469,12.216651,36.279324,0.441786,PSF-00177_20201124112556,0,0,0,112.649918,306.217804,0.632125,0.5,0.8,70.369743,31.33,28.61,28.78,27.55,101.86,156.4,142.3,9.1,278,4.091,11:23:55,11/24/2020,-0.13,0.002,0.003,0.01,-0.007,0.182,0.622,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.428353,2.42606,1.638898,0.894423,0.234651,-0.014951,0.26731,0.346922,112.649918,0.000488,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112556,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
17,11:26:35,11/24/2020,auto g+f+bcode ,Niko,,Haines2.4,,,0.245866,2.919666,0.22677,6.031191,1.303014,1.131752,3.94237,2.639356,11.110723,12.792044,38.703335,0.441786,PSF-00177_20201124112635,0,0,0,136.220459,247.417328,0.44943,0.5,0.8,110.048904,32.68,28.38,28.85,28.66,101.86,156.4,152.5,2.5,612,4.089,11:23:55,11/24/2020,-0.13,0.001,0.004,0.013,0.186,0.628,2.931,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.427999,2.428034,1.639066,0.919701,0.234023,-0.002373,0.270748,0.634169,136.220459,0.000493,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112635,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
18,11:26:51,11/24/2020,auto g+f+bcode ,Niko,,Haines2.4,,,0.289184,2.922798,0.263148,8.165518,1.379626,1.148488,4.450217,3.070591,11.274058,13.543002,43.685253,0.441786,PSF-00177_20201124112651,0,0,0,162.230377,180.001968,0.09873,0.5,0.8,41.210487,34.52,28.74,28.89,30.76,101.87,156.8,151.2,3.6,1044,4.089,11:23:55,11/24/2020,-0.13,0.003,0.004,0.013,-0.655,-2.115,-3.966,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.428534,2.430726,1.64237,0.916653,0.233673,0.02304,0.272268,1.005312,162.230377,0.000485,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112651,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
19,11:27:33,11/24/2020,auto g+f+bcode ,Niko,,TX6704.2,,,0.027787,2.921716,0.027525,0.945722,1.120983,1.094121,4.524119,3.403136,10.740287,11.003976,44.410381,0.441786,PSF-00177_20201124112733,0,0,0,115.194084,124.376892,0.073831,0.5,0.8,33.878017,27.91,27.25,28.97,31.05,101.87,156.7,156.7,0,1147,4.088,11:23:55,11/24/2020,-0.13,0.001,0.001,-9999,-0.558,-0.875,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.426245,2.420926,1.641226,0.930308,0.232903,0.025613,0.276048,1.094485,115.194084,0.000496,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112733,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
20,11:27:49,11/24/2020,auto g+f+bcode ,Niko,,TX6704.2,,,0.042875,2.921828,0.042255,1.626132,1.140595,1.094421,4.943779,3.803184,10.743465,11.19674,48.530983,0.441786,PSF-00177_20201124112749,0,0,0,202.763916,189.420456,-0.070444,0.5,0.8,-38.65007,28.33,27.19,29.02,32.61,101.87,156.7,156.9,-0.1,1372,4.088,11:23:55,11/24/2020,-0.13,0.001,-0.001,-9999,-2.208,-4.463,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.426148,2.421551,1.641344,0.930968,0.232516,0.044813,0.277578,1.287656,202.763916,0.000487,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112749,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
21,11:28:36,11/24/2020,auto g+f+bcode ,Niko,,9025.1,,,0.053957,2.923747,0.052979,1.721995,1.110719,1.061882,4.333334,3.222615,10.423889,10.903298,42.537888,0.441786,PSF-00177_20201124112836,0,0,0,106.480118,175.766235,0.394195,0.5,0.8,144.55658,27.45,26.24,29.11,30.3,101.87,157,155.7,0.8,917,4.087,11:23:55,11/24/2020,-0.13,0.001,0.001,-9999,0.605,0.962,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.42468,2.4202,1.643376,0.927802,0.231689,0.014623,0.281808,0.896272,106.480118,0.000496,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112836,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
22,11:28:51,11/24/2020,auto g+f+bcode ,Niko,,9025.1,,,0.092738,2.921305,0.089884,2.658458,1.134478,1.058959,4.070241,2.935763,10.395963,11.137344,39.958187,0.441786,PSF-00177_20201124112851,0,0,0,116.374969,249.370331,0.533325,0.5,0.8,220.028473,27.99,26.13,29.13,29.21,101.86,156.7,150.1,4.2,1031,4.086,11:23:55,11/24/2020,-0.13,0,0.001,-9999,-1,-2.353,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.424506,2.421021,1.640792,0.913708,0.231458,0.000936,0.283176,0.994888,116.374969,0.000498,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112851,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
23,11:29:49,11/24/2020,auto g+f+bcode ,Niko,,SC2.1,,,0.159777,2.922548,0.151495,4.627727,1.240273,1.109082,4.267704,3.027431,10.888191,12.17613,41.897331,0.441786,PSF-00177_20201124112949,0,0,0,249.140381,261.379486,0.046825,0.5,0.8,22.076155,30.47,27.25,29.21,30.03,101.86,156.8,155.9,0.6,1179,4.085,11:23:55,11/24/2020,-0.13,0,0.001,0.008,0.127,-0.067,2.09,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.426212,2.424718,1.642105,0.92834,0.230781,0.010121,0.288143,1.121584,249.140381,0.000483,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124112949,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
24,11:30:10,11/24/2020,auto g+f+bcode ,Niko,,SC2.1,,,0.193145,2.923054,0.181173,5.150696,1.333834,1.188014,4.151705,2.81787,11.663202,13.094781,40.75893,0.441786,PSF-00177_20201124113010,0,0,0,218.14621,280.094849,0.22117,0.5,0.8,97.623611,32.7,29.12,29.25,29.55,101.86,156.9,157,-0.1,1103,4.084,11:23:55,11/24/2020,-0.13,-0.002,0,0.007,2.208,-2.242,9.585,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.429053,2.427994,1.642641,0.931088,0.23042,0.003745,0.290311,1.056914,218.14621,0.000501,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124113010,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
25,11:30:44,11/24/2020,auto g+f+bcode ,Niko,,Haines.3,,,0.045908,2.921612,0.045198,1.563089,1.136004,1.091615,4.560019,3.424016,10.717295,11.15309,44.769493,0.441786,PSF-00177_20201124113044,0,0,0,144.804962,215.439316,0.327862,0.5,0.8,155.884689,27.74,26.65,29.31,31.19,101.86,156.7,155.4,0.8,1189,4.084,11:23:55,11/24/2020,-0.13,0,0,-9999,-1.033,-2.704,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.425278,2.420602,1.641116,0.927157,0.229789,0.023157,0.29353,1.130183,144.804962,0.000486,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124113044,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
26,11:30:56,11/24/2020,auto g+f+bcode ,Niko,,Haines.3,,,0.059508,2.920547,0.05832,2.025097,1.162972,1.105428,4.599901,3.436928,10.852402,11.417332,45.158939,0.441786,PSF-00177_20201124113056,0,0,0,148.457047,247.367981,0.399853,0.5,0.8,32.78656,28.35,26.95,29.34,31.34,101.86,156.6,156.2,0.2,205,4.083,11:23:55,11/24/2020,-0.13,0,-0.001,-9999,1.309,2.827,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.42572,2.421518,1.639993,0.929087,0.229526,0.024714,0.294585,0.283841,148.457047,0.00049,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124113056,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
27,11:31:43,11/24/2020,auto g+f+bcode ,Niko,,588155.01.6,,,0.439633,2.921948,0.382137,8.518867,1.30471,1.063254,3.521627,2.216917,10.438491,12.808978,34.573544,0.441786,PSF-00177_20201124113143,0,0,0,126.012329,280.562988,0.550859,0.5,0.8,49.325291,31.59,25.75,29.46,26.72,101.86,156.7,156.3,0.2,224,4.082,11:23:55,11/24/2020,-0.13,0,0.002,0.021,0.299,-0.006,-1.739,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.423855,2.426327,1.641471,0.929498,0.228481,-0.032983,0.298733,0.300072,126.012329,0.000489,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201124113143,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
