ID,Genotype,Species,Treatment,Order within block,m`Pot (kg),Dry weight of soil (kg),m`H2O (kg),10/23 Pre Watering Weight (kg),10/23 Water added for 80%SW,10/26 Pre Watering Weight,10/26 Water added for 80%SW,mpot @ 80% SW,10/28 pre water weight,10/28 Water added for 80%SW,mpot @ 80% SW,10/30 pre water weight,10/30 Water added for 80%SW,88,11/2 pre water weight,11/2 Water added for 80%SW,mpot @ 80% SW,11/2 post water weight,11/4 pre water,11/4 Water added,mpot target weight (80% for control and 50% for treatment),11/4 post water,11/6 pre water,11/6 water added,mpot target,11/6 post water,11/9 pre water,11/9 water added,mpot target,11/9 post water,11/11 pre water weight,11/11 water added,11/11 target weights,11/11 post water weight,11/13 pre water weight,11/13 water added,11/13 target weight,11/13 post water weight,11/15 control drained weight,11/16 pre water weight,11/16 water added,11/16 target weight,11/16 post water weight,11/18 pre water weight,11/18 water added,11/18 target weight,11/18 post water,11/20 pre water weight,11/20 water added,11/20 target weight,11/20 post water weight,11/23 pre water weight,11/23 water added,11/23 target weight,11/23 post water weight,11/25 pre water weight,11/25 water added,11/25 target weight,11/25 post water weight,11/27 pre water weight,11/27 water added,11/27 target weight,11/27 post water weight,11/30 pre water weight,11/30 water added,11/30 target weight,11/30 post water weight,12/2 pre water weight,12/2 water added,12/2 target weight,12/2 post water weight,12/4 pre water weight,12/4 water added,12/4 target weight,12/4 post water weight,12/7 pre water weight,12/7 water added,12/7 target weight,12/7 corrected target weights 90/20,12/9 pre water weight,12/9 water added,12/9 target weight,12/9 corrected target weights 90/20,12/9 post water weight,12/9 rewater Pre water weight,12/9 rewater water needed,12/9 Treatment rewater to 30%,12/9 rewater post water weight,12/11 pre-water weight,12/11 water added,12/11 target weights,12/11 post-water weight,12/11 Pre-Dawn Bench 1 Pot Weights,midday pot weights,12/13 pre-water weight,12/13 water added,12/13 target weight,12/13 post-water weight,Notes,12/14 pre-water weight,12/14 water added,12/14 target weight,12/14 post water weight,12/15 midday weight,12/15 Pre water weight,12/15 target weight,12/15 post water weight,12/16 pre-water weight,12/16 water added,12/16 target weight,12/16 post-water weight,12/16 Pre Dawn Pot Weights,12/16 midday weight,12/17 Pre Dawn Pot Weights,12/17 pre water weight,12/17 target weight,12/17 post water weight,12/18 Pre Dawn Pot Weights,12/18 Mid Day weight,,,
TX6704.6,TX6704,monticola,Control,25,6.944,4.113374188,2.578625812,5.6925,0.735774838,5.737,0.691274838,6.428274838,5.891,0.537274838,6.428274838,5.85,0.578274838,6.428274838,5.616,0.812274838,6.428274838,6.4495,5.8895,0.538774838,6.428274838,6.4365,5.861,0.567274838,6.428274838,6.435,5.456,0.972274838,6.428274838,6.4755,5.85,0.578274838,6.428274838,6.42,5.75,0.678274838,6.428274838,6.44,7.171,7.05,-0.621725162,6.428274838,,,6.686137419,6.686137419,,6.02,0.666137419,6.686137419,,5.508,1.178137419,6.686137419,6.724,5.61,1.076137419,6.686137419,6.68,5.584,1.102137419,6.686137419,6.745,6.27,0.416137419,6.686137419,6.68,6.47,0.216137419,6.686137419,6.68,5.93,0.756137419,6.686137419,6.68,6.288,7.124376509,7.124376509,6.428274838,6.38,0.744376509,7.124376509,6.428274838,7.12,,-0.433862581,6.686137419,,,,,,6.7245,6.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V57-96.5,V57-96,vulpina,Drought,26,7.302,4.333426184,2.716573816,6.215,0.543685237,6.287,0.471685237,6.758685237,6.434,0.324685237,6.758685237,6.3905,0.368185237,6.758685237,6.3575,,Dont Water Today,,6.1615,-0.217786908,5.943713092,6.1615,5.9895,-0.045786908,5.943713092,5.9895,5.6795,0.264213092,5.943713092,5.993,5.78,-0.10794429,5.67205571,,5.62,-0.219601671,5.400398329,,,5.41,-0.009601671,5.400398329,5.41,5.31,0.090398329,5.400398329,5.4,5.2,0.200398329,5.400398329,5.42,5.197,0.203398329,5.400398329,5.4315,5.22,0.180398329,5.400398329,5.42,5.249,0.151398329,5.400398329,5.4125,5.17,0.230398329,5.400398329,5.42,5.23,0.170398329,5.400398329,5.23,5.12,0.008740947,5.128740947,5.12,5.0185,5.06716481,5.06716481,5.128740947,5,0.06716481,5.06716481,5.128740947,5.06,5.03,0.340398329,5.400398329,5.4,,,,,5.18,5.1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970.9,2970,popenoi,Control,27,7.366,4.372765088,2.741234912,6.2265,0.591253018,6.3505,0.467253018,6.817753018,6.434,0.383753018,6.817753018,6.439,0.378753018,6.817753018,6.313,0.504753018,6.817753018,6.8815,6.502,0.315753018,6.817753018,6.82,6.4825,0.335253018,6.817753018,6.8655,6.2235,0.594253018,6.817753018,6.843,6.45,0.367753018,6.817753018,6.82,6.42,0.397753018,6.817753018,6.82,7.5125,7.41,-0.592246982,6.817753018,,6.98,0.111876509,7.091876509,7.09,6.45,0.641876509,7.091876509,7.09,6.368,0.723876509,7.091876509,7.114,6.45,0.641876509,7.091876509,7.09,6.4085,0.683376509,7.091876509,7.105,6.94,0.151876509,7.091876509,7.09,6.96,0.131876509,7.091876509,7.09,6.76,0.331876509,7.091876509,7.09,6.466,6.972654596,6.972654596,6.850253018,6.77,0.202654596,6.972654596,6.850253018,6.97,,0.154376509,7.124376509,,,,,,7.09,6.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haines2.1,Hanes2,shuttleworthii,Drought,28,7.166,4.249831012,2.664168988,5.694,0.939166202,5.8575,0.775666202,6.633166202,6.0175,0.615666202,6.633166202,6.0145,0.618666202,6.633166202,5.766,,Dont Water Today,,5.345,0.488915506,5.833915506,5.853,5.39,0.443915506,5.833915506,5.8405,5.0325,0.801415506,5.833915506,5.841,5.29,0.277498607,5.567498607,5.56,5.06,0.241081709,5.301081709,,,4.69,0.611081709,5.301081709,5.31,4.9,0.401081709,5.301081709,5.3,4.73,0.571081709,5.301081709,5.3,4.741,0.560081709,5.301081709,5.344,4.82,0.481081709,5.301081709,5.32,4.7965,0.504581709,5.301081709,5.317,4.69,0.611081709,5.301081709,5.3,4.81,0.491081709,5.301081709,4.81,4.63,0.40466481,5.03466481,5.05,4.637,5.244952646,5.244952646,5.06716481,4.81,0.434952646,5.244952646,5.06716481,5.24,5.11,0.093581709,5.333581709,5.34,,,,,4.97,4.9045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018.5,9018,acerifolia,Drought,29,7.242,4.296545961,2.693454039,5.977,0.726309192,6.16,0.543309192,6.703309192,6.392,0.311309192,6.703309192,6.304,0.399309192,6.703309192,6.242,,Dont Water Today,,5.9655,-0.070227019,5.895272981,5.9655,5.737,0.158272981,5.895272981,5.8955,5.4315,0.463772981,5.895272981,5.895,5.58,0.045927577,5.625927577,5.64,5.36,-0.003417827,5.356582173,,,5.06,0.296582173,5.356582173,5.35,,5.356582173,5.356582173,,4.99,0.366582173,5.356582173,5.39,5.1065,0.250082173,5.356582173,5.4095,5.17,0.186582173,5.356582173,5.37,5.1555,0.201082173,5.356582173,5.3895,5.06,0.296582173,5.356582173,5.37,5.13,0.226582173,5.356582173,5.13,4.97,0.117236769,5.087236769,5.1,4.872,4.980709378,4.980709378,5.087236769,4.85,0.130709378,4.980709378,5.087236769,4.98,4.94,0.376582173,5.356582173,5.36,,,,,5.05,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T52.3,T52,aestivalis,Drought,30,7.47,4.436690808,2.781309192,6.1183,0.795438162,6.294,0.619738162,6.913738162,6.4495,0.464238162,6.913738162,6.3825,0.531238162,6.913738162,6.1335,,Dont Water Today,,5.7635,0.315845404,6.079345404,6.0675,5.743,0.336345404,6.079345404,6.073,5.5085,0.570845404,6.079345404,6.0755,5.71,0.091214485,5.801214485,5.8,5.52,0.003083566,5.523083566,,,5.28,0.243083566,5.523083566,5.52,,5.523083566,5.523083566,,,5.523083566,5.523083566,,5.245,0.278083566,5.523083566,5.576,5.32,0.203083566,5.523083566,5.53,5.34,0.183083566,5.523083566,5.535,5.3,0.223083566,5.523083566,5.52,5.37,0.153083566,5.523083566,5.37,5.27,-0.025047354,5.244952646,5.27,5.1795,4.983476323,4.983476323,5.244952646,5.12,-0.136523677,4.983476323,5.244952646,5.12,5.12,0.403083566,5.523083566,5.53,,,,,5.36,5.3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vru42.10,Vru42,rupestris,Control,31,7.088,4.201886722,2.634113278,5.725,0.836177344,5.889,0.672177344,6.561177344,6.043,0.518177344,6.561177344,6.052,0.509177344,6.561177344,5.8265,0.734677344,6.561177344,6.5655,6.013,0.548177344,6.561177344,6.562,6.033,0.528177344,6.561177344,6.561,5.5775,0.983677344,6.561177344,6.5805,5.96,0.601177344,6.561177344,6.59,5.87,0.691177344,6.561177344,6.56,6.7955,6.65,-0.088822656,6.561177344,,,6.824588672,6.824588672,,,6.824588672,6.824588672,,5.4405,1.384088672,6.824588672,6.8015,5.83,0.994588672,6.824588672,6.85,5.8295,0.995088672,6.824588672,6.841,6.44,0.384588672,6.824588672,6.83,6.72,0.104588672,6.824588672,6.82,6.39,0.434588672,6.824588672,6.82,6.46,7.134181059,7.134181059,6.561177344,6.51,0.624181059,7.134181059,6.561177344,7.14,,-0.315411328,6.824588672,,,,,,6.8225,6.4815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C56-94.7,C56-94,rotundifolia var. munsoniana,Control,32,7.092,4.204345404,2.635654596,5.728,0.836869081,5.9365,0.628369081,6.564869081,6.0685,0.496369081,6.564869081,6.0505,0.514369081,6.564869081,5.8255,0.739369081,6.564869081,6.5655,6.0035,0.561369081,6.564869081,6.565,6.0485,0.516369081,6.564869081,6.589,5.676,0.888869081,6.564869081,6.5875,6.02,0.544869081,6.564869081,6.56,5.9,0.664869081,6.564869081,6.56,7.151,7.03,-0.465130919,6.564869081,,7.09,-0.26156546,6.82843454,,,6.82843454,6.82843454,,5.232,1.59643454,6.82843454,6.913,5.85,0.97843454,6.82843454,6.84,5.7345,1.09393454,6.82843454,6.833,6.4,0.42843454,6.82843454,6.84,6.71,0.11843454,6.82843454,6.83,6.51,0.31843454,6.82843454,6.82,6.6734,6.92265831,6.92265831,6.564869081,6.55,0.37265831,6.92265831,6.564869081,6.93,,-0.10156546,6.82843454,,,,,,6.6745,6.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T48.7,T48,mustangensis,Control,33,7.41,4.399810585,2.758189415,5.9675,0.890862117,6.161,0.697362117,6.858362117,6.263,0.595362117,6.858362117,6.287,0.571362117,6.858362117,6.0515,0.806862117,6.858362117,6.5885,6.0595,0.798862117,6.858362117,6.869,6.3,0.558362117,6.858362117,6.8605,5.8465,1.011862117,6.858362117,6.9095,6.3,0.558362117,6.858362117,6.88,6.21,0.648362117,6.858362117,6.86,7.7055,,6.858362117,6.858362117,,,7.134181059,7.134181059,,6.9,0.234181059,7.134181059,7.13,6.1215,1.012681059,7.134181059,7.1425,6.27,0.864181059,7.134181059,7.13,6.266,0.868181059,7.134181059,7.1635,6.89,0.244181059,7.134181059,7.13,6.97,0.164181059,7.134181059,7.13,6.83,0.304181059,7.134181059,7.13,6.953,6.736133705,6.736133705,6.858362117,6.87,-0.133866295,6.736133705,6.858362117,6.87,,0.264181059,7.134181059,,,,,,6.96,6.7355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031.10,9031,berlandieri,Control,34,7.19,4.264583101,2.673416899,5.8245,0.83081662,5.913,0.74231662,6.65531662,6.1465,0.50881662,6.65531662,6.131,0.52431662,6.65531662,6.009,0.64631662,6.65531662,6.666,6.159,0.49631662,6.65531662,6.651,6.203,0.45231662,6.65531662,6.6555,5.7635,0.89181662,6.65531662,6.7115,6.19,0.46531662,6.65531662,6.66,6.11,0.54531662,6.65531662,6.65,6.9865,,6.65531662,6.65531662,,6.32,0.60265831,6.92265831,6.92,,6.92265831,6.92265831,,5.1385,1.78415831,6.92265831,6.9265,5.86,1.06265831,6.92265831,6.92,5.8535,1.06915831,6.92265831,6.941,6.51,0.41265831,6.92265831,6.92,6.66,0.26265831,6.92265831,6.92,6.47,0.45265831,6.92265831,6.92,6.952,7.181874652,7.181874652,6.65531662,6.13,1.051874652,7.181874652,6.65531662,7.21,,-0.28734169,6.92265831,,,,,,6.73,6.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC2.5,SC2,girdiana,Drought,35,6.996,4.145337047,2.598662953,5.53,0.946267409,5.8385,0.637767409,6.476267409,5.955,0.521267409,6.476267409,5.9255,0.550767409,6.476267409,5.7995,,Dont Water Today,,5.502,0.194668524,5.696668524,5.7,5.4475,0.249168524,5.696668524,5.675,5.2355,0.461168524,5.696668524,5.7,5.39,0.046802228,5.436802228,5.44,5.21,-0.033064067,5.176935933,,,5.03,0.146935933,5.176935933,5.18,5.03,0.146935933,5.176935933,5.19,,5.176935933,5.176935933,,4.861,0.315935933,5.176935933,5.2155,4.98,0.196935933,5.176935933,5.18,4.956,0.220935933,5.176935933,5.1875,4.93,0.246935933,5.176935933,5.17,4.98,0.196935933,5.176935933,4.98,4.89,0.027069638,4.917069638,4.92,4.8325,5.069251625,5.069251625,4.917069638,4.89,0.179251625,5.069251625,4.917069638,5.06,5.01,0.116935933,5.176935933,5.28,,,,,5.04,5.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b42-24.7,b42-24,peninsularis,Control,36,7.392,4.388746518,2.751253482,6.216,0.625749304,6.113,0.728749304,6.841749304,6.4825,0.359249304,6.841749304,6.416,0.425749304,6.841749304,6.303,0.538749304,6.841749304,6.8935,6.4845,0.357249304,6.841749304,6.8815,6.5125,0.329249304,6.841749304,6.845,6.0855,0.756249304,6.841749304,6.8685,6.44,0.401749304,6.841749304,6.85,6.34,0.501749304,6.841749304,6.85,7.4565,,6.841749304,6.841749304,,6.84,0.276874652,7.116874652,7.11,,7.116874652,7.116874652,,5.983,1.133874652,7.116874652,7.1675,5.12,1.996874652,7.116874652,7.19,6.045,1.071874652,7.116874652,7.1265,6.78,0.336874652,7.116874652,7.13,6.89,0.226874652,7.116874652,7.11,6.62,0.496874652,7.116874652,7.11,6.715,7.261094708,7.261094708,6.906749304,6.62,0.641094708,7.261094708,6.906749304,7.26,,-0.078125348,7.181874652,,,,,,6.87,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,6.198,0.481312906,6.365,0.314312906,6.679312906,6.4515,0.227812906,6.679312906,6.3865,0.292812906,6.679312906,6.3665,,Dont Water Today,,6.1535,-0.279217734,5.874282266,6.1535,5.9965,-0.122217734,5.874282266,5.9965,5.6885,0.185782266,5.874282266,5.8945,5.73,-0.124061281,5.605938719,,5.59,-0.252404828,5.337595172,,,5.42,-0.082404828,5.337595172,5.42,5.34,-0.002404828,5.337595172,,,5.337595172,5.337595172,,5.1075,0.230095172,5.337595172,5.499,5.31,0.027595172,5.337595172,5.33,5.2105,0.127095172,5.337595172,5.391,5.17,0.167595172,5.337595172,5.33,5.19,0.147595172,5.337595172,5.19,5.08,-0.010748375,5.069251625,5.08,4.9645,4.991073816,4.991073816,5.069251625,4.93,0.061073816,4.991073816,5.069251625,4.99,4.97,0.347595172,5.337595172,5.33,,,,,5.2095,5.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T48.4,T48,mustangensis,Drought,38,7.542,4.480947075,2.809052925,5.8545,1.125689415,6.0525,0.927689415,6.980189415,6.252,0.728189415,6.980189415,6.36,0.620189415,6.980189415,6.048,,Dont Water Today,,5.6205,0.516973538,6.137473538,6.176,5.7045,0.432973538,6.137473538,6.142,5.3655,0.771973538,6.137473538,6.148,5.66,0.196568245,5.856568245,5.88,5.45,0.125662953,5.575662953,,,5.09,0.485662953,5.575662953,5.57,,5.575662953,5.575662953,,5.11,0.465662953,5.575662953,5.58,5.1695,0.406162953,5.575662953,5.5795,5.22,0.355662953,5.575662953,5.57,5.2085,0.367162953,5.575662953,5.5925,5.14,0.435662953,5.575662953,5.57,5.24,0.335662953,5.575662953,5.24,5.06,0.23475766,5.29475766,5.29,5.007,4.874862117,4.874862117,5.29475766,4.92,-0.045137883,4.874862117,5.29475766,4.92,4.91,0.655662953,5.575662953,5.58,,,,,5.24,5.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haines.1,Haines,shuttleworthii,Control,39,7.056,4.18221727,2.62178273,6.068,0.463643454,6.1205,0.411143454,6.531643454,6.339,0.192643454,6.531643454,6.1525,0.379143454,6.531643454,6.0045,0.527143454,6.531643454,6.572,6.238,0.293643454,6.531643454,6.5405,6.2525,0.279143454,6.531643454,6.5455,5.9095,0.622143454,6.531643454,6.532,6.15,0.381643454,6.531643454,6.53,6.13,0.401643454,6.531643454,6.56,7.2655,,6.531643454,6.531643454,,6.76,0.033821727,6.793821727,6.79,,6.793821727,6.793821727,,5.505,1.288821727,6.793821727,6.812,6.01,0.783821727,6.793821727,6.79,5.9805,0.813321727,6.793821727,6.8055,6.57,0.223821727,6.793821727,6.79,6.61,0.183821727,6.793821727,6.79,6.56,0.233821727,6.793821727,6.79,6.551,6.613065924,6.613065924,6.564143454,6.4,0.213065924,6.613065924,6.564143454,6.67,,0.156321727,6.826321727,,,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANU65.8,ANU65,arizonica,Control,40,6.888,4.078952646,2.557047354,5.5525,0.824090529,5.7665,0.610090529,6.376590529,6.046,0.330590529,6.376590529,5.912,0.464590529,6.376590529,"5,889","-5,883",6.376590529,6.381,5.91,0.47,6.376590529,6.37,5.991,0.385590529,6.376590529,6.3855,5.547,0.829590529,6.376590529,6.378,5.85,0.526590529,6.376590529,6.37,5.72,0.656590529,6.376590529,6.37,6.896,,6.376590529,6.376590529,,6.08,0.552295265,6.632295265,6.63,,6.632295265,6.632295265,,4.8655,1.766795265,6.632295265,6.63,5.49,1.142295265,6.632295265,6.64,5.335,1.297295265,6.632295265,6.643,6.12,0.512295265,6.632295265,6.63,6.12,0.512295265,6.632295265,6.63,5.9,0.732295265,6.632295265,6.63,6.028,6.959194058,6.959194058,6.409090529,6.15,0.809194058,6.959194058,6.409090529,6.95,,-0.285204735,6.664795265,,,,,,6.61,6.2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255189.01.1,255189.01,riparia,Drought,41,6.868,4.066659239,2.549340761,5.676,0.682131848,5.596,0.762131848,6.358131848,5.852,0.506131848,6.358131848,5.879,0.479131848,6.358131848,5.75,,Dont Water Today,,5.448,0.145329619,5.593329619,5.6,5.3215,0.271829619,5.593329619,5.59,5.0395,0.553829619,5.593329619,5.594,5.26,0.078395543,5.338395543,5.36,5.06,0.023461467,5.083461467,,,4.78,0.303461467,5.083461467,5.08,,5.083461467,5.083461467,,,5.083461467,5.083461467,,4.5725,0.510961467,5.083461467,5.134,4.86,0.223461467,5.083461467,5.08,4.79795,0.285511467,5.083461467,5.1425,4.78,0.303461467,5.083461467,5.08,4.81,0.273461467,5.083461467,4.81,4.68,0.148527391,4.828527391,4.82,4.63,5.001461467,5.001461467,4.828527391,4.76,0.241461467,5.001461467,4.828527391,5,4.93,0.083461467,5.083461467,5.08,,,,,4.8705,4.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC12.1,CC12,californica,Drought,42,7.228,4.287940576,2.688059424,5.82,0.870388115,5.5835,1.106888115,6.690388115,5.9465,0.743888115,6.690388115,5.932,0.758388115,6.690388115,5.725,,Dont Water Today,,5.3255,0.558470288,5.883970288,5.91,5.4295,0.454470288,5.883970288,5.901,5.0615,0.822470288,5.883970288,5.885,5.36,0.255164345,5.615164345,5.66,5.18,0.166358403,5.346358403,,,4.87,0.476358403,5.346358403,5.34,5.04,0.306358403,5.346358403,5.35,,5.346358403,5.346358403,,4.778,0.568358403,5.346358403,5.3515,5.02,0.326358403,5.346358403,5.35,4.999,0.347358403,5.346358403,5.481,5,0.346358403,5.346358403,5.35,4.99,0.356358403,5.346358403,4.99,4.84,0.237552461,5.077552461,5.07,4.862,4.65836026,4.65836026,5.077552461,4.79,-0.13163974,4.65836026,5.077552461,4.79,4.79,0.556358403,5.346358403,5.34,,,,,5.11,5.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214.4.8,2214.4,bloodworthiana,Control,44,7.118,4.220326834,2.645673166,6.0945,0.494365367,6.2295,0.359365367,6.588865367,6.264,0.324865367,6.588865367,6.246,0.342865367,6.588865367,6.054,0.534865367,6.588865367,6.604,6.2335,0.355365367,6.588865367,6.6095,6.268,0.320865367,6.588865367,6.5955,5.932,0.656865367,6.588865367,6.6015,6.22,0.368865367,6.588865367,6.59,6.17,0.418865367,6.588865367,6.6,7.152,,6.588865367,6.588865367,,6.63,0.223432683,6.853432683,6.86,6.13,0.723432683,6.853432683,6.87,5.8935,0.959932683,6.853432683,6.8675,6.05,0.803432683,6.853432683,6.86,6.002,0.851432683,6.853432683,6.8635,6.55,0.303432683,6.853432683,6.85,6.72,0.133432683,6.853432683,6.87,6.47,0.383432683,6.853432683,6.85,6.658,6.147715877,6.147715877,6.588865367,6.46,-0.312284123,6.147715877,6.588865367,6.46,,0.393432683,6.853432683,,,,,,6.5825,6.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXNM0821.4,TXNM0821,riparia,Drought,45,6.622,3.915450325,2.454549675,5.4335,0.697590065,5.589,0.542090065,6.131090065,5.6985,0.432590065,6.131090065,5.74,0.391090065,6.131090065,5.5975,,Dont Water Today,,5.261,0.133725163,5.394725163,5.465,5.1535,0.241225163,5.394725163,5.4335,4.8855,0.509225163,5.394725163,5.4055,5.02,0.129270195,5.149270195,5.14,4.8,0.103815228,4.903815228,,,4.45,0.453815228,4.903815228,4.92,,4.903815228,4.903815228,,4.45,0.453815228,4.903815228,4.91,4.437,0.466815228,4.903815228,4.9425,4.55,0.353815228,4.903815228,4.91,4.5295,0.374315228,4.903815228,4.9395,4.46,0.443815228,4.903815228,4.9,4.59,0.313815228,4.903815228,4.59,4.4,0.25836026,4.65836026,4.65,4.3455,5.160560817,5.160560817,4.65836026,4.75,0.410560817,5.160560817,4.65836026,5.16,,-0.256184772,4.903815228,Didn't water,,,,,4.845,4.7735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031.11,9031,berlandieri,Control,46,6.384,3.769158774,2.362841226,5.671,0.240431755,5.3325,0.578931755,5.911431755,5.456,0.455431755,5.911431755,5.444,0.467431755,5.911431755,5.26,0.651431755,5.911431755,5.9315,5.4355,0.475931755,5.911431755,5.9145,5.448,0.463431755,5.911431755,5.911,5.0545,0.856931755,5.911431755,5.941,5.45,0.461431755,5.911431755,5.91,5.39,0.521431755,5.911431755,5.91,6.58,,5.911431755,5.911431755,,5.88,0.267715877,6.147715877,6.14,5.31,0.837715877,6.147715877,6.2,5.207,0.940715877,6.147715877,6.1505,5.42,0.727715877,6.147715877,6.15,5.3915,0.756215877,6.147715877,6.1665,6.13,0.017715877,6.147715877,6.14,6.2,-0.052284123,6.147715877,6.2,6.55,-0.402284123,6.147715877,6.55,6.253,7.201483751,7.201483751,5.911431755,6.35,0.851483751,7.201483751,5.911431755,7.2,,-1.052284123,6.147715877,,,,,,6.63,6.4415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588155.01.8,588155.01,palmata,Control,47,7.348,4.361701021,2.734298979,6.257,0.544140204,6.335,0.466140204,6.801140204,6.436,0.365140204,6.801140204,6.359,0.442140204,6.801140204,6.2545,0.546640204,6.801140204,6.8465,6.416,0.385140204,6.801140204,6.8055,6.4245,0.376640204,6.801140204,6.8035,6.0755,0.725640204,6.801140204,6.809,6.36,0.441140204,6.801140204,6.81,6.32,0.481140204,6.801140204,6.8,7.34,,6.801140204,6.801140204,,6.7,0.374570102,7.074570102,7.07,6.22,0.854570102,7.074570102,7.1,6.006,,7.074570102,7.076,6.21,0.864570102,7.074570102,7.07,6.1465,0.928070102,7.074570102,7.155,6.72,0.354570102,7.074570102,7.07,7.05,0.024570102,7.074570102,7.07,6.71,0.364570102,7.074570102,7.07,6.787,6.836126277,6.836126277,6.801140204,6.68,0.156126277,6.836126277,6.801140204,6.83,,0.244570102,7.074570102,,,,,,6.802,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T52.7,T52,aestivalis,Control,48,7.48,4.442837512,2.785162488,6.0535,0.869467502,6.1025,0.820467502,6.922967502,6.279,0.643967502,6.922967502,6.3285,0.594467502,6.922967502,6.1835,0.739467502,6.922967502,6.927,6.3695,0.553467502,6.922967502,6.9475,6.402,0.520967502,6.922967502,6.921,5.9545,0.968467502,6.922967502,6.946,6.36,0.562967502,6.922967502,6.93,6.3,0.622967502,6.922967502,6.92,7.3,,6.922967502,6.922967502,,,7.201483751,7.201483751,,6.89,0.311483751,7.201483751,7.2,5.9815,1.219983751,7.201483751,7.2225,6.28,0.921483751,7.201483751,7.2,6.229,0.972483751,7.201483751,7.2195,6.96,0.241483751,7.201483751,7.2,6.93,0.271483751,7.201483751,7.22,6.88,0.321483751,7.201483751,7.2,6.9725,6.986115135,6.986115135,6.922967502,6.69,0.296115135,6.986115135,6.922967502,6.98,,0.221483751,7.201483751,,,,,,6.774,6.4885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149.5,1149,treleasei,Drought,49,7.1,4.209262767,2.638737233,5.401,1.171252553,5.545,1.027252553,6.572252553,5.7585,0.813752553,6.572252553,5.739,0.833252553,6.572252553,5.505,,Dont Water Today,,5.1525,0.628131384,5.780631384,5.784,5.273,0.507631384,5.780631384,5.783,5.01,0.770631384,5.780631384,5.7835,5.25,0.26675766,5.51675766,5.61,5.12,0.132883937,5.252883937,,,4.87,0.382883937,5.252883937,5.26,4.97,0.282883937,5.252883937,5.25,4.9,0.352883937,5.252883937,5.25,4.873,0.379883937,5.252883937,5.3065,4.97,0.282883937,5.252883937,5.25,4.928,0.324883937,5.252883937,5.274,4.88,0.372883937,5.252883937,5.25,4.97,0.282883937,5.252883937,4.97,4.86,0.129010214,4.989010214,4.98,4.824,5.058183844,5.058183844,4.989010214,4.87,0.188183844,5.058183844,4.989010214,5.09,5.02,0.162883937,5.252883937,5.3,,,,,5.0555,4.9895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC2.7,SC2,girdiana,Control,50,7.256,4.305151346,2.698848654,6.1765,0.539730269,6.2755,0.440730269,6.716230269,6.4055,0.310730269,6.716230269,6.4285,0.287730269,6.716230269,6.2265,0.489730269,6.716230269,6.7945,6.437,0.279230269,6.716230269,6.726,6.407,0.309230269,6.716230269,6.719,6.145,0.571230269,6.716230269,6.761,6.36,0.356230269,6.716230269,6.72,6.38,0.336230269,6.716230269,6.71,7.31,,6.716230269,6.716230269,,6.81,0.176115135,6.986115135,7,6.28,0.706115135,6.986115135,7,,6.986115135,6.986115135,6.9835,6.15,0.836115135,6.986115135,6.99,6.0315,0.954615135,6.986115135,7.0405,6.54,0.446115135,6.986115135,6.98,6.66,0.326115135,6.986115135,6.99,6.41,0.576115135,6.986115135,6.98,6.469,6.564802693,6.564802693,6.716230269,6.27,0.294802693,6.564802693,6.716230269,6.56,,0.426115135,6.986115135,,,,,,6.64,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
