"","ID","Genotype","Treatment","Date","LWP.area","species_geno","SWP.area","PD.area","WPType","WP"
"673","9031.10","9031","Control","12/01-02",NA,"9031",NA,NA,"SWP",NA
"674","9031.10","9031","Control","12/01-02",NA,"9031",NA,NA,"LWP",14.9
"675","9031.10","9031","Control","12/01-02",NA,"9031",NA,NA,"PD",NA
"676","9031.11","9031","Control","11/9-11",14.3775,"9031",NA,NA,"SWP",NA
"677","9031.11","9031","Control","11/9-11",14.3775,"9031",NA,NA,"LWP",13.4
"678","9031.11","9031","Control","11/9-11",14.3775,"9031",NA,NA,"PD",NA
"679","9031.11","9031","Control","12/01-02",30.74479167,"9031",NA,NA,"SWP",NA
"680","9031.11","9031","Control","12/01-02",30.74479167,"9031",NA,NA,"LWP",14
"681","9031.11","9031","Control","12/01-02",30.74479167,"9031",NA,NA,"PD",NA
"682","9031.11","9031","Control","12/11-18",NA,"9031",45.31569444,63.40916667,"SWP",11.2
"683","9031.11","9031","Control","12/11-18",NA,"9031",45.31569444,63.40916667,"LWP",13.4
"684","9031.11","9031","Control","12/11-18",NA,"9031",45.31569444,63.40916667,"PD",7.3
"685","9031.2","9031","Drought","11/01",14.48277778,"9031",NA,NA,"SWP",NA
"686","9031.2","9031","Drought","11/01",14.48277778,"9031",NA,NA,"LWP",14
"687","9031.2","9031","Drought","11/01",14.48277778,"9031",NA,NA,"PD",NA
"688","9031.2","9031","Drought","12/01-02",122.7320139,"9031",NA,NA,"SWP",NA
"689","9031.2","9031","Drought","12/01-02",122.7320139,"9031",NA,NA,"LWP",12.5
"690","9031.2","9031","Drought","12/01-02",122.7320139,"9031",NA,NA,"PD",NA
"691","9031.3","9031","Drought","11/9-11",16.54444444,"9031",NA,NA,"SWP",NA
"692","9031.3","9031","Drought","11/9-11",16.54444444,"9031",NA,NA,"LWP",10.8
"693","9031.3","9031","Drought","11/9-11",16.54444444,"9031",NA,NA,"PD",NA
"694","9031.3","9031","Drought","12/01-02",86.44493056,"9031",NA,NA,"SWP",NA
"695","9031.3","9031","Drought","12/01-02",86.44493056,"9031",NA,NA,"LWP",9.5
"696","9031.3","9031","Drought","12/01-02",86.44493056,"9031",NA,NA,"PD",NA
"697","9031.4","9031","Drought","11/01",54.32888889,"9031",NA,NA,"SWP",NA
"698","9031.4","9031","Drought","11/01",54.32888889,"9031",NA,NA,"LWP",14.1
"699","9031.4","9031","Drought","11/01",54.32888889,"9031",NA,NA,"PD",NA
"700","9031.4","9031","Drought","11/16-17",52.29208333,"9031",NA,NA,"SWP",NA
"701","9031.4","9031","Drought","11/16-17",52.29208333,"9031",NA,NA,"LWP",11.5
"702","9031.4","9031","Drought","11/16-17",52.29208333,"9031",NA,NA,"PD",NA
"703","9031.4","9031","Drought","12/01-02",39.79895833,"9031",NA,NA,"SWP",NA
"704","9031.4","9031","Drought","12/01-02",39.79895833,"9031",NA,NA,"LWP",14
"705","9031.4","9031","Drought","12/01-02",39.79895833,"9031",NA,NA,"PD",NA
"706","9031.5","9031","Drought","11/9-11",25.18777778,"9031",NA,NA,"SWP",NA
"707","9031.5","9031","Drought","11/9-11",25.18777778,"9031",NA,NA,"LWP",12.7
"708","9031.5","9031","Drought","11/9-11",25.18777778,"9031",NA,NA,"PD",NA
"709","9031.5","9031","Drought","11/16-17",64.74284722,"9031",NA,NA,"SWP",NA
"710","9031.5","9031","Drought","11/16-17",64.74284722,"9031",NA,NA,"LWP",11.1
"711","9031.5","9031","Drought","11/16-17",64.74284722,"9031",NA,NA,"PD",NA
"712","9031.5","9031","Drought","12/11-18",NA,"9031",64.12090278,48.81916667,"SWP",13.4
"713","9031.5","9031","Drought","12/11-18",NA,"9031",64.12090278,48.81916667,"LWP",13.9
"714","9031.5","9031","Drought","12/11-18",NA,"9031",64.12090278,48.81916667,"PD",9.9
"715","9031.6","9031","Control","11/9-11",12.07777778,"9031",NA,NA,"SWP",NA
"716","9031.6","9031","Control","11/9-11",12.07777778,"9031",NA,NA,"LWP",10.9
"717","9031.6","9031","Control","11/9-11",12.07777778,"9031",NA,NA,"PD",NA
"718","9031.6","9031","Control","11/16-17",40.19784722,"9031",NA,NA,"SWP",NA
"719","9031.6","9031","Control","11/16-17",40.19784722,"9031",NA,NA,"LWP",11.9
"720","9031.6","9031","Control","11/16-17",40.19784722,"9031",NA,NA,"PD",NA
"721","9031.6","9031","Control","12/01-02",36.31694444,"9031",NA,NA,"SWP",NA
"722","9031.6","9031","Control","12/01-02",36.31694444,"9031",NA,NA,"LWP",13.6
"723","9031.6","9031","Control","12/01-02",36.31694444,"9031",NA,NA,"PD",NA
"724","9031.7","9031","Control","11/01",52.60027778,"9031",NA,NA,"SWP",NA
"725","9031.7","9031","Control","11/01",52.60027778,"9031",NA,NA,"LWP",13.9
"726","9031.7","9031","Control","11/01",52.60027778,"9031",NA,NA,"PD",NA
"727","9031.7","9031","Control","11/16-17",50.14159722,"9031",NA,NA,"SWP",NA
"728","9031.7","9031","Control","11/16-17",50.14159722,"9031",NA,NA,"LWP",14.7
"729","9031.7","9031","Control","11/16-17",50.14159722,"9031",NA,NA,"PD",NA
"730","9031.7","9031","Control","12/11-18",41.1775,"9031",56.07138889,47.13166667,"SWP",10.2
"731","9031.7","9031","Control","12/11-18",41.1775,"9031",56.07138889,47.13166667,"LWP",12.6
"732","9031.7","9031","Control","12/11-18",41.1775,"9031",56.07138889,47.13166667,"PD",9.2
"733","9031.8","9031","Control","11/9-11",21.43361111,"9031",NA,NA,"SWP",NA
"734","9031.8","9031","Control","11/9-11",21.43361111,"9031",NA,NA,"LWP",10.3
"735","9031.8","9031","Control","11/9-11",21.43361111,"9031",NA,NA,"PD",NA
"736","9031.8","9031","Control","11/16-17",53.16826389,"9031",NA,NA,"SWP",NA
"737","9031.8","9031","Control","11/16-17",53.16826389,"9031",NA,NA,"LWP",12.5
"738","9031.8","9031","Control","11/16-17",53.16826389,"9031",NA,NA,"PD",NA
"739","9031.8","9031","Control","12/01-02",90.86472222,"9031",NA,NA,"SWP",NA
"740","9031.8","9031","Control","12/01-02",90.86472222,"9031",NA,NA,"LWP",12
"741","9031.8","9031","Control","12/01-02",90.86472222,"9031",NA,NA,"PD",NA
"742","9031.8","9031","Control","12/11-18",55.56972222,"9031",84.53520833,53.00194444,"SWP",11
"743","9031.8","9031","Control","12/11-18",55.56972222,"9031",84.53520833,53.00194444,"LWP",10.5
"744","9031.8","9031","Control","12/11-18",55.56972222,"9031",84.53520833,53.00194444,"PD",9.5
"745","9031.9","9031","Control","11/01",54.63361111,"9031",NA,NA,"SWP",NA
"746","9031.9","9031","Control","11/01",54.63361111,"9031",NA,NA,"LWP",13.5
"747","9031.9","9031","Control","11/01",54.63361111,"9031",NA,NA,"PD",NA
"748","9031.9","9031","Control","11/16-17",74.39743056,"9031",NA,NA,"SWP",NA
"749","9031.9","9031","Control","11/16-17",74.39743056,"9031",NA,NA,"LWP",10.1
"750","9031.9","9031","Control","11/16-17",74.39743056,"9031",NA,NA,"PD",NA
"751","9031.9","9031","Control","12/01-02",65.32256944,"9031",NA,NA,"SWP",NA
"752","9031.9","9031","Control","12/01-02",65.32256944,"9031",NA,NA,"LWP",12.5
"753","9031.9","9031","Control","12/01-02",65.32256944,"9031",NA,NA,"PD",NA
"754","9035.1","9035","Drought","11/01",26.39888889,"9035",NA,NA,"SWP",NA
"755","9035.1","9035","Drought","11/01",26.39888889,"9035",NA,NA,"LWP",10.5
"756","9035.1","9035","Drought","11/01",26.39888889,"9035",NA,NA,"PD",NA
"757","9035.1","9035","Drought","11/16-17",132.1266667,"9035",NA,NA,"SWP",NA
"758","9035.1","9035","Drought","11/16-17",132.1266667,"9035",NA,NA,"LWP",10
"759","9035.1","9035","Drought","11/16-17",132.1266667,"9035",NA,NA,"PD",NA
"760","9035.2","9035","Drought","11/01",54.87555556,"9035",NA,NA,"SWP",NA
"761","9035.2","9035","Drought","11/01",54.87555556,"9035",NA,NA,"LWP",8.7
"762","9035.2","9035","Drought","11/01",54.87555556,"9035",NA,NA,"PD",NA
"763","9035.2","9035","Drought","11/16-17",71.630625,"9035",NA,NA,"SWP",NA
"764","9035.2","9035","Drought","11/16-17",71.630625,"9035",NA,NA,"LWP",11
"765","9035.2","9035","Drought","11/16-17",71.630625,"9035",NA,NA,"PD",NA
"766","9035.2","9035","Drought","12/11-18",NA,"9035",52.48125,65.06125,"SWP",10.7
"767","9035.2","9035","Drought","12/11-18",NA,"9035",52.48125,65.06125,"LWP",10.5
"768","9035.2","9035","Drought","12/11-18",NA,"9035",52.48125,65.06125,"PD",6.8
"769","9035.2","9035","Drought","12/11-18",56.72590278,"9035",52.48125,65.06125,"SWP",10.7
"770","9035.2","9035","Drought","12/11-18",56.72590278,"9035",52.48125,65.06125,"LWP",10.5
"771","9035.2","9035","Drought","12/11-18",56.72590278,"9035",52.48125,65.06125,"PD",6.8
"772","9035.3","9035","Drought","11/9-11",21.50055556,"9035",NA,NA,"SWP",NA
"773","9035.3","9035","Drought","11/9-11",21.50055556,"9035",NA,NA,"LWP",8.5
"774","9035.3","9035","Drought","11/9-11",21.50055556,"9035",NA,NA,"PD",NA
"775","9035.3","9035","Drought","11/16-17",69.19027778,"9035",NA,NA,"SWP",NA
"776","9035.3","9035","Drought","11/16-17",69.19027778,"9035",NA,NA,"LWP",9.8
"777","9035.3","9035","Drought","11/16-17",69.19027778,"9035",NA,NA,"PD",NA
"778","9035.3","9035","Drought","12/01-02",74.51472222,"9035",NA,NA,"SWP",NA
"779","9035.3","9035","Drought","12/01-02",74.51472222,"9035",NA,NA,"LWP",14.8
"780","9035.3","9035","Drought","12/01-02",74.51472222,"9035",NA,NA,"PD",NA
"781","9035.3","9035","Drought","12/11-18",54.57520833,"9035",85.59493056,57.43027778,"SWP",13
"782","9035.3","9035","Drought","12/11-18",54.57520833,"9035",85.59493056,57.43027778,"LWP",13.5
"783","9035.3","9035","Drought","12/11-18",54.57520833,"9035",85.59493056,57.43027778,"PD",7.5
"784","9035.3","9035","Drought","12/11-18",54.57520833,"9035",56.30152778,57.43027778,"SWP",11.7
"785","9035.3","9035","Drought","12/11-18",54.57520833,"9035",56.30152778,57.43027778,"LWP",13.5
"786","9035.3","9035","Drought","12/11-18",54.57520833,"9035",56.30152778,57.43027778,"PD",7.5
"787","9035.4","9035","Drought","11/9-11",25.78416667,"9035",NA,NA,"SWP",NA
"788","9035.4","9035","Drought","11/9-11",25.78416667,"9035",NA,NA,"LWP",7.9
"789","9035.4","9035","Drought","11/9-11",25.78416667,"9035",NA,NA,"PD",NA
"790","9035.4","9035","Drought","11/16-17",71.02708333,"9035",NA,NA,"SWP",NA
"791","9035.4","9035","Drought","11/16-17",71.02708333,"9035",NA,NA,"LWP",11.7
"792","9035.4","9035","Drought","11/16-17",71.02708333,"9035",NA,NA,"PD",NA
"793","9035.4","9035","Drought","12/11-18",49.28388889,"9035",52.781875,89.92479167,"SWP",12.9
"794","9035.4","9035","Drought","12/11-18",49.28388889,"9035",52.781875,89.92479167,"LWP",14
"795","9035.4","9035","Drought","12/11-18",49.28388889,"9035",52.781875,89.92479167,"PD",8.9
"796","9035.6","9035","Control","11/9-11",17.19416667,"9035",NA,NA,"SWP",NA
"797","9035.6","9035","Control","11/9-11",17.19416667,"9035",NA,NA,"LWP",6.6
"798","9035.6","9035","Control","11/9-11",17.19416667,"9035",NA,NA,"PD",NA
"799","9035.6","9035","Control","11/16-17",77.85041667,"9035",NA,NA,"SWP",NA
"800","9035.6","9035","Control","11/16-17",77.85041667,"9035",NA,NA,"LWP",7.9
"801","9035.6","9035","Control","11/16-17",77.85041667,"9035",NA,NA,"PD",NA
"802","9035.6","9035","Control","12/01-02",152.155625,"9035",NA,NA,"SWP",NA
"803","9035.6","9035","Control","12/01-02",152.155625,"9035",NA,NA,"LWP",9.5
"804","9035.6","9035","Control","12/01-02",152.155625,"9035",NA,NA,"PD",NA
"805","9035.6","9035","Control","12/11-18",88.49034722,"9035",237.7349306,200.3682639,"SWP",10.9
"806","9035.6","9035","Control","12/11-18",88.49034722,"9035",237.7349306,200.3682639,"LWP",11
"807","9035.6","9035","Control","12/11-18",88.49034722,"9035",237.7349306,200.3682639,"PD",3.7
"808","9035.7","9035","Control","11/01",72.56611111,"9035",NA,NA,"SWP",NA
"809","9035.7","9035","Control","11/01",72.56611111,"9035",NA,NA,"LWP",10.3
"810","9035.7","9035","Control","11/01",72.56611111,"9035",NA,NA,"PD",NA
"811","9035.7","9035","Control","11/16-17",44.13479167,"9035",NA,NA,"SWP",NA
"812","9035.7","9035","Control","11/16-17",44.13479167,"9035",NA,NA,"LWP",11.4
"813","9035.7","9035","Control","11/16-17",44.13479167,"9035",NA,NA,"PD",NA
"814","9035.7","9035","Control","12/01-02",202.1852083,"9035",NA,NA,"SWP",NA
"815","9035.7","9035","Control","12/01-02",202.1852083,"9035",NA,NA,"LWP",9.5
"816","9035.7","9035","Control","12/01-02",202.1852083,"9035",NA,NA,"PD",NA
"817","9035.7","9035","Control","12/11-18",NA,"9035",NA,235.8797222,"SWP",9
"818","9035.7","9035","Control","12/11-18",NA,"9035",NA,235.8797222,"LWP",9
"819","9035.7","9035","Control","12/11-18",NA,"9035",NA,235.8797222,"PD",5.3
"820","9035.7","9035","Control","12/11-18",203.6463194,"9035",NA,235.8797222,"SWP",9
"821","9035.7","9035","Control","12/11-18",203.6463194,"9035",NA,235.8797222,"LWP",9
"822","9035.7","9035","Control","12/11-18",203.6463194,"9035",NA,235.8797222,"PD",5.3
"823","9035.8","9035","Control","11/01",96.77777778,"9035",NA,NA,"SWP",NA
"824","9035.8","9035","Control","11/01",96.77777778,"9035",NA,NA,"LWP",11
"825","9035.8","9035","Control","11/01",96.77777778,"9035",NA,NA,"PD",NA
"826","9035.8","9035","Control","11/16-17",80.34319444,"9035",NA,NA,"SWP",NA
"827","9035.8","9035","Control","11/16-17",80.34319444,"9035",NA,NA,"LWP",10.1
"828","9035.8","9035","Control","11/16-17",80.34319444,"9035",NA,NA,"PD",NA
"829","9035.8","9035","Control","12/01-02",NA,"9035",NA,NA,"SWP",NA
"830","9035.8","9035","Control","12/01-02",NA,"9035",NA,NA,"LWP",9.4
"831","9035.8","9035","Control","12/01-02",NA,"9035",NA,NA,"PD",NA
"832","9035.8","9035","Control","12/11-18",86.94041667,"9035",56.25263889,86.90375,"SWP",6.7
"833","9035.8","9035","Control","12/11-18",86.94041667,"9035",56.25263889,86.90375,"LWP",10.8
"834","9035.8","9035","Control","12/11-18",86.94041667,"9035",56.25263889,86.90375,"PD",8
"835","9035.9","9035","Control","11/9-11",25.49694444,"9035",NA,NA,"SWP",NA
"836","9035.9","9035","Control","11/9-11",25.49694444,"9035",NA,NA,"LWP",7
"837","9035.9","9035","Control","11/9-11",25.49694444,"9035",NA,NA,"PD",NA
"838","9035.9","9035","Control","11/16-17",51.98625,"9035",NA,NA,"SWP",NA
"839","9035.9","9035","Control","11/16-17",51.98625,"9035",NA,NA,"LWP",7.6
"840","9035.9","9035","Control","11/16-17",51.98625,"9035",NA,NA,"PD",NA
"841","9035.9","9035","Control","12/01-02",124.5136111,"9035",NA,NA,"SWP",NA
"842","9035.9","9035","Control","12/01-02",124.5136111,"9035",NA,NA,"LWP",12
"843","9035.9","9035","Control","12/01-02",124.5136111,"9035",NA,NA,"PD",NA
"844","ANU65.1","ANU65","Drought","11/01",60.02388889,"ANU65",NA,NA,"SWP",NA
"845","ANU65.1","ANU65","Drought","11/01",60.02388889,"ANU65",NA,NA,"LWP",13
"846","ANU65.1","ANU65","Drought","11/01",60.02388889,"ANU65",NA,NA,"PD",NA
"847","ANU65.1","ANU65","Drought","11/16-17",57.18180556,"ANU65",NA,NA,"SWP",NA
"848","ANU65.1","ANU65","Drought","11/16-17",57.18180556,"ANU65",NA,NA,"LWP",9.2
"849","ANU65.1","ANU65","Drought","11/16-17",57.18180556,"ANU65",NA,NA,"PD",NA
"850","ANU65.1","ANU65","Drought","12/01-02",47.59541667,"ANU65",NA,NA,"SWP",NA
"851","ANU65.1","ANU65","Drought","12/01-02",47.59541667,"ANU65",NA,NA,"LWP",12.2
"852","ANU65.1","ANU65","Drought","12/01-02",47.59541667,"ANU65",NA,NA,"PD",NA
"853","ANU65.10","ANU65","Control","11/01",45.22194444,"ANU65",NA,NA,"SWP",NA
"854","ANU65.10","ANU65","Control","11/01",45.22194444,"ANU65",NA,NA,"LWP",11.3
"855","ANU65.10","ANU65","Control","11/01",45.22194444,"ANU65",NA,NA,"PD",NA
"856","ANU65.10","ANU65","Control","11/16-17",39.44048611,"ANU65",NA,NA,"SWP",NA
"857","ANU65.10","ANU65","Control","11/16-17",39.44048611,"ANU65",NA,NA,"LWP",9.7
"858","ANU65.10","ANU65","Control","11/16-17",39.44048611,"ANU65",NA,NA,"PD",NA
"859","ANU65.10","ANU65","Control","12/01-02",30.43395833,"ANU65",NA,NA,"SWP",NA
"860","ANU65.10","ANU65","Control","12/01-02",30.43395833,"ANU65",NA,NA,"LWP",10.4
"861","ANU65.10","ANU65","Control","12/01-02",30.43395833,"ANU65",NA,NA,"PD",NA
"862","ANU65.10","ANU65","Control","12/11-18",52.34743056,"ANU65",68.315625,82.06027778,"SWP",7
"863","ANU65.10","ANU65","Control","12/11-18",52.34743056,"ANU65",68.315625,82.06027778,"LWP",12.7
"864","ANU65.10","ANU65","Control","12/11-18",52.34743056,"ANU65",68.315625,82.06027778,"PD",6
"865","ANU65.2","ANU65","Drought","11/9-11",14.4475,"ANU65",NA,NA,"SWP",NA
"866","ANU65.2","ANU65","Drought","11/9-11",14.4475,"ANU65",NA,NA,"LWP",7.9
"867","ANU65.2","ANU65","Drought","11/9-11",14.4475,"ANU65",NA,NA,"PD",NA
"868","ANU65.2","ANU65","Drought","11/16-17",35.41701389,"ANU65",NA,NA,"SWP",NA
"869","ANU65.2","ANU65","Drought","11/16-17",35.41701389,"ANU65",NA,NA,"LWP",9.7
"870","ANU65.2","ANU65","Drought","11/16-17",35.41701389,"ANU65",NA,NA,"PD",NA
"871","ANU65.2","ANU65","Drought","12/11-18",NA,"ANU65",46.70256944,57.57041667,"SWP",13
"872","ANU65.2","ANU65","Drought","12/11-18",NA,"ANU65",46.70256944,57.57041667,"LWP",11.4
"873","ANU65.2","ANU65","Drought","12/11-18",NA,"ANU65",46.70256944,57.57041667,"PD",5.1
"874","ANU65.3","ANU65","Drought","11/01",53.83055556,"ANU65",NA,NA,"SWP",NA
"875","ANU65.3","ANU65","Drought","11/01",53.83055556,"ANU65",NA,NA,"LWP",8.7
"876","ANU65.3","ANU65","Drought","11/01",53.83055556,"ANU65",NA,NA,"PD",NA
"877","ANU65.3","ANU65","Drought","11/16-17",52.793125,"ANU65",NA,NA,"SWP",NA
"878","ANU65.3","ANU65","Drought","11/16-17",52.793125,"ANU65",NA,NA,"LWP",7.5
"879","ANU65.3","ANU65","Drought","11/16-17",52.793125,"ANU65",NA,NA,"PD",NA
"880","ANU65.3","ANU65","Drought","12/01-02",36.41590278,"ANU65",NA,NA,"SWP",NA
"881","ANU65.3","ANU65","Drought","12/01-02",36.41590278,"ANU65",NA,NA,"LWP",12
"882","ANU65.3","ANU65","Drought","12/01-02",36.41590278,"ANU65",NA,NA,"PD",NA
"883","ANU65.3","ANU65","Drought","12/11-18",53.62493056,"ANU65",33.38513889,36.92298611,"SWP",11.3
"884","ANU65.3","ANU65","Drought","12/11-18",53.62493056,"ANU65",33.38513889,36.92298611,"LWP",12.8
"885","ANU65.3","ANU65","Drought","12/11-18",53.62493056,"ANU65",33.38513889,36.92298611,"PD",8.3
"886","ANU65.4","ANU65","Drought","11/9-11",19.31861111,"ANU65",NA,NA,"SWP",NA
"887","ANU65.4","ANU65","Drought","11/9-11",19.31861111,"ANU65",NA,NA,"LWP",8.6
"888","ANU65.4","ANU65","Drought","11/9-11",19.31861111,"ANU65",NA,NA,"PD",NA
"889","ANU65.4","ANU65","Drought","11/16-17",65.45944444,"ANU65",NA,NA,"SWP",NA
"890","ANU65.4","ANU65","Drought","11/16-17",65.45944444,"ANU65",NA,NA,"LWP",9.1
"891","ANU65.4","ANU65","Drought","11/16-17",65.45944444,"ANU65",NA,NA,"PD",NA
"892","ANU65.4","ANU65","Drought","12/01-02",18.51041667,"ANU65",NA,NA,"SWP",NA
"893","ANU65.4","ANU65","Drought","12/01-02",18.51041667,"ANU65",NA,NA,"LWP",14.2
"894","ANU65.4","ANU65","Drought","12/01-02",18.51041667,"ANU65",NA,NA,"PD",NA
"895","ANU65.4","ANU65","Drought","12/11-18",NA,"ANU65",37.54631944,30.32298611,"SWP",13.7
"896","ANU65.4","ANU65","Drought","12/11-18",NA,"ANU65",37.54631944,30.32298611,"LWP",14.5
"897","ANU65.4","ANU65","Drought","12/11-18",NA,"ANU65",37.54631944,30.32298611,"PD",9.3
"898","ANU65.5","ANU65","Drought","11/9-11",10.52277778,"ANU65",NA,NA,"SWP",NA
"899","ANU65.5","ANU65","Drought","11/9-11",10.52277778,"ANU65",NA,NA,"LWP",7.8
"900","ANU65.5","ANU65","Drought","11/9-11",10.52277778,"ANU65",NA,NA,"PD",NA
"901","ANU65.5","ANU65","Drought","11/16-17",25.65361111,"ANU65",NA,NA,"SWP",NA
"902","ANU65.5","ANU65","Drought","11/16-17",25.65361111,"ANU65",NA,NA,"LWP",7.3
"903","ANU65.5","ANU65","Drought","11/16-17",25.65361111,"ANU65",NA,NA,"PD",NA
"904","ANU65.5","ANU65","Drought","12/01-02",18.21305556,"ANU65",NA,NA,"SWP",NA
"905","ANU65.5","ANU65","Drought","12/01-02",18.21305556,"ANU65",NA,NA,"LWP",10.5
"906","ANU65.5","ANU65","Drought","12/01-02",18.21305556,"ANU65",NA,NA,"PD",NA
"907","ANU65.6","ANU65","Control","11/9-11",20.97916667,"ANU65",NA,NA,"SWP",NA
"908","ANU65.6","ANU65","Control","11/9-11",20.97916667,"ANU65",NA,NA,"LWP",7
"909","ANU65.6","ANU65","Control","11/9-11",20.97916667,"ANU65",NA,NA,"PD",NA
"910","ANU65.6","ANU65","Control","11/16-17",37.44326389,"ANU65",NA,NA,"SWP",NA
"911","ANU65.6","ANU65","Control","11/16-17",37.44326389,"ANU65",NA,NA,"LWP",7.3
"912","ANU65.6","ANU65","Control","11/16-17",37.44326389,"ANU65",NA,NA,"PD",NA
"913","ANU65.6","ANU65","Control","12/01-02",38.49263889,"ANU65",NA,NA,"SWP",NA
"914","ANU65.6","ANU65","Control","12/01-02",38.49263889,"ANU65",NA,NA,"LWP",13.5
"915","ANU65.6","ANU65","Control","12/01-02",38.49263889,"ANU65",NA,NA,"PD",NA
"916","ANU65.6","ANU65","Control","12/11-18",NA,"ANU65",54.64305556,47.19,"SWP",12.1
"917","ANU65.6","ANU65","Control","12/11-18",NA,"ANU65",54.64305556,47.19,"LWP",13.5
"918","ANU65.6","ANU65","Control","12/11-18",NA,"ANU65",54.64305556,47.19,"PD",4.5
"919","ANU65.7","ANU65","Control","11/9-11",19.82055556,"ANU65",NA,NA,"SWP",NA
"920","ANU65.7","ANU65","Control","11/9-11",19.82055556,"ANU65",NA,NA,"LWP",7.8
"921","ANU65.7","ANU65","Control","11/9-11",19.82055556,"ANU65",NA,NA,"PD",NA
"922","ANU65.7","ANU65","Control","11/16-17",38.79534722,"ANU65",NA,NA,"SWP",NA
"923","ANU65.7","ANU65","Control","11/16-17",38.79534722,"ANU65",NA,NA,"LWP",8.1
"924","ANU65.7","ANU65","Control","11/16-17",38.79534722,"ANU65",NA,NA,"PD",NA
"925","ANU65.7","ANU65","Control","12/01-02",77.29006944,"ANU65",NA,NA,"SWP",NA
"926","ANU65.7","ANU65","Control","12/01-02",77.29006944,"ANU65",NA,NA,"LWP",9.5
"927","ANU65.7","ANU65","Control","12/01-02",77.29006944,"ANU65",NA,NA,"PD",NA
"928","ANU65.7","ANU65","Control","12/11-18",87.31034722,"ANU65",54.12326389,73.449375,"SWP",12.9
"929","ANU65.7","ANU65","Control","12/11-18",87.31034722,"ANU65",54.12326389,73.449375,"LWP",12
"930","ANU65.7","ANU65","Control","12/11-18",87.31034722,"ANU65",54.12326389,73.449375,"PD",6.1
"931","ANU65.8","ANU65","Control","11/9-11",NA,"ANU65",NA,NA,"SWP",NA
"932","ANU65.8","ANU65","Control","11/9-11",NA,"ANU65",NA,NA,"LWP",13.2
"933","ANU65.8","ANU65","Control","11/9-11",NA,"ANU65",NA,NA,"PD",NA
"934","ANU65.8","ANU65","Control","11/16-17",72.30826389,"ANU65",NA,NA,"SWP",NA
"935","ANU65.8","ANU65","Control","11/16-17",72.30826389,"ANU65",NA,NA,"LWP",11.8
"936","ANU65.8","ANU65","Control","11/16-17",72.30826389,"ANU65",NA,NA,"PD",NA
"937","ANU65.8","ANU65","Control","12/01-02",58.23298611,"ANU65",NA,NA,"SWP",NA
"938","ANU65.8","ANU65","Control","12/01-02",58.23298611,"ANU65",NA,NA,"LWP",10.8
"939","ANU65.8","ANU65","Control","12/01-02",58.23298611,"ANU65",NA,NA,"PD",NA
"940","ANU65.8","ANU65","Control","12/11-18",NA,"ANU65",78.92847222,77.42201389,"SWP",8.5
"941","ANU65.8","ANU65","Control","12/11-18",NA,"ANU65",78.92847222,77.42201389,"LWP",8.3
"942","ANU65.8","ANU65","Control","12/11-18",NA,"ANU65",78.92847222,77.42201389,"PD",5.8
"943","ANU65.9","ANU65","Control","11/01",58.32694444,"ANU65",NA,NA,"SWP",NA
"944","ANU65.9","ANU65","Control","11/01",58.32694444,"ANU65",NA,NA,"LWP",8.8
"945","ANU65.9","ANU65","Control","11/01",58.32694444,"ANU65",NA,NA,"PD",NA
"946","ANU65.9","ANU65","Control","11/16-17",47.68159722,"ANU65",NA,NA,"SWP",NA
"947","ANU65.9","ANU65","Control","11/16-17",47.68159722,"ANU65",NA,NA,"LWP",10
"948","ANU65.9","ANU65","Control","11/16-17",47.68159722,"ANU65",NA,NA,"PD",NA
"949","ANU65.9","ANU65","Control","12/01-02",75.93479167,"ANU65",NA,NA,"SWP",NA
"950","ANU65.9","ANU65","Control","12/01-02",75.93479167,"ANU65",NA,NA,"LWP",12
"951","ANU65.9","ANU65","Control","12/01-02",75.93479167,"ANU65",NA,NA,"PD",NA
"952","ANU65.9","ANU65","Control","12/11-18",40.95423611,"ANU65",66.64194444,56.25652778,"SWP",8.2
"953","ANU65.9","ANU65","Control","12/11-18",40.95423611,"ANU65",66.64194444,56.25652778,"LWP",10.7
"954","ANU65.9","ANU65","Control","12/11-18",40.95423611,"ANU65",66.64194444,56.25652778,"PD",7.3
"955","b40-14.1","b40-14","Drought","11/9-11",10.625,"b40-14",NA,NA,"SWP",NA
"956","b40-14.1","b40-14","Drought","11/9-11",10.625,"b40-14",NA,NA,"LWP",10.1
"957","b40-14.1","b40-14","Drought","11/9-11",10.625,"b40-14",NA,NA,"PD",NA
"958","b40-14.1","b40-14","Drought","11/16-17",31.51347222,"b40-14",NA,NA,"SWP",NA
"959","b40-14.1","b40-14","Drought","11/16-17",31.51347222,"b40-14",NA,NA,"LWP",10.3
"960","b40-14.1","b40-14","Drought","11/16-17",31.51347222,"b40-14",NA,NA,"PD",NA
"961","b40-14.1","b40-14","Drought","12/01-02",22.68951389,"b40-14",NA,NA,"SWP",NA
"962","b40-14.1","b40-14","Drought","12/01-02",22.68951389,"b40-14",NA,NA,"LWP",12
"963","b40-14.1","b40-14","Drought","12/01-02",22.68951389,"b40-14",NA,NA,"PD",NA
"964","b40-14.10","b40-14","Control","11/9-11",15.54694444,"b40-14",NA,NA,"SWP",NA
"965","b40-14.10","b40-14","Control","11/9-11",15.54694444,"b40-14",NA,NA,"LWP",8.6
"966","b40-14.10","b40-14","Control","11/9-11",15.54694444,"b40-14",NA,NA,"PD",NA
