"Species","species_geno","Genotype","Treatment","Airspace_V","MS_V","MP_V","M_SP_V","M_SPA_V","Porosity","MSV_by_TMV","MPV_by_TMV","MSV_by_MPV","mean_Airspace_V.x","sem_Airspace_V.x","mean_MS_V.x","sem_MS_V.x","mean_MP_V.x","sem_MP_V.x","mean_M_SP_V.x","sem_M_SP_V.x","mean_M_SPA_V.x","sem_M_SPA_V.x","mean_MSV_by_TMV.x","sem_MSV_by_TMV.x","mean_MPV_by_TMV.x","sem_MPV_by_TMV.x","mean_MSV_by_MPV.x","sem_MSV_by_MPV.x","p_value_MS_V.x","p_value_MP_V.x","p_value_M_SP_V.x","p_value_M_SPA_V.x","p_value_MSV_by_TMV.x","p_value_MPV_by_TMV.x","p_value_MSV_by_MPV.x","mean_Airspace_V.y","sem_Airspace_V.y","mean_MS_V.y","sem_MS_V.y","mean_MP_V.y","sem_MP_V.y","mean_M_SP_V.y","sem_M_SP_V.y","mean_M_SPA_V.y","sem_M_SPA_V.y","mean_MSV_by_TMV.y","sem_MSV_by_TMV.y","mean_MPV_by_TMV.y","sem_MPV_by_TMV.y","mean_MSV_by_MPV.y","sem_MSV_by_MPV.y","p_value_MS_V.y","p_value_MP_V.y","p_value_M_SP_V.y","p_value_M_SPA_V.y","p_value_MSV_by_TMV.y","p_value_MPV_by_TMV.y","p_value_MSV_by_MPV.y"
"aestivalis","aestivalis_T52","T52","Control",27425.20001,49075.125,46985.28283,96060.40782,123485.6078,0.2220922785,0.3974157463,0.3804919751,1.044478655,28805.5465925,1107.17713666872,49981.2066675,1262.66835298651,45705.53075,2448.95470093901,95686.73741,3223.62647038155,124492.284,4179.57358585798,0.402020209375,0.0077358161063858,0.366610758525,0.0104883405244138,1.100994536775,0.0516702235365907,0.100714503521173,0.615515981829064,0.597948400580989,0.620142687684073,0.00805186753476986,0.0443801506013862,0.0261534457877823,28805.5465925,1107.17713666872,49981.2066675,1262.66835298651,45705.53075,2448.95470093901,95686.73741,3223.62647038155,124492.284,4179.57358585798,0.402020209375,0.0077358161063858,0.366610758525,0.0104883405244138,1.100994536775,0.0516702235365907,0.100714503521173,0.615515981829064,0.597948400580989,0.620142687684073,0.00805186753476986,0.0443801506013862,0.0261534457877823
"aestivalis","aestivalis_T52","T52","Drought",28394.07786,41852.62523,47498.69215,89351.31738,117745.3952,0.2411480958,0.355450208,0.4034016961,0.8811321604,28011.0914775,2559.6634942429,43361.935055,2874.30097827714,48121.3756475,3801.22818589766,91483.310705,6656.02662679358,119494.4021525,8403.36277464485,0.363326737925,0.00538080154154531,0.402072384775,0.00915892724904944,0.904532164775,0.0175597321404168,0.100714503521173,0.615515981829064,0.597948400580989,0.620142687684073,0.00805186753476986,0.0443801506013862,0.0261534457877823,28011.0914775,2559.6634942429,43361.935055,2874.30097827714,48121.3756475,3801.22818589766,91483.310705,6656.02662679358,119494.4021525,8403.36277464485,0.363326737925,0.00538080154154531,0.402072384775,0.00915892724904944,0.904532164775,0.0175597321404168,0.100714503521173,0.615515981829064,0.597948400580989,0.620142687684073,0.00805186753476986,0.0443801506013862,0.0261534457877823
"aestivalis","aestivalis_T52","T52","Drought",35074.6918,48256.92502,53329.73971,101586.6647,136661.3565,0.2566540585,0.3531131714,0.39023277,0.9048783151,28011.0914775,2559.6634942429,43361.935055,2874.30097827714,48121.3756475,3801.22818589766,91483.310705,6656.02662679358,119494.4021525,8403.36277464485,0.363326737925,0.00538080154154531,0.402072384775,0.00915892724904944,0.904532164775,0.0175597321404168,0.100714503521173,0.615515981829064,0.597948400580989,0.620142687684073,0.00805186753476986,0.0443801506013862,0.0261534457877823,28011.0914775,2559.6634942429,43361.935055,2874.30097827714,48121.3756475,3801.22818589766,91483.310705,6656.02662679358,119494.4021525,8403.36277464485,0.363326737925,0.00538080154154531,0.402072384775,0.00915892724904944,0.904532164775,0.0175597321404168,0.100714503521173,0.615515981829064,0.597948400580989,0.620142687684073,0.00805186753476986,0.0443801506013862,0.0261534457877823
"aestivalis","aestivalis_T52","T52","Drought",24941.85148,47464.30488,54055.41219,101519.7171,126461.5685,0.1972287057,0.3753259225,0.4274453718,0.8780675783,28011.0914775,2559.6634942429,43361.935055,2874.30097827714,48121.3756475,3801.22818589766,91483.310705,6656.02662679358,119494.4021525,8403.36277464485,0.363326737925,0.00538080154154531,0.402072384775,0.00915892724904944,0.904532164775,0.0175597321404168,0.100714503521173,0.615515981829064,0.597948400580989,0.620142687684073,0.00805186753476986,0.0443801506013862,0.0261534457877823,28011.0914775,2559.6634942429,43361.935055,2874.30097827714,48121.3756475,3801.22818589766,91483.310705,6656.02662679358,119494.4021525,8403.36277464485,0.363326737925,0.00538080154154531,0.402072384775,0.00915892724904944,0.904532164775,0.0175597321404168,0.100714503521173,0.615515981829064,0.597948400580989,0.620142687684073,0.00805186753476986,0.0443801506013862,0.0261534457877823
"aestivalis","aestivalis_T52","T52","Drought",23633.74477,35873.88509,37601.65854,73475.54364,97109.28841,0.2433726491,0.3694176498,0.3872097012,0.9540506053,28011.0914775,2559.6634942429,43361.935055,2874.30097827714,48121.3756475,3801.22818589766,91483.310705,6656.02662679358,119494.4021525,8403.36277464485,0.363326737925,0.00538080154154531,0.402072384775,0.00915892724904944,0.904532164775,0.0175597321404168,0.100714503521173,0.615515981829064,0.597948400580989,0.620142687684073,0.00805186753476986,0.0443801506013862,0.0261534457877823,28011.0914775,2559.6634942429,43361.935055,2874.30097827714,48121.3756475,3801.22818589766,91483.310705,6656.02662679358,119494.4021525,8403.36277464485,0.363326737925,0.00538080154154531,0.402072384775,0.00915892724904944,0.904532164775,0.0175597321404168,0.100714503521173,0.615515981829064,0.597948400580989,0.620142687684073,0.00805186753476986,0.0443801506013862,0.0261534457877823
"arizonica","arizonica_b40-14","b40-14","Control",39694.75549,46147.4873,53779.41238,99926.89967,139621.6552,0.2843022842,0.3305181223,0.3851795935,0.8580883512,37889.7267666667,905.312754063835,43090.04943,1796.38468143777,45999.4247066667,3932.61960512837,89089.4741333333,5431.05649974309,126979.200933333,6336.32047546858,0.3397622516,0.00803402778774995,0.361102583333333,0.0134733757144169,0.945004918266667,0.0564059908834485,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531,37889.7267666667,905.312754063835,43090.04943,1796.38468143777,45999.4247066667,3932.61960512837,89089.4741333333,5431.05649974309,126979.200933333,6336.32047546858,0.3397622516,0.00803402778774995,0.361102583333333,0.0134733757144169,0.945004918266667,0.0564059908834485,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531
"arizonica","arizonica_b40-14","b40-14","Control",36864.01732,39927.30203,43109.59822,83036.90025,119900.9176,0.3074540051,0.3330024727,0.3595435222,0.9261812606,37889.7267666667,905.312754063835,43090.04943,1796.38468143777,45999.4247066667,3932.61960512837,89089.4741333333,5431.05649974309,126979.200933333,6336.32047546858,0.3397622516,0.00803402778774995,0.361102583333333,0.0134733757144169,0.945004918266667,0.0564059908834485,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531,37889.7267666667,905.312754063835,43090.04943,1796.38468143777,45999.4247066667,3932.61960512837,89089.4741333333,5431.05649974309,126979.200933333,6336.32047546858,0.3397622516,0.00803402778774995,0.361102583333333,0.0134733757144169,0.945004918266667,0.0564059908834485,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531
"arizonica","arizonica_b40-14","b40-14","Control",37110.40749,43195.35896,41109.26352,84304.62248,121415.03,0.3056492059,0.3557661598,0.3385846343,1.050745143,37889.7267666667,905.312754063835,43090.04943,1796.38468143777,45999.4247066667,3932.61960512837,89089.4741333333,5431.05649974309,126979.200933333,6336.32047546858,0.3397622516,0.00803402778774995,0.361102583333333,0.0134733757144169,0.945004918266667,0.0564059908834485,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531,37889.7267666667,905.312754063835,43090.04943,1796.38468143777,45999.4247066667,3932.61960512837,89089.4741333333,5431.05649974309,126979.200933333,6336.32047546858,0.3397622516,0.00803402778774995,0.361102583333333,0.0134733757144169,0.945004918266667,0.0564059908834485,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531
"arizonica","arizonica_b40-14","b40-14","Drought",28299.60348,34836.04943,39036.11433,73872.16376,102171.7672,0.2769806596,0.3409557295,0.3820636109,0.8924056616,33510.5418725,4019.1452591888,34351.7387375,3864.01957146192,39012.7559925,5166.38156162166,73364.4947275,8758.50282166405,106875.0365925,12476.8705444962,0.322439677,0.0104639798384483,0.3629283124,0.0131405001037135,0.8930628392,0.0492904265704259,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531,33510.5418725,4019.1452591888,34351.7387375,3864.01957146192,39012.7559925,5166.38156162166,73364.4947275,8758.50282166405,106875.0365925,12476.8705444962,0.322439677,0.0104639798384483,0.3629283124,0.0131405001037135,0.8930628392,0.0492904265704259,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531
"arizonica","arizonica_b40-14","b40-14","Drought",40734.45025,42012.19503,43360.43309,85372.62812,126107.0784,0.3230147806,0.3331470015,0.3438382179,0.9689062594,33510.5418725,4019.1452591888,34351.7387375,3864.01957146192,39012.7559925,5166.38156162166,73364.4947275,8758.50282166405,106875.0365925,12476.8705444962,0.322439677,0.0104639798384483,0.3629283124,0.0131405001037135,0.8930628392,0.0492904265704259,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531,33510.5418725,4019.1452591888,34351.7387375,3864.01957146192,39012.7559925,5166.38156162166,73364.4947275,8758.50282166405,106875.0365925,12476.8705444962,0.322439677,0.0104639798384483,0.3629283124,0.0131405001037135,0.8930628392,0.0492904265704259,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531
"arizonica","arizonica_b40-14","b40-14","Drought",25004.80398,23680.79461,24747.45839,48428.25299,73433.05697,0.340511549,0.3224813944,0.3370070566,0.9568980473,33510.5418725,4019.1452591888,34351.7387375,3864.01957146192,39012.7559925,5166.38156162166,73364.4947275,8758.50282166405,106875.0365925,12476.8705444962,0.322439677,0.0104639798384483,0.3629283124,0.0131405001037135,0.8930628392,0.0492904265704259,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531,33510.5418725,4019.1452591888,34351.7387375,3864.01957146192,39012.7559925,5166.38156162166,73364.4947275,8758.50282166405,106875.0365925,12476.8705444962,0.322439677,0.0104639798384483,0.3629283124,0.0131405001037135,0.8930628392,0.0492904265704259,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531
"arizonica","arizonica_b40-14","b40-14","Drought",40003.30978,36877.91588,48907.01816,85784.93404,125788.2438,0.3180210532,0.2931745826,0.3888043642,0.7540413885,33510.5418725,4019.1452591888,34351.7387375,3864.01957146192,39012.7559925,5166.38156162166,73364.4947275,8758.50282166405,106875.0365925,12476.8705444962,0.322439677,0.0104639798384483,0.3629283124,0.0131405001037135,0.8930628392,0.0492904265704259,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531,33510.5418725,4019.1452591888,34351.7387375,3864.01957146192,39012.7559925,5166.38156162166,73364.4947275,8758.50282166405,106875.0365925,12476.8705444962,0.322439677,0.0104639798384483,0.3629283124,0.0131405001037135,0.8930628392,0.0492904265704259,0.107134140334588,0.331272206450544,0.191138717796599,0.219138238456396,0.246380091559459,0.926679270626362,0.522341232032531
"cinerea","cinerea_b42-34","b42-34","Control",28853.10552,33457.44714,22032.42776,55489.8749,84342.98041,0.3420925532,0.3966832447,0.261224202,1.518554719,45862.434575,5805.40256283638,43567.9686825,4067.88642770456,33004.617135,3950.96058604338,76572.5858175,7933.04958814863,122435.0204025,13244.9776353628,0.359076179775,0.0146942223197406,0.268656998625,0.00674602423252388,1.33923814125,0.0662490754899344,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278,45862.434575,5805.40256283638,43567.9686825,4067.88642770456,33004.617135,3950.96058604338,76572.5858175,7933.04958814863,122435.0204025,13244.9776353628,0.359076179775,0.0146942223197406,0.268656998625,0.00674602423252388,1.33923814125,0.0662490754899344,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278
"cinerea","cinerea_b42-34","b42-34","Control",54968.28682,48905.36027,36062.05233,84967.4126,139935.6994,0.3928110343,0.3494845166,0.2577044491,1.356144676,45862.434575,5805.40256283638,43567.9686825,4067.88642770456,33004.617135,3950.96058604338,76572.5858175,7933.04958814863,122435.0204025,13244.9776353628,0.359076179775,0.0146942223197406,0.268656998625,0.00674602423252388,1.33923814125,0.0662490754899344,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278,45862.434575,5805.40256283638,43567.9686825,4067.88642770456,33004.617135,3950.96058604338,76572.5858175,7933.04958814863,122435.0204025,13244.9776353628,0.359076179775,0.0146942223197406,0.268656998625,0.00674602423252388,1.33923814125,0.0662490754899344,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278
"cinerea","cinerea_b42-34","b42-34","Control",49119.1571,51268.22448,40585.7049,91853.92938,140973.0865,0.3484293231,0.3636738455,0.2878968313,1.263208921,45862.434575,5805.40256283638,43567.9686825,4067.88642770456,33004.617135,3950.96058604338,76572.5858175,7933.04958814863,122435.0204025,13244.9776353628,0.359076179775,0.0146942223197406,0.268656998625,0.00674602423252388,1.33923814125,0.0662490754899344,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278,45862.434575,5805.40256283638,43567.9686825,4067.88642770456,33004.617135,3950.96058604338,76572.5858175,7933.04958814863,122435.0204025,13244.9776353628,0.359076179775,0.0146942223197406,0.268656998625,0.00674602423252388,1.33923814125,0.0662490754899344,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278
"cinerea","cinerea_b42-34","b42-34","Control",50509.18886,40640.84284,33338.28355,73979.12639,124488.3153,0.4057343756,0.3264631123,0.2678025121,1.219044249,45862.434575,5805.40256283638,43567.9686825,4067.88642770456,33004.617135,3950.96058604338,76572.5858175,7933.04958814863,122435.0204025,13244.9776353628,0.359076179775,0.0146942223197406,0.268656998625,0.00674602423252388,1.33923814125,0.0662490754899344,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278,45862.434575,5805.40256283638,43567.9686825,4067.88642770456,33004.617135,3950.96058604338,76572.5858175,7933.04958814863,122435.0204025,13244.9776353628,0.359076179775,0.0146942223197406,0.268656998625,0.00674602423252388,1.33923814125,0.0662490754899344,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278
"cinerea","cinerea_b42-34","b42-34","Drought",33864.2969,43730.83631,31652.39448,75383.23078,109247.5277,0.3099776957,0.4002913131,0.2897309912,1.381596465,35000.939775,1417.55206140218,58864.9447475,5264.20126769188,40864.3128125,3528.90160406654,99729.25757,8505.63196832702,134730.197325,9248.96550533542,0.435156746775,0.0153680329107931,0.302231025875,0.00675988221973392,1.44197795525,0.0604077683890912,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278,35000.939775,1417.55206140218,58864.9447475,5264.20126769188,40864.3128125,3528.90160406654,99729.25757,8505.63196832702,134730.197325,9248.96550533542,0.435156746775,0.0153680329107931,0.302231025875,0.00675988221973392,1.44197795525,0.0604077683890912,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278
"cinerea","cinerea_b42-34","b42-34","Drought",32833.76278,60488.51803,40181.54563,100670.0637,133503.8264,0.2459387394,0.4530845268,0.3009767338,1.505380569,35000.939775,1417.55206140218,58864.9447475,5264.20126769188,40864.3128125,3528.90160406654,99729.25757,8505.63196832702,134730.197325,9248.96550533542,0.435156746775,0.0153680329107931,0.302231025875,0.00675988221973392,1.44197795525,0.0604077683890912,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278,35000.939775,1417.55206140218,58864.9447475,5264.20126769188,40864.3128125,3528.90160406654,99729.25757,8505.63196832702,134730.197325,9248.96550533542,0.435156746775,0.0153680329107931,0.302231025875,0.00675988221973392,1.44197795525,0.0604077683890912,0.0639028149081169,0.189036610531193,0.093823532929127,0.478711390361712,0.011708836128011,0.0125862607877304,0.295809098735278
