ID,trt,ID Order,genotype,species,block,year,harvest_date,pd_pot,md_pot,pd_pot_als,harvest_sm,GWC_top,GWC_bottom,stem_diam,canopy_biomass,perc_canopy,dry_root_bag,bag_tare,root_biomass,perc_root,root_g,total_root_length,sys_area,surface_area,srl,srsa,exud_time,exud,exud_flow,exud_gg,exp,epson_file,dpi,mask_imagej,brown_imagej,perc_sub,perc_white,figure,figure_class
T48.1,Drought,131,T48,mustangensis,2,2020,12/16/20,9.9,11.5,,,,,4.35,10.7,,17.5182,6.3807,11.1375,0.51,,,,,,,,,,,,,,,,,,,
T48.10,Control,140,T48,mustangensis,3,2020,12/17/20,,,9.34,,,,4.7,49.5,,20.5497,6.3807,14.169,0.22,,,,,,,,,,,,,,,,,,,
T48.2,Drought,132,T48,mustangensis,4,2020,12/15/20,12.8,11.6,11.7,,0.243041865,0.183535165,4.46,15.6,,23.7869,6.3807,17.4062,0.53,,,,,,,,,,,,,,,,,,,
T48.3,Drought,133,T48,mustangensis,2,2020,12/17/20,6.3,10.2,11.1,,,,5.16,16.7,,28.1833,6.3807,21.8026,0.57,,,,,,,,,,,,,,,,,,,
T48.4,Drought,134,T48,mustangensis,4,2020,12/11/20,7,11.9,14.1,,0.084137115,0.096475843,4.88,17.6,,21.953,6.3807,15.5723,0.47,,,,,,,,,,,,,,,,,,,
T48.5,Drought,135,T48,mustangensis,1,2020,12/18/20,,,12.8,,0.09365134,0.063370872,4.63,6,,20.3269,6.3807,13.9462,0.7,,,,,,,,,,,,,,,,,,,
T48.6,Control,136,T48,mustangensis,5,2020,12/15/20,,,9.2,,0.432201443,0.601363292,6.07,70,,30.0877,6.3807,23.707,0.25,,,,,,,,,,,,,,,,,,,
T48.7,Control,137,T48,mustangensis,2,2020,12/11/20,4.8,9.2,10.92,,0.392742609,0.529476896,5.75,41.3,,24.8933,6.3807,18.5126,0.31,,,,,,,93,0.2219,0.0024,,,,,,,,,,
T48.8,Control,138,T48,mustangensis,1,2020,12/16/20,5.4,7.4,,,,,4.53,25.4,,22.8962,6.3807,16.5155,0.39,,,,,,,59,0.5701,0.0097,,,,,,,,,,
T48.9,Control,139,T48,mustangensis,3,2020,12/18/20,,,,,0.342289964,0.542051669,5.45,43.1,,23.3341,6.3807,16.9534,0.28,,,,,,,,,,,,,,,,,,,
T52.1,Drought,121,T52,V. aestivalis,2,2020,12/15/20,8.3,11.3,6.1,,0.278180732,0.423826534,3.79,9.2,0.41,20.13438,7.1611,12.9733,0.59,12.9733,11878.24266,27448.37475,5390.834067,915.59,415.53,,,,,,T52-1_D_B2_R1_20201222_14221096.tif,300,3.005,2.262,75.3,0.247254576,T52-1_D_03_5x_BF01,
T52.1,Drought,121,T52,V. aestivalis,2,2020,12/15/20,8.3,11.3,6.1,,0.278180732,0.423826534,3.79,9.2,0.41,20.13438,7.1611,12.9733,0.59,12.9733,9455.311361,27635.97779,3429.828292,728.83,264.38,,,,,,T52-1_D_B2_R2_20201222_14272763.tif,300,2.365,1.647,69.6,0.30359408,T52-1_D_03_5x_BF01,
T52.1,Drought,121,T52,V. aestivalis,2,2020,12/15/20,8.3,11.3,6.1,,0.278180732,0.423826534,3.79,9.2,0.41,20.13438,7.1611,12.9733,0.59,12.9733,4517.957789,16491.51915,1554.147094,348.25,119.8,,,,,,T52-1_D_B2_R3_20201222_14303712.tif,300,1.255,0.753,60,0.4,T52-1_D_03_5x_BF01,
T52.10,Control,130,T52,V. aestivalis,3,2020,12/16/20,9.9,11.5,5.9,,0.428651401,0.51124663,6.28,45.3,0.73,23.5614,7.1611,16.4003,0.27,16.4003,7976.343595,23804.71616,3132.427595,486.35,191,,,,,,T52-10_C_B3_20201219_16513211.tif,300,1.889,1.404,74.3,0.256749603,,
T52.10,Control,130,T52,V. aestivalis,3,2020,12/16/20,9.9,11.5,5.9,,0.428651401,0.51124663,6.28,45.3,0.73,23.5614,7.1611,16.4003,0.27,16.4003,921.198128,2864.022516,424.722818,56.17,25.9,,,,,,T52-10_C_B3_R2_20201219_16590853.tif,300,3.812,2.861,75.1,0.249475341,,
T52.10,Control,130,T52,V. aestivalis,3,2020,12/16/20,9.9,11.5,5.9,,0.428651401,0.51124663,6.28,45.3,0.73,23.5614,7.1611,16.4003,0.27,16.4003,14618.12736,50785.00994,5128.117726,891.33,312.68,,,,,,T52-10_C_B3_R2_20201219_16590853.tif,300,0.225,0.102,45.3,0.546666667,,
T52.2,Drought,122,T52,V. aestivalis,5,2020,12/18/20,6.8,15.5,,,0.162277885,0.086248461,3.57,5.4,0.26,27.86,12.7141,15.1459,0.74,,8978.848924,20996.78085,4085.98769,,,,,,,,T52-2_D_B5_R1_20210111_15263268.tif,,2.244,1.744,77.7,0.222816399,,
T52.2,Drought,122,T52,V. aestivalis,5,2020,12/18/20,6.8,15.5,,,0.162277885,0.086248461,3.57,5.4,,27.86,12.7141,15.1459,0.74,,15469.08759,36945.01919,6494.165426,,,,,,,,T52-2_D_B5_R2_20210111_15331972,,,,,,,
T52.3,Drought,123,T52,V. aestivalis,1,2020,12/11/20,10.4,12.9,9.3,,,,,8.6,0.38,21.1132,7.1611,13.9521,0.62,13.9521,3111.619881,9466.310771,896.958201,223.02,64.29,,,,,,T52-3_D_R1_20201214_14385981,300,0.588,0.475,80.8,0.192176871,,
T52.3,Drought,123,T52,V. aestivalis,1,2020,12/11/20,10.4,12.9,9.3,,,,,8.6,0.38,21.1132,7.1611,13.9521,0.62,13.9521,1879.332144,7000.33883,473.169944,134.7,33.91,,,,,,T52-3_D_R1_20201214_14385981,300,0.847,0.655,77.3,0.226682409,,
T52.3,Drought,123,T52,V. aestivalis,1,2020,12/11/20,10.4,12.9,9.3,,,,,8.6,0.38,21.1132,7.1611,13.9521,0.62,13.9521,5332.265497,17138.39072,1500.072487,382.18,107.52,,,,,,T52-3_D_R2_20201214_14423246,300,1.466,1.19,81.2,0.188267394,,
T52.4,Drought,124,T52,V. aestivalis,3,2020,12/16/20,5.4,7.4,8.4,,0.255137471,0.114829534,4.6,16.7,0.43,29.19023,7.1611,22.0292,0.57,22.0292,11364.38882,24875.28261,5757.510173,515.88,261.36,,,,,,T52-4_D_3_R1_20201220_15531328.tif,300,2.627,1.92,73.1,0.269128283,T52-4_C_ALS,
T52.4,Drought,124,T52,V. aestivalis,3,2020,12/16/20,5.4,7.4,8.4,,0.255137471,0.114829534,4.6,16.7,0.43,29.19023,7.1611,22.0292,0.57,22.0292,10226.9836,26158.80615,3887.388404,464.25,176.47,,,,,,T52-4_D_3_R2A_20201220_15561648.tif,300,3.151,2.502,79.4,0.20596636,T52-4_C_ALS,
T52.4,Drought,124,T52,V. aestivalis,3,2020,12/16/20,5.4,7.4,8.4,,0.255137471,0.114829534,4.6,16.7,0.43,29.19023,7.1611,22.0292,0.57,22.0292,5835.919995,16671.97643,2183.992394,264.92,99.14,,,,,,T52-4_D_3_R3_20201220_15593413.tif,300,1.428,1.09,76.3,0.236694678,T52-4_C_ALS,
T52.4,Drought,124,T52,V. aestivalis,3,2020,12/16/20,5.4,7.4,8.4,,0.255137471,0.114829534,4.6,16.7,0.43,29.19023,7.1611,22.0292,0.57,22.0292,9977.405893,28916.91529,3913.894203,452.92,177.67,,,,,,T52-4_D_3_R4_20201220_16030554.tif,300,2.292,1.598,69.7,0.302792321,T52-4_C_ALS,
T52.5,Drought,125,T52,V. aestivalis,4,2020,12/17/20,,11.7,9.9,,,,4.25,7.2,0.24,35.531,12.7141,22.8169,0.76,22.8169,,,,,,,,,,,,,,,,,,
T52.6,Control,126,T52,V. aestivalis,2,2020,12/15/20,7.6,12.1,6.5,,0.387335329,0.475662886,5.83,72.2,0.72,35.50338,7.1611,28.3423,0.28,28.3423,6480.516943,21696.75284,1984.739181,228.65,70.03,,,,,,T52-6_C_2_R1_20201220_16295307.tif,300,1.839,1.012,55,0.449700924,,
T52.6,Control,126,T52,V. aestivalis,2,2020,12/15/20,7.6,12.1,6.5,,0.387335329,0.475662886,5.83,72.2,0.72,35.50338,7.1611,28.3423,0.28,28.3423,10433.31342,35266.95825,3437.210904,368.12,121.27,,,,,,T52-6_C_2_R4_20201220_16472323.tif,300,2.76,1.635,59.2,0.407608696,,
T52.7,Control,127,T52,V. aestivalis,1,2020,12/11/20,3.9,5.03,6,,,,5.97,48.4,0.74,24.4412,7.1611,17.2801,0.26,17.2801,9673.404717,34556.14989,3019.084839,559.8,174.71,103,1.0197,0.0099,0.059,,T52-7A_C_20201212_16395004.tif,300,2.695,1.675,62.2,0.378478664,T52-7_C_02_5X_BF,
T52.7,Control,127,T52,V. aestivalis,1,2020,12/11/20,3.9,9.5,6,,,,5.97,48.4,0.74,24.4412,7.1611,17.2801,0.26,17.2801,17281.28461,43978.90174,6565.28967,1000.07,379.93,103,1.0197,0.0099,0.059,,T52-7B_C_20201212_16434757.tif,300,5.954,4.137,69.5,0.305172993,T52-7_C_02_5X_BF,
T52.7,Control,127,T52,V. aestivalis,1,2020,12/11/20,3.9,5.68,6,,,,5.97,48.4,0.74,24.4412,7.1611,17.2801,0.26,17.2801,6471.591696,17820.36667,2530.266327,374.51,146.43,103,1.0197,0.0099,0.059,,T52-7C_C_20201212_16455612.tif,300,1.963,1.268,64.6,0.354049924,T52-7_C_02_5X_BF,
T52.8,Control,128,T52,V. aestivalis,4,2020,12/17/20,7,10.9,6.6,,0.288109604,0.360642725,,59.8,0.72,35.8965,12.7141,23.1824,0.28,23.1824,,,,,,,,,,,T52-8_C_B4_R1_20201230_16213908.tif,300,5.565,4.464,80.2,0.197843666,T52-8_D_ALS,
T52.8,Control,128,T52,V. aestivalis,4,2020,12/17/20,7,10.9,6.6,,0.288109604,0.360642725,,59.8,0.72,35.8965,12.7141,23.1824,0.28,23.1824,,,,,,,,,,,T52-8_C_B4_R3_20201230_16303150.tif,300,,,,,T52-8_D_ALS,
T52.8,Control,128,T52,V. aestivalis,4,2020,12/17/20,7,10.9,6.6,,0.288109604,0.360642725,,59.8,0.72,35.8965,12.7141,23.1824,0.28,23.1824,11238.07819,49731.13292,3678.009718,484.77,158.66,,,,,,T52-8_C_B4_R2_20201230_16242988.tif,300,3.236,2.397,74.1,0.259270705,T52-8_D_ALS,
T52.9,Control,129,T52,V. aestivalis,5,2020,12/18/20,6.3,12,,,0.261018254,0.416128291,6.1,45.6,0.6,42.8709,12.7141,30.1568,0.4,30.1568,,,,,,,,,,,,,,,,,,
TX6704.1,Drought,61,TX6704,monticola,5,2020,12/11/20,,,,,,,2.22,9.4,0.54,14.2942,6.3807,7.9135,0.46,,,,,,,,,,,,,,,,,,,
TX6704.10,Control,70,TX6704,monticola,1,2020,12/18/20,,,12,,,,5.45,42.9,,14.6234,6.3807,8.2427,0.16,,,,,,,,,,,,,,,,,,,
TX6704.2,Drought,62,TX6704,monticola,5,2020,12/17/20,,,11,,0.136859265,0.12004214,4.6,11.1,,15.4245,6.3807,9.0438,0.45,,,,,,,,,,,,,,,,,,,
TX6704.3,Drought,63,TX6704,monticola,4,2020,12/15/20,,,12,,0.195419691,0.243101981,4.93,31.1,,14.5027,6.3807,8.122,0.21,,,,,,,,,,,,,,,,,,,
TX6704.4,Drought,64,TX6704,monticola,2,2020,12/18/20,,,,,0.074104781,0.194972223,3.97,6.4,,15.4236,6.3807,9.0429,0.59,,,,,,,,,,,,,,,,,,,
TX6704.5,Drought,65,TX6704,monticola,5,2020,12/16/20,,,11.1,,0.227721565,0.07848774,3.81,24.7,,16.8678,6.3807,10.4871,0.3,,,,,,,,,,,,,,,,,,,
TX6704.6,Control,66,TX6704,monticola,3,2020,12/11/20,,,8.8,,0.337088416,0.710052592,6.21,60,,14.9686,6.3807,8.5879,0.13,,,,,,,,,,,,,,,,,,,
TX6704.7,Control,67,TX6704,monticola,1,2020,12/17/20,,,7.7,,,,7.31,85.9,,,12.7141,,,,,,,,,,,,,,,,,,,,,
TX6704.8,Control,68,TX6704,monticola,4,2020,12/16/20,,,7.78,,,,7.06,71.8,,20.5008,6.3807,14.1201,0.16,,,,,,,,,,,,,,,,,,,
TX6704.9,Control,69,TX6704,monticola,3,2020,12/15/20,,,5.92,,,,6.49,33.5,,14.1497,6.3807,7.769,0.19,,,,,,,,,,,,,,,,,,,
TXNM0821.1,Drought,141,TXNM0821,V. riparia,4,2020,12/17/20,5.3,8.4,,,,,4.53,15.9,0.6,23.2667,12.7141,10.5526,0.4,10.5526,8590.371173,18805.80945,4307.155093,814.05,408.16,,,,,,TXNM-1_C_B2_R1_20201230_14510707.tif,300,1.776,1.273,71.7,0.283220721,,
TXNM0821.10,Control,150,TXNM0821,V. riparia,1,2020,12/11/20,4.9,7.3,11.03,,0.551231737,0.691458027,5.82,41.9,0.81,16.8729,7.1611,9.7118,0.19,9.7118,3826.726392,14965.90327,1220.766732,394.03,125.7,143,0.0261,0.0002,0.0027,,TXNM0821-10_C_20201212_15591299.tif_mask_R1.tif,300,1.082,0.859,79.4,0.206099815,,
TXNM0821.10,Control,150,TXNM0821,V. riparia,1,2020,12/11/20,4.9,7.3,11.03,,0.551231737,0.691458027,5.82,41.9,0.81,16.8729,7.1611,9.7118,0.19,9.7118,4431.981068,14818.66659,1375.480238,456.35,141.63,143,0.0261,0.0002,0.0027,,TXNM0821-10_C_20201212_15591299.tif_mask_R2.tif,300,1.147,0.869,75.8,0.242371404,,
TXNM0821.10,Control,150,TXNM0821,V. riparia,1,2020,12/11/20,4.9,7.3,11.03,,0.551231737,0.691458027,5.82,41.9,0.81,16.8729,7.1611,9.7118,0.19,9.7118,6045.341822,17931.457,2202.629633,622.47,226.8,143,0.0261,0.0002,0.0027,,TXNM0821-10_C_20201212_15591299.tif_mask_R3.tif,300,1.507,1.057,70.1,0.298606503,,
TXNM0821.2,Drought,142,TXNM0821,V. riparia,3,2020,12/16/20,8.3,11,7.6,,0.271767656,0.186733046,4.2,23,0.69,17.66292,7.1611,10.5019,0.31,10.5019,11129.63337,32609.70012,4373.25204,1059.78,416.43,,,,,,TXNM-2_D_3_R1_20201222_13350136.tif,300,2.725,2.365,86.8,0.132110092,TXNM-2_D_01_10x_BF01,
TXNM0821.2,Drought,142,TXNM0821,V. riparia,3,2020,12/16/20,8.3,11,7.6,,0.271767656,0.186733046,4.2,23,0.69,17.66292,7.1611,10.5019,0.31,10.5019,7115.6801,15964.32728,3575.159758,677.56,340.43,,,,,,TXNM-2_D_3_R2_20201222_13381937.tif,300,3.981,3.399,85.4,0.146194424,TXNM-2_D_01_10x_BF01,
TXNM0821.2,Drought,142,TXNM0821,V. riparia,3,2020,12/16/20,8.3,11,7.6,,0.271767656,0.186733046,4.2,23,0.69,17.66292,7.1611,10.5019,0.31,10.5019,17803.79581,34875.70002,9603.279834,1695.3,914.44,,,,,,TXNM-2_D_3_R3_20201222_13423298.tif,300,1.456,1.204,82.7,0.173076923,TXNM-2_D_01_10x_BF01,
TXNM0821.3,Drought,143,TXNM0821,V. riparia,2,2020,12/15/20,6.3,13,6.8,,0.137215727,0.164957349,5.57,16.7,0.66,15.7146,7.1611,8.5535,0.34,8.5535,787.093752,2217.704734,256.421866,92.02,29.98,,,,,,TXNM-3_D_B4_R1_20201223_14495059_mask_R1.tif,300,0.214,0.141,65.9,0.341121495,,
TXNM0821.3,Drought,143,TXNM0821,V. riparia,2,2020,12/15/20,6.3,13,6.8,,0.137215727,0.164957349,5.57,16.7,0.66,15.7146,7.1611,8.5535,0.34,8.5535,4049.507104,11647.98911,1263.536764,473.43,147.72,,,,,,TXNM-3_D_B4_R1_20201223_14495059_mask_R2.tif,300,1.065,0.824,77.4,0.22629108,,
TXNM0821.3,Drought,143,TXNM0821,V. riparia,2,2020,12/15/20,6.3,13,6.8,,0.137215727,0.164957349,5.57,16.7,0.66,15.7146,7.1611,8.5535,0.34,8.5535,5882.305765,16521.12187,2024.473761,687.7,236.68,,,,,,TXNM-3_D_B4_R2_20201223_14523631_mask.tif,300,1.576,1.094,69.4,0.305837563,,
TXNM0821.3,Drought,143,TXNM0821,V. riparia,2,2020,12/15/20,6.3,13,6.8,,0.137215727,0.164957349,5.57,16.7,0.66,15.7146,7.1611,8.5535,0.34,8.5535,2659.937076,6693.927351,1174.204602,310.97,137.28,,,,,,TXNM-3_D_B4_R3_20201223_14562703_mask_R1.tif,300,0.586,0.461,78.7,0.21331058,,
TXNM0821.3,Drought,143,TXNM0821,V. riparia,2,2020,12/15/20,6.3,13,6.8,,0.137215727,0.164957349,5.57,16.7,0.66,15.7146,7.1611,8.5535,0.34,8.5535,1535.96905,3234.41287,744.807715,179.57,87.08,,,,,,TXNM-3_D_B4_R3_20201223_14562703_mask_R2.tif,300,0.31,0.234,75.5,0.24516129,,
TXNM0821.4,Drought,144,TXNM0821,V. riparia,1,2020,12/11/20,4.1,4.94,7,,0.176638448,0.384450002,,16.1,0.63,16.4725,7.1611,9.3114,0.37,9.3114,6926.982816,17713.09772,2996.558127,743.92,321.81,155,0.0795,0.0005,0.0085,,TXNM-4B_D_20201214_15135441.tif,300,1.533,1.312,85.6,0.144161774,,
TXNM0821.4,Drought,144,TXNM0821,V. riparia,1,2020,12/11/20,4.1,5.81,7,,0.176638448,0.384450002,,16.1,0.63,16.4725,7.1611,9.3114,0.37,9.3114,1434.547143,3053.507648,694.909555,154.06,74.63,155,0.0795,0.0005,0.0085,,TXNM-4C_D_20201214_15164311_mask_R1,300,0.283,0.225,79.5,0.204946996,,
TXNM0821.4,Drought,144,TXNM0821,V. riparia,1,2020,12/11/20,4.1,5.81,7,,0.176638448,0.384450002,,16.1,0.63,16.4725,7.1611,9.3114,0.37,9.3114,2159.94752,3880.470424,1212.858095,231.97,130.25,155,0.0795,0.0005,0.0085,,TXNM-4C_D_20201214_15164311_mask_R2,300,0.535,0.485,90.7,0.093457944,,
TXNM0821.5,Control,145,TXNM0821,V. riparia,4,2020,12/17/20,6.4,9.1,8.6,,0.377807757,0.466325803,5.94,52.9,0.8,20.58784,7.1611,13.4268,0.2,13.4268,5881.290797,18133.84307,1747.725306,438.03,130.17,,,,,,TXNM-5_C_B4_R1_20201223_13141894_mask,300,1.796,1.2,66.8,0.331848552,TXNM-5_C_ALS,
TXNM0821.5,Control,145,TXNM0821,V. riparia,4,2020,12/17/20,6.4,9.1,8.6,,0.377807757,0.466325803,5.94,52.9,0.8,20.58784,7.1611,13.4268,0.2,13.4268,7822.880845,18891.99893,3883.782941,582.63,289.26,,,,,,TXNM-5_C_B4_R2_20201223_13190748_mask,300,1.728,1.51,87.4,0.126157407,TXNM-5_C_ALS,
TXNM0821.5,Control,145,TXNM0821,V. riparia,4,2020,12/17/20,6.4,9.1,8.6,,0.377807757,0.466325803,5.94,52.9,0.8,20.58784,7.1611,13.4268,0.2,13.4268,4459.188903,10488.86175,2191.355251,332.11,163.21,,,,,,TXNM-5_C_B4_R3_20201223_13253439_mask,300,0.955,0.73,76.4,0.235602094,TXNM-5_C_ALS,
TXNM0821.5,Control,145,TXNM0821,V. riparia,4,2020,12/17/20,6.4,9.1,8.6,,0.377807757,0.466325803,5.94,52.9,0.8,20.58784,7.1611,13.4268,0.2,13.4268,14830.56731,29926.42399,8522.425359,1104.55,634.73,,,,,,TXNM-5_C_B4_R4_20201223_13284368_mask,300,2.664,2.089,78.4,0.215840841,TXNM-5_C_ALS,
TXNM0821.6,Control,146,TXNM0821,V. riparia,5,2020,12/18/20,11.5,14.4,,,0.387462417,0.5516643,5.51,45.9,0.78,19.80078,7.1611,12.6397,0.22,12.6397,,,,,,,,,,,,,,,,,TXNM-6_C_01_10X_BF,
TXNM0821.7,Control,147,TXNM0821,V. riparia,2,2020,12/15/20,7.3,8.2,8.6,,0.607076842,0.541866068,5.32,52.8,0.74,30.9066,12.7141,18.1925,0.26,18.1925,,,,,,,,,,,,,,,,,,
TXNM0821.8,Drought,148,TXNM0821,V. riparia,4,2020,12/17/20,4.7,5.44,9.1,,,,5.74,24.8,0.63,27.42661,12.7141,14.7125,0.37,14.7125,,,,,,,,,,,,,,,,,,
TXNM0821.9,Control,149,TXNM0821,V. riparia,3,2020,12/16/20,6.3,8.7,9.43,,0.532827169,0.610948655,5.88,56.8,0.74,26.93248,7.1611,19.7714,0.26,19.7714,4268.712513,12674.7104,1376.288548,215.9,69.61,83,0.1375,0.0017,0.007,,TXNM-9_C_3_R1_20201222_13101001.tif,300,1.125,0.834,74.1,0.258666667,TXNM-8_D_ALS,
TXNM0821.9,Control,149,TXNM0821,V. riparia,3,2020,12/16/20,6.3,8.7,9.43,,0.532827169,0.610948655,5.88,56.8,0.74,26.93248,7.1611,19.7714,0.26,19.7714,9406.292929,22590.09002,4618.284094,475.75,233.58,83,0.1375,0.0017,0.007,,TXNM-9_C_3_R2_20201222_13141495.tif,300,2.08,1.665,80,0.199519231,TXNM-8_D_ALS,
TXNM0821.9,Control,149,TXNM0821,V. riparia,3,2020,12/16/20,6.3,8.7,9.43,,0.532827169,0.610948655,5.88,56.8,0.74,26.93248,7.1611,19.7714,0.26,19.7714,7094.329042,17704.17336,3251.16766,358.82,164.44,83,0.1375,0.0017,0.007,,TXNM-9_C_3_R3_20201222_13192129.tif,300,1.547,1.148,74.2,0.257918552,TXNM-8_D_ALS,
UT12-075.1,Drought,252,UT12-075,girdiana,3,2020,12/15/20,7.1,12.5,,,0.326968916,0.084156214,5.67,6.7,0.42,15.7927,6.3807,9.412,0.58,,,,,,,,,,,,,,,,,,,
UT12-075.10,Control,261,UT12-075,girdiana,2,2020,,,11.8,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
UT12-075.2,Drought,253,UT12-075,girdiana,1,2020,,,,,,0.234132923,0.317797201,NA,,,,,,,,,,,,,,,,,,,,,,,,,
UT12-075.3,Drought,254,UT12-075,girdiana,3,2020,12/16/20,7.8,11.5,,,0.154180318,0.206386124,4.22,1.2,,10.8954,6.3807,4.5147,0.79,,,,,,,248,0.3571,0.0014,,,,,,,,,,
UT12-075.4,Drought,255,UT12-075,girdiana,5,2020,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
UT12-075.5,Drought,256,UT12-075,girdiana,4,2020,12/17/20,,,,,0.162100087,0.077055306,6.38,14,,23.575,6.3807,17.1943,0.55,,,,,,,,,,,,,,,,,,,
UT12-075.6,Control,257,UT12-075,girdiana,1,2020,12/11/20,4.6,8.51,,,0.491395332,0.652002811,6.98,30.1,,19.3635,6.3807,12.9828,0.3,,,,,,,173,0.3337,0.0019,,,,,,,,,,
UT12-075.7,Control,258,UT12-075,girdiana,5,2020,12/18/20,,,,,0.279335132,0.331469602,5,15,,12.856,6.3807,6.4753,0.3,,,,,,,,,,,,,,,,,,,
UT12-075.8,Control,259,UT12-075,girdiana,3,2020,12/16/20,9.7,12.1,,,0.434046003,0.549419627,8.19,38.7,,20.8059,6.3807,14.4252,0.27,,,,,,,136,0.5442,0.004,,,,,,,,,,
UT12-075.9,Control,260,UT12-075,girdiana,4,2020,12/17/20,,,,,,,6.98,35.8,,19.9157,6.3807,13.535,0.27,,,,,,,,,,,,,,,,,,,
V37-96.3,Control,153,V37-96,labrusca,2,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V37-96.4,Drought,154,V37-96,labrusca,4,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V37-96.5,Drought,155,V37-96,labrusca,3,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V37-96.7,Control,157,V37-96,labrusca,3,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V37-96.9,Control,159,V37-96,labrusca,4,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V57-96.1,Drought,212,V57-96,V. vulpina,5,2020,12/18/20,6.6,12.4,,,0.066990014,0.307397311,4.6,3.7,0.27,22.93346,12.7141,10.2194,0.73,10.2194,,,,,,,,,,,,,,,,,,
V57-96.10,Control,221,V57-96,V. vulpina,1,2020,12/11/20,8.4,13.6,,,0.397873615,0.69589494,,14.7,0.59,17.479,7.1611,10.3179,0.41,10.3179,3184.415414,9056.074334,1339.698244,308.63,129.84,93,0.0528,0.0006,0.0051,,V56-10A_C_20201214_14214529.tif,300,0.749,0.537,71.7,0.283044059,V57-10_C_01_10X_BF,
V57-96.10,Control,221,V57-96,V. vulpina,1,2020,12/11/20,8.4,13.6,,,0.397873615,0.69589494,,14.7,0.59,17.479,7.1611,10.3179,0.41,10.3179,1912.852417,4196.955846,1025.789059,185.39,99.42,93,0.0528,0.0006,0.0051,,V56-10A_C_20201214_14214529.tif,300,0.397,0.268,67.5,0.324937028,V57-10_C_01_10X_BF,
V57-96.10,Control,221,V57-96,V. vulpina,1,2020,12/11/20,8.4,13.6,,,0.397873615,0.69589494,,14.7,0.59,17.479,7.1611,10.3179,0.41,10.3179,4268.729532,17015.62118,1324.27751,413.72,128.35,93,0.0528,0.0006,0.0051,,V56-10B_C_20201214_14244812.tif,300,1.357,0.791,58.3,0.417096536,V57-10_C_01_10X_BF,
V57-96.2,Drought,213,V57-96,V. vulpina,2,2020,12/15/20,9.5,11.4,,,0.188706664,0.165619708,3.55,4.8,0.26,26.70277,12.7141,13.9887,0.74,13.9887,,,,,,,,,,,,,,,,,,
V57-96.3,Drought,214,V57-96,V. vulpina,4,2020,12/17/20,9.6,13.8,,,,,3.83,4.1,0.15,35.63181,12.7141,22.9177,0.85,22.9177,,,,,,,,,,,,,,,,,,
V57-96.4,Drought,215,V57-96,V. vulpina,3,2020,12/16/20,7.1,6.3,,,0.203861805,0.180240015,4.82,17,0.4,38.392,12.7141,25.6779,0.6,25.6779,12458.26026,31447.26582,5407.510726,485.17,210.59,,,,,,V57-4_D_B3_R1_20201219_18294358.tif,300,3.796,2.784,73.3,0.266596417,V57-4_D_02_5x_BF,
V57-96.4,Drought,215,V57-96,V. vulpina,3,2020,12/16/20,7.1,6.3,,,0.203861805,0.180240015,4.82,17,0.4,38.392,12.7141,25.6779,0.6,25.6779,5419.285353,19365.19472,1960.384291,211.05,76.35,,,,,,V57-4_D_B3_R2_20201219_18341639_mask_R1.tif,300,1.444,1.09,75.5,0.245152355,V57-4_D_02_5x_BF,
V57-96.4,Drought,215,V57-96,V. vulpina,3,2020,12/16/20,7.1,6.3,,,0.203861805,0.180240015,4.82,17,0.4,38.392,12.7141,25.6779,0.6,25.6779,6738.290871,18412.56428,3086.04723,262.42,120.18,,,,,,V57-4_D_B3_R2_20201219_18341639_mask_R2.tif,300,1.442,1.075,74.5,0.254507628,V57-4_D_02_5x_BF,
V57-96.4,Drought,215,V57-96,V. vulpina,3,2020,12/16/20,7.1,6.3,,,0.203861805,0.180240015,4.82,17,0.4,38.392,12.7141,25.6779,0.6,,,,,,,,,,,,V57-4_D_B3_R2_20201219_18341639.tif,300,2.457,1.572,64,0.36019536,V57-4_D_02_5x_BF,
V57-96.5,Drought,216,V57-96,V. vulpina,1,2020,12/11/20,10.1,14.7,,,,,5.67,6,0.33,25.08396,12.7141,12.3699,0.67,12.3699,5452.447301,15819.22392,2074.500849,440.78,167.71,,,,,,V57-5_D_B1_R1_20201230_15253702.tif,300,1.355,0.938,69.2,0.307749077,,
V57-96.5,Drought,216,V57-96,V. vulpina,1,2020,12/11/20,10.1,14.7,,,,,5.67,6,0.33,25.08396,12.7141,12.3699,0.67,12.3699,9061.128151,27853.06911,3645.776731,732.52,294.73,,,,,,V57-5_D_B1_R2_20201230_15335875.tif,300,2.302,1.715,74.5,0.254995656,,
V57-96.5,Drought,216,V57-96,V. vulpina,1,2020,12/11/20,10.1,14.7,,,,,5.67,6,0.33,25.08396,12.7141,12.3699,0.67,12.3699,5194.194353,13822.28327,2194.287431,419.91,177.39,,,,,,V57-5_D_B1_R3_20201230_15392079.tif,300,1.163,0.878,75.5,0.24505589,,
