ID,trt,ID Order,genotype,species,block,year,harvest_date,pd_pot,md_pot,pd_pot_als,harvest_sm,GWC_top,GWC_bottom,stem_diam,canopy_biomass,perc_canopy,dry_root_bag,bag_tare,root_biomass,perc_root,root_g,total_root_length,sys_area,surface_area,srl,srsa,exud_time,exud,exud_flow,exud_gg,exp,epson_file,dpi,mask_imagej,brown_imagej,perc_sub,perc_white,figure,figure_class
588155.01.8,Control,118,588155.01,palmata,1,2020,12/11/20,4.7,14,,,,0.452311875,5.69,36.7,,27.1275,6.3807,20.7468,0.36,,,,,,,,,,,,,,,,,,,
588155.01.9,Control,119,588155.01,palmata,3,2020,12/16/20,6.5,8.6,,,0.413883912,0.677085436,5.4,41.1,,34.7456,6.3807,28.3649,0.41,,,,,,,,,,,,,,,,,,,
ANU65.1,Drought,81,ANU65,V. arizonica,3,2020,12/16/20,,,,,0.050452037,0.06833757,6.02,23.8,,22.6322,6.3807,16.2515,0.41,,,,,,,188,0.0319,0.0002,,,,,,,,,,
ANU65.10,Control,90,ANU65,V. arizonica,3,2020,12/16/20,,,,,,,9.59,74.3,,23.795,6.3807,17.4143,0.19,,,,,,,60,0.7962,0.0133,,,,,,,,,,
ANU65.2,Drought,82,ANU65,V. arizonica,1,2020,12/11/20,5.1,13,,,0.114985,0.166113642,7.25,20.5,,13.8168,6.3807,7.4361,0.27,,,,,,,,,,,,,,,,,,,
ANU65.3,Drought,83,ANU65,V. arizonica,2,2020,12/15/20,6.2,10,,,0.152466721,0.127703293,5.45,26.1,,16.7545,6.3807,10.3738,0.28,,,,,,,,,,,,,,,,,,,
ANU65.4,Drought,84,ANU65,V. arizonica,4,2020,12/17/20,7,10.9,,,,,5.97,16.3,,22.0808,6.3807,15.7001,0.49,,,,,,,,,,,,,,,,,,,
ANU65.5,Drought,85,ANU65,V. arizonica,5,2020,12/18/20,15.1,16,,,,,5.17,4.2,,14.8244,6.3807,8.4437,0.67,,,,,,,,,,,,,,,,,,,
ANU65.6,Control,86,ANU65,V. arizonica,4,2020,12/17/20,14,12,,,,,7.54,88.1,,21.1491,6.3807,14.7684,0.14,,,,,,,,,,,,,,,,,,,
ANU65.7,Control,87,ANU65,V. arizonica,5,2020,12/18/20,18.1,17.7,,,,,7.4,87.1,,19.2315,6.3807,12.8508,0.13,,,,,,,,,,,,,,,,,,,
ANU65.8,Control,88,ANU65,V. arizonica,1,2020,12/11/20,5.8,8.5,,,0.410217881,0.510867519,7.3,54.5,,14.5653,6.3807,8.1846,0.13,,,,,,,88,0.2393,0.0027,,,,,,,,,,
ANU65.9,Control,89,ANU65,V. arizonica,2,2020,12/15/20,8.5,12.4,,,0.319640356,0.464766249,7.13,92.8,,25.0583,6.3807,18.6776,0.17,,,,,,,,,,,,,,,,,,,
b40-14.1,Drought,101,b40-14,V. arizonica,1,2020,12/11/20,26,15.7,17.43,,0.138235515,0.117964816,,24.9,0.7,17.6694,7.1611,10.5083,0.3,10.5083,,,,,,,,,,,,,,,,,,
b40-14.10,Control,110,b40-14,V. arizonica,1,2020,12/11/20,7,10.4,10.9,,0.292427575,0.403658779,,90.8,0.88,19.7225,7.1611,12.5614,0.12,12.5614,3943.59,,,313.94,#REF!,,,,,,B40-10_C_R1_20201214_13000101,300,0.175,0.112,64,0.36,B40-10_C_01_10X_BF,
b40-14.10,Control,110,b40-14,V. arizonica,1,2020,12/11/20,7,10.4,10.9,,0.292427575,0.403658779,,90.8,0.88,19.7225,7.1611,12.5614,0.12,12.5614,,,,,,,,,,,B40-10_C_R2_20201214_13053093,300,1.905,1.23,64.6,0.354330709,B40-10_C_01_10X_BF,
b40-14.2,Drought,102,b40-14,V. arizonica,2,2020,12/15/20,7,14.5,,,0.126773816,0.084098014,4.9,21,0.77,13.40175,7.1611,6.2407,0.23,6.2407,7444.718083,19616.55212,2691.551253,1192.93,431.29,,,,,,B40-2_D_2_R1_20201220_16573022.tif,300,1.749,1.397,79.9,0.201257862,,
b40-14.2,Drought,102,b40-14,V. arizonica,2,2020,12/15/20,7,14.5,,,0.126773816,0.084098014,4.9,21,0.77,13.40175,7.1611,6.2407,0.23,6.2407,4807.552566,11393.99362,1917.897103,770.36,307.32,,,,,,B40-2_D_2_R2_20201220_17021087.tif,300,1.042,0.795,76.3,0.237044146,,
b40-14.2,Drought,102,b40-14,V. arizonica,2,2020,12/15/20,7,14.5,,,0.126773816,0.084098014,4.9,21,0.77,13.40175,7.1611,6.2407,0.23,6.2407,1692.385872,4471.051554,659.436844,271.19,105.67,,,,,,B40-2_D_2_R3_20201220_17054647.tif,300,0.419,0.315,75.2,0.248210024,,
b40-14.2,Drought,102,b40-14,V. arizonica,2,2020,12/15/20,7,14.5,,,0.126773816,0.084098014,4.9,21,0.77,13.40175,7.1611,6.2407,0.23,6.2407,1458.117231,3263.279231,543.17164,233.65,87.04,,,,,,B40-2_D_2_R3_20201220_17054647.tif,300,0.313,0.221,70.6,0.293929712,,
b40-14.2,Drought,102,b40-14,V. arizonica,2,2020,12/15/20,7,14.5,,,0.126773816,0.084098014,4.9,21,0.77,13.40175,7.1611,6.2407,0.23,6.2407,,,,,,,,,,,,,,,,,,
b40-14.3,Drought,103,b40-14,V. arizonica,3,2020,12/16/20,6,11.2,14.1,,0.090640638,0.069041349,5.18,33.1,0.83,14.05343,7.1611,6.8924,0.17,6.8924,2076.357849,4832.562935,821.679745,301.25,119.22,164,0.0378,0.0002,0.0055,,B40-3_D_3_R1_20201222_12464388.tif,300,0.489,0.343,70.1,0.298568507,b40-3_D_ALS,
b40-14.3,Drought,103,b40-14,V. arizonica,3,2020,12/16/20,6,11.2,14.1,,0.090640638,0.069041349,5.18,33.1,0.83,14.05343,7.1611,6.8924,0.17,6.8924,3604.699953,8812.983011,1431.221527,523,207.65,164,0.0378,0.0002,0.0055,,B40-3_D_3_R2_20201222_12512463.tif,300,0.788,0.616,78.2,0.218274112,b40-3_D_ALS,
b40-14.3,Drought,103,b40-14,V. arizonica,3,2020,12/16/20,6,11.2,14.1,,0.090640638,0.069041349,5.18,33.1,0.83,14.05343,7.1611,6.8924,0.17,6.8924,5735.01582,12200.2442,2681.325047,832.08,389.03,164,0.0378,0.0002,0.0055,,B40-3_D_3_R3_20201222_12560367.tif,300,1.19,0.799,67.1,0.328571429,b40-3_D_ALS,
b40-14.3,Drought,103,b40-14,V. arizonica,3,2020,12/16/20,6,11.2,14.1,,0.090640638,0.069041349,5.18,33.1,0.83,14.05343,7.1611,6.8924,0.17,6.8924,3135.600059,7425.393514,1265.090109,454.94,183.55,164,0.0378,0.0002,0.0055,,B40-3_D_3_R4_20201222_12592045.tif,300,0.684,0.414,60.5,0.394736842,b40-3_D_ALS,
b40-14.4,Drought,104,b40-14,V. arizonica,5,2020,12/18/20,18.1,17.7,,,0.288697853,0.119940993,5,16,0.69,19.94402,12.7141,7.2299,0.31,7.2299,,,,,,,,,,,,,,,,,,
b40-14.5,Drought,105,b40-14,V. arizonica,4,2020,12/17/20,11,14.6,14.8,,0.105387217,0.050456676,5.27,23.8,0.82,12.45229,7.1611,5.2912,0.18,5.2912,,,,,,,,,,,,,,,,,B40-5_D_02_10X_BF,
b40-14.6,Control,106,b40-14,V. arizonica,2,2020,12/15/20,6.4,13.4,10,,0.274482389,0.391086405,7.09,98.5,0.91,22.16038,12.7141,9.4463,0.09,9.4463,,,,,,,,,,,,,,,,,,
b40-14.7,Control,107,b40-14,V. arizonica,4,2020,12/17/20,10.8,16.2,,,,,6.26,100.5,0.91,17.19169,7.1611,10.0306,0.09,10.0306,5532.756872,14564.65516,1992.598492,551.59,198.65,,,,,,B40-7_C_B4_R1_20201223_13445800.tif,300,1.377,0.779,56.6,0.434277415,,
b40-14.7,Control,107,b40-14,V. arizonica,4,2020,12/17/20,10.8,16.2,,,,,6.26,100.5,0.91,17.19169,7.1611,10.0306,0.09,10.0306,6353.372326,16523.19662,2226.92684,633.4,222.01,,,,,,B40-7_C_B4_R2_20201223_13484921.tif,300,1.582,1.06,67,0.329962073,,
b40-14.7,Control,107,b40-14,V. arizonica,4,2020,12/17/20,10.8,16.2,,,,,6.26,100.5,0.91,17.19169,7.1611,10.0306,0.09,10.0306,5662.073281,14146.01593,2185.562763,564.48,217.89,,,,,,B40-7_C_B4_R3_20201223_13554149.tif,300,1.332,0.714,53.6,0.463963964,,
b40-14.7,Control,107,b40-14,V. arizonica,4,2020,12/17/20,10.8,16.2,,,,,6.26,100.5,0.91,17.19169,7.1611,10.0306,0.09,10.0306,6726.951762,16769.46515,2731.510833,670.64,272.32,,,,,,B40-7_C_B4_R4_20201223_14005060.tif,300,1.554,0.925,59.5,0.404761905,,
b40-14.8,Control,108,b40-14,V. arizonica,5,2020,12/18/20,6.4,9.9,,,,,6.89,110.2,0.87,28.944,12.7141,16.2299,0.13,14.8842,4587.965262,10542.23864,1833.530332,308.24,123.19,,,,,,B40-8_C_B5_R1_20210111_15480199_mask,,6.126,3.275,53.5,0.465393405,,
b40-14.8,Control,108,b40-14,V. arizonica,5,2020,12/18/20,6.4,9.9,,,,,6.89,110.2,0.87,28.944,12.7141,16.2299,0.13,14.8842,16552.87513,41847.94618,6054.452811,1112.11,406.77,,,,,,B40-8_C_B5_R2_20210111_15500976_mask,,23.498,14.119,60.1,0.399140352,,
b40-14.8,Control,108,b40-14,V. arizonica,5,2020,12/18/20,6.4,9.9,,,,,6.89,110.2,0.87,28.944,12.7141,16.2299,0.13,14.8842,7820.758062,15552.46041,3575.346044,525.44,240.21,,,,,,B40-8_C_B5_R3_20210111_15543572_mask,,9.214,5.974,64.8,0.351638811,,
b40-14.9,Control,109,b40-14,V. arizonica,3,2020,12/16/20,9.5,8,10,,0.235882596,0.347716306,7.18,113.6,0.91,18.5475,7.1611,11.3864,0.09,11.3864,3718.197324,7831.023567,1715.415646,326.55,150.65,,,,,,B40-9_C_3_R1_20201222_12044337.tif,300,0.735,0.43,58.5,0.414965986,b40-9_C_ALS,
b40-14.9,Control,109,b40-14,V. arizonica,3,2020,12/16/20,9.5,8,10,,0.235882596,0.347716306,7.18,113.6,0.91,18.5475,7.1611,11.3864,0.09,11.3864,5139.651469,11615.60177,2122.319005,451.38,186.39,,,,,,B40-9_C_3_R2_20201222_12081320.tif,300,1.127,0.645,57.2,0.427684117,b40-9_C_ALS,
b40-14.9,Control,109,b40-14,V. arizonica,3,2020,12/16/20,9.5,8,10,,0.235882596,0.347716306,7.18,113.6,0.91,18.5475,7.1611,11.3864,0.09,11.3864,3562.876935,7838.07417,1620.378177,312.91,142.31,,,,,,B40-9_C_3_R3_20201222_12121061.tif,300,0.713,0.338,47.4,0.525946704,b40-9_C_ALS,
b40-14.9,Control,109,b40-14,V. arizonica,3,2020,12/16/20,9.5,8,10,,0.235882596,0.347716306,7.18,113.6,0.91,18.5475,7.1611,11.3864,0.09,11.3864,5146.665809,11334.04157,2510.103228,452,220.45,,,,,,B40-9_C_3_R4_20201222_12203633.tif,300,1.059,0.506,47.8,0.522190746,b40-9_C_ALS,
b42-24.1,Drought,232,b42-24,peninsularis,1,2020,12/11/20,7.9,15.4,10,,0.122095429,0.084647237,5.1,37.3,0.83,13.8767,6.3807,7.496,0.17,,,,,,,,,,,,,,,,,,,
b42-24.10,Control,241,b42-24,peninsularis,3,2020,12/16/20,,,,,,,4.47,79.3,,17.5902,6.3807,11.2095,0.12,,,,,,,,,,,,,,,,,,,
b42-24.2,Drought,233,b42-24,peninsularis,4,2020,12/17/20,8.4,13.1,,,,,3.6,31.4,,17.122,6.3807,10.7413,0.25,,,,,,,,,,,,,,,,,,,
b42-24.3,Drought,234,b42-24,peninsularis,2,2020,12/15/20,10.2,10.4,,,0.131020094,0.274063883,4.79,,,13.8921,6.3807,7.5114,1,,,,,,,,,,,,,,,,,,,
b42-24.4,Drought,235,b42-24,peninsularis,5,2020,12/18/20,,,,,0.109709054,0.140262789,4.315,15.2,,13.4548,6.3807,7.0741,0.32,,,,,,,,,,,,,,,,,,,
b42-24.5,Drought,236,b42-24,peninsularis,3,2020,12/16/20,,,,,,,4.19,42.3,,16.1286,6.3807,9.7479,0.19,,,,,,,,,,,,,,,,,,,
b42-24.6,Control,237,b42-24,peninsularis,2,2020,12/15/20,8.9,12.2,,,0.383582304,0.591122037,3.82,82.4,,14.6287,6.3807,8.248,0.09,,,,,,,,,,,,,,,,,,,
b42-24.7,Control,238,b42-24,peninsularis,1,2020,12/11/20,6.2,9.5,,,0.495028623,0.453882776,4.64,45.4,,11.0318,6.3807,4.6511,0.09,,,,,,,137,0.0995,0.0007,,,,,,,,,,
b42-24.8,Control,239,b42-24,peninsularis,4,2020,12/17/20,11.5,,,,,,4.91,91.4,,15.7132,6.3807,9.3325,0.09,,,,,,,,,,,,,,,,,,,
b42-24.9,Control,240,b42-24,peninsularis,5,2020,12/18/20,,,,,0.318550276,,5.05,96,,27.5252,6.3807,21.1445,0.18,,,,,,,,,,,,,,,,,,,
b42-34.1,Drought,31,b42-34,cinerea,2,2020,12/15/20,10.5,13,14.3,,0.169935286,0.185562541,4.03,14,,11.0248,6.3807,4.6441,0.25,,,,,,,,,,,,,,,,,,,
b42-34.10,Control,40,b42-34,cinerea,3,2020,12/16/20,,,11.5,,,,3.83,58.8,,12.2165,6.3807,5.8358,0.09,,,,,,,,,,,,,,,,,,,
b42-34.2,Drought,32,b42-34,cinerea,1,2020,12/11/20,11.2,14,17.42,,,,3.77,25.2,,13.6962,6.3807,7.3155,0.22,,,,,,,172,0.0057,0,,,,,,,,,,
b42-34.3,Drought,33,b42-34,cinerea,5,2020,12/18/20,,,,,0.057026263,0.047664671,3.49,11.2,,10.5176,6.3807,4.1369,0.27,,,,,,,,,,,,,,,,,,,
b42-34.4,Drought,34,b42-34,cinerea,4,2020,12/18/20,11.9,15.4,14.14,,0.170781762,,3.78,15.4,,14.1749,6.3807,7.7942,0.34,,,,,,,,,,,,,,,,,,,
b42-34.5,Drought,35,b42-34,cinerea,3,2020,12/16/20,,,12.4,,,,3.41,17.8,,15.4567,6.3807,9.076,0.34,,,,,,,,,,,,,,,,,,,
b42-34.6,Control,36,b42-34,cinerea,1,2020,12/11/20,5.8,11.5,11.5,,,,3.99,42.1,,11.3137,6.3807,4.933,0.1,,,,,,,178,0.1244,0.0007,,,,,,,,,,
b42-34.7,Control,37,b42-34,cinerea,4,2020,12/17/20,4.5,11.06,10.6,,,,4.89,51.3,,12.8803,6.3807,6.4996,0.11,,,,,,,,,,,,,,,,,,,
b42-34.8,Control,38,b42-34,cinerea,5,2020,12/18/20,,,,,0.362933075,0.472469929,4.27,23.9,,12.5245,6.3807,6.1438,0.2,,,,,,,,,,,,,,,,,,,
b42-34.9,Control,39,b42-34,cinerea,2,2020,12/15/20,8.9,11.6,10.9,,0.510991633,0.536224297,4.88,56.8,,12.8914,6.3807,6.5107,0.1,,,,,,,,,,,,,,,,,,,
C56-94.1,Drought,161,C56-94,rotundifolia var. munsoniana,3,2020,12/16/20,,,,,0.191393463,0.094113346,4.08,25.4,,15.8246,6.3807,9.4439,0.27,,,,,,,,,,,,,,,,,,,
C56-94.10,Control,170,C56-94,rotundifolia var. munsoniana,4,2020,12/17/20,6,14.3,,,0.315356319,0.459495843,5.73,62.4,0.85,17.1541,6.3807,10.7734,0.15,,,,,,,,,,,,,,,,,,,
C56-94.2,Drought,162,C56-94,rotundifolia var. munsoniana,4,2020,12/18/20,9.5,13.2,3.01,,0.180620011,0.160899933,4.79,18.1,,17.3575,6.3807,10.9768,0.38,,,,,,,,,,,,,,,,,,,
C56-94.3,Drought,163,C56-94,rotundifolia var. munsoniana,2,2020,12/15/20,8.8,16.5,9,,0.285170571,0.597744897,5.45,27.3,,16.6287,6.3807,10.248,0.27,,,,,,,,,,,,,,,,,,,
C56-94.4,Drought,164,C56-94,rotundifolia var. munsoniana,5,2020,12/18/20,,,,,0.067111163,0.071209745,4.08,7.9,,9.9139,6.3807,3.5332,0.31,,,,,,,,,,,,,,,,,,,
C56-94.5,Drought,165,C56-94,rotundifolia var. munsoniana,1,2020,12/11/20,6.4,11.8,8.3,,0.264162477,0.222755193,5.1,24.1,,13.7059,6.3807,7.3252,0.23,,,,,,,,,,,,,,,,,,,
C56-94.6,Control,166,C56-94,rotundifolia var. munsoniana,2,2020,12/15/20,5.2,11.1,7.8,,0.436574353,0.202458895,5.6,53.7,,18.0322,6.3807,11.6515,0.18,,,,,,,,,,,,,,,,,,,
C56-94.7,Control,167,C56-94,rotundifolia var. munsoniana,1,2020,12/11/20,7.1,9.5,7.3,,0.486064105,0.617662669,5.4,53.2,,23.0242,6.3807,16.6435,0.24,,,,,,,173,0.4251,0.0025,,,,,,,,,,
C56-94.8,Control,168,C56-94,rotundifolia var. munsoniana,3,2020,12/16/20,,,,,0.471075266,0.607607577,5.52,45.8,,15.4259,6.3807,9.0452,0.16,,,,,,,,,,,,,,,,,,,
C56-94.9,Control,169,C56-94,rotundifolia var. munsoniana,5,2020,12/18/20,,,,,,,5.72,52.9,,19.9368,6.3807,13.5561,0.2,,,,,,,,,,,,,,,,,,,
CC12.1,Drought,222,CC12,californica,1,2020,12/11/20,7.9,11.6,,,0.136239703,0.262118585,5.6,19.3,,16.8826,6.3807,10.5019,0.35,,,,,,,,,,,,,,,,,,,
CC12.10,Control,231,CC12,californica,5,2020,12/18/20,,,,,0.238791125,0.354398465,7.94,65.5,,50.2486,6.3807,43.8679,0.4,,,,,,,,,,,,,,,,,,,
CC12.2,Drought,223,CC12,californica,3,2020,12/16/20,,,,,,,6.14,15.6,,34.4388,6.3807,28.0581,0.64,,,,,,,,,,,,,,,,,,,
CC12.3,Drought,224,CC12,californica,2,2020,12/15/20,8.3,13.2,,,0.206763855,0.090047026,8.28,20.7,,17.3066,6.3807,10.9259,0.35,,,,,,,,,,,,,,,,,,,
CC12.4,Drought,225,CC12,californica,4,2020,12/17/20,8,11.2,,,0.090513057,0.067174633,6.6,20.3,,27.584,6.3807,21.2033,0.51,,,,,,,,,,,,,,,,,,,
CC12.5,Drought,226,CC12,californica,5,2020,12/18/20,,,,,0.129642489,0.049911274,5.675,9.7,,19.2662,6.3807,12.8855,0.57,,,,,,,,,,,,,,,,,,,
CC12.6,Control,227,CC12,californica,3,2020,12/16/20,,,,,0.35798205,0.524912196,8.05,76.9,,32.1758,6.3807,25.7951,0.25,,,,,,,,,,,,,,,,,,,
CC12.7,Control,228,CC12,californica,4,2020,12/17/20,7.4,14.1,,,,,6.82,69.8,,31.9258,6.3807,25.5451,0.27,,,,,,,,,,,,,,,,,,,
CC12.8,Control,229,CC12,californica,2,2020,12/15/20,8,7.4,,,0.379707538,0.437674081,8.21,78,,71.5962,6.3807,65.2155,0.46,,,,,,,,,,,,,,,,,,,
CC12.9,Control,230,CC12,californica,1,2020,12/11/20,4.4,5,,,0.237034625,0.351648972,6.92,71.4,,27.7953,6.3807,21.4146,0.23,,,,,,,,,,,,,,,,,,,
Haines.1,Control,91,Haines,shuttleworthii,1,2020,12/11/20,10,8.8,,,,,4.62,26.3,,10.7039,6.3807,4.3232,0.14,,,,,,,63,0.0697,0.0011,,,,,,,,,,
Haines.2,Drought,92,Haines,shuttleworthii,5,2020,12/18/20,,,,,0.076312597,0.061348244,3.28,1.6,,8.4396,6.3807,2.0589,0.56,,,,,,,,,,,,,,,,,,,
Haines.3,Drought,93,Haines,shuttleworthii,4,2020,12/17/20,7.6,11.2,,,0.11642923,0.118770335,4.34,3.8,,9.2919,6.3807,2.9112,0.43,,,,,,,,,,,,,,,,,,,
Haines.6,Control,96,Haines,shuttleworthii,5,2020,12/18/20,,,,,0.355955248,0.439799369,4.4,13.7,,8.8559,6.3807,2.4752,0.15,,,,,,,,,,,,,,,,,,,
Haines.7,Drought,97,Haines,shuttleworthii,2,2020,,,,,,0.138803616,0.207760364,4.15,3.1,,,6.3807,,,,,,,,,,,,,,,,,,,,,
Haines.8,Control,98,Haines,shuttleworthii,4,2020,12/17/20,4.3,7.2,,,0.333700225,0.454429083,4.82,39.2,,31.2767,6.3807,24.896,0.39,,,,,,,,,,,,,,,,,,,
Haines2.1,Drought,282,Hanes2,shuttleworthii,1,2020,12/11/20,6.4,12.4,,,0.162307657,0.168497939,6.13,2.1,,18.5088,6.3807,12.1281,0.85,,,,,,,,,,,,,,,,,,,
Haines2.10,Drought,291,Hanes2,shuttleworthii,2,2020,12/15/20,7.7,14,,,0.180269475,0.151878109,6.22,11.9,,17.5427,6.3807,11.162,0.48,,,,,,,,,,,,,,,,,,,
Haines2.2,Drought,283,Hanes2,shuttleworthii,2,2020,12/15/20,5.9,9.8,,,0.122752167,0.149216701,6.61,18.6,,12.064,6.3807,5.6833,0.23,,,,,,,,,,,,,,,,,,,
Haines2.3,Drought,284,Hanes2,shuttleworthii,5,2020,12/18/20,,,,,0.045979223,0.03865704,6.1,4.2,,15.8549,6.3807,9.4742,0.69,,,,,,,,,,,,,,,,,,,
Haines2.4,Control,285,Hanes2,shuttleworthii,4,2020,12/17/20,7.1,14.1,,,0.265612315,0.450663337,6.06,74.7,,12.1862,6.3807,5.8055,0.07,,,,,,,,,,,,,,,,,,,
Haines2.5,Drought,286,Hanes2,shuttleworthii,3,2020,12/16/20,,,,,0.179742023,0.137463175,6.8,25.5,,21.7459,6.3807,15.3652,0.38,,,,,,,,,,,,,,,,,,,
Haines2.6,Control,287,Hanes2,shuttleworthii,3,2020,12/16/20,,,,,0.494398959,0.38378479,8.35,100.2,,44.4222,6.3807,38.0415,0.28,,,,,,,163,0.2749,0.0017,,,,,,,,,,
Haines2.7,Control,288,Hanes2,shuttleworthii,1,2020,12/11/20,5.5,9.2,,,0.285822465,0.425017077,7.8,67.3,0.81,22.6002,6.3807,16.2195,0.19,17.1116,,,,,,,,,,,,,,,,,,
Haines2.8,Control,289,Hanes2,shuttleworthii,3,2020,12/16/20,,,,,0.365044946,0.681017613,9,99.5,,18.1199,6.3807,11.7392,0.11,,,,,,,88,0.9821,0.0112,,,,,,,,,,
Haines2.9,Control,290,Hanes2,shuttleworthii,2,2020,12/15/20,7.8,11.9,,,0.255349276,0.492938216,8.46,76.8,,21.1528,6.3807,14.7721,0.16,,,,,,,,,,,,,,,,,,,
NY1.1,Drought,41,NY1,V. riparia,1,2020,12/11/20,7.1,12,9.1,,,,5.38,10.5,,17.9781,6.3807,11.5974,0.52,,,,,,,,,,,,,,,,,,,
NY1.10,Control,50,NY1,V. riparia,4,2020,12/17/20,8.6,9,7.5,,0.363254161,0.420853284,5.71,76.6,,23.3181,6.3807,16.9374,0.18,,,,,,,,,,,,,,,,,,,
NY1.2,Drought,42,NY1,V. riparia,3,2020,12/16/20,,,9.1,,0.210381484,0.104776783,4.44,16.4,,19.8534,6.3807,13.4727,0.45,,,,,,,74,0.2133,0.0029,,,,,,,,,,
NY1.3,Drought,43,NY1,V. riparia,5,2020,12/18/20,,,11.1,,0.068694064,0.05730557,4.82,4.5,,16.9065,6.3807,10.5258,0.7,,,,,,,,,,,,,,,,,,,
NY1.4,Drought,44,NY1,V. riparia,4,2020,12/17/20,7.8,11.9,,,0.143221321,0.097058751,4.86,17.1,,21.7967,6.3807,15.416,0.47,,,,,,,,,,,,,,,,,,,
NY1.5,Drought,45,NY1,V. riparia,2,2020,12/15/20,15.5,11.6,8.5,,0.222710792,0.211425051,4.33,55.1,,23.6261,6.3807,17.2454,0.24,,,,,,,,,,,,,,,,,,,
NY1.6,Control,46,NY1,V. riparia,1,2020,12/11/20,24.2,11.6,,,0.455519395,0.639064404,6.64,32.6,,16.5971,6.3807,10.2164,0.24,,,,,,,,,,,,,,,,,,,
NY1.7,Control,47,NY1,V. riparia,5,2020,12/18/20,,,8.4,,0.288771082,0.448391669,3.45,65.8,,32.9821,6.3807,26.6014,0.29,,,,,,,,,,,,,,,,,,,
NY1.8,Control,48,NY1,V. riparia,3,2020,12/16/20,,,11.05,,,,5.04,42.5,,21.8936,6.3807,15.5129,0.27,,,,,,,53,0.4803,0.0091,,,,,,,,,,
NY1.9,Control,49,NY1,V. riparia,2,2020,12/15/20,6.1,10.2,9.1,,0.348100475,0.538955953,5.35,,,18.0374,6.3807,11.6567,1,,,,,,,,,,,,,,,,,,,
OCK1-S02.1,Drought,192,OCK1-S02,V. acerifolia,3,2020,12/16/20,,,,,0.143641848,0.112514274,5.1,29.6,,33.5634,6.3807,27.1827,0.48,,,,,,,,,,,,,,,,,,,
OCK1-S02.10,Control,201,OCK1-S02,V. acerifolia,1,2020,12/11/20,4.9,11.5,,,0.381696858,0.459762385,7.31,64.9,,21.2132,6.3807,14.8325,0.19,,,,,,,,,,,,,,,,,,,
OCK1-S02.2,Drought,193,OCK1-S02,V. acerifolia,1,2020,12/11/20,4.8,10.2,,,,,5.39,21.5,,17.5067,6.3807,11.126,0.34,,,,,,,,,,,,,,,,,,,
OCK1-S02.3,Drought,194,OCK1-S02,V. acerifolia,4,2020,12/17/20,4.8,13.9,,,0.328421836,0.108566058,5.45,23.8,,17.5764,6.3807,11.1957,0.32,,,,,,,,,,,,,,,,,,,
OCK1-S02.4,Drought,195,OCK1-S02,V. acerifolia,2,2020,,,,,,,,NA,,,,6.3807,,,,,,,,,,,,,,,,,,,,,
OCK1-S02.5,Drought,196,OCK1-S02,V. acerifolia,5,2020,12/18/20,,,,,0.078608396,0.05502115,5.01,8.9,,16.6722,6.3807,10.2915,0.54,,,,,,,,,,,,,,,,,,,
OCK1-S02.6,Control,197,OCK1-S02,V. acerifolia,3,2020,12/16/20,,,,,0.335162868,0.484301413,7.45,86.4,,22.281,6.3807,15.9003,0.16,,,,,,,98,0.3682,0.0038,,,,,,,,,,
OCK1-S02.7,Control,198,OCK1-S02,V. acerifolia,5,2020,12/18/20,,,,,0.281083996,0.360909889,6.35,73.7,,23.8425,6.3807,17.4618,0.19,,,,,,,,,,,,,,,,,,,
OCK1-S02.8,Control,199,OCK1-S02,V. acerifolia,2,2020,12/15/20,8.6,8.7,,,0.317269644,0.500556434,7.24,88.4,,27.8359,6.3807,21.4552,0.2,,,,,,,,,,,,,,,,,,,
OCK1-S02.9,Control,200,OCK1-S02,V. acerifolia,4,2020,12/17/20,10.6,17.3,,,,,8.27,97.9,,,6.3807,,,,,,,,,,,,,,,,,,,,,
SC2.1,Control,242,SC2,girdiana,2,2020,12/17/20,7.6,11.7,,,0.381554346,0.494993846,6.05,31.6,,15.214,6.3807,8.8333,0.22,,,,,,,,,,,,,,,,,,,
SC2.2,Drought,243,SC2,girdiana,4,2020,,15.1,16,,,0.073643108,0.048731933,5.67,8.2,,22.1832,6.3807,15.8025,0.66,,,,,,,,,,,,,,,,,,,
SC2.4,Drought,245,SC2,girdiana,5,2020,12/16/20,,,,,0.107103578,0.079931479,6.07,14.7,,29.0576,6.3807,22.6769,0.61,,,,,,,,,,,,,,,,,,,
SC2.5,Drought,246,SC2,girdiana,3,2020,12/11/20,,,,,,,6.16,9.3,,24.6043,6.3807,18.2236,0.66,,,,,,,,,,,,,,,,,,,
SC2.6,Control,247,SC2,girdiana,1,2020,12/18/20,,,,,,,NA,,,,6.3807,,,,,,,,,,,,,,,,,,,,,
SC2.7,Control,248,SC2,girdiana,5,2020,12/11/20,,,,,0.419092705,0.626728765,6.59,30.1,,21.9202,6.3807,15.5395,0.34,,,,,,,,,,,,,,,,,,,
SC2.8,Control,249,SC2,girdiana,1,2020,12/16/20,5,12.4,,,0.475649466,0.536045328,8.36,40.3,,16.8491,6.3807,10.4684,0.21,,,,,,,118,0.2361,0.002,,,,,,,,,,
SC2.9,Drought,250,SC2,girdiana,3,2020,,,,,,0.185368774,0.182935969,6.01,4.2,,12.7106,6.3807,6.3299,0.6,,,,,,,,,,,,,,,,,,,
