"Species","Treatment","species_geno","Genotype","Porosity","SpongyV_TotalMesophyllV","PalisadeV_TotalMesophyllV","SpongyV_PalisadeV","Leaf_Width_um","Mesophyll_Width_um","SASP_SAWM","SAPA_SAWM","SASPPA_SAWM","Treatment_factor","mean_Porosity","sd_Porosity","Tukey_Porosity","mean_SpongyV_TotalMesophyllV","sd_SpongyV_TotalMesophyllV","Tukey_SpongyV_TotalMesophyllV","mean_PalisadeV_TotalMesophyllV","sd_PalisadeV_TotalMesophyllV","Tukey_PalisadeV_TotalMesophyllV","mean_SpongyV_PalisadeV","sd_SpongyV_PalisadeV","Tukey_SpongyV_PalisadeV","mean_Leaf_Width_um","sd_Leaf_Width_um","Tukey_Leaf_Width_um","mean_Mesophyll_Width_um","sd_Mesophyll_Width_um","Tukey_Mesophyll_Width_um","mean_SASP_SAWM","sd_SASP_SAWM","Tukey_SASP_SAWM","mean_SAPA_SAWM","sd_SAPA_SAWM","Tukey_SAPA_SAWM","mean_SASPPA_SAWM","sd_SASPPA_SAWM","Tukey_SASPPA_SAWM"
"hybrid","Drought","hybrid_TXNM0821","TXNM0821",0.4254234745,0.2186838033,0.3558927221,0.614465511,228.5307268,188.2896266,0.2186838033,0.3558927221,0.5745765255,"Drought",0.4656954082,0.0288247134532489,"a",0.22398179615,0.0132934836251984,"fg",0.3103227956,0.035410596529093,"d",0.730981370975,0.11419562174413,"cde",237.97428925,14.7850067510124,"a",198.171584925,12.3708292698962,"a",0.22398179615,0.0132934836251984,"fg",0.3103227956,0.035410596529093,"d",0.5343045918,0.0288247134532489,"e"
"hybrid","Drought","hybrid_TXNM0821","TXNM0821",0.4934360623,0.2247883468,0.2817755908,0.7977566338,236.2977937,198.1907327,0.2247883468,0.2817755908,0.5065639377,"Drought",0.4656954082,0.0288247134532489,"a",0.22398179615,0.0132934836251984,"fg",0.3103227956,0.035410596529093,"d",0.730981370975,0.11419562174413,"cde",237.97428925,14.7850067510124,"a",198.171584925,12.3708292698962,"a",0.22398179615,0.0132934836251984,"fg",0.3103227956,0.035410596529093,"d",0.5343045918,0.0288247134532489,"e"
"mustangensis","Control","mustangensis_T48","T48",0.3311709738,0.3018875915,0.3669414347,0.8227132808,201.2299456,160.2011058,0.3018875915,0.3669414347,0.6688290262,"Control",0.37923059,0.0331750658709932,"bc",0.2716553969,0.0264530627007573,"ef",0.3491140131,0.0195859267158286,"bc",0.780077287,0.0880047992717828,"e",203.76658695,16.5942275178487,"bc",161.922278375,13.5175868331141,"b",0.2716553969,0.0264530627007573,"ef",0.3491140131,0.0195859267158286,"bc",0.62076941,0.0331750658709932,"cd"
"mustangensis","Control","mustangensis_T48","T48",0.3980253609,0.2805892978,0.3213853413,0.8730619036,208.0140254,166.1128719,0.2805892978,0.3213853413,0.6019746391,"Control",0.37923059,0.0331750658709932,"bc",0.2716553969,0.0264530627007573,"ef",0.3491140131,0.0195859267158286,"bc",0.780077287,0.0880047992717828,"e",203.76658695,16.5942275178487,"bc",161.922278375,13.5175868331141,"b",0.2716553969,0.0264530627007573,"ef",0.3491140131,0.0195859267158286,"bc",0.62076941,0.0331750658709932,"cd"
"mustangensis","Control","mustangensis_T48","T48",0.404123843,0.2390627011,0.3568134559,0.6699935137,182.9091077,144.4918442,0.2390627011,0.3568134559,0.595876157,"Control",0.37923059,0.0331750658709932,"bc",0.2716553969,0.0264530627007573,"ef",0.3491140131,0.0195859267158286,"bc",0.780077287,0.0880047992717828,"e",203.76658695,16.5942275178487,"bc",161.922278375,13.5175868331141,"b",0.2716553969,0.0264530627007573,"ef",0.3491140131,0.0195859267158286,"bc",0.62076941,0.0331750658709932,"cd"
"mustangensis","Control","mustangensis_T48","T48",0.3836021823,0.2650819972,0.3513158205,0.7545404499,222.9132691,176.8832916,0.2650819972,0.3513158205,0.6163978177,"Control",0.37923059,0.0331750658709932,"bc",0.2716553969,0.0264530627007573,"ef",0.3491140131,0.0195859267158286,"bc",0.780077287,0.0880047992717828,"e",203.76658695,16.5942275178487,"bc",161.922278375,13.5175868331141,"b",0.2716553969,0.0264530627007573,"ef",0.3491140131,0.0195859267158286,"bc",0.62076941,0.0331750658709932,"cd"
"mustangensis","Drought","mustangensis_T48","T48",0.3796939187,0.2759856047,0.3443204766,0.8015370083,195.1364696,152.9458924,0.2759856047,0.3443204766,0.6203060813,"Drought",0.372099180975,0.0249215372150213,"bc",0.2747854518,0.0157153746481801,"ef",0.3531153672,0.0209513988253038,"bc",0.780275741775,0.0643890749569957,"e",201.4381582,14.5821157678826,"bc",158.20965005,10.9016567000609,"b",0.2747854518,0.0157153746481801,"ef",0.3531153672,0.0209513988253038,"bc",0.627900819025,0.0249215372150213,"cd"
"mustangensis","Drought","mustangensis_T48","T48",0.3500937823,0.2664883277,0.38341789,0.6950336294,184.5696706,145.8020478,0.2664883277,0.38341789,0.6499062177,"Drought",0.372099180975,0.0249215372150213,"bc",0.2747854518,0.0157153746481801,"ef",0.3531153672,0.0209513988253038,"bc",0.780275741775,0.0643890749569957,"e",201.4381582,14.5821157678826,"bc",158.20965005,10.9016567000609,"b",0.2747854518,0.0157153746481801,"ef",0.3531153672,0.0209513988253038,"bc",0.627900819025,0.0249215372150213,"cd"
"mustangensis","Drought","mustangensis_T48","T48",0.3546316735,0.2962985257,0.3490698008,0.8488231437,208.267796,163.9839465,0.2962985257,0.3490698008,0.6453683265,"Drought",0.372099180975,0.0249215372150213,"bc",0.2747854518,0.0157153746481801,"ef",0.3531153672,0.0209513988253038,"bc",0.780275741775,0.0643890749569957,"e",201.4381582,14.5821157678826,"bc",158.20965005,10.9016567000609,"b",0.2747854518,0.0157153746481801,"ef",0.3531153672,0.0209513988253038,"bc",0.627900819025,0.0249215372150213,"cd"
"mustangensis","Drought","mustangensis_T48","T48",0.4039773494,0.2603693491,0.3356533014,0.7757091857,217.7786966,170.1067135,0.2603693491,0.3356533014,0.5960226506,"Drought",0.372099180975,0.0249215372150213,"bc",0.2747854518,0.0157153746481801,"ef",0.3531153672,0.0209513988253038,"bc",0.780275741775,0.0643890749569957,"e",201.4381582,14.5821157678826,"bc",158.20965005,10.9016567000609,"b",0.2747854518,0.0157153746481801,"ef",0.3531153672,0.0209513988253038,"bc",0.627900819025,0.0249215372150213,"cd"
"riparia","Control","riparia_NY1","NY1",0.3210319499,0.3261489463,0.3528191038,0.9244084088,173.8915076,149.1736891,0.3261489463,0.3528191038,0.6789680501,"Control",0.3309445882,0.0066547201554612,"cd",0.30246399485,0.0243293659865088,"de",0.366591416925,0.0205907965820447,"bc",0.829718971675,0.111423480679352,"de",170.726908525,9.40419677639784,"de",144.205630525,6.77236794940405,"c",0.30246399485,0.0243293659865088,"de",0.366591416925,0.0205907965820447,"bc",0.6690554118,0.00665472015546124,"bc"
"riparia","Control","riparia_NY1","NY1",0.3344360528,0.3196390436,0.3459249035,0.9240128143,157.2920247,134.8489134,0.3196390436,0.3459249035,0.6655639472,"Control",0.3309445882,0.0066547201554612,"cd",0.30246399485,0.0243293659865088,"de",0.366591416925,0.0205907965820447,"bc",0.829718971675,0.111423480679352,"de",170.726908525,9.40419677639784,"de",144.205630525,6.77236794940405,"c",0.30246399485,0.0243293659865088,"de",0.366591416925,0.0205907965820447,"bc",0.6690554118,0.00665472015546124,"bc"
"riparia","Control","riparia_NY1","NY1",0.335101072,0.2755138293,0.3893850987,0.7075613069,179.183691,149.2048644,0.2755138293,0.3893850987,0.664898928,"Control",0.3309445882,0.0066547201554612,"cd",0.30246399485,0.0243293659865088,"de",0.366591416925,0.0205907965820447,"bc",0.829718971675,0.111423480679352,"de",170.726908525,9.40419677639784,"de",144.205630525,6.77236794940405,"c",0.30246399485,0.0243293659865088,"de",0.366591416925,0.0205907965820447,"bc",0.6690554118,0.00665472015546124,"bc"
"riparia","Control","riparia_NY1","NY1",0.3332092781,0.2885541602,0.3782365617,0.7628933567,172.5404108,143.5950552,0.2885541602,0.3782365617,0.6667907219,"Control",0.3309445882,0.0066547201554612,"cd",0.30246399485,0.0243293659865088,"de",0.366591416925,0.0205907965820447,"bc",0.829718971675,0.111423480679352,"de",170.726908525,9.40419677639784,"de",144.205630525,6.77236794940405,"c",0.30246399485,0.0243293659865088,"de",0.366591416925,0.0205907965820447,"bc",0.6690554118,0.00665472015546124,"bc"
"riparia","Drought","riparia_NY1","NY1",0.3807263936,0.2940785889,0.3251950175,0.904314559,162.819969,134.5236563,0.2940785889,0.3251950175,0.6192736064,"Drought",0.35237942135,0.023919575050886,"cd",0.2872032188,0.0344040587734283,"de",0.36041735985,0.0512583059719104,"bc",0.815920627675,0.181601373897011,"de",170.81570895,14.6528154176473,"de",140.8426634,12.0132972946507,"c",0.2872032188,0.0344040587734283,"de",0.36041735985,0.0512583059719104,"bc",0.64762057865,0.023919575050886,"bc"
