ID,Genotype,Species,Treatment,Order within block,mPot (kg),Dry weight of soil (kg),mH2O (kg),Date,PWW,WA,BB,TW,POWW,PD.WT,midday.WT,POWW.NOTES,WU,tgt_swc,SWC
255189.01.4,255189.01,riparia,Drought,37,6.847,4.053751161,2.541248839,12/02,4.82,0.248125813,1,5.068125813,4.82,NA,NA,NA,0.20814999999999934,0.3,0.24958155571635462
255189.01.4,255189.01,riparia,Drought,37,6.847,4.053751161,2.541248839,12/04,4.66,0.154000929,1,4.814000929,4.81,NA,NA,NA,0.12815000000000015,0.2,0.1708800933169852
255189.01.4,255189.01,riparia,Drought,37,6.847,4.053751161,2.541248839,12/07,4.57,4.220145311,1,4.814000929,4.57,NA,NA,NA,0.09199999999999933,0.2,0.15120472773189925
255189.01.4,255189.01,riparia,Drought,37,6.847,4.053751161,2.541248839,12/14,4.75,0.318125813,1,5.068125813,5.07,NA,NA,NA,0.266666666666666,0.3,0.23740758320913102
255189.01.4,255189.01,riparia,Drought,37,6.847,4.053751161,2.541248839,12/16,4.82,-0.005999071,1,4.814000929,4.82,NA,NA,NA,0.2100000000000004,0.3,0.3011803391521394
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,10/28,5.96,0.610406685,1,6.570406685,NA,NA,NA,NA,0.48060863474999993,0.8,0.6178875010263871
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,10/30,6.09,0.480406685,1,6.570406685,NA,NA,NA,NA,0.33510863474999997,0.8,0.5932473101154616
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,11/09,5.61,0.169016713,1,5.779016713,5.77,NA,NA,NA,0.5899999999999994,0.5,0.5837703135354436
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,11/11,5.38,0.135220056,1,5.515220056,5.51,NA,NA,NA,0.3239999999999997,0.4,0.42266137288819167
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,11/13,5.14,0.111423398,1,5.251423398,5.251423398,NA,NA,NA,0.3100000000000001,0.3,0.32789140788407856
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,11/16,4.89,0.361423398,1,5.251423398,5.25,NA,NA,NA,0.16,0.3,0.23149583441234306
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,11/18,4.97,0.281423398,1,5.251423398,5.25,NA,NA,NA,0.24666666666666703,0.3,0.2463892380616647
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,11/20,4.87,0.381423398,1,5.251423398,5.25,NA,NA,NA,0.3133333333333329,0.3,0.22743524505326057
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,11/23,4.81,0.441423398,1,5.251423398,5.26,NA,NA,NA,0.3340000000000004,0.3,0.21606284924821795
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,11/25,5.01,0.241423398,1,5.251423398,5.26,NA,NA,NA,0.1899999999999999,0.3,0.25586623456586677
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,11/27,4.932,0.319423398,1,5.251423398,5.286,NA,NA,NA,0.3202499999999995,0.3,0.24108212001931162
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,11/30,4.83,0.421423398,1,5.251423398,5.25,NA,NA,NA,0.3436999999999995,0.3,0.2266770853329243
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,12/02,4.97,0.281423398,1,5.251423398,4.97,NA,NA,NA,0.24815000000000026,0.3,0.2463892380616647
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,12/04,4.82,0.167626741,1,4.987626741,4.99,NA,NA,NA,0.11814999999999946,0.2,0.16488706804971068
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,12/07,4.77,4.926050604,1,4.987626741,4.92,NA,NA,NA,0.07200000000000065,0.2,0.1592008700713734
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,12/09,4.76,0.497474002,1,5.251423398,5.25,NA,NA,NA,0.07400000000000025,0.3,0.144037675740466
255189.01.5,255189.01,riparia,Drought,9,7.098,4.208033426,2.637966574,12/14,4.9495,0.301923398,1,5.251423398,5.26,NA,NA,NA,0.2671666666666666,0.3,0.24277346025234356
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,10/28,6.13,0.641606314,1,6.771606314,NA,NA,NA,NA,0.5142691738,0.8,0.5366509717813741
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,10/30,6.27,0.501606314,1,6.771606314,NA,NA,NA,NA,0.3446691738,0.8,0.5854466752767411
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/02,5.96,0.811606314,1,6.771606314,6.77,NA,NA,NA,0.43306917380000004,0.8,0.553541792222078
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/04,6.14,0.631606314,1,6.771606314,6.77,NA,NA,NA,0.3874999999999999,0.8,0.6811613244407302
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/06,6.15,0.483166202,1,6.633166202,6.63,NA,NA,NA,0.4839999999999992,0.8,0.7090199386406189
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/09,5.45,1.183166202,1,6.633166202,6.63,NA,NA,NA,0.9279999999999997,0.8,0.5773541375671924
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/11,5.91,0.723166202,2,6.633166202,6.63,NA,NA,NA,0.5499999999999997,0.8,0.6636849975974571
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/13,5.83,0.803166202,2,6.633166202,6.64,NA,NA,NA,0.6519999999999998,0.8,0.648670934983498
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/20,5.58,1.319583101,2,6.899583101,6.89,NA,NA,NA,1.0924999999999996,0.9,0.6505476927351725
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/23,5.15,1.749583101,2,6.899583101,6.89,NA,NA,NA,1.4919999999999993,0.9,0.5698471061851426
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/25,5.42,1.479583101,3,6.899583101,6.89,NA,NA,NA,1.2682580779999997,0.9,0.6205195675072543
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/27,5.497,1.467583101,3,6.964583101,7.064,NA,NA,NA,1.2243999999999997,0.9,0.6227716768993483
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,11/30,5.69,1.274583101,3,6.964583101,6.96,NA,NA,NA,1.6676999999999997,0.9,0.6794497632670441
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,12/02,6.24,0.724583101,3,6.964583101,6.96,NA,NA,NA,1.1348290389999998,0.9,0.763153162339866
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,12/04,5.83,1.134583101,3,6.964583101,6.96,NA,NA,NA,1.544829039,0.9,0.6862060914433256
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,12/07,5.85,6.532783426,3,6.698166202,6.53,NA,NA,NA,2.18,0.9,0.7399596071343503
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,12/09,5.8,1.167366527,3,6.698166202,6.53,NA,NA,NA,1.0720000000000005,0.9,0.6998752314881309
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,12/14,5.98,0.984583101,3,6.964583101,6.964583101,NA,NA,NA,1.8149999999999995,0.9,0.7152175959117502
255189.01.6,255189.01,riparia,Control,45,7.166,4.249831012,2.664168988,12/16,5.51,1.454583101,3,6.964583101,6.97,NA,NA,NA,1.3120831009999998,0.9,0.6270099780547403
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,10/28,5.9855,0.837790622,1,6.823290622,NA,NA,NA,NA,0.7104534818,0.8,0.460096707025881
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,10/30,6.0875,0.735790622,1,6.823290622,NA,NA,NA,NA,0.5788534818,0.8,0.5132213686033344
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/02,5.8515,0.971790622,1,6.823290622,6.8415,NA,NA,NA,0.5932534817999999,0.8,0.4888004264030642
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/04,6.0895,0.733790622,1,6.823290622,6.8255,NA,NA,NA,0.5094999999999998,0.8,0.6695882970199896
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/06,6.0785,0.744790622,1,6.823290622,6.9,NA,NA,NA,0.6109999999999999,0.8,0.6646676594124723
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/09,5.5425,1.280790622,1,6.823290622,6.8315,NA,NA,NA,1.1055,0.8,0.5805612054913929
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/11,5.904,0.919290622,1,6.823290622,6.82,NA,NA,NA,0.7575000000000002,0.8,0.6339592358248193
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/13,5.85,0.973290622,1,6.823290622,6.82,NA,NA,NA,0.8220000000000006,0.8,0.6220221334806573
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/18,5.87,1.227645311,1,7.097645311,7.09,NA,NA,NA,0.9249999999999998,0.9,0.6511814674329046
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/20,5.44,1.657645311,1,7.097645311,7.1,NA,NA,NA,1.4324999999999994,0.9,0.5965077162200454
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/23,5.2885,1.809145311,1,7.097645311,7.0935,NA,NA,NA,1.5634999999999997,0.9,0.5707199302399093
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/25,5.57,1.527645311,1,7.097645311,7.12,NA,NA,NA,1.3217580779999993,0.9,0.6208375355016578
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/27,5.6045,1.493145311,1,7.097645311,7.113,NA,NA,NA,1.3469000000000002,0.9,0.6319545315779
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,11/30,5.82,1.277645311,1,7.097645311,7.1,NA,NA,NA,1.5867000000000002,0.9,0.6699527886581713
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,12/02,6.53,0.567645311,1,7.097645311,7.09,NA,NA,NA,0.9848290389999994,0.9,0.7969781372670391
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,12/04,6.17,0.927645311,1,7.097645311,7.1,NA,NA,NA,1.334829039,0.9,0.729547177460323
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,12/07,6.335,6.799590529,4,6.920790622,6.8315,NA,NA,NA,1.8349999999999995,0.9,0.7936712298704949
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,12/09,6.17,0.93723584,4,6.920790622,6.79,NA,NA,NA,1.0035000000000003,0.9,0.7468986902742161
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,10/28,6.44,0.523576602,1,6.963576602,NA,NA,NA,NA,0.3962394618,0.8,0.6327776451383801
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,10/30,6.23,0.733576602,1,6.963576602,NA,NA,NA,NA,0.5766394617999999,0.8,0.575677959273444
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/02,5.8885,1.075076602,1,6.963576602,6.941,NA,NA,NA,0.6965394618,0.8,0.4772702194155928
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/04,6.43,0.533576602,1,6.963576602,6.99,NA,NA,NA,0.2685000000000001,0.8,0.7007619586213196
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/06,5.99,0.973576602,1,6.963576602,6.96,NA,NA,NA,0.864,0.8,0.6309932799551008
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/09,6.38,0.58357660200000006,1,6.963576602,6.98,NA,NA,NA,0.32800000000000007,0.8,0.6952304265531539
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/11,6.55,0.413576602,1,6.963576602,6.97,NA,NA,NA,0.26000000000000056,0.8,0.7291333650354599
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/13,6.56,0.403576602,1,6.963576602,6.97,NA,NA,NA,0.2620000000000001,0.8,0.7291333650354598
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/20,6.42,0.823788301,1,7.243788301,7.24,NA,NA,NA,0.6025000000000003,0.9,0.7523301124894644
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/23,5.93,1.313788301,1,7.243788301,7.24,NA,NA,NA,1.0620000000000005,0.9,0.6648962185087807
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/25,6.52,0.723788301,1,7.243788301,7.24,NA,NA,NA,0.5182580780000007,0.9,0.7701737643222568
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/27,6.202,1.041788301,1,7.243788301,7.28,NA,NA,NA,0.8694000000000003,0.9,0.7134309514939765
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,11/30,6.69,0.553788301,1,7.243788301,7.24,NA,NA,NA,0.8836999999999999,0.9,0.8076454331711214
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,12/02,6.98,0.263788301,1,7.243788301,7.24,NA,NA,NA,0.6748290389999998,0.9,0.8522545627531027
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,12/04,6.66,0.583788301,2,7.243788301,7.26,NA,NA,NA,0.9948290390000001,0.9,0.7951548768881664
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,12/07,6.61,6.666908078,2,6.996076602,6.66,NA,NA,NA,1.7199999999999993,0.9,0.834002594456984
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,12/09,6.09,1.183196379,2,6.996076602,6.67,NA,NA,NA,0.9120000000000003,0.9,0.6783545070483626
255189.01.8,255189.01,riparia,Control,24,7.524,4.469883008,2.802116992,12/14,6.97,0.306288301,2,7.276288301,7.27,NA,NA,NA,1.1349999999999998,0.9,0.8453469819649844
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,10/28,6.152,0.57345961,1,6.72545961,NA,NA,NA,NA,0.44612246980000003,0.8,0.567654879591884
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,10/30,6.149,0.57645961,1,6.72545961,NA,NA,NA,NA,0.4195224698,0.8,0.5872648850532705
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/02,5.8805,0.84495961,1,6.72545961,6.738,NA,NA,NA,0.46642246979999996,0.8,0.5370373710649077
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/04,6.119,0.60645961,1,6.72545961,6.733,NA,NA,NA,0.37650000000000067,0.8,0.6901249136997885
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/06,6.102,0.62345961,1,6.72545961,6.761,NA,NA,NA,0.49499999999999933,0.8,0.6860549125662931
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/09,5.59,1.13545961,1,6.72545961,6.734,NA,NA,NA,0.9190000000000003,0.8,0.5965148876293962
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/11,6.1,0.62545961,1,6.72545961,6.72,NA,NA,NA,0.4640000000000003,0.8,0.6858699125147705
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/13,6,0.72545961,1,6.72545961,6.73,NA,NA,NA,0.5719999999999997,0.8,0.6647799066412039
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/20,5.75,1.245729805,1,6.995729805,6.99,NA,NA,NA,1.0325,0.9,0.6703299081868794
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/23,5.455,1.540729805,1,6.995729805,6.998,NA,NA,NA,1.2870000000000001,0.9,0.6139048924725126
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/25,5.85,1.145729805,1,6.995729805,7,NA,NA,NA,0.9462580780000006,0.9,0.6884599132360858
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/27,5.828,1.167729805,1,6.995729805,7.017,NA,NA,NA,1.0033999999999996,0.9,0.6847599122056356
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,11/30,6.1,0.895729805,1,6.995729805,7,NA,NA,NA,1.2107000000000008,0.9,0.7382249270956421
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,12/02,6.5,0.495729805,2,6.995729805,6.99,NA,NA,NA,0.914829039,0.9,0.8090799468287652
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,12/04,6.38,0.615729805,2,6.995729805,6.99,NA,NA,NA,1.0248290390000003,0.9,0.7850299401308383
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,12/07,6.482,7.133991179,2,6.75795961,7.1745,NA,NA,NA,1.5779999999999998,0.9,0.847887443711653
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,12/09,6.15,0.983991179,2,6.75795961,7.13,NA,NA,NA,1.3664999999999998,0.9,0.8645874344376003
255189.01.9,255189.01,riparia,Control,3,7.266,4.31129805,2.70270195,12/14,6.21,0.818229805,2,7.028229805,7.08,NA,NA,NA,2.2535,0.9,0.8267474517491656
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,10/28,6.4515,0.227812906,1,6.679312906,NA,NA,NA,NA,0.09801485575000002,0.8,0.6989866128209845
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,10/30,6.3865,0.292812906,1,6.679312906,NA,NA,NA,NA,0.14751485574999998,0.8,0.7029926715185711
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,11/06,5.9965,-0.122217734,1,5.874282266,5.9965,NA,NA,NA,0.019000000000000017,0.5,0.5747987929349383
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,11/09,5.6885,0.185782266,1,5.874282266,5.8945,NA,NA,NA,0.11799999999999983,0.5,0.48815612808015696
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,11/11,5.73,-0.124061281,1,5.605938719,5.73,NA,NA,NA,0.09849999999999942,0.4,0.47688326525209235
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,11/13,5.59,-0.252404828,1,5.337595172,5.59,NA,NA,NA,0.08000000000000057,0.3,0.4201462944328399
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,11/16,5.42,-0.082404828,1,5.337595172,5.42,NA,NA,NA,0.07999999999999993,0.3,0.3623845178816184
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,11/18,5.34,-0.002404828,1,5.337595172,5.34,NA,NA,NA,0.04666666666666687,0.3,0.31580244000270374
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,11/25,5.31,0.027595172,1,5.337595172,5.33,NA,NA,NA,0.12899999999999995,0.3,0.3249325272669709
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,11/27,5.2105,0.127095172,1,5.337595172,5.391,NA,NA,NA,0.11175000000000046,0.3,0.27490337562501665
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,11/30,5.17,0.167595172,1,5.337595172,5.33,NA,NA,NA,0.10870000000000009,0.3,0.27872310601108763
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,12/02,5.19,0.147595172,1,5.337595172,5.19,NA,NA,NA,0.10814999999999968,0.3,0.27108364523894574
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,12/04,5.08,-0.010748375,1,5.069251625,5.08,NA,NA,NA,0.07815000000000032,0.2,0.22450156737866403
2970.1,2970,popenoi,Drought,37,7.216,4.280564531,2.683435469,12/09,4.93,0.408668988,1,5.337595172,5.33,NA,NA,NA,0.02750000000000026,0.3,0.16925522301427104
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,11/06,6.01,0.037564531,1,6.047564531,6.04,NA,NA,NA,0.03399999999999992,0.8,0.7909969041723605
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,11/11,5.84,0.207564531,1,6.047564531,6.047564531,NA,NA,NA,0.030000000000000165,0.8,0.7555459196794465
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,11/13,5.85,0.197564531,1,6.047564531,6.04,NA,NA,NA,0.04956453100000027,0.8,0.7591754389299272
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,11/20,6.36,-0.070467734,1,6.289532266,6.36,NA,NA,NA,0.01249999999999954,0.9,0.9766497791368338
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,11/23,6.01,0.279532266,1,6.289532266,6.289532266,NA,NA,NA,0.10200000000000053,0.9,0.8567990888292587
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,11/25,5.99,0.299532266,1,6.289532266,6.28,NA,NA,NA,0.09779034399999995,0.9,0.8381049157767378
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,11/27,6.004,0.285532266,1,6.289532266,6.325,NA,NA,NA,0.10740000000000069,0.9,0.8390281244043423
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,11/30,6.55,-0.260467734,1,6.289532266,6.28,NA,NA,NA,0.06870000000000032,0.9,0.9611518450453369
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,12/04,6.65,-0.360467734,1,6.289532266,6.65,NA,NA,NA,0.5348290389999992,0.9,1.0737701661102137
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,12/07,6.63,6.402985376,1,6.047564531,6.63,NA,NA,NA,0.6900000000000003,0.9,1.094840689263403
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,12/09,6.73,-0.440467734,1,6.047564531,6.73,NA,NA,NA,0.24199999999999947,0.9,1.161371819084983
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,12/14,6.66,-0.370467734,1,6.289532266,6.66,NA,NA,NA,0.4249999999999998,0.9,0.976553126994109
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,12/16,6.34,-0.050467734,1,6.289532266,6.34,NA,NA,NA,0.1775000000000003,0.9,0.9104286082037227
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,10/28,6.4,0.374375116,1,6.774375116,NA,NA,NA,NA,0.2470379758,0.8,0.6720678668072025
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,10/30,6.37,0.404375116,1,6.774375116,NA,NA,NA,NA,0.2474379758,0.8,0.6570116322485187
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/02,6.22,0.554375116,1,6.774375116,6.77,NA,NA,NA,0.1758379758,0.8,0.6239613612660417
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/04,6.45,0.324375116,1,6.774375116,6.77,NA,NA,NA,0.0774999999999994,0.8,0.7396373097047106
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/06,6.44,0.33437511600000003,1,6.774375116,6.77,NA,NA,NA,0.19399999999999917,0.8,0.7378011835390175
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/09,6.2,0.574375116,1,6.774375116,6.78,NA,NA,NA,0.3179999999999994,0.8,0.6937341555623817
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/11,6.49,0.284375116,1,6.774375116,6.78,NA,NA,NA,0.12000000000000002,0.8,0.7488179405331765
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/13,6.47,0.304375116,1,6.774375116,6.77,NA,NA,NA,0.1620000000000005,0.8,0.7451456882017902
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/20,6.73,0.316687558,1,7.046687558,7.04,NA,NA,NA,0.14249999999999943,0.9,0.8498048796462997
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/23,6.43,0.616687558,1,7.046687558,7.4,NA,NA,NA,0.3620000000000003,0.9,0.7855404638470391
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/25,6.41,0.636687558,1,7.046687558,7.05,NA,NA,NA,0.7882580780000003,0.9,0.8479687534806066
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/27,6.683,0.363687558,1,7.046687558,7.0755,NA,NA,NA,0.1984,0.9,0.8338305820047691
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,11/30,7.17,-0.123312442,1,7.046687558,7.17,NA,NA,NA,0.19919999999999993,0.9,0.9279320479965434
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,12/02,7.31,-0.263312442,1,7.046687558,7.31,NA,NA,NA,0.27482903900000033,0.9,0.9709892065820479
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,12/04,7.25,-0.203312442,1,7.046687558,7.25,NA,NA,NA,0.4748290389999996,0.9,0.9856782159075932
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,12/07,7.22,6.920735376,1,6.774375116,7.22,NA,NA,NA,0.8,0.9,1.0191530804163549
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,12/09,7.25,-0.203312442,1,6.774375116,7.25,NA,NA,NA,0.3119999999999997,0.9,1.069153080416355
2970.3,2970,popenoi,Control,46,7.319,4.34387558,2.72312442,12/14,7.3555,-0.308812442,1,7.046687558,7.3555,NA,NA,NA,0.40949999999999953,0.9,0.9567018605047799
2970.4,2970,popenoi,Drought,53,6.781,4.013182916,2.515817084,11/11,5.54,-0.268490251,1,5.271509749,5.27,NA,NA,NA,0.014000000000000068,0.4,0.5226203020330553
2970.4,2970,popenoi,Drought,53,6.781,4.013182916,2.515817084,11/16,5.33,-0.310071959,1,5.019928041,5.33,NA,NA,NA,0.0399999999999999,0.3,0.4490855441698719
2970.4,2970,popenoi,Drought,53,6.781,4.013182916,2.515817084,11/18,5.28,-0.260071959,1,5.019928041,5.28,NA,NA,NA,0.01666666666666662,0.3,0.4133118782017145
2970.4,2970,popenoi,Drought,53,6.781,4.013182916,2.515817084,11/23,5.12,-0.100071959,1,5.019928041,5.12,NA,NA,NA,0.01400000000000011,0.3,0.36362623102371794
2970.4,2970,popenoi,Drought,53,6.781,4.013182916,2.515817084,11/25,5.06,-0.040071959,1,5.019928041,5.06,NA,NA,NA,3.95516952522712e-16,0.3,0.3278525650555604
2970.4,2970,popenoi,Drought,53,6.781,4.013182916,2.515817084,11/27,5.041,-0.021071959,1,5.019928041,5.041,NA,NA,NA,0.01124999999999932,0.3,0.31215190054731357
2970.4,2970,popenoi,Drought,53,6.781,4.013182916,2.515817084,12/02,4.93,0.089928041,1,5.019928041,4.93,NA,NA,NA,0.04815000000000007,0.3,0.28015434376468373
2970.4,2970,popenoi,Drought,53,6.781,4.013182916,2.515817084,12/04,4.88,-0.111653668,1,4.768346332,4.88,NA,NA,NA,0.01814999999999982,0.2,0.25431780735137094
2970.4,2970,popenoi,Drought,53,6.781,4.013182916,2.515817084,12/14,4.9,0.119928041,1,5.019928041,5.019928041,NA,NA,NA,0.07666666666666562,0.3,0.276165190672503
