ID,trt,ID Order,genotype,species,block,year,harvest_date,pd_mpa,pd_pot,md_mpa,md_pot,figure,pd_pot_als,sm_wet_top,sm_wet_bot,sm_dry_top,sm_dry_bot,GWC_top,GWC_bottom,stem_diam,canopy_biomass,dry_root_bag,bag_tare,root_biomass,root_g,exud_time,exud,exud_flow,exud_gg,exud_ro,exud_s,exp,parameter,epson_file,mask_imagej,brown_imagej,perc_white
T52.8,Control,128,T52,aestivalis,4,2020,12/17/2020,,7,,10.9,T52-8_D_ALS,6.6,10.0641,12.5622,,,0.288,0.361,,59.8,35.89650,12.7141,23.1824,23.1824,,,,,,,,,T52-8_C_B4_R1_20201230_16213908.tif,5.565,4.464,0.1978436658
T52.8,Control,128,T52,aestivalis,4,2020,12/17/2020,,7,,10.9,T52-8_D_ALS,6.6,10.0641,12.5622,,,0.288,0.361,,59.8,35.89650,12.7141,23.1824,,,,,,,,,,T52-8_C_B4_R2_20201230_16242988.tif,3.236,2.397,0.2592707046
T52.9,Control,129,T52,aestivalis,5,2020,12/18/2020,,6.3,,12,,,,,,,0.261,0.416,6.10,45.6,42.87090,12.7141,30.1568,30.1568,,,,,,,,,,,,
TX6704.1,Drought,61,TX6704,monticola,5,2020,12/11/2020,,,,,,,,,,,,,2.22,9.4,14.29420,,,,,,,,,,,,,,,
TX6704.10,Control,70,TX6704,monticola,1,2020,12/18/2020,,,,,,12,,,,,,,5.45,42.9,14.62340,,,,,,,,,,,,,,,
TX6704.2,Drought,62,TX6704,monticola,5,2020,12/17/2020,,,,,,11,9.3361,10.1293,,,0.137,0.120,4.60,11.1,15.42450,,,,,,,,,,,,,,,
TX6704.3,Drought,63,TX6704,monticola,4,2020,12/15/2020,,,,,,12,10.9822,11.4495,,,0.195,0.243,4.93,31.1,14.50270,,,,,,,,,,,,,,,
TX6704.4,Drought,64,TX6704,monticola,2,2020,12/18/2020,,,,,,,,,,,0.074,0.195,3.97,6.4,15.42360,,,,,,,,,,,,,,,
TX6704.5,Drought,65,TX6704,monticola,5,2020,12/16/2020,,,,,,11.1,10.2025,10.6549,,,0.228,0.078,3.81,24.7,16.86780,,,,,,,,,,,,,,,
TX6704.6,Control,66,TX6704,monticola,3,2020,12/11/2020,,,,,,8.8,,,,,0.337,0.710,6.21,60,14.96860,,,,,,,,,,,,,,,
TX6704.7,Control,67,TX6704,monticola,1,2020,12/17/2020,,,,,,7.7,12.7773,14.2503,,,,,7.31,85.9,,12.7141,,,,,,,,,,,,,,
TX6704.8,Control,68,TX6704,monticola,4,2020,12/16/2020,,,,,,7.78,,,,,,,7.06,71.8,20.50080,,,,,,,,,,,,,,,
TX6704.9,Control,69,TX6704,monticola,3,2020,12/15/2020,,,,,,5.92,12.1901,12.1635,,,,,6.49,33.5,14.14970,,,,,,,,,,,,,,,
TXNM0821.1,Drought,141,TXNM0821,riparia,4,2020,12/17/2020,,5.3,,8.4,,,10.0710,10.6804,,,,,4.53,15.9,23.26670,12.7141,10.5526,10.5526,,,,,,,,,TXNM-1_C_B2_R1_20201230_14510707.tif,1.776,1.273,0.2832207207
TXNM0821.10,Control,150,TXNM0821,riparia,1,2020,12/11/2020,,4.9,,7.3,,11.03,,,,,0.551,0.691,5.82,41.9,16.87290,7.1611,9.7118,9.7118,143,0.02611,0.0001825874126,0.002688470518,,,,,TXNM0821-10_C_20201212_15591299.tif_mask_R1.tif,1.082,0.859,0.2060998152
TXNM0821.10,Control,150,TXNM0821,riparia,1,2020,12/11/2020,,4.9,,7.3,,11.03,,,,,0.551,0.691,5.82,41.9,16.87290,7.1611,9.7118,9.7118,143,0.02611,0.0001825874126,0.002688470518,,,,,TXNM0821-10_C_20201212_15591299.tif_mask_R2.tif,1.147,0.869,0.2423714037
TXNM0821.10,Control,150,TXNM0821,riparia,1,2020,12/11/2020,,4.9,,7.3,,11.03,,,,,0.551,0.691,5.82,41.9,16.87290,7.1611,9.7118,9.7118,143,0.02611,0.0001825874126,0.002688470518,,,,,TXNM0821-10_C_20201212_15591299.tif_mask_R3.tif,1.507,1.057,0.298606503
TXNM0821.2,Drought,142,TXNM0821,riparia,3,2020,12/16/2020,,8.3,,11,TXNM-2_D_01_10x_BF01,7.6,10.5516,10.6036,,,0.272,0.187,4.20,23,17.66292,7.1611,10.5019,10.5019,,,,,,,,,TXNM-2_D_3_R3_20201222_13423298.tif,1.456,1.204,0.1730769231
TXNM0821.2,Drought,142,TXNM0821,riparia,3,2020,12/16/2020,,8.3,,11,TXNM-2_D_01_10x_BF01,7.6,10.5516,10.6036,,,0.272,0.187,4.20,23,17.66292,7.1611,10.5019,10.5019,,,,,,,,,TXNM-2_D_3_R2_20201222_13381937.tif,2.725,2.365,0.1321100917
TXNM0821.2,Drought,142,TXNM0821,riparia,3,2020,12/16/2020,,8.3,,11,TXNM-2_D_01_10x_BF01,7.6,10.5516,10.6036,,,0.272,0.187,4.20,23,17.66292,7.1611,10.5019,10.5019,,,,,,,,,TXNM-2_D_3_R1_20201222_13350136.tif,0.214,0.141,0.3411214953
TXNM0821.3,Drought,143,TXNM0821,riparia,2,2020,12/15/2020,,6.3,,13,,6.8,10.9109,,,,0.137,0.165,5.57,16.7,15.71460,7.1611,8.5535,8.5535,,,,,,,,,TXNM-3_D_B4_R1_20201223_14495059_mask_R1.tif,0.214,0.141,0.3411214953
TXNM0821.3,Drought,143,TXNM0821,riparia,2,2020,12/15/2020,,6.3,,13,,6.8,10.9109,,,,0.137,0.165,5.57,16.7,15.71460,7.1611,8.5535,8.5535,,,,,,,,,TXNM-3_D_B4_R1_20201223_14495059_mask_R2.tif,1.065,0.824,0.2262910798
TXNM0821.3,Drought,143,TXNM0821,riparia,2,2020,12/15/2020,,6.3,,13,,6.8,10.9109,,,,0.137,0.165,5.57,16.7,15.71460,7.1611,8.5535,8.5535,,,,,,,,,TXNM-3_D_B4_R2_20201223_14523631_mask.tif,1.576,1.094,0.3058375635
TXNM0821.3,Drought,143,TXNM0821,riparia,2,2020,12/15/2020,,6.3,,13,,6.8,10.9109,,,,0.137,0.165,5.57,16.7,15.71460,7.1611,8.5535,8.5535,,,,,,,,,TXNM-3_D_B4_R3_20201223_14562703_mask_R1.tif,0.586,0.461,0.2133105802
TXNM0821.3,Drought,143,TXNM0821,riparia,2,2020,12/15/2020,,6.3,,13,,6.8,10.9109,,,,0.137,0.165,5.57,16.7,15.71460,7.1611,8.5535,8.5535,,,,,,,,,TXNM-3_D_B4_R3_20201223_14562703_mask_R2.tif,0.31,0.234,0.2451612903
TXNM0821.4,Drought,144,TXNM0821,riparia,1,2020,12/11/2020,,4.1,0.494,4.94,,7,,,,,0.177,0.384,,16.1,16.47250,7.1611,9.3114,9.3114,155,0.07947,0.0005127096774,0.00853466121,,,,,TXNM-4B_D_20201214_15135441.tif,1.533,1.312,0.1441617743
TXNM0821.4,Drought,144,TXNM0821,riparia,1,2020,12/11/2020,,4.1,0.581,5.81,,7,,,,,0.177,0.384,,16.1,16.47250,7.1611,9.3114,9.3114,155,0.07947,0.0005127096774,0.00853466121,,,,,TXNM-4C_D_20201214_15164311_mask_R1,0.283,0.225,0.2049469965
TXNM0821.4,Drought,144,TXNM0821,riparia,1,2020,12/11/2020,,4.1,0.581,5.81,,7,,,,,0.177,0.384,,16.1,16.47250,7.1611,9.3114,9.3114,155,0.07947,0.0005127096774,0.00853466121,,,,,TXNM-4C_D_20201214_15164311_mask_R2,0.535,0.485,0.09345794393
TXNM0821.5,Control,145,TXNM0821,riparia,4,2020,12/17/2020,,6.4,,9.1,TXNM-5_C_ALS,8.6,10.2723,12.3862,,,0.378,0.466,5.94,52.9,20.58784,7.1611,13.4268,13.4268,,,,,,,,,TXNM-5_C_B4_R1_20201223_13141894_mask,1.796,1.2,0.3318485523
TXNM0821.5,Control,145,TXNM0821,riparia,4,2020,12/17/2020,,6.4,,9.1,TXNM-5_C_ALS,8.6,10.2723,12.3862,,,0.378,0.466,5.94,52.9,20.58784,7.1611,13.4268,13.4268,,,,,,,,,TXNM-5_C_B4_R2_20201223_13190748_mask,1.728,1.51,0.1261574074
TXNM0821.5,Control,145,TXNM0821,riparia,4,2020,12/17/2020,,6.4,,9.1,TXNM-5_C_ALS,8.6,10.2723,12.3862,,,0.378,0.466,5.94,52.9,20.58784,7.1611,13.4268,13.4268,,,,,,,,,TXNM-5_C_B4_R3_20201223_13253439_mask,0.955,0.73,0.2356020942
TXNM0821.5,Control,145,TXNM0821,riparia,4,2020,12/17/2020,,6.4,,9.1,TXNM-5_C_ALS,8.6,10.2723,12.3862,,,0.378,0.466,5.94,52.9,20.58784,7.1611,13.4268,13.4268,,,,,,,,,TXNM-5_C_B4_R4_20201223_13284368_mask,2.664,2.089,0.2158408408
TXNM0821.6,Control,146,TXNM0821,riparia,5,2020,12/18/2020,,11.5,,14.4,TXNM-6_C_01_10X_BF,,,,,,0.387,0.552,5.51,45.9,19.80078,7.1611,12.6397,12.6397,,,,,,,,,,,,
TXNM0821.7,Control,147,TXNM0821,riparia,2,2020,12/15/2020,,7.3,,8.2,,8.6,8.7448,10.9926,,,0.607,0.542,5.32,52.8,30.90660,12.7141,18.1925,18.1925,,,,,,,,,,,,
TXNM0821.8,Drought,148,TXNM0821,riparia,4,2020,12/17/2020,,4.7,0.544,5.44,,9.1,9.2135,9.9653,,,,,5.74,24.8,27.42661,12.7141,14.7125,14.7125,,,,,,,,,,,,
TXNM0821.9,Control,149,TXNM0821,riparia,3,2020,12/16/2020,,6.3,,8.7,TXNM-8_D_ALS,9.43,,,,,0.533,0.611,5.88,56.8,26.93248,7.1611,19.7714,,83,0.13754,0.001657108434,0.00695650532,,,,,TXNM-9_C_3_R2_20201222_13141495.tif,2.08,1.665,0.1995192308
TXNM0821.9,Control,149,TXNM0821,riparia,3,2020,12/16/2020,,6.3,,8.7,TXNM-8_D_ALS,9.43,,,,,0.533,0.611,5.88,56.8,26.93248,7.1611,19.7714,,83,0.13754,0.001657108434,0.00695650532,,,,,TXNM-9_C_3_R3_20201222_13192129.tif,1.547,1.148,0.257918552
TXNM0821.9,Control,149,TXNM0821,riparia,3,2020,12/16/2020,,6.3,,8.7,TXNM-8_D_ALS,9.43,,,,,0.533,0.611,5.88,56.8,26.93248,7.1611,19.7714,19.7714,83,0.13754,0.001657108434,0.00695650532,,,,,TXNM-9_C_3_R1_20201222_13101001.tif,1.125,0.834,0.2586666667
UT12-075.1,Drought,252,UT12-075,girdiana,3,2020,12/15/2020,,7.1,,12.5,,,,,,,0.327,0.084,5.67,6.7,15.79270,,,,,,,,,,,,,,,
UT12-075.10,Control,261,UT12-075,girdiana,2,2020,,,,,11.8,,,,,,,,,NA,,,,,,,,,,,,,,,,,
UT12-075.2,Drought,253,UT12-075,girdiana,1,2020,,,,,,,,,,,,0.234,0.318,NA,,,,,,,,,,,,,,,,,
UT12-075.3,Drought,254,UT12-075,girdiana,3,2020,12/16/2020,,7.8,,11.5,,,10.9366,11.7672,,,0.154,0.206,4.22,1.2,10.89540,,,,248,0.3571,0.001439919355,,,,,,,,,
UT12-075.4,Drought,255,UT12-075,girdiana,5,2020,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,
UT12-075.5,Drought,256,UT12-075,girdiana,4,2020,12/17/2020,,,,,,,9.7715,9.0453,,,0.162,0.077,6.38,14,23.57500,,,,,,,,,,,,,,,
UT12-075.6,Control,257,UT12-075,girdiana,1,2020,12/11/2020,,4.6,0.851,8.51,,,,,,,0.491,0.652,6.98,30.1,19.36350,,,,173,0.33366,0.00192867052,,,,,,,,,
UT12-075.7,Control,258,UT12-075,girdiana,5,2020,12/18/2020,,,,,,,,,,,0.279,0.331,5.00,15,12.85600,,,,,,,,,,,,,,,
UT12-075.8,Control,259,UT12-075,girdiana,3,2020,12/16/2020,,9.7,,12.1,,,9.5477,11.9344,,,0.434,0.549,8.19,38.7,20.80590,,,,136,0.54416,0.004001176471,,,,,,,,,
UT12-075.9,Control,260,UT12-075,girdiana,4,2020,12/17/2020,,,,,,,10.6994,11.5103,,,,,6.98,35.8,19.91570,,,,,,,,,,,,,,,
V37-96.3,Control,153,V37-96,labrusca,2,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V37-96.4,Drought,154,V37-96,labrusca,4,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V37-96.5,Drought,155,V37-96,labrusca,3,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V37-96.7,Control,157,V37-96,labrusca,3,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V37-96.9,Control,159,V37-96,labrusca,4,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V57-96.1,Drought,212,V57-96,vulpina,5,2020,12/18/2020,,6.6,,12.4,,,,,,,0.067,0.307,4.60,3.7,22.93346,12.7141,10.2194,10.2194,,,,,,,,,,,,
V57-96.10,Control,221,V57-96,vulpina,1,2020,12/11/2020,,8.4,,13.6,V57-10_C_01_10X_BF,,,,,,0.398,0.696,,14.7,17.47900,7.1611,10.3179,10.3179,93,0.05278,0.0005675268817,0.005115361349,,,,,V56-10A_C_20201214_14214529.tif,0.749,0.537,0.2830440587
V57-96.10,Control,221,V57-96,vulpina,1,2020,12/11/2020,,8.4,,13.6,V57-10_C_01_10X_BF,,,,,,0.398,0.696,,14.7,17.47900,7.1611,10.3179,,93,0.05278,0.0005675268817,0.005115361349,,,,,V56-10A_C_20201214_14214529.tif,0.397,0.268,0.3249370277
V57-96.10,Control,221,V57-96,vulpina,1,2020,12/11/2020,,8.4,,13.6,V57-10_C_01_10X_BF,,,,,,0.398,0.696,,14.7,17.47900,7.1611,10.3179,,93,0.05278,0.0005675268817,0.005115361349,,,,,V56-10B_C_20201214_14244812.tif,1.357,0.791,0.4170965365
V57-96.2,Drought,213,V57-96,vulpina,2,2020,12/15/2020,,9.5,,11.4,,,,10.6215,,,0.189,0.166,3.55,4.8,26.70277,12.7141,13.9887,13.9887,,,,,,,,,,,,
V57-96.3,Drought,214,V57-96,vulpina,4,2020,12/17/2020,,9.6,,13.8,,,8.5984,10.3458,,,,,3.83,4.1,35.63181,12.7141,22.9177,22.9177,,,,,,,,,,,,
V57-96.4,Drought,215,V57-96,vulpina,3,2020,12/16/2020,,7.1,,6.3,V57-4_D_02_5x_BF,,10.4719,11.3253,,,0.204,0.180,4.82,17,38.39200,12.7141,25.6779,,,,,,,,,,V57-4_D_B3_R2_20201219_18341639.tif,1.444,1.09,0.2451523546
V57-96.4,Drought,215,V57-96,vulpina,3,2020,12/16/2020,,7.1,,6.3,V57-4_D_02_5x_BF,,10.4719,11.3253,,,0.204,0.180,4.82,17,38.39200,12.7141,25.6779,,,,,,,,,,V57-4_D_B3_R2_20201219_18341639.tif,1.442,1.075,0.2545076283
V57-96.4,Drought,215,V57-96,vulpina,3,2020,12/16/2020,,7.1,,6.3,V57-4_D_02_5x_BF,,10.4719,11.3253,,,0.204,0.180,4.82,17,38.39200,12.7141,25.6779,25.6779,,,,,,,,,V57-4_D_B3_R1_20201219_18294358.tif,3.796,2.784,0.2665964173
V57-96.4,Drought,215,V57-96,vulpina,3,2020,12/16/2020,,7.1,,6.3,V57-4_D_02_5x_BF,,10.4719,11.3253,,,0.204,0.180,4.82,17,38.39200,12.7141,25.6779,,,,,,,,,,V57-4_D_B3_R2_20201219_18341639.tif,2.457,1.572,0.3601953602
V57-96.5,Drought,216,V57-96,vulpina,1,2020,12/11/2020,,10.1,,14.7,,,,,,,,,5.67,6,25.08396,12.7141,12.3699,,,,,,,,,,V57-5_D_B1_R3_20201230_15392079.tif,1.163,0.878,0.2450558899
V57-96.5,Drought,216,V57-96,vulpina,1,2020,12/11/2020,,10.1,,14.7,,,,,,,,,5.67,6,25.08396,12.7141,12.3699,,,,,,,,,,V57-5_D_B1_R2_20201230_15335875.tif,2.302,1.715,0.254995656
V57-96.5,Drought,216,V57-96,vulpina,1,2020,12/11/2020,,10.1,,14.7,,,,,,,,,5.67,6,25.08396,12.7141,12.3699,12.3699,,,,,,,,,V57-5_D_B1_R1_20201230_15253702.tif,1.355,0.938,0.3077490775
V57-96.6,Control,217,V57-96,vulpina,2,2020,12/15/2020,,7.3,,9.3,,,,,,,0.496,0.717,5.25,31.8,25.23620,7.1611,18.0751,,,,,,,,,,V57-6_C_B2_R3_20201219_18123290.tif,3.078,2.258,0.2664067576
V57-96.6,Control,217,V57-96,vulpina,2,2020,12/15/2020,,7.3,,9.3,,,,,,,0.496,0.717,5.25,31.8,25.23620,7.1611,18.0751,18.0751,,,,,,,,,V57-6_C_B2_R1_20201219_18043150.tif,2.329,1.312,0.4366680979
V57-96.6,Control,217,V57-96,vulpina,2,2020,12/15/2020,,7.3,,9.3,,,,,,,0.496,0.717,5.25,31.8,25.23620,7.1611,18.0751,,,,,,,,,,V57-6_C_B2_R2_20201219_18075771.tif,3.119,1.66,0.467778134
V57-96.7,Control,218,V57-96,vulpina,5,2020,12/18/2020,,7.2,,12.3,,,,,,,0.387,0.404,4.48,23.7,27.75458,7.1611,20.5935,,,,,,,,,,V57-7_C_B5_R5_20201223_15370584.tif,3.287,2.285,0.3048372376
V57-96.7,Control,218,V57-96,vulpina,5,2020,12/18/2020,,7.2,,12.3,,,,,,,0.387,0.404,4.48,23.7,27.75458,7.1611,20.5935,,,,,,,,,,V57-7_C_B5_R2_20201223_15281248.tif,4.004,2.602,0.3501498501
V57-96.7,Control,218,V57-96,vulpina,5,2020,12/18/2020,,7.2,,12.3,,,,,,,0.387,0.404,4.48,23.7,27.75458,7.1611,20.5935,,,,,,,,,,V57-7_C_B5_R4_20201223_15344435.tif,1.658,1.069,0.3552472859
V57-96.7,Control,218,V57-96,vulpina,5,2020,12/18/2020,,7.2,,12.3,,,,,,,0.387,0.404,4.48,23.7,27.75458,7.1611,20.5935,20.5935,,,,,,,,,V57-7_C_B5_R1_20201223_15232462.tif,2.391,1.496,0.374320368
V57-96.7,Control,218,V57-96,vulpina,5,2020,12/18/2020,,7.2,,12.3,,,,,,,0.387,0.404,4.48,23.7,27.75458,7.1611,20.5935,,,,,,,,,,V57-7_C_B5_R3_20201223_15312345.tif,1.292,0.79,0.3885448916
V57-96.8,Control,219,V57-96,vulpina,3,2020,12/16/2020,,9.3,,18.7,,,,,,,0.516,0.653,5.30,30.4,30.94910,7.1611,23.7880,,,,,,,,,,V57-8_C_B3_R3-B_20201219_19162553.tif,2.687,1.708,0.3643468552
V57-96.8,Control,219,V57-96,vulpina,3,2020,12/16/2020,,9.3,,18.7,,,,,,,0.516,0.653,5.30,30.4,30.94910,7.1611,23.7880,,,,,,,,,,V57-8_C_B3_R3-A_20201219_19144494.tif,1.49,0.933,0.3738255034
V57-96.8,Control,219,V57-96,vulpina,3,2020,12/16/2020,,9.3,,18.7,,,,,,,0.516,0.653,5.30,30.4,30.94910,7.1611,23.7880,,,,,,,,,,V57-8_C_B3_R3_20201219_19123094.tif,5.737,3.576,0.3766777061
V57-96.8,Control,219,V57-96,vulpina,3,2020,12/16/2020,,9.3,,18.7,,,,,,,0.516,0.653,5.30,30.4,30.94910,7.1611,23.7880,,,,,,,,,,V57-8_C_B3_R2_20201219_19081653.tif,2.244,1.34,0.4028520499
V57-96.8,Control,219,V57-96,vulpina,3,2020,12/16/2020,,9.3,,18.7,,,,,,,0.516,0.653,5.30,30.4,30.94910,7.1611,23.7880,,,,,,,,,,V57-8_C_B3_R3-C_20201219_19181350.tif,2.651,1.507,0.4315352697
V57-96.8,Control,219,V57-96,vulpina,3,2020,12/16/2020,,9.3,,18.7,,,,,,,0.516,0.653,5.30,30.4,30.94910,7.1611,23.7880,23.7880,,,,,,,,,V57-8_C_B3_R1_20201219_19012095.tif,3.557,1.998,0.4382906944
V57-96.9,Control,220,V57-96,vulpina,4,2020,12/17/2020,,5.3,,9.1,,,12.7166,12.1897,,,,,3.54,11.4,21.37942,7.1611,14.2184,,,,,,,,,,V57-9_D_B4_R2_20201223_12585486.tif,3.994,3.154,0.2103154732
V57-96.9,Control,220,V57-96,vulpina,4,2020,12/17/2020,,5.3,,9.1,,,12.7166,12.1897,,,,,3.54,11.4,21.37942,7.1611,14.2184,14.2184,,,,,,,,,V57-9_D_B4_R1_20201223_12522218.tif,3.525,2.767,0.215035461
V57-96.9,Control,220,V57-96,vulpina,4,2020,12/17/2020,,5.3,,9.1,,,12.7166,12.1897,,,,,3.54,11.4,21.37942,7.1611,14.2184,,,,,,,,,,V57-9_D_B4_R3_20201223_13010736.tif,3.545,2.41,0.3201692525
V57-96.9,Control,220,V57-96,vulpina,4,2020,12/17/2020,,5.3,,9.1,,,12.7166,12.1897,,,,,3.54,11.4,21.37942,7.1611,14.2184,,,,,,,,,,V57-9_D_B4_R4_20201223_13053584.tif,1.074,0.624,0.4189944134
V60-96.1,Drought,11,V60-96,vulpina,2,2020,12/15/2020,,9.8,,12,,,10.7062,,,,0.115,0.536,,1.10,17.64969,12.7141,4.9356,4.9356,,,,,,,,,,,,
V60-96.10,Control,20,V60-96,vulpina,5,2020,12/18/2020,,11.3,,15.5,,10.1,,,,,0.398,0.696,4.77,33.20,17.13360,12.7141,4.4195,,,,,,,,,,,,,
V60-96.2,Drought,12,V60-96,vulpina,3,2020,12/16/2020,,7.6,,10.8,,5.27,9.3464,10.8369,,,0.165,0.319,3.83,2.30,10.73260,7.1611,3.5715,,69,0.07304,0.001058550725,,,,,,,,,
V60-96.3,Drought,13,V60-96,vulpina,1,2020,12/11/2020,,6.4,,13.2,,10.8,,,,,,,3.47,7.50,10.81510,7.1611,3.6540,,,,,,,,,,,,,
V60-96.4,Drought,14,V60-96,vulpina,4,2020,12/18/2020,,9.3,,13.7,,14.5,,,,,0.103,0.100,3.47,10.50,21.20290,12.7141,8.4888,,,,,,,,,,,,,
V60-96.5,Drought,15,V60-96,vulpina,5,2020,12/18/2020,,9.7,,14.9,V60-5_D_ALS,10.5,,,,,0.099,0.103,3.00,2.40,12.38680,7.1611,5.2257,,,,,,,,,,,,,
V60-96.6,Control,16,V60-96,vulpina,3,2020,12/16/2020,,4.4,0.555,5.55,V60-6_C_ALS,11.9,15.6057,16.0516,,,0.453,0.556,4.33,25.10,12.09810,7.1611,4.9370,,79,0.16655,0.002108227848,,,,,,,,,
V60-96.7,Control,17,V60-96,vulpina,2,2020,12/15/2020,,9.1,,12.9,,8.4,12.1952,12.3187,,,0.507,0.192,,41.60,18.70454,12.7141,5.9905,5.9905,,,,,,,,,,,,
V60-96.8,Control,18,V60-96,vulpina,1,2020,12/11/2020,,4.8,,10,,5.34,,,,,,,3.73,15.40,9.47320,7.1611,2.3121,,103,0.82188,0.007979417476,,,,,,,,,
V60-96.9,Control,19,V60-96,vulpina,4,2020,12/17/2020,,7.3,,14.4,,,12.8329,14.9334,,,,,4.66,46.00,17.56490,12.7141,4.8508,,,,,,,,,,,,,
Vru42.1,Drought,171,Vru42,rupestris ,1,2020,12/11/2020,,8.8,,16.5,Vru-1_D_ALS,11.3,,,,,,,5.21,14.4,24.56330,7.1611,17.4022,,,,,,,,,,VRU-1_D_R2_20201212_16570169,1.542,1.213,0.2133592737
Vru42.1,Drought,171,Vru42,rupestris ,1,2020,12/11/2020,,8.8,,16.5,Vru-1_D_ALS,11.3,,,,,,,5.21,14.4,24.56330,7.1611,17.4022,17.4022,,,,,,,,,VRU-1_D_R1_20201212_16542857,4.238,2.961,0.301321378
Vru42.1,Drought,171,Vru42,rupestris ,1,2020,12/11/2020,,8.8,,16.5,Vru-1_D_ALS,11.3,,,,,,,5.21,14.4,24.56330,7.1611,17.4022,,,,,,,,,,VRU-1_D_R2_20201212_16570169,0.853,0.473,0.4454865182
Vru42.10,Control,180,Vru42,rupestris ,1,2020,12/11/2020,,6.8,,12,,8.42,,,,,0.506,0.564,6.11,45,29.19820,7.1611,22.0371,22.0371,111,0.41843,0.00376963964,0.01898748968,,,,,VRU-10B_C_20201212_16250314.tif,2.203,1.7,0.2283250113
Vru42.2,Drought,172,Vru42,rupestris ,3,2020,12/16/2020,,5.7,,8.5,,10.6,,,,,0.219,0.074,4.40,12.8,24.27270,7.1611,17.1116,,148,0.06303,0.0004258783784,0.003683457217,,,,,VRU-2_D_3_R2_20201220_15155717.tif,1.815,1.169,0.355922865
Vru42.2,Drought,172,Vru42,rupestris ,3,2020,12/16/2020,,5.7,,8.5,,10.6,,,,,0.219,0.074,4.40,12.8,24.27270,7.1611,17.1116,17.1116,148,0.06303,0.0004258783784,0.003683457217,,,,,VRU-2_D_3_R1_20201220_15132389.tif,2.04,1.307,0.3593137255
Vru42.2,Drought,172,Vru42,rupestris ,3,2020,12/16/2020,,5.7,,8.5,,10.6,,,,,0.219,0.074,4.40,12.8,24.27270,7.1611,17.1116,,148,0.06303,0.0004258783784,0.003683457217,,,,,VRU-2_D_3_R3_20201220_15200277.tif,0.306,0.163,0.4673202614
Vru42.2,Drought,172,Vru42,rupestris ,3,2020,12/16/2020,,5.7,,8.5,,10.6,,,,,0.219,0.074,4.40,12.8,24.27270,7.1611,17.1116,,148,0.06303,0.0004258783784,0.003683457217,,,,,VRU-2_D_3_R3_20201220_15200277.tif,0.17,0.082,0.5176470588
Vru42.2,Drought,172,Vru42,rupestris ,3,2020,12/16/2020,,5.7,,8.5,,10.6,,,,,0.219,0.074,4.40,12.8,24.27270,7.1611,17.1116,,148,0.06303,0.0004258783784,0.003683457217,,,,,VRU-2_D_3_R2_20201220_15155717.tif,0.52,0.244,0.5307692308
Vru42.3,Drought,173,Vru42,rupestris ,4,2020,12/17/2020,,10.8,,14.1,,10.5,9.6712,9.6113,,,0.181,0.126,5.26,18.8,29.42104,12.7141,16.7070,16.7070,,,,,,,,,,,,
Vru42.4,Drought,174,Vru42,rupestris ,5,2020,12/18/2020,,8.9,,14,,,,,,,0.097,0.087,4.78,9.8,,,,,,,,,,,,,Vru-4_D_B5_R1_20210111_12415612.tif,1.958,1.472,0.2482124617
Vru42.4,Drought,174,Vru42,rupestris ,5,2020,12/18/2020,,8.9,,14,,,,,,,0.097,0.087,4.78,9.8,,,,,,,,,,,,,Vru-4_D_B5_R2_20210111_12445285.tif,3.972,2.86,0.279959718
Vru42.4,Drought,174,Vru42,rupestris ,5,2020,12/18/2020,,8.9,,14,,,,,,,0.097,0.087,4.78,9.8,,,,,,,,,,,,,Vru-4_D_B5_R3_20210111_12483125.tif,3.849,2.404,0.3754221876
Vru42.5,Drought,175,Vru42,rupestris ,2,2020,12/15/2020,,6.8,,10.7,VRU-5_D_06_10X_BF01,10.6,10.8426,11.6887,,,0.357,0.089,4.17,13.2,23.22340,7.1611,16.0623,16.0623,,,,,,,,,,,,
Vru42.6,Control,176,Vru42,rupestris ,2,2020,12/15/2020,,5.1,,18,,7.8,9.5528,,,,0.376,0.488,8.03,13.2,26.30824,7.1611,19.1472,19.1472,,,,,,,,,,,,
Vru42.6,Control,176,Vru42,rupestris ,2,2020,12/15/2020,,5.1,,18,,7.8,9.5528,,,,0.376,0.488,8.03,13.2,26.30824,7.1611,19.1472,,,,,,,,,,VRU-6_C_2_R1_20201220_15284145.tif,1.807,0.997,0.4482567792
Vru42.6,Control,176,Vru42,rupestris ,2,2020,12/15/2020,,5.1,,18,,7.8,9.5528,,,,0.376,0.488,8.03,13.2,26.30824,7.1611,19.1472,,,,,,,,,,VRU-6_C_2_R3_20201220_15371867.tif,1.671,0.9,0.4614003591
Vru42.6,Control,176,Vru42,rupestris ,2,2020,12/15/2020,,5.1,,18,,7.8,9.5528,,,,0.376,0.488,8.03,72.7,26.30824,7.1611,19.1472,,,,,,,,,,VRU-6_C_2_R2_20201220_15342187.tif,0.785,0.37,0.5286624204
