"","Date","Code_Date","Genotype","rep","A","Ci","E","CO2_s","gsw_6800","Pa","Qin","RHcham","Tleaf","Fo","Fm","Fv/Fm","Adark","Fs","Fm'","6800_licor_id","ID","Treatment","Time","Rep"
"1","10.26","b42-24.6_10.26","b42-24","_6","14.843029129766162","262.01247821425682","9.8599716776682448E-3","377.71499999999997",0.259190395196803,"101.989166666667","1299.9873333333301","26.29785569894068","34.609463333333302",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",899.898230769231,1405.94,"68C-811897|68H-711887","b42-24.6","Control","14:45:46",1
"2","10.26","2214.4.4_10.26","2214.4","_4","8.1184868746077754","236.60274482600192","5.0506271525043687E-3","387.90809999999999",0.104240037413892,"101.9706","1299.9576666666701","16.716969714254017","35.767116666666702",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",633.79004,822.17,"68C-811897|68H-711887","2214.4.4","Drought","14:48:26",1
"3","10.26","b42-24.3_10.26","b42-24","_3","14.429080096002183","264.65610657407348","3.6581888739821962E-3","381.33963333333298",0.221654742635375,"101.885366666667","1300.0153333333301","69.843975942240462","35.127070000000003",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1263.274,1838.29,"68C-812148|68H-982138","b42-24.3","Drought","14:51:28",2
"4","10.26","Haines.7_10.26","Haines","_7","12.594563773337487","259.20340328114025","8.5374494020614405E-3","380.97861290322601",0.208094245250638,"101.96990322580599","1300.0093548387099","23.528038636473916","34.935825806451597",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",853.88488,1234.68,"68C-811897|68H-711887","Haines.7","Control","14:51:37",1
"5","10.26","Haines2.10_10.26","Haines2","_10","14.651280578345496","25.68202450500501","1.2151601677767496E-3","381.88333333333298",0.0676496936545556,"101.885133333333","1300.00033333333","67.862309209926309","35.068919999999999",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",908.09712,1296.2,"68C-812148|68H-982138","Haines2.10.","Control","14:54:23",1
"6","10.26","V37-96.3_10.26","V37-96","_3","10.501845976634611","287.55478732640211","9.416154424201675E-3","383.06066666666698",0.237527196849097,"101.960766666667","1299.99933333333","25.032166846373755","34.861903333333302",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",837.59628,1078.58,"68C-811897|68H-711887","V37-96.3","Drought","14:54:28",1
"7","10.26","588155.01.1_10.26","588155.01","_1","10.402099616290865","224.01741188698557","5.8029103473982539E-3","384.8356",0.123463092274437,"101.96339999999999","1300.1086666666699","17.782084658139986","35.5916766666667",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1073.2548,1445.72,"68C-811897|68H-711887","588155.01.1","Drought","14:56:44",1
"8","10.26","b42-24.3_10.26","b42-24","_3","12.378945713188706","254.64231772533498","7.8998508699725436E-3","381.52776666666699",0.193603161634537,"101.96486666666701","1300.00966666667","21.902749846327623","34.573606666666699",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",798.96456,1188.94,"68C-811897|68H-711887","b42-24.3","Drought","14:58:58",1
"9","10.26","2214.4.9_10.26","2214.4","_9","9.0466979549838999","242.31736937312505","5.8211307690278465E-3","386.44296666666702",0.123129967072292,"101.961666666667","1299.99866666667","17.685829092165292","35.677509999999998",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",806.0084,1056.2,"68C-811897|68H-711887","2214.4.9","Control","15:01:00",1
"10","10.26","b42-34.1_10.26","b42-34","_1","14.474303458697683","209.13638861363495","2.4509989934571211E-3","381.574322580645",0.14428266383449,"101.881548387097","1300.00225806452","70.280855120436343","35.615180645161303",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",954.07168,1429.26,"68C-812148|68H-982138","b42-34.1","Drought","15:02:27",1
"11","10.26","588155.01.10_10.26","588155.01","_10","8.4011453634714002","235.68603725190005","4.9886774722653878E-3","387.59577419354798",0.106652985812194,"101.952967741935","1300.01548387097","15.941898671843733","35.173909677419402",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",837.78444,1203.26,"68C-811897|68H-711887","588155.01.10.","Control","15:04:04",1
"12","10.26","9031.7_10.26","9031","_7","11.850198246110942","261.06364394747038","8.3418257450935986E-3","381.949677419355",0.198454081249534,"101.95154838709701","1299.96903225806","22.563838454747746","35.128300000000003",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",908.383807692308,1269.05,"68C-811897|68H-711887","9031.7","Control","15:06:38",1
"13","10.26","TX6704.9_10.26","TX6704","_9","18.569763912166064","265.08794841798544","5.1515921648110849E-3","375.500333333333",0.307419123161165,"101.89060000000001","1299.971","68.333594438400837","35.445259999999998",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1045.45307692308,1629.3,"68C-812148|68H-982138","TX6704.9","Control","15:07:25",1
"14","10.26","Vru42.5_10.26","Vru42","_5","8.9324068735831581","268.65325785442053","7.1033325259103972E-3","385.98973333333299",0.157377588837038,"101.95610000000001","1300.0073333333301","20.083288655724864","35.554543333333299",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",650.80588,908.82,"68C-811897|68H-711887","Vru42.5","Drought","15:08:25",1
"15","10.26","NY1.5_10.26","NY1","_5","13.055484187882479","268.94982793287778","9.7098405082606445E-3","379.90896774193601",0.242757313646848,"101.962483870968","1299.9783870967699","25.203271417227413","35.081254838709697",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",755.393,1130.45,"68C-811897|68H-711887","NY1.5","Drought","15:10:06",1
"16","10.26","SC2.9_10.26","SC2","_9","13.541402201435549","276.18286053507626","4.1746603898218113E-3","381.81570967741902",0.234390731612797,"101.889032258065","1299.9583870967699","67.333563920684284","35.579129032258102",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",910.804538461539,1174.05,"68C-812148|68H-982138","SC2.9","Control","15:10:32",1
"17","10.26","9025.5_10.26","9025","_5","11.048660427007473","272.12894457887103","8.356419963180305E-3","382.88925806451601",0.205697272881392,"101.968580645161","1299.9996774193601","22.622466240565011","34.692300000000003",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",875.8455,1276.89,"68C-811897|68H-711887","9025.5","Drought","15:12:07",1
"18","10.26","1149.3_10.26","1149","_3","10.954156240747501","207.35649139255122","1.8462996657534101E-3","386.01625806451602",0.104736832859783,"101.883741935484","1299.9696774193501","69.416751136021929","35.876296774193499",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1584.8724,1953.14,"68C-812148|68H-982138","1149.3","Drought","15:12:58",1
"19","10.26","CC12.8_10.26","CC12","_8","14.451451401872413","240.88923591556784","8.7074929722911892E-3","378.69316129032302",0.205667388609,"101.965451612903","1299.9819354838701","23.155087323161553","35.360535483870997",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",763.687846153846,1234.06,"68C-811897|68H-711887","CC12.8","Control","15:14:07",1
"20","10.26","Vru42.6_10.26","Vru42","_6","15.140800794958635","253.55341037400026","3.2694169990655016E-3","380.35170967741902",0.211030134469388,"101.874935483871","1300.0025806451599","71.542023129754185","35.733009677419403",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",871.60944,1211.79,"68C-812148|68H-982138","Vru42.6","Control","15:15:36",1
"21","10.26","b42-34.9_10.26","b42-34","_9","11.443371237335882","274.24240785107253","9.0036514721613566E-3","382.13658064516102",0.221073418534485,"101.939096774194","1299.9835483871","23.627783260012386","34.9936193548387",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",744.93316,998.23,"68C-811897|68H-711887","b42-34.9","Control","15:17:14",1
"22","10.26","9035.7_10.26","9035","_7","7.7478617114157835","273.69219009013511","6.2730417987352308E-3","387.77238709677403",0.140873811685119,"101.934387096774","1299.9774193548401","18.203908641912655","35.0107419354839",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",971.890576923077,1196.36,"68C-811897|68H-711887","9035.7","Control","15:19:53",1
"23","10.26","TXNM0821.7_10.26","TXNM0821","_7","4.4350220202427897","235.89192626417284","1.0274607140737396E-3","394.19945161290298",0.0484701067055579,"101.86199999999999","1300.0025806451599","64.920510106499947","36.304519354838703",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",751.83468,903.32,"68C-812148|68H-982138","TXNM0821.7","Control","15:21:21",1
"24","10.26","TXNM0821.3_10.26","TXNM0821","_3","8.0002744180472334","252.62375455806963","5.7824049394514581E-3","387.71499999999997",0.11890478820143,"101.929612903226","1299.9896774193501","17.016671782526796","36.0329129032258",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",657.580769230769,909.26,"68C-811897|68H-711887","TXNM0821.3","Drought","15:22:00",1
"25","10.26","9018.3_10.26","9018","_3","12.630077461642523","268.30587330706038","3.4750740406875717E-3","383.20979999999997",0.197705476409547,"101.854633333333","1299.98866666667","69.42163652108745","36.188623333333297",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1133.87,1493.29,"68C-812148|68H-982138","9018.3","Drought","15:23:02",1
"26","10.26","V60-96.7_10.26","V60-96","_7","4.4451819677632622","269.43573167776975","4.1363603984962867E-3","392.70856666666702",0.076394403245057,"101.929466666667","1299.97133333333","13.544006062778028","36.957686666666703",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",600.2604,747.21,"68C-811897|68H-711887","V60-96.7","Control","15:24:01",1
"27","10.26","Haines2.2_10.26","Haines2","_2","12.019514502846357","268.88629703171705","9.8758321419285915E-3","381.07167741935501",0.225021542549356,"101.933838709677","1299.99548387097","23.91395861162043","36.299493548387098",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",756.765,1090.36,"68C-811897|68H-711887","Haines2.2","Drought","15:26:08",1
"28","10.26","ANU65.10_10.26","ANU65","_10","6.2523679232663776","199.93627618981682","1.1555439870346179E-3","391.95038709677402",0.0554376207929811,"101.863838709677","1299.98225806452","64.997384969070922","36.264864516129002",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",672.148115384615,797.29,"68C-812148|68H-982138","ANU65.10.","Control","15:26:49",1
"29","10.26","T48.6_10.26","T48","_6","23.656714056896543","281.15567349168595","5.9074977622323114E-3","369.01293548387099",0.503225128041827,"101.86187096774199","1300.0083870967701","74.14930379320009","35.5210419354839",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1142.37461538462,1870.91,"68C-812148|68H-982138","T48.6","Control","15:28:44",1
"30","10.26","b40-14.6_10.26","b40-14","_6","11.477049825586642","264.73246654242064","9.1550722477011792E-3","382.12287096774202",0.20318791800215,"101.943741935484","1299.9983870967701","22.808478117163169","36.368306451612902",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",649.82564,977.11,"68C-811897|68H-711887","b40-14.6","Control","15:29:37",1
"31","10.26","NY1.9_10.26","NY1","_9","12.439370154911273","211.50927736433923","2.3281603573605714E-3","383.99829999999997",0.124243877555431,"101.861","1299.9926666666699","66.287248757864361","35.971683333333303",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",808.548807692308,1073.34,"68C-812148|68H-982138","NY1.9","Control","15:30:43",1
"32","10.26","CC12.3_10.26","CC12","_3","10.095276244230531","240.09993152185771","2.3924249720624399E-3","386.77761290322599",0.120590104223619,"101.85667741935499","1299.98129032258","65.641185229647348","36.197993548387103",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",965.242038461539,1135.45,"68C-812148|68H-982138","CC12.3","Drought","15:32:26",1
"33","10.26","T48.2_10.26","T48","_2","17.364136755944909","264.34394217892986","1.200486473991532E-2","373.79719999999998",0.325970256453417,"101.934","1300.02733333333","28.211644025465571","35.113593333333299",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",894.76396,1479.44,"68C-811897|68H-711887","T48.2","Drought","15:33:00",1
"34","10.26","C56-94.3_10.26","C56-94","_3","8.5341293771101014","255.24247074718221","5.8202950077984195E-3","387.06558064516099",0.128878184299173,"101.926290322581","1299.99870967742","16.913006563939302","35.106080645161299",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",803.372307692308,1121.75,"68C-811897|68H-711887","C56-94.3","Drought","15:34:33",1
"35","10.26","V57-96.2_10.26","V57-96","_2","8.828258149064796","232.0251695923177","2.0788671233606497E-3","388.44349999999997",0.0984311315655688,"101.8579","1299.9683333333301","63.737256652076283","36.301183333333299",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1203.082,1423,"68C-812148|68H-982138","V57-96.2","Drought","15:34:40",1
"36","10.26","25189.01.2_10.26","25189.01","_2","12.609999028263974","231.79306829382577","2.9818746966548243E-3","383.50174193548401",0.146006831866377,"101.855516129032","1299.98451612903","64.531860215636698","36.309977419354801",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",970.1458,1298.2,"68C-812148|68H-982138","25189.01.2","Drought","15:37:17",1
"37","10.26","1149.8_10.26","1149","_8","14.688030404577557","287.2031293647758","1.2496096374418718E-2","376.74250000000001",0.355725317306171,"101.92870000000001","1299.9949999999999","30.157753253645943","34.956499999999998",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",787.045538461538,1180.91,"68C-811897|68H-711887","1149.8","Control","15:39:33",1
"38","10.26","V57-96.6_10.26","V57-96","_6","14.967308378581411","266.65677903422613","4.256564681868788E-3","380.102225806452",0.239342662998569,"101.859258064516","1299.9719354838701","66.240716375315117","35.913812903225804",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1092.87807692308,1544.26,"68C-812148|68H-982138","V57-96.6","Control","15:39:38",1
"39","10.26","25189.01.9_10.26","25189.01","_9","11.87331483058963","246.19852605109526","7.7516337848373565E-3","382.20832258064502",0.172992063648596,"101.931258064516","1300.0225806451599","21.315096496036215","35.925312903225802",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",712.539807692308,1095.44,"68C-811897|68H-711887","25189.01.9","Control","15:41:21",1
"40","10.26","Haines2.9_10.26","Haines2","_9","15.364457465094308","291.72849930834064","5.5709905014018233E-3","379.01453333333302",0.332696027842655,"101.852033333333","1300.01166666667","67.659314923977405","36.061813333333298",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1203.5752,1621.56,"68C-812148|68H-982138","Haines2.9","Control","15:42:52",1
"41","10.26","UT12-075.10_10.26","UT12-075","_10","5.4645853853208468","281.20879378557811","5.4833550106918889E-3","390.86964516129001",0.108468943605034,"101.940387096774","1300.0035483871","17.097554282112341","36.6766516129032",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",619.237076923077,750.23,"68C-811897|68H-711887","UT12-075.10.","Control","15:42:54",1
"42","10.26","UT12-075.1_10.26","UT12-075","_1","6.5494158608115667","217.02618512764369","3.7695794903214535E-3","390.38245161290303",0.0718325757830836,"101.933387096774","1299.9719354838701","13.793555210567618","36.537525806451598",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",560.70092,757.42,"68C-811897|68H-711887","UT12-075.1","Drought","15:44:47",1
"43","10.26","V60-96.1_10.26","V60-96","_1","9.4124703878592317","185.25472345356303","1.8960310570989194E-3","387.831032258064",0.0796378737097242,"101.85835483871","1299.9925806451599","60.253022367650033","36.588438709677398",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1163.9272,1543.07,"68C-812148|68H-982138","V60-96.1","Drought","15:45:06",1
"44","10.26","OCK1-SO2.8_10.26","OCK1-SO2","_8","7.1380334737329001","217.41902212321477","1.7882440555787166E-3","390.56686666666701",0.0718014391545144,"101.85576666666699","1299.971","59.796468559464969","36.812649999999998",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",1130.33615384615,1302.1,"68C-812148|68H-982138","OCK1-SO2.8","Control","15:47:02",1
"45","10.26","9018.8_10.26","9018","_8","7.0720424056824189","248.90559894823284","5.2112625269191675E-3","389.08822580645199",0.101311129046803,"101.938806451613","1300.01870967742","16.157227841167799","36.757983870967699",715.476923076923,3262.08,0.780668492778558,"-0.57774747981622299",582.957923076923,856.9,"68C-811897|68H-711887","9018.8","Control","15:49:31",1
