ID,Genotype,Species,Treatment,Block,11.9.lwp,11.9.lwp.area,11.10.lwp,11.10.lwp.area,11.11.pd,11.11.lwp,11.11.lwp.area,11.12.pd,11.13.pd,11.16.lwp,11.16.lwp.area,11.17.lwp,11.17.lwp.area,11.18.als.pd,12.1.pd,12.1.lwp,12.1.lwp.area,12.2.pd,12.2.lwp,12.2.lwp.area,12.3.pd,12.11.pd,12.11.pd.area,12.11.swp,12.11.swp.area,12.11.lwp,12.11.lwp.area,12.15.pd,12.15.pd.area,12.15.swp,12.15.swp.area,12.15.lwp,12.15.lwp.area,12.16.pd,12.16.pd.area,12.16.swp,12.16.swp.area,12.16.lwp,12.16.lwp.area,12.17.pd,12.17.pd.area,12.17.swp,12.17.swp.area,12.17.lwp,12.18.pd,12.18.pd.area,12.18.swp,12.18.swp.area,12.18.lwp,12.18.lwp.area
T48.6,T48,mustangensis,Control,2,,,10.2,81.09805556,9.4,,,,,11.1,96.29986111,,,9.2,8.6,13.5,99.19736111,,,,,,,,,,,6.2,86.07256944,12,63.89354167,12.6,94.50506944,,,,,,,,,,,,,,,,,
T52.1,T52,aestivalis,Drought,2,,,8.4,59.03555556,,,,,6.7,8.4,59.85166667,,,6.1,6.4,12,70.29430556,,,,,,,,,9.5,MISSING,5.1,71.27826389,18,60.92993056,9.5,50.43138889,,,,,,,,,,,,,,,,,
T52.6,T52,aestivalis,Control,2,,,12,47.10444444,8.9,,,,,12.6,42.52909722,,,6.5,6.8,13.5,71.40847222,,,,,,,,,,,6.4,52.84909722,9,52.97451389,8.5,73.95520833,,,,,,,,,,,,,,,,,
TX6704.3,TX6704,monticola,Drought,2,,,12.1,39.73583333,10,,,,,13,37.74486111,,,12,9.1,17,39.56972222,,,,,,,,,15,MISSING,9.1,37.96347222,12.9,33.51409722,15,29.96604167,,,,,,,,,,,,,,,,,
TX6704.9,TX6704,monticola,Control,2,,,12.7,41.15861111,8.3,,,,,13.9,38.47569444,,,5.92,8.3,15,34.85569444,,,,,,,,,11.5,MISSING,8.7,37.29958333,9.1,62.92631944,11.5,28.77736111,,,,,,,,,,,,,,,,,
TXNM0821.3,TXNM0821,riparia,Drought,2,,,9.1,53.83472222,7.9,,,,,10,50.38444444,,,6.8,6.4,13,60.51208333,,,,,,,,,,,6.2,50.24611111,10,54.73027778,,61.13180556,,,,,,,,,,,,,,,,,
TXNM0821.7,TXNM0821,riparia,Control,2,,,10.4,64.2225,6.4,,,,,8.2,61.72638889,,,8.6,7.1,11,128.230625,,,,,,,,,,,5.2,120.0670833,11.1,40.02958333,7.5,98.01569444,,,,,,,,,,,,,,,,,
UT12-075.1,UT12-075,girdiana,Drought,2,,,8.7,40.67138889,9.8,,,,,,,,,,,13.5,33.11333333,9.4,,,,,,,,,,6.9,44.01638889,11.8,30.945,12,40.44256944,,,,,,,,,,,,,,,,,
UT12-075.10,UT12-075,girdiana,Control,2,,,8.4,50.03666667,6.6,,,,,7.2,54.33819444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V37-96.3,V37-96,labrusca,Control,2,,,,not enough leaves,,,,,,,not enough leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V57-96.2,V57-96,vulpina,Drought,2,,,,not enough leaves,10,,,,,12.5,25.10708333,,,,9.3,11.5,42.54527778,,,,,,,,,11,MISSING,7.7,46.13340278,14,26.65916667,11,36.09194444,,,,,,,,,,,,,,,,,
V57-96.6,V57-96,vulpina,Control,2,,,11.8,41.86472222,13.6,,,,,13,45.42819444,,,,8.8,15,MISSING,,,,,,,,,12,MISSING,5.9,90.36291667,9.8,67.00951389,12,85.61902778,,,,,,,,,,,,,,,,,
V60-96.1,V60-96,vulpina,Drought,2,,,,not enough leaves,NOT ENOUGH LEAVES,,,,,,not enough,,,,,11.5,49.64895833,,,,,,,,,11.5,MISSING,7.8,22.4475,11.9,14.89868056,11.5,26.24534722,,,,,,,,,,,,,,,,,
V60-96.7,V60-96,vulpina,Control,2,,,,not enough leaves,,,,,,9,19.70048611,,,8.4,7.5,10.5,78.66208333,,,,,,,,,,,4.7,99.79951389,10.5,MISSING,8.4,111.1334722,,,,,,,,,,,,,,,,,
Vru42.5,Vru42,rupestris,Drought,2,,,16.4,34.10833333,9.2,,,,,11,33.80770833,,,10.6,8.4,12,40.19444444,,,,,,,,,,,8.3,33.64340278,12.9,23.6775,17.6,27.160625,,,,,,,,,,,,,,,,,
Vru42.6,Vru42,rupestris,Control,2,,,12.3,MISSING,11,,,,,18.5,33.92819444,,,7.8,8,14.5,39.23298611,,,,,,,,,5.457,MISSING,6.3,32.79,13,21.35694444,13.6,24.83,,,,,,,,,,,,,,,,,
1149.2,1149,treleasei,Drought,3,,,10.7,66.39305556,,,,10.2,,10.6,44.01694444,,,11.8,,15.1,42.30958333,,,,12,,,,,,,,,,,,,8,34.41340278,16.8,60.44375,18.3,43.49458333,,,,,,,,,,,
1149.7,1149,treleasei,Control,3,,,10,55.3075,,,,9,,,,11.1,54.48777778,10.9,,,not enough leaves,,10.4,61.97576389,,,,,,,,,,,,,,7.8,46.70638889,11.5,67.88458333,14,54.97534722,,,,,,,,,,,
2214.4.1,2214.4,bloodworthiana,Drought,3,,,11.5,32.72944444,,,,10.3,,11.9,30.85569444,,,,8.5,11.9,MISSING,,,,,,,,,,,,,,,,,I broke the petiole,38.85111111,11.3,33.55902778,19.5,41.71722222,,,,,,,,,,,
2214.4.6,2214.4,bloodworthiana,Control,3,,,13.1,58.35277778,,,,7.2,,,,11.3,51.51055556,,,,not enough leaves,4.5,9.1,66.09923611,,,,,,,,,,,,,,6.6,60.86916667,10.9,43.05631944,13.5,42.55923611,,,,,,,,,,,
255189.01.5,255189.01,riparia,Drought,3,,,15,61.29222222,,,,8.2,,7.7,80.36972222,,,,5.8,12.5,90.67284722,,,,,,,,,,,,,,,,,8.1,63.43416667,11.6,58.45027778,14.5,39.45034722,,,,,,,,,,,
255189.01.8,255189.01,riparia,Control,3,,,12.5,56.35222222,,,,7.6,,13.6,66.39256944,,,,6.5,12.5,131.2088194,,,,,,,,,,,,,,,,,7,101.00125,8.1,77.14006944,11.5,63.82868056,,,,,,,,,,,
2970.3,2970,popenoi,Control,3,,,9.1,14.80444444,,,,6.2,,,,8,14.46333333,,,,not enough leaves,6.3,8.5,46.13701389,,,,,,,,,,,,,,6.3,48.350625,8.7,40.69222222,10,42.08708333,,,,,,,,,,,
588155.01.2,588155.01,palmata,Drought,3,,,12,24.70444444,,,,14.4,8.9,,,,not enough leaves,,,,not enough leaves,10.5,16.4,18.97013889,11,,,,,,,,,,,,,9.9,26.54236111,11.5,28.32166667,15,22.28520833,,,,,,,,,,,
588155.01.9,588155.01,palmata,Control,3,,,17.3,24.25944444,,,,13.9,,12.2,25.37055556,,,,8.9,10.1,20.68270833,,,,,,,,,,,,,,,,,9.5,25.509375,8,33.76083333,12.5,35.32104167,,,,,,,,,,,
9018.10,9018,acerifolia,Control,3,,,11.6,55.03861111,,,,8,,10.3,61.45875,,,9,7.8,11.4,49.22215278,,,,,,,,,,,,,,,,,6,68.86006944,11.2,41.97506944,14.3,60.17694444,,,,,,,,,,,
9018.4,9018,acerifolia,Drought,3,,,13.6,51.08444444,,,,8.2,,7.4,45.71479167,,,9,7.8,9.5,43.63069444,,,,,,,,,,,,,,,,,9.5,44.23993056,11.7,38.99868056,14.9,38.78645833,,,,,,,,,,,
9025.4,9025,cinerea,Drought,3,,,10.5,29.23694444,,,,13.3,,11.1,21.27013889,,,,12,10.5,42.860625,,,,,,,,,,,,,,,,,6.6,51.39708333,9.3,56.56048611,13.4,28.90256944,,,,,,,,,,,
9025.9,9025,cinerea,Control,3,,,Not enough leaves,not enough leaves,,,,,,,not enough leaves,,,,6.3,10.1,97.55083333,,,,,,,,,,,,,,,,,6.5,148.0786806,7.9,53.98388889,7,64.94868056,,,,,,,,,,,
9031.2,9031,berlandieri,Drought,3,,,14,14.48277778,,,,12.8,,,,15.3,82.76569444,,,,not enough leaves,11.4,12.5,122.7320139,,,,,,,,,,,,,,5,57.53423611,12.4,48.209375,15.6,40.46673611,,,,,,,,,,,
9031.9,9031,berlandieri,Control,3,,,13.5,54.63361111,,,,13.9,,,,10.1,74.39743056,,,,not enough leaves,9.1,12.5,65.32256944,,,,,,,,,,,,,,8.1,66.0625,I broke the petiole,50.40680556,16.2,42.55381944,,,,,,,,,,,
9035.1,9035,berlandieri,Drought,3,,,10.5,26.39888889,,,,8.4,,,,10,132.1266667,,,,not enough leaves,6.9,16.2,73.83138889,,,,,,,,,,,,,,7.6,98.43180556,10.8,88.54458333,15.5,129.8151389,,,,,,,,,,,
9035.8,9035,berlandieri,Control,3,,,11,96.77777778,,,,9.1,,10.1,80.34319444,,,,6.7,9.4,MISSING,,,,,,,,,,,,,,,,,8,86.90375,6.7,56.25263889,10.8,86.94041667,,,,,,,,,,,
ANU65.1,ANU65,arizonica,Drought,3,,,13,60.02388889,,,,8.5,,9.2,57.18180556,,,,6.5,12.2,47.59541667,,,,,,,,,,,,,,,,,10,46.80361111,13.3,43.57888889,15.6,48.104375,,,,,,,,,,,
ANU65.10,ANU65,arizonica,Control,3,,,11.3,45.22194444,,,,11.4,,9.7,39.44048611,,,,5.8,10.4,30.43395833,,,,,,,,,,,,,,,,,6,82.06027778,7,68.315625,12.7,52.34743056,,,,,,,,,,,
b40-14.3,b40-14,arizonica,Drought,3,,,13.4,37.44277778,,,,,,11,46.81013889,,,14.1,9,13.7,MISSING,,,,,,,,,,,,,,,,,I broke the petiole,I broke the petiole,ripped petiole,ripped petiole,14,41.358125,,,,,,,,,,,
b40-14.9,b40-14,arizonica,Control,3,,,12.9,MISSING,,,,12.3,,13.3,39.57618056,,,10,8.8,11.1,MISSING,,,,,,,,,,,,,,,,,6.5,28.82472222,5.6,41.04576389,14.9,37.88159722,,,,,,,,,,,
b42-24.10,b42-24,peninsularis,Control,3,,,10.5,44.36361111,,,,,,9,48.96145833,,,,,10.5,57.36194444,,,,,,,,,,,,,,,,,7.5,44.19277778,7.4,24.57840278,11,46.62861111,,,,,,,,,,,
b42-24.5,b42-24,peninsularis,Drought,3,,,11,48.36444444,,,,7.9,,11.6,29.84256944,,,,9.3,13.6,16.09930556,,,,,,,,,,,,,,,,,9.5,43.71736111,14.8,46.59020833,11.5,33.98222222,,,,,,,,,,,
b42-34.10,b42-34,cinerea,Control,3,,,12.1,8.789722222,,,,9.3,8.6,11.1,30.40395833,,,11.5,10,13.1,24.91930556,,,,,,,,,,,,,,,,,11,34.84652778,11.5,41.22638889,6,40.41527778,,,,,,,,,,,
b42-34.5,b42-34,cinerea,Drought,3,,,11.5,52.17583333,,,,12.6,,,,15.3,44.78027778,12.4,,,not enough leaves,9.5,15.5,47.77784722,,,,,,,,,,,,,,9.7,44.25076389,12.1,38.71847222,19,44.41715278,,,,,,,,,,,
C56-94.1,C56-94,rotundifolia var. munsoniana,Drought,3,,,10.4,56.70805556,,,,9.4,,,,11.3,52.90680556,,,,not enough leaves,10.9,11.4,49.3775,,,,,,,,,,,,,,9.1,40.61638889,11.7,38.59180556,12.5,35.13375,,,,,,,,,,,
C56-94.8,C56-94,rotundifolia var. munsoniana,Control,3,,,11,41.25333333,,,,8.5,,,,9.2,55.20222222,,,,not enough leaves,6.2,9.1,67.73159722,,,,,,,,,,,,,,6.1,59.37805556,8.9,48.34076389,13.5,32.459375,,,,,,,,,,,
CC12.2,CC12,californica,Drought,3,,,9,54.15083333,,,,7.3,,,,11.4,57.25638889,,,,not enough leaves,5.6,14.4,73.749375,,,,,,,,,,,,,,6.6,64.723125,12.8,43.18215278,12.9,43.80715278,,,,,,,,,,,
CC12.6,CC12,californica,Control,3,,,11.5,96.76638889,,,,4,,10.2,99.85326389,,,,5.7,10.5,113.1303472,,,,,,,,,,,,,,,,,7.5,64.51194444,10.3,58.81569444,10.9,76.52826389,,,,,,,,,,,
Haines2.5,Hanes2,shuttleworthii,Drought,3,,,10,44.66916667,,,,,7.1,8.4,75.96194444,,,,6.2,9.5,MISSING,,,,,,,,,,,,,,,,,8,77.08444444,11.2,61.76069444,15,48.08402778,,,,,,,,,,,
Haines2.6,Hanes2,shuttleworthii,Control,3,,,10.2,75.44111111,,,,8.1,,,,14.1,99.89277778,,,,not enough leaves,6.9,7.8,130.4560417,,,,,,,,,,,,,,4.8,165.9430556,6.5,141.8902778,12.6,61.04847222,,,,,,,,,,,
Haines2.8,Hanes2,shuttleworthii,Control,3,,,10,56.8225,,,,7.8,,,,12,123.9861806,,,,not enough leaves,5.6,8.2,151.4497222,,,,,,,,,,,,,,4.6,83.48131944, ,51.44111111,12,65.92166667,,,,,,,,,,,
NY1.2,NY1,riparia,Drought,3,,,12,52.78055556,,,,8.8,,,,8.9,54.65625,9.1,,,not enough leaves,6.2,12.9,60.62541667,,,,,,,,,,,,,,8.3,60.57486111,11,50.07680556,13,56.05805556,,,,,,,,,,,
NY1.8,NY1,riparia,Control,3,,,12.2,66.74083333,,,,8.6,,,,14.9,61.22534722,11.05,,,not enough leaves,8.4,9.8,95.56534722,,,,,,,,,,,,,,6.3,95.18388889,12,58.045,10.5,85.02076389,,,,,,,,,,,
OCK1-S02.1,OCK1-S02,acerifolia,Drought,3,,,13,89.85027778,,,,6.6,,,,9.8,142.1256944,,,,not enough leaves,7,14.2,118.6770139,,,,,,,,,,,,,,7.4,108.6726389,,,15.7,94.31340278,,,,,,,,,,,
OCK1-S02.6,OCK1-S02,acerifolia,Control,3,,,11.2,127.3947222,,,,7.9,,,,8.6,155.6103472,,,,not enough leaves,6.3,11.3,123.9139583,,,,,,,,,,,,,,4.4,91.02041667,9.2,84.70326389,11.9,62.10638889,,,,,,,,,,,
SC2.4,SC2,girdiana,Drought,3,,,11.2,86.83361111,,,,8.3,,8.5,67.90520833,,,,6.9,13.5,76.04847222,,,,,,,,,,,,,,,,,8,MISSING,10.8,52.54416667,14.2,47.2125,,,,,,,,,,,
SC2.8,SC2,girdiana,Control,3,,,9,61.97944444,,,,7.4,,,,11.4,73.99826389,,,,not enough leaves,5.1,7.9,MISSING,,,,,,,,,,,,,,4.9,78.31333333,8.5,103.4915972,11.2,71.75736111,,,,,,,,,,,
T48.1,T48,mustangensis,Drought,3,,,10.7,45.37138889,,,,12.3,,,,11.3,55.48416667,,,,,7.1,14.1,54.37354167,,,,,,,,,,,,,,7.1,49.23986111,6.3,49.06354167,12,48.32583333,,,,,,,,,,,
T48.8,T48,mustangensis,Control,3,,,Not enough leaves,not enough leaves,,,,10.3,,,,,not enough leaves,,,,,4.5,9.2,76.46076389,,,,,,,,,,,,,,6.1,68.004375,6.3,43.19979167,10,84.13388889,,,,,,,,,,,
T52.10,T52,aestivalis,Control,3,,,10.1,68.55694444,,,,7.1,,,,9.2,94.51618056,5.9,,,,damagedpetiole,10.7,73.09506944,5,,,,,,,,,,,,,5.5,63.95388889,6.4,46.335625,11.5,54.18354167,,,,,,,,,,,
T52.4,T52,aestivalis,Drought,3,,,12.5,68.58583333,,,,8.4,,,,12.4,59.49354167,8.4,,,,9.9,12.1,67.18520833,,,,,,,,,,,,,,9.2,71.77458333,9.8,59.62069444,15.6,69.38486111,,,,,,,,,,,
TX6704.5,TX6704,monticola,Drought,3,,,14.6,58.43055556,,,,8.1,,10.5,56.18305556,,,11.1,,14.9,48.12027778,,,,,,,,,,,,,,,,,9.4,54.06097222,11.1,25.21652778,15.4,19.31243056,,,,,,,,,,,
TX6704.8,TX6704,monticola,Control,3,,,11.4,55.34555556,,,,7.7,,,,12.4,61.55027778,7.78,,,,8.4,15.4,56.59263889,,,,,,,,,,,,,,6.3,55.76020833,13.3,37.53805556,12.8,44.49027778,,,,,,,,,,,
TXNM0821.2,TXNM0821,riparia,Drought,3,,,11.6,95.31805556,,,,6.7,,8.2,81.04034722,,,7.6,,11.5,98.75326389,,,,,,,,,,,,,,,,,8,65.11416667,8.6,54.54930556,12,65.27694444,,,,,,,,,,,
TXNM0821.9,TXNM0821,riparia,Control,3,,,10,105.0425,,,,5.3,,,,8.4,96.01854167,9.43,,,,5.3,10.5,73.36569444,,,,,,,,,,,,,,3.9,85.65472222,6.2,38.71291667,11.5,73.085625,,,,,,,,,,,
UT12-075.3,UT12-075,girdiana,Drought,3,,,9.9,5.758888889,,,,,6.7,,,,not enough leaves,,,,,,10.1,56.19201389,,,,,,,,,,,,,,5.7,35.14048611,8.5,51.39340278,8,69.83395833,,,,,,,,,,,
UT12-075.8,UT12-075,girdiana,Control,3,,,12.1,64.74916667,,,,8.3,,9.1,69.07194444,,,,7,11.1,MISSING,,,,,,,,,,,,,,,,,6.5,64.75125,8.6,63.17180556,14.2,60.84888889,,,,,,,,,,,
V37-96.5,V37-96,labrusca,Drought,3,,,16.3,76.41944444,,,,15.1,,12,85.27520833,,,,,11.5,MISSING,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V37-96.7,V37-96,labrusca,Control,3,,,18,55.57222222,,,,16.9,11.5,10.6,63.06395833,,,,missing plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V57-96.4,V57-96,vulpina,Drought,3,,,15.5,53.3275,,,,10.3,,9.8,75.04590278,,,,8.8,13.9,67.08847222,,,,,,,,,,,,,,,,,6.5,46.84958333,13.3,50.87736111,14.4,37.40618056,,,,,,,,,,,
V57-96.8,V57-96,vulpina,Control,3,,,14.5,68.16666667,,,,11.5,,,,,not enough leaves,,,,,7.9,10.4,68.21534722,,,,,,,,,,,,,,7,71.51027778,9.7,92.24451389,14.5,69.93652778,,,,,,,,,,,
V60-96.2,V60-96,vulpina,Drought,3,,,Not enough leaves,Not enough leaves,,,,,,,not enough leaves,,not enough leaves,5.27,missing leaf,15.4,34.77736111,,,,8.6,,,,,,,,,,,,,8,26.24201389,10.6,22.52402778,13.5,18.29583333,,,,,,,,,,,
V60-96.6,V60-96,vulpina,Control,3,,,Not enough leaves,Not enough leaves,,,,9.1,,,,10.6,35.56048611,11.9,,,,7.4,10.2,74.99493056,,,,,,,,,,,,,,5.4,110.8589583,7.4,28.48291667,9.5,50.18833333,,,,,,,,,,,
Vru42.2,Vru42,rupestris,Drought,3,,,12.3,36.4,,,,14.4,,,,12.1,35.329375,10.6,,,,11,18.4,34.48708333,,,,,,,,,,,,,,9.3,28.59298611,18.7,30.50326389,15.5,17.69347222,,,,,,,,,,,
Vru42.8,Vru42,rupestris,Control,3,,,15,MISSING,,,,13.1,,11.9,31.48409722,,,,8.5,14.5,MISSING,,,,,,,,,,,,,,,,,7.5,61.48534722,10.1,42.36888889,14.6,32.62979167,,,,,,,,,,,
1149.1,1149,treleasei,Drought,4,,,,,,9,23.59888889,10,,,,11.6,61.05375,13.5,,,,redo,18.1,42.9475,10.5,,,,,,,,,,,,,,,,,,,11,60.72916667,14.6,49.96263889,13.5,,,,,,
1149.6,1149,treleasei,Control,4,,,,,,10,22.43222222,8,,,,8.7,74.25034722,4.48,,,,6.1,15.6,MISSING,,,,,,,,,,,,,,,,,,,,4.8,MISSING,13.9,53.08736111,15,,,,,,
2214.4.2,2214.4,bloodworthiana,Drought,4,,,,,,12,14.73611111,9,,,,8.4,44.96659722,,,,,7.1,13.5,34.84548611,,,,,,,,,,,,,,,,,,,,6.4,44.07409722,12.6,26.09125,15.5,,,,,,
2214.4.7,2214.4,bloodworthiana,Control,4,,,,,,10.5,14.50861111,9.5,,,,9.1,40.57673611,,,,,6.5,11.5,63.38638889,,,,,,,,,,,,,,,,,,,,7,82.674375,10.2,59.00430556,11.5,,,,,,
255189.01.4,255189.01,riparia,Drought,4,,,,,,7,14.32555556,6.8,,,,8.3,41.256875,,,,,8.9,15.5,MISSING,,,,,,,,,,,,,,,,,,,,7.6,45.19159722,11.7,40.699375,15.5,,,,,,
255189.01.6,255189.01,riparia,Control,4,,,,,,8,38.88305556,6.6,,,,8.5,109.2238194,,,,,6.2,12.4,63.10881944,,,,,,,,,,,,,,,,,,,,6.4,90.66361111,9.1,85.05694444,14,,,,,,
2970.6,2970,popenoi,Drought,4,,,,,,8.5,14.17138889,7.3,,,,7.2,34.03055556,,,,,9.8,14.5,29.44680556,,,,,,,,,,,,,,,,,,,,7.4,43.53548611,14.1,44.75916667,13.5,,,,,,
588155.01.5,588155.01,palmata,Drought,4,,,,,,10,12.42833333,12.9,,,,12.6,20.68319444,,,,,redo,20.3,MISSING,9,,,,,,,,,,,,,,,,,,,14,15.24909722,12,37.97430556,18,,,,,,
588155.01.6,588155.01,palmata,Control,4,,,,,,9.5,6.895555556,13.3,,,,9.7,18.14965278,,,,,redo,12.4,46.510625,7.1,,,,,,,,,,,,,,,,,,,7.1,MISSING,11.5,50.80805556,15,,,,,,
9018.1,9018,acerifolia,Drought,4,,,,,,9.5,17.58388889,8.9,,,,8.2,89.04451389,9.4,,,,7.9,12.7,45.90486111,,,,,,,,,,,,,,,,,,,,7.1,44.72916667,14.1,50.72944444,14,,,,,,
9018.9,9018,acerifolia,Control,4,,,,,,9,24.24166667,9.2,6.9,,,7.6,85.06381944,8.67,,,,,14.4,40.71638889,6,,,,,,,,,,,,,,,,,,,7,MISSING,9.1,61.21034722,12.5,,,,,,
9025.1,9025,cinerea,Drought,4,,,,,,8.5,11.6475,8,,,,10.3,35.34854167,,,,,8.9,16.9,42.39104167,,,,,,,,,,,,,,,,,,,,6.8,52.39409722,20.2,58.71472222,15,,,,,,
9025.7,9025,cinerea,Control,4,,,,,,9.5,12.04361111,10,,,,9.1,90.90743056,,,,,6.5,9.7,121.1772917,,,,,,,,,,,,,,,,,,,,6.5,138.731875,11.6,116.3758333,10,,,,,,
9031.1,9031,berlandieri,Drought,4,,,,,,11.6,19.43111111,12.6,,,,15.2,53.62611111,,,,,11.1,18.2,61.04465278,,,,,,,,,,,,,,,,,,,,11,51.13694444,14?,MISSING,20,,,,,,
9031.6,9031,berlandieri,Control,4,,,,,,10.9,12.07777778,11.2,,,,11.9,40.19784722,,,,,redo,13.6,36.31694444,,,,,,,,,,,,,,,,,,,,7.3,MISSING,14.4,43.99486111,15.5,,,,,,
9035.3,9035,berlandieri,Drought,4,,,,,,8.5,21.50055556,9.5,,,,9.8,69.19027778,,,,,8.5,14.8,74.51472222,,,,,,,,,,,,,,,,,,,,,,11.7,56.30152778,,7.5,57.43027778,13,85.59493056,13.5,54.57520833
9035.9,9035,berlandieri,Control,4,,,,,,7,25.49694444,9.5,,,,7.6,51.98625,,,,,4.9,12,124.5136111,,,,,,,,,,,,,,,,,,,,7,218.4269444,10.9,170.6364583,15,,,,,,
ANU65.4,ANU65,arizonica,Drought,4,,,,,,8.6,19.31861111,9.8,,,,9.1,65.45944444,,,,,8,14.2,18.51041667,,,,,,,,,,,,,,,,,,,,9.3,30.32298611,13.7,37.54631944,14.5,,,,,,
ANU65.6,ANU65,arizonica,Control,4,,,,,,7,20.97916667,10.6,,,,7.3,37.44326389,,,,,5.8,13.5,38.49263889,,,,,,,,,,,,,,,,,,,,4.5,47.19,12.1,54.64305556,13.5,,,,,,
b40-14.5,b40-14,arizonica,Drought,4,,,,,,7.5,16.37777778,9.4,,,,12.5,36.24138889,14.8,,,,10.5,18.9,40.17444444,,,,,,,,,,,,,,,,,,,,11.5,45.11263889,,,15,,,,,,
b40-14.7,b40-14,arizonica,Control,4,,,,,,8.5,15.66444444,9.3,,,,12.4,47.84597222,,,,,6,12.2,23.79444444,,,,,,,,,,,,,,,,,,,,5.3,MISSING,9.1,MISSING,14,,,,,,
b42-24.2,b42-24,peninsularis,Drought,4,,,,,,9.5,17.57944444,10.2,,,,10,62.63180556,,,,,9.9,16.5,22.95347222,,,,,,,,,,,,,,,,,,,,9.5,54.63,13.9,MISSING,17,,,,,,
b42-24.8,b42-24,peninsularis,Control,4,,,,,,6.5,15.79972222,10.6,,,,8.9,60.73805556,,,,,6.5,13.9,87.290625,,,,,,,,,,,,,,,,,,,,5.6,MISSING,9.7,52.07479167,13,,,,,,
b42-34.4,b42-34,cinerea,Drought,4,,,,,,12,19.22166667,12,,,,13.4,50.11354167,14.14,,,,11.5,16,MISSING,,,,,,,,,,,,,,,,,,,,10.3,40.74243056,,,,10.9,41.78444444,17.7,35.11347222,17,37.25333333
b42-34.7,b42-34,cinerea,Control,4,,,,,,11.5,12.79416667,11,,,,9.6,36.73291667,10.6,,,,7.9,11.7,34.86604167,,,,,,,,,,,,,,,,,,,,,39.113125,12.5,33.35270833,15.4,,,,,,
C56-94.10,C56-94,rotundifolia var. munsoniana,Control,4,,,,,,12,11.73083333,,7,,,8.7,59.86881944,,,,,redo,11.5,45.65819444,5.9,,,,,,,,,,,,,,,,,,,4.5,44.78291667,11.6,38.60833333,12.5,,,,,,
C56-94.2,C56-94,rotundifolia var. munsoniana,Drought,4,,,,,,10.5,15.31166667,11.5,,,,9.6,49.60520833,3.01,,,,6.5,14.6,41.91965278,,,,,,,,,,,,,,,,,,,,,,13.2,35.43069444,,7,39.89694444,10.5,34.57166667,10.5,33.40048611
CC12.4,CC12,californica,Drought,4,,,,,,9,31.99027778,8.2,,,,11.8,77.12826389,,,,,6.8,13.6,45.33479167,,,,,,,,,,,,,,,,,,,,10.8,81.51604167,16.2,62.28444444,15.5,,,,,,
CC12.7,CC12,californica,Control,4,,,,,,7,29.71555556,6.1,,,,9.2,54.22986111,,,,,4.5,10.8,50.59263889,,,,,,,,,,,,,,,,,,,,4.3,72.31375,11.1,71.26243056,9.5,,,,,,
Haines.3,Haines,shuttleworthii,Drought,4,,,,,,7,18.49638889,,7.5,,,7.6,48.35527778,,,,,3.2,12.5,33.42013889,,,,,,,,,,,,,,,,,,,,8.3,39.8175,11.6,34.75868056,12,,,,,,
Haines.8,Haines,shuttleworthii,Control,4,,,,,,8.5,25.61138889,11,,,,12.5,75.38020833,,,,,10.7,13,85.12930556,,,,,,,,,,,,,,,,,,,,8.5,78.50923611,7.7,63.980625,12,,,,,,
Haines2.4,Hanes2,shuttleworthii,Control,4,,,,,,7.1,29.09416667,9.6,,,,10.9,116.2454861,,,,,4.9,11.9,154.7643056,,,,,,,,,,,,,,,,,,,,6,MISSING,9.8,126.1305556,11.5,,,,,,
NY1.10,NY1,riparia,Control,4,,,,,,11.5,34.20027778,9.3,,,,14.1,89.38645833,7.5,,,,6,14.5,47.27972222,,,,,,,,,,,,,,,,,,,,8,100.2959028,9.3,40.37319444,13.5,,,,,,
NY1.4,NY1,riparia,Drought,4,,,,,,10,23.61555556,7.1,,,,10.2,72.65048611,,,,,8,16.7,69.75888889,,,,,,,,,,,,,,,,,,,,9,37.73243056,14.2,25.81340278,14,,,,,,
OCK1-S02.3,OCK1-S02,acerifolia,Drought,4,,,,,,7,34.00666667,,6.8,,,10.6,113.5608333,,,,,7.9,13.6,122.37375,,,,,,,,,,,,,,,,,,,,7,62.48006944,10.9,67.71597222,12.5,,,,,,
OCK1-S02.9,OCK1-S02,acerifolia,Control,4,,,,,,6.5,38.68833333,7,,,,8.7,57.24618056,,,,,6,11,98.18951389,,,,,,,,,,,,,,,,,,,,4.7,MISSING,9.6,62.67909722,13,,,,,,
SC2.1,SC2,girdiana,Control,4,,,,,,5.5,17.88916667,9.1,,,,6.4,67.62034722,,,,,4.9,12.5,MISSING,,,,,,,,,,,,,,,,,,,,6,MISSING,11.9,59.49875,10.5,,,,,,
T48.10,T48,mustangensis,Control,4,,,,,,9,17.81722222,10.6,,,,9.3,70.84069444,9.34,,,,5.9,14.5,87.20597222,,,,,,,,,,,,,,,,,,,,8,69.74916667,11.2,41.58680556,10,,,,,,
T48.3,T48,mustangensis,Drought,4,,,,,,10.5,25.03805556,9.9,,,,10.5,57.28333333,11.1,,,,9.6,11.7,59.034375,,,,,,,,,,,,,,,,,,,,7.8,MISSING,11.9,34.23340278,14.1,,,,,,
