,m`Pot (kg),Dry weight of soil (kg),m`H2O (kg),10/23 Pre Watering Weight (kg),10/23 SWC,10/26 Pre Watering Weight,10/26 SWC,mpot @ 80% SW,10/28 pre water weight,10/28 SWC,mpot @ 80% SW_1,10/30 pre water weight,10/30 SWC,mpot @ 80% SW_2,11/2 pre water weight,11/2 SWC,mpot @ 80% SW_3,11/4 pre water,11/4 SWC,mpot target weight (80% for control and 50% for treatment),11/6 pre water,11/6 SWC,mpot target,11/9 pre water,11/9 SWC,mpot target_1,11/11 pre water weight,11/11 SWC,11/11 target weights,11/13 pre water weight,11/13 SWC,11/13 target weight,11/16 pre water weight,11/16 SWC,11/16 target weight,11/18 pre water weight,11/18 SWC,11/18 target weight,11/20 pre water weight,11/20 SWC,11/20 target weight,11/23 pre water weight,11/23 SWC,11/23 target weight,11/25 pre water weight,11/25 SWC,11/25 target weight,11/27 pre water weight,11/27 SWC,11/27 target weight,11/30 pre water weight,11/30 SWC,11/30 target weight,12/2 pre water weight,12/2 SWC,12/2 target weight,12/4 pre water weight,12/4 SWC,12/4 target weight,12/7 pre water weight,12/7 SWC,12/7 target weight (corrected post experiment),12/9 pre water weight,12/9 SWC,12/9 Treatment rewater to 30%,12/11 pre-water weight,12/11 SWC,12/11 target weights,12/11 Pre-Dawn Bench 1 Pot Weights,midday pot weights,12/13 pre-water weight,12/13 SWC,12/13 target weight,Notes,12/14 pre-water weight,12/14 SWC,12/14 target weight,12/15 midday weight,12/15 Pre water weight,12/15 SWC,12/15 target weight,12/16 pre-water weight,12/16 SWC,12/16 target weight,12/16 Pre Dawn Pot Weights,12/16 midday weight,12/17 Pre Dawn Pot Weights,12/17 pre water weight,12/17 SWC,12/17 target weight,12/18 Pre Dawn Pot Weights,12/18 Mid Day weight,ID,Genotype,Species,Treatment
126,7.174,4.254748375,2.667251625,5.606,0.412128955,6.02,0.567344907,6.640549675,6.03,0.571094085,6.640549675,6.08,0.589839972,6.640549675,5.8575,0.506420771,6.640549675,6.19,0.631080926,6.640549675,6.19,0.631080926,6.640549675,5.87,0.511107243,6.640549675,6.17,0.623582571,6.640549675,6.16,0.619833393,6.640549675,NA,#VALUE!,6.640549675,6.88,0.889774179,6.907274838,6.13,0.60858586,6.907274838,5.76,0.46986629,6.907274838,6.33,0.683569412,6.907274838,6.1125,0.602024799,6.907274838,6.62,0.792295562,6.907274838,6.88,0.889774179,6.907274838,6.58,0.777298851,6.907274838,6.6,0.784797207,6.907274838,6.51,0.751054608,6.907274838,6.77,0.848533225,6.907274838,NA,NA,NA,#VALUE!,6.907274838,NA,6.49,0.743556253,6.907274838,NA,6.11,0.601087505,6.907274838,NA,#VALUE!,NA,6.794,NA,NA,NA,#VALUE!,NA,NA,NA,UT12-075.8,UT12-075,girdiana,Control
128,6.864,4.064200557,2.547799443,5.4395,0.440890058,5.89,0.617709313,6.354440111,5.82,0.590234623,6.354440111,6.06,0.68443356,6.354440111,5.529,0.476018411,6.354440111,5.86,0.605934446,6.354440111,6.34,0.79433232,6.354440111,4.93,0.240913564,6.354440111,5.66,0.527435331,6.354440111,5.59,0.499960641,6.354440111,NA,#VALUE!,6.354440111,NA,#VALUE!,6.609220056,6.09,0.696208427,6.609220056,5.4,0.425386482,6.609220056,5.8,0.582384711,6.609220056,5.3895,0.421265279,6.609220056,5.97,0.649108958,6.609220056,6.29,0.774707541,6.609220056,6.07,0.688358516,6.609220056,5.99,0.65695887,6.609220056,6.21,0.743307896,6.609220056,6.79,0.970955328,6.609220056,NA,NA,NA,#VALUE!,6.609220056,NA,6.47,0.845356744,6.609220056,NA,5.56,0.488185774,6.609220056,NA,#VALUE!,NA,6.4615,NA,NA,NA,#VALUE!,NA,NA,NA,9018.1,9018,acerifolia,Control
129,7.262,4.308839369,2.701160631,6.1165,0.575923036,6.3,0.643856797,6.721767874,6.27,0.63275046,6.721767874,6.34,0.658665246,6.721767874,6.0885,0.565557121,6.721767874,6.39,0.677175807,6.721767874,6.35,0.662367358,6.721767874,6.01,0.53649554,6.721767874,6.26,0.629048347,6.721767874,6.27,0.63275046,6.721767874,NA,#VALUE!,6.721767874,6.62,0.76232439,6.991883937,6.12,0.577218775,6.991883937,5.67,0.410623722,6.991883937,6.28,0.636452572,6.991883937,6.062,0.555746524,6.991883937,6.57,0.743813829,6.991883937,6.92,0.873387759,6.991883937,6.49,0.71419693,6.991883937,6.6,0.754920166,6.991883937,6.5,0.717899043,6.991883937,7.04,0.917813107,6.991883937,NA,NA,NA,#VALUE!,6.991883937,NA,6.79,0.825260299,6.991883937,NA,6.07,0.558708214,6.991883937,NA,#VALUE!,NA,6.88,NA,NA,NA,#VALUE!,NA,NA,NA,588155.01.9,588155.01,palmata,Control
132,7.524,4.469883008,2.802116992,6.45,0.616718358,6.55,0.652405662,6.963576602,6.44,0.613149628,6.963576602,6.23,0.53820629,6.963576602,5.8885,0.416334148,6.963576602,6.43,0.609580898,6.963576602,5.99,0.452556762,6.963576602,6.38,0.591737246,6.963576602,6.55,0.652405662,6.963576602,6.56,0.655974393,6.963576602,NA,#VALUE!,6.963576602,6.9,0.777311225,7.243788301,6.42,0.606012167,7.243788301,5.93,0.431144379,7.243788301,6.52,0.641699471,7.243788301,6.202,0.528213845,7.243788301,6.69,0.702367887,7.243788301,6.98,0.805861068,7.243788301,6.66,0.691661696,7.243788301,6.61,0.662219671,7.276288301,6.09,0.476645692,7.276288301,6.7,0.694338244,7.276288301,NA,NA,NA,#VALUE!,7.276288301,NA,6.97,0.790693964,7.276288301,NA,6.08,0.473076961,7.276288301,NA,#VALUE!,NA,7.2145,NA,NA,NA,#VALUE!,NA,NA,NA,255189.01.8,255189.01,riparia,Control
135,7.612,4.523974002,2.836025998,6.5985,0.642633742,6.7,0.678423258,7.0447948,6.64,0.657266894,7.0447948,6.618,0.64950956,7.0447948,6.2585,0.522747676,7.0447948,6.67,0.667845076,7.0447948,6.51,0.611428104,7.0447948,6.13,0.477437795,7.0447948,6.47,0.597323861,7.0447948,6.43,0.583219618,7.0447948,NA,#VALUE!,7.0447948,6.82,0.720735987,7.3283974,6.25,0.519750524,7.3283974,5.82,0.368129911,7.3283974,6.42,0.579693557,7.3283974,6.1275,0.47655628,7.3283974,6.67,0.667845076,7.3283974,7.11,0.82299175,7.3283974,6.59,0.63963659,7.3283974,6.5,0.607902043,7.3283974,6.1,0.466859612,7.3283974,6.54,0.622006286,7.3283974,NA,NA,6.239,0.515871857,7.3283974,NA,7.06,0.805361446,7.3283974,NA,6.08,0.459807491,7.3283974,NA,#VALUE!,NA,7.2795,NA,NA,NA,#VALUE!,NA,NA,NA,b42-24.10,b42-24,peninsularis,Control
137,6.7915,4.019636955,2.519863045,5.64,0.543030721,5.8405,0.622598537,6.287527391,5.91,0.650179401,6.287527391,5.81,0.610494704,6.287527391,5.55,0.507314494,6.287527391,5.87,0.634305522,6.287527391,5.83,0.618431644,6.287527391,5.47,0.475566737,6.287527391,5.81,0.610494704,6.287527391,5.69,0.562873069,6.287527391,NA,#VALUE!,6.287527391,NA,#VALUE!,6.539513695,6.24,0.781138899,6.539513695,5.25,0.388260405,6.539513695,5.85,0.626368583,6.539513695,5.6995,0.566643115,6.539513695,6.16,0.749391142,6.539513695,6.42,0.852571353,6.539513695,6.03,0.697801037,6.539513695,5.93,0.65811634,6.539513695,6.23,0.77717043,6.539513695,6.55,0.904161458,6.539513695,NA,NA,NA,#VALUE!,6.539513695,NA,6.0975,0.724588207,6.539513695,NA,5.53,0.499377555,6.539513695,NA,#VALUE!,NA,6.44,6.0835,NA,NA,#VALUE!,NA,NA,NA,NY1.8,NY1,riparia,Control
138,6.662,3.94003714,2.46996286,5.49,0.525498938,5.93,0.703639268,6.168007428,5.69,0.606471816,6.168007428,5.69,0.606471816,6.168007428,5.83,0.66315283,6.168007428,5.3,0.448574704,6.168007428,5.7,0.610520459,6.168007428,5.4,0.489061143,6.168007428,5.94,0.707687912,6.168007428,5.64,0.586228596,6.168007428,NA,#VALUE!,6.168007428,NA,#VALUE!,6.415003714,6.12,0.780563502,6.415003714,NA,#VALUE!,6.415003714,5.74,0.626715035,6.415003714,5.6175,0.577119147,6.415003714,6.08,0.764368927,6.415003714,6.15,0.792709434,6.415003714,6.02,0.740077063,6.415003714,6.05,0.752222995,6.415003714,6.06,0.756271639,6.415003714,6.47,0.922266038,6.415003714,NA,NA,NA,#VALUE!,6.415003714,NA,6.31,0.857487736,6.415003714,NA,5.58,0.561936733,6.415003714,NA,#VALUE!,NA,6.36,6.0535,NA,NA,#VALUE!,NA,NA,NA,TXNM0821.9,TXNM0821,riparia,Control
140,6.9435,4.113066852,2.578433148,5.84,0.572026911,6.031,0.646102905,6.42781337,6,0.6340801,6.42781337,5.92,0.603053505,6.42781337,5.62,0.486703776,6.42781337,6.02,0.641836749,6.42781337,5.94,0.610810154,6.42781337,5.44,0.416893938,6.42781337,5.84,0.572026911,6.42781337,5.7,0.51773037,6.42781337,NA,#VALUE!,6.42781337,5.73,0.529365343,6.685656685,5.42,0.409137289,6.685656685,4.99,0.242369343,6.685656685,5.54,0.455677181,6.685656685,5.3275,0.373262789,6.685656685,5.88,0.587540208,6.685656685,5.92,0.603053505,6.685656685,5.63,0.4905821,6.685656685,5.65,0.498338749,6.685656685,5.7,0.51773037,6.685656685,6.24,0.727159884,6.685656685,NA,NA,NA,#VALUE!,6.685656685,NA,6.2395,0.726965968,6.685656685,NA,5.65,0.498338749,6.685656685,NA,#VALUE!,NA,6.58,6.2085,NA,NA,#VALUE!,NA,NA,NA,Haines2.6,Hanes2,shuttleworthii,Control
141,7.136,4.231390901,2.652609099,5.7,0.458646206,6.159,0.631683387,6.60547818,6.15,0.628290501,6.60547818,6.01,0.575512276,6.60547818,5.68,0.45110646,6.60547818,6.14,0.624520628,6.60547818,6.04,0.586821895,6.60547818,5.43,0.356859629,6.60547818,5.92,0.541583417,6.60547818,5.72,0.466185952,6.60547818,NA,#VALUE!,6.60547818,5.77,0.485035318,6.87073909,5.45,0.364399375,6.87073909,5,0.194755081,6.87073909,5.58,0.413407727,6.87073909,5.3025,0.308793746,6.87073909,5.76,0.481265445,6.87073909,6.12,0.616980881,6.87073909,5.85,0.515194304,6.87073909,5.77,0.485035318,6.87073909,5.6,0.420947474,6.87073909,6.16,0.632060374,6.87073909,NA,NA,NA,#VALUE!,6.87073909,NA,6.09,0.605671261,6.87073909,NA,5.49,0.379478868,6.87073909,NA,#VALUE!,NA,6.77,NA,NA,NA,#VALUE!,NA,NA,NA,Haines2.8,Hanes2,shuttleworthii,Control
142,6.913,4.094319406,2.566680594,6.03,0.655975893,6.035,0.657923934,6.399663881,6.04,0.659871976,6.399663881,6.04,0.659871976,6.399663881,5.82,0.574158155,6.399663881,6.09,0.679352389,6.399663881,6.05,0.663768058,6.399663881,5.73,0.53909341,6.399663881,6.01,0.648183727,6.399663881,5.94,0.620911148,6.399663881,NA,#VALUE!,6.399663881,6.52,0.846883948,6.656331941,5.99,0.640391562,6.656331941,5.48,0.441691341,6.656331941,6.06,0.667664141,6.656331941,5.8355,0.580197083,6.656331941,6.24,0.73779363,6.656331941,6.55,0.858572196,6.656331941,6.22,0.730001465,6.656331941,6.26,0.745585796,6.656331941,6.27,0.749481879,6.656331941,6.71,0.92090952,6.656331941,NA,NA,NA,#VALUE!,6.656331941,NA,6.66,0.901429106,6.656331941,NA,5.8,0.566365989,6.656331941,NA,#VALUE!,NA,6.59,6.3035,NA,NA,#VALUE!,NA,NA,NA,SC2.8,SC2,girdiana,Control
144,6.968,4.128126277,2.587873723,6.02,0.633676098,6.1575,0.686808521,6.450425255,6.21,0.707095446,6.450425255,6.07,0.652996979,6.450425255,5.84,0.564120927,6.450425255,6.13,0.676182036,6.450425255,6.09,0.660725331,6.450425255,5.77,0.537071694,6.450425255,6.11,0.668453684,6.450425255,6.04,0.641404451,6.450425255,NA,#VALUE!,6.450425255,7.1,1.051007125,6.709212628,6.32,0.749601383,6.709212628,5.73,0.521614989,6.709212628,6.14,0.680046212,6.709212628,6.0705,0.653190188,6.709212628,6.49,0.815292378,6.709212628,6.71,0.900304254,6.709212628,6.4,0.780514793,6.709212628,6.52,0.826884907,6.709212628,6.49,0.815292378,6.709212628,6.85,0.954402721,6.709212628,NA,NA,NA,#VALUE!,6.709212628,NA,6.6985,0.895860452,6.709212628,NA,6.01,0.629811922,6.709212628,NA,#VALUE!,NA,6.62,6.4355,NA,NA,#VALUE!,NA,NA,NA,C56-94.8,C56-94,rotundifolia var. munsoniana,Control
145,7.419,4.405342618,2.761657382,6.25,0.576703465,6.4625,0.653650012,6.866668524,6.46,0.652744759,6.866668524,6.46,0.652744759,6.866668524,6.3,0.594808535,6.866668524,6.55,0.685333885,6.866668524,6.53,0.678091857,6.866668524,6.22,0.565840423,6.866668524,6.49,0.663607801,6.866668524,6.51,0.670849829,6.866668524,NA,#VALUE!,6.866668524,7.01,0.851900528,7.142834262,6.51,0.670849829,7.142834262,6.08,0.515146227,7.142834262,6.58,0.696196927,7.142834262,6.492,0.664332004,7.142834262,6.97,0.837416472,7.142834262,7.11,0.888110668,7.142834262,6.42,0.638260703,7.142834262,6.89,0.80844836,7.142834262,6.88,0.804827346,7.142834262,7.12,0.891731682,7.142834262,NA,NA,NA,#VALUE!,7.142834262,NA,7.0875,0.879963386,7.142834262,NA,6.5,0.667228815,7.142834262,NA,#VALUE!,NA,7.08,6.8945,NA,NA,#VALUE!,NA,NA,NA,V57-96.8,V57-96,vulpina,Control
147,7.0475,4.176992572,2.618507428,6.08,0.630514701,6.205,0.67825182,6.523798514,6.2,0.676342335,6.523798514,6.22,0.683980274,6.523798514,6.06,0.622876762,6.523798514,6.3,0.71453203,6.523798514,6.27,0.703075122,6.523798514,6,0.599962945,6.523798514,6.22,0.683980274,6.523798514,6.19,0.672523366,6.523798514,NA,#VALUE!,6.523798514,6.74,0.882566688,6.785649257,6.29,0.710713061,6.785649257,5.94,0.577049128,6.785649257,6.31,0.718351,6.785649257,6.241,0.69200011,6.785649257,6.56,0.813825237,6.785649257,6.75,0.886385657,6.785649257,6.11,0.64197161,6.785649257,6.52,0.798549359,6.785649257,6.58,0.821463176,6.785649257,6.85,0.924575352,6.785649257,NA,NA,NA,#VALUE!,6.785649257,NA,6.7795,0.897651618,6.785649257,NA,6.09,0.634333671,6.785649257,NA,#VALUE!,NA,6.71,6.483,NA,NA,#VALUE!,NA,NA,NA,T48.8,T48,mustangensis,Control
150,7.132,4.228932219,2.651067781,6.48,0.754061362,6.4325,0.736144053,6.601786444,6.55,0.780465817,6.601786444,6.31,0.689936257,6.601786444,6.2,0.648443542,6.601786444,6.36,0.708796582,6.601786444,6.37,0.712568647,6.601786444,6.14,0.625811152,6.601786444,6.34,0.701252452,6.601786444,6.3,0.686164192,6.601786444,NA,#VALUE!,6.601786444,NA,#VALUE!,6.866893222,NA,#VALUE!,6.866893222,6.14,0.625811152,6.866893222,6.53,0.772921687,6.866893222,6.4345,0.736898466,6.866893222,6.85,0.893627767,6.866893222,6.96,0.935120482,6.866893222,6.9,0.912488092,6.866893222,6.83,0.886083637,6.866893222,6.86,0.897399832,6.866893222,6.5,0.761605492,6.866893222,NA,NA,NA,#VALUE!,6.866893222,NA,6.568,0.787255534,6.866893222,NA,6.18,0.640899412,6.866893222,NA,#VALUE!,NA,6.81,NA,NA,NA,#VALUE!,NA,NA,NA,V60-96.6,V60-96,vulpina,Control
152,7.345,4.35985701,2.73314299,6.3,0.617656301,6.4035,0.655524792,6.798371402,6.36,0.63960905,6.798371402,6.38,0.646926632,6.798371402,6.19,0.577409596,6.798371402,6.42,0.661561798,6.798371402,6.42,0.661561798,6.798371402,6.08,0.537162891,6.798371402,6.39,0.650585424,6.798371402,6.34,0.632291467,6.798371402,NA,#VALUE!,6.798371402,6.74,0.778643122,7.071685701,6.38,0.646926632,7.071685701,5.96,0.493257394,7.071685701,6.45,0.672538172,7.071685701,6.2735,0.607960504,7.071685701,6.78,0.793278287,7.071685701,6.94,0.851818949,7.071685701,6.81,0.804254661,7.071685701,6.91,0.840842575,7.071685701,6.8,0.80059587,7.071685701,7.03,0.884748072,7.071685701,NA,NA,NA,#VALUE!,7.071685701,NA,6.4095,0.657720067,7.071685701,NA,6.36,0.63960905,7.071685701,NA,#VALUE!,NA,6.97,6.725,NA,NA,#VALUE!,NA,NA,NA,9031.9,9031,berlandieri,Control
154,7.319,4.34387558,2.72312442,6.41,0.666192263,6.452,0.681615723,6.774375116,6.4,0.662520011,6.774375116,6.37,0.651503254,6.774375116,6.22,0.596419469,6.774375116,6.45,0.680881272,6.774375116,6.44,0.67720902,6.774375116,6.2,0.589074964,6.774375116,6.49,0.695570282,6.774375116,6.47,0.688225777,6.774375116,NA,#VALUE!,6.774375116,7.09,0.915905422,7.046687558,6.73,0.783704338,7.046687558,6.43,0.673536768,7.046687558,6.41,0.666192263,7.046687558,6.683,0.766444752,7.046687558,7.17,0.94528344,7.046687558,7.31,0.996694973,7.046687558,7.25,0.974661459,7.046687558,7.22,0.963644702,7.046687558,7.25,0.974661459,7.046687558,7.43,1.040762001,7.046687558,NA,NA,NA,#VALUE!,7.046687558,NA,7.3555,1.013403721,7.046687558,NA,7.01,0.886527403,7.046687558,NA,#VALUE!,NA,7.05,6.9845,NA,NA,#VALUE!,NA,NA,NA,2970.3,2970,popenoi,Control
155,7.152,4.241225627,2.658774373,6.35,0.698357255,6.341,0.694972237,6.620245125,6.35,0.698357255,6.620245125,6.36,0.702118387,6.620245125,6.07,0.593045574,6.620245125,6.32,0.687073861,6.620245125,6.3,0.679551598,6.620245125,5.97,0.555434259,6.620245125,6.24,0.656984809,6.620245125,6.16,0.626895757,6.620245125,NA,#VALUE!,6.620245125,6.78,0.860085909,6.886122563,6.22,0.649462546,6.886122563,5.85,0.510300681,6.886122563,6.34,0.694596123,6.886122563,6.1195,0.599439497,6.918622563,6.51,0.746311681,6.918622563,6.79,0.851623363,6.918622563,6.44,0.719983761,6.918622563,6.5,0.74255055,6.918622563,6.36,0.689894709,6.918622563,6.66,0.802728654,6.918622563,NA,NA,NA,#VALUE!,6.918622563,NA,6.8925,0.890174961,6.918622563,NA,6.01,0.558255107,6.918622563,NA,#VALUE!,NA,6.85,6.561,NA,NA,#VALUE!,NA,NA,NA,2214.4.6,2214.4,bloodworthiana,Control
156,7.188,4.263353761,2.672646239,6.24,0.645295368,6.278,0.659513486,6.653470752,6.2,0.630328928,6.653470752,6.22,0.637812148,6.653470752,6.02,0.562979947,6.653470752,6.3,0.667745029,6.653470752,6.29,0.664003419,6.653470752,5.91,0.521822237,6.653470752,6.23,0.641553758,6.653470752,6.14,0.607879268,6.653470752,NA,#VALUE!,6.653470752,NA,#VALUE!,6.920735376,6.61,0.78373494,6.920735376,5.83,0.491889357,6.920735376,6.32,0.675228249,6.920735376,6.189,0.626213157,6.920735376,6.51,0.746318839,6.920735376,6.79,0.85108392,6.920735376,6.52,0.750060449,6.920735376,6.65,0.79870138,6.920735376,6.25,0.649036978,6.920735376,6.69,0.81366782,6.920735376,NA,NA,NA,#VALUE!,6.920735376,NA,6.92,0.899724851,6.920735376,NA,6.04,0.570463167,6.920735376,NA,#VALUE!,NA,6.86,6.5085,NA,NA,#VALUE!,NA,NA,NA,T52.10,T52,aestivalis,Control
157,6.872,4.06911792,2.55088208,5.46,0.446465985,5.755,0.562112256,6.361823584,5.75,0.560152149,6.361823584,5.69,0.536630874,6.361823584,5.33,0.395503221,6.361823584,5.77,0.567992575,6.361823584,5.63,0.513109599,6.361823584,5.14,0.321019183,6.361823584,5.71,0.544471299,6.361823584,5.48,0.45430641,6.361823584,NA,#VALUE!,6.361823584,6.69,0.928652131,6.616911792,5.31,0.387662796,6.616911792,5.08,0.297497907,6.616911792,5.57,0.489588323,6.616911792,5.422,0.431569177,6.616911792,5.73,0.552311724,6.616911792,5.99,0.654237251,6.616911792,5.83,0.59151385,6.616911792,5.78,0.571912787,6.616911792,6.33,0.787524479,6.616911792,6.41,0.818886179,6.616911792,NA,NA,NA,#VALUE!,6.616911792,NA,6.1845,0.730485386,6.616911792,NA,5.52,0.46998726,6.616911792,NA,#VALUE!,NA,6.51,6.1395,NA,NA,#VALUE!,NA,NA,NA,1149.7,1149,treleasei,Control
162,6.69,3.957247911,2.480752089,5.56,0.544492977,5.704,0.602539889,6.193849582,5.59,0.556586083,6.193849582,5.6,0.560617119,6.193849582,5.37,0.4679033,6.193849582,5.7,0.600927475,6.193849582,5.65,0.580772297,6.193849582,5.13,0.371158446,6.193849582,5.54,0.536430905,6.193849582,5.39,0.475965371,6.193849582,NA,#VALUE!,6.193849582,5.49,0.516275727,6.441924791,5.26,0.423561908,6.441924791,4.84,0.254258413,6.441924791,5.36,0.463872264,6.441924791,5.2245,0.409251732,6.441924791,5.48,0.512244692,6.441924791,5.84,0.657361974,6.441924791,5.53,0.53239987,6.441924791,5.71,0.604958511,6.441924791,5.85,0.661393009,6.441924791,6.19,0.79844822,6.441924791,NA,NA,NA,#VALUE!,6.441924791,NA,5.8415,0.657966629,6.441924791,NA,5.27,0.427592944,6.441924791,NA,#VALUE!,NA,6.32,5.8085,NA,NA,#VALUE!,NA,NA,NA,OCK1-S02.6,OCK1-S02,acerifolia,Control
164,7.404,4.396122563,2.755877437,6.15,0.544972507,6.3625,0.622080436,6.852824513,6.34,0.613916067,6.852824513,6.24,0.577629983,6.852824513,5.98,0.483286165,6.852824513,6.35,0.617544675,6.852824513,6.29,0.595773025,6.852824513,5.83,0.428857039,6.852824513,6.28,0.592144416,6.852824513,6.14,0.541343899,6.852824513,NA,#VALUE!,6.852824513,NA,#VALUE!,7.128412256,6.41,0.639316326,7.128412256,5.75,0.399828172,7.128412256,6.31,0.603030242,7.128412256,6.0505,0.497074877,7.160912256,6.2,0.551322572,7.160912256,6.75,0.750896034,7.160912256,6.32,0.594865873,7.160912256,6.5,0.660180824,7.160912256,6.32,0.594865873,7.160912256,5.81,0.409806845,7.160912256,NA,NA,NA,#VALUE!,7.160912256,NA,6.797,0.767950493,7.160912256,NA,6.08,0.507779271,7.160912256,NA,#VALUE!,NA,7.08,6.7445,NA,NA,#VALUE!,NA,NA,NA,TX6704.8,TX6704,monticola,Control
165,6.675,3.948027855,2.474972145,5.69,0.602015723,5.772,0.635147409,6.180005571,5.76,0.630298869,6.180005571,5.8,0.646460668,6.180005571,5.61,0.569692127,6.180005571,5.86,0.670703365,6.180005571,5.87,0.674743814,6.180005571,5.67,0.593934824,6.180005571,6.02,0.735350557,6.180005571,5.82,0.654541567,6.180005571,NA,#VALUE!,6.180005571,6.17,0.795957299,6.427502786,5.82,0.654541566,6.427502786,5.58,0.557570778,6.427502786,5.76,0.630298869,6.427502786,5.657,0.588682239,6.427502786,6.13,0.779795501,6.427502786,6.36,0.87272584,6.427502786,6.11,0.771714602,6.427502786,6.15,0.7878764,6.427502786,6.2,0.808078648,6.427502786,6.24,0.824240446,6.427502786,NA,NA,NA,#VALUE!,6.427502786,NA,5.85,0.666662915,6.427502786,NA,NA,#VALUE!,6.427502786,5.56,0.549489879,6.427502786,NA,NA,6.13,NA,#VALUE!,NA,NA,NA,9025.7,9025,cinerea,Control
166,7.1385,4.232927577,2.653572423,6.01,0.574724251,6.144,0.625222213,6.607785515,6.16,0.631251821,6.607785515,6.12,0.616177802,6.607785515,5.83,0.506891167,6.607785515,6.17,0.635020325,6.607785515,6.17,0.635020325,6.607785515,5.81,0.499354158,6.607785515,6.14,0.623714811,6.607785515,6.02,0.578492756,6.607785515,NA,#VALUE!,6.607785515,7.04,0.962880229,6.873142758,6.07,0.597335279,6.873142758,5.75,0.47674313,6.873142758,6.01,0.574724251,6.873142758,6.0055,0.573028424,6.873142758,6.57,0.785760511,6.873142758,6.83,0.883741632,6.873142758,6.55,0.778223502,6.873142758,6.72,0.842288081,6.873142758,6.7,0.834751071,6.873142758,6.66,0.819677053,6.873142758,NA,NA,NA,#VALUE!,6.873142758,NA,6.7,0.834751071,6.873142758,NA,NA,#VALUE!,6.873142758,6.15,0.627483316,6.873142758,NA,NA,6.48,NA,#VALUE!,NA,NA,NA,C56-94.10,C56-94,rotundifolia var. munsoniana,Control
167,6.963,4.125052925,2.585947075,6.19,0.701076636,6.161,0.689862176,6.445810585,6.17,0.693342525,6.445810585,6.13,0.677874305,6.445810585,NA,#VALUE!,6.445810585,6.17,0.693342525,6.445810585,6.13,0.677874305,6.445810585,5.87,0.57733087,6.445810585,6.08,0.658539029,6.445810585,6.03,0.639203753,6.445810585,NA,#VALUE!,6.445810585,6.37,0.770683629,6.704405292,6.03,0.639203753,6.704405292,5.77,0.538660319,6.704405292,6.03,0.639203753,6.704405292,5.9245,0.598406321,6.704405292,6.35,0.762949518,6.704405292,6.64,0.875094118,6.704405292,6.26,0.728146022,6.704405292,NA,#VALUE!,6.704405292,5.93,0.600533201,6.704405292,6.53,0.832556511,6.704405292,NA,NA,NA,#VALUE!,6.704405292,NA,6.4,0.782284794,6.704405292,NA,NA,#VALUE!,6.704405292,5.69,0.507723877,6.704405292,NA,6.2745,6.3,NA,#VALUE!,NA,NA,NA,Haines.8,Haines,shuttleworthii,Control
168,6.858,4.060512535,2.545487465,5.71,0.549005833,5.8055,0.586523205,6.348902507,5.82,0.592219559,6.348902507,5.81,0.588291039,6.348902507,5.51,0.47043542,6.348902507,5.88,0.615790683,6.348902507,5.84,0.600076601,6.348902507,5.32,0.395793528,6.348902507,5.71,0.549005833,6.348902507,5.54,0.482220982,6.348902507,NA,#VALUE!,6.348902507,NA,#VALUE!,6.603451253,6.04,0.678647013,6.603451253,5.5,0.4665069,6.603451253,5.6,0.505792106,6.603451253,5.14,0.325080157,6.603451253,5.97,0.651147369,6.603451253,6.3,0.780788549,6.603451253,5.94,0.639361807,6.603451253,6.13,0.714003699,6.603451253,6.02,0.670789972,6.603451253,6.39,0.816145235,6.603451253,NA,NA,NA,#VALUE!,6.603451253,NA,6.23,0.753288905,6.603451253,NA,NA,#VALUE!,6.603451253,5.48,0.458649858,6.603451253,NA,NA,6.21,NA,#VALUE!,NA,NA,NA,9018.9,9018,acerifolia,Control
172,7.0285,4.165313835,2.611186165,6.05,0.625266091,6.053,0.626414994,6.506262767,6.1,0.644414476,6.506262767,6.04,0.621436413,6.506262767,5.8,0.529524162,6.506262767,6.09,0.640584799,6.506262767,6.06,0.629095768,6.506262767,5.65,0.472079004,6.506262767,6.01,0.609947382,6.506262767,5.91,0.57165061,6.506262767,NA,#VALUE!,6.506262767,NA,#VALUE!,6.767381383,6.46,0.782282854,6.767381383,5.66,0.475908682,6.767381383,5.96,0.590798996,6.767381383,5.8415,0.545417322,6.767381383,6.23,0.694200279,6.767381383,6.55,0.816749948,6.767381383,6.19,0.678881571,6.767381383,6.31,0.724837697,6.767381383,6.22,0.690370602,6.767381383,6.38,0.751645437,6.767381383,NA,NA,NA,#VALUE!,6.767381383,NA,6.45,0.778453177,6.767381383,NA,NA,#VALUE!,6.767381383,5.61,0.456760296,6.767381383,NA,NA,6.33,NA,#VALUE!,NA,NA,NA,T52.8,T52,aestivalis,Control
