,m`Pot (kg),Dry weight of soil (kg),m`H2O (kg),10/23 Pre Watering Weight (kg),10/23 SWC,10/26 Pre Watering Weight,10/26 SWC,mpot @ 80% SW,10/28 pre water weight,10/28 SWC,mpot @ 80% SW_1,10/30 pre water weight,10/30 SWC,mpot @ 80% SW_2,11/2 pre water weight,11/2 SWC,mpot @ 80% SW_3,11/4 pre water,11/4 SWC,mpot target weight (80% for control and 50% for treatment),11/6 pre water,11/6 SWC,mpot target,11/9 pre water,11/9 SWC,mpot target_1,11/11 pre water weight,11/11 SWC,11/11 target weights,11/13 pre water weight,11/13 SWC,11/13 target weight,11/16 pre water weight,11/16 SWC,11/16 target weight,11/18 pre water weight,11/18 SWC,11/18 target weight,11/20 pre water weight,11/20 SWC,11/20 target weight,11/23 pre water weight,11/23 SWC,11/23 target weight,11/25 pre water weight,11/25 SWC,11/25 target weight,11/27 pre water weight,11/27 SWC,11/27 target weight,11/30 pre water weight,11/30 SWC,11/30 target weight,12/2 pre water weight,12/2 SWC,12/2 target weight,12/4 pre water weight,12/4 SWC,12/4 target weight,12/7 pre water weight,12/7 SWC,12/7 target weight (corrected post experiment),12/9 pre water weight,12/9 SWC,12/9 Treatment rewater to 30%,12/11 pre-water weight,12/11 SWC,12/11 target weights,12/11 Pre-Dawn Bench 1 Pot Weights,midday pot weights,12/13 pre-water weight,12/13 SWC,12/13 target weight,Notes,12/14 pre-water weight,12/14 SWC,12/14 target weight,12/15 midday weight,12/15 Pre water weight,12/15 SWC,12/15 target weight,12/16 pre-water weight,12/16 SWC,12/16 target weight,12/16 Pre Dawn Pot Weights,12/16 midday weight,12/17 Pre Dawn Pot Weights,12/17 pre water weight,12/17 SWC,12/17 target weight,12/18 Pre Dawn Pot Weights,12/18 Mid Day weight,ID,Genotype,Species,Treatment
148,7.241,4.295931291,2.693068709,5.76,0.450069731,6.0475,0.556825269,6.702386258,6.04,0.554040342,6.702386258,6,0.539187398,6.702386258,5.67,0.416650606,6.702386258,5.32,0.286687342,5.894465645,5.41,0.320106467,5.894465645,5.07,0.193856439,5.894465645,5.41,0.320106467,5.625158774,5.15,0.223562328,5.355851903,4.84,0.108452008,5.355851903,4.95,0.149297605,5.355851903,4.92,0.138157897,5.355851903,4.81,0.0973123,5.355851903,5,0.167863786,5.355851903,4.974,0.158209372,5.355851903,4.82,0.101025536,5.355851903,5.02,0.175290258,5.355851903,4.78,0.086172591,5.086545033,4.76,0.078746119,5.355851903,4.78,0.086172591,5.355851903,5.12,0.21242262,5.355851903,NA,NA,NA,#VALUE!,5.355851903,NA,4.9655,0.155053121,5.355851903,NA,NA,#VALUE!,5.355851903,NA,#VALUE!,NA,5.05,5.0255,NA,NA,#VALUE!,NA,NA,NA,9031.2,9031,berlandieri,Drought
149,6.983,4.137346332,2.593653668,5.98,0.613286842,6.1085,0.662830851,6.464269266,6.11,0.663409186,6.464269266,6.1,0.659553621,6.464269266,5.97,0.609431278,6.464269266,5.77,0.53231998,5.686173166,5.58,0.459064247,5.686173166,5.31,0.354963995,5.686173166,5.47,0.416653033,5.426807799,5.26,0.33568617,5.167442433,5.04,0.250863743,5.167442433,4.94,0.212308094,5.167442433,4.92,0.204596964,5.167442433,4.8,0.158330186,5.167442433,4.93,0.208452529,5.167442433,4.9255,0.206717525,5.167442433,4.79,0.154474621,5.167442433,4.95,0.216163659,5.167442433,4.73,0.131341232,4.908077066,4.65,0.100496713,5.167442433,4.62,0.088930018,5.167442433,4.91,0.2007414,5.167442433,NA,NA,NA,#VALUE!,5.167442433,NA,4.917,0.203440295,5.167442433,NA,NA,#VALUE!,5.167442433,NA,#VALUE!,NA,4.9,4.869,NA,NA,#VALUE!,NA,NA,NA,588155.01.2,588155.01,palmata,Drought
151,6.796,4.022402971,2.521597029,5.5,0.486040004,5.824,0.614530003,6.291680594,5.68,0.557423336,6.291680594,5.65,0.545526114,6.291680594,5.34,0.422588152,6.291680594,5,0.287752968,5.535201486,5.03,0.29965019,5.535201486,4.7,0.168780746,5.535201486,4.99,0.283787227,5.283041783,4.74,0.184643709,5.03088208,4.46,0.073602969,5.03088208,4.66,0.152917784,5.03088208,4.54,0.105328895,5.03088208,4.45,0.069637229,5.03088208,4.61,0.13308908,5.03088208,4.625,0.139037691,5.03088208,4.48,0.081534451,5.03088208,4.62,0.137054821,5.03088208,4.41,0.053774266,4.778722377,4.44,0.065671488,5.03088208,4.49,0.085500191,5.03088208,4.76,0.192575191,5.03088208,NA,NA,NA,#VALUE!,5.03088208,NA,4.6425,0.145977737,5.03088208,NA,NA,#VALUE!,5.03088208,NA,#VALUE!,NA,4.61,4.563,NA,NA,#VALUE!,NA,NA,NA,OCK1-S02.1,OCK1-S02,acerifolia,Drought
153,6.755,3.997201486,2.505798514,5.83,0.630856194,NA,#VALUE!,6.253840297,5.85,0.638837682,6.253840297,5.83,0.630856194,6.253840297,5.61,0.54305983,6.253840297,5.33,0.431319002,5.502100743,5.2,0.379439332,5.502100743,4.93,0.271689248,5.502100743,5.17,0.367467101,5.251520891,4.9,0.259717017,5.00094104,4.61,0.143985445,5.00094104,NA,#VALUE!,5.00094104,4.59,0.136003957,5.00094104,4.52,0.10806875,5.00094104,4.68,0.171920652,5.00094104,4.6635,0.165335925,5.00094104,4.56,0.124031726,5.00094104,4.71,0.183892883,5.00094104,4.48,0.092105775,4.750361189,4.44,0.0761428,5.00094104,4.72,0.187883627,5.00094104,4.77,0.207837347,5.00094104,NA,NA,NA,#VALUE!,5.00094104,NA,4.5935,0.137400718,5.00094104,NA,NA,#VALUE!,5.00094104,NA,#VALUE!,NA,4.69,4.6335,NA,NA,#VALUE!,NA,NA,NA,NY1.2,NY1,riparia,Drought
158,6.914,4.094934076,2.567065924,6,0.643951489,6.03,0.655637983,6.400586815,6.03,0.655637983,6.400586815,5.97,0.632264995,6.400586815,5.72,0.534877547,6.400586815,5.46,0.433594601,5.630467038,5.37,0.398535119,5.630467038,5.17,0.320625161,5.630467038,5.37,0.398535119,5.373760446,5.14,0.308938667,5.117053853,4.89,0.211551219,5.117053853,NA,#VALUE!,5.117053853,4.84,0.192073729,5.117053853,4.88,0.207655721,5.117053853,4.91,0.219342214,5.117053853,4.8775,0.206681846,5.117053853,4.8,0.176491737,5.117053853,4.9,0.215446716,5.117053853,4.71,0.141432256,4.860347261,4.65,0.118059268,5.117053853,4.79,0.172596239,5.117053853,4.96,0.238819704,5.117053853,NA,NA,NA,#VALUE!,5.117053853,NA,NA,#VALUE!,5.117053853,NA,NA,#VALUE!,5.117053853,NA,#VALUE!,NA,5.05,4.997,NA,NA,#VALUE!,NA,NA,NA,b42-34.5,b42-34,cinerea,Drought
159,7.488,4.447754875,2.788245125,6.61,0.685106595,6.605,0.683313353,6.930350975,6.55,0.663587684,6.930350975,6.58,0.67434714,6.930350975,6.38,0.602617435,6.930350975,6.15,0.520128274,6.093877437,5.95,0.44839857,6.093877437,5.65,0.340804012,6.093877437,5.84,0.408947232,5.815052925,5.6,0.322871586,5.536228412,5.29,0.211690543,5.536228412,5.32,0.222449999,5.536228412,5.26,0.200931088,5.536228412,5.16,0.165066235,5.536228412,5.3,0.215277029,5.536228412,5.275,0.206310815,5.536228412,5.17,0.16865272,5.536228412,5.32,0.222449999,5.536228412,5.1,0.143547324,5.2574039,5.03,0.118441927,5.536228412,4.96,0.09333653,5.536228412,5.33,0.226036484,5.536228412,NA,NA,NA,#VALUE!,5.536228412,NA,5.2415,0.19429609,5.536228412,NA,NA,#VALUE!,5.536228412,NA,#VALUE!,NA,5.24,5.216,NA,NA,#VALUE!,NA,NA,NA,T48.1,T48,mustangensis,Drought
160,7.117,4.219712164,2.645287836,5.95,0.558838178,6.0415,0.593427987,6.587942433,6.06,0.600421555,6.587942433,6.13,0.626883704,6.587942433,5.88,0.53237603,6.587942433,5.62,0.434088049,5.794356082,5.48,0.381163752,5.794356082,5.18,0.267754543,5.794356082,5.46,0.373603138,5.529827298,5.15,0.256413623,5.265298514,4.83,0.1354438,5.265298514,NA,#VALUE!,5.265298514,5.14,0.252633316,5.265298514,4.84,0.139224107,5.265298514,4.99,0.195928711,5.265298514,5.0015,0.200276064,5.265298514,4.89,0.158125642,5.265298514,5.03,0.211049939,5.265298514,4.83,0.1354438,5.000769731,4.77,0.112761958,5.265298514,4.7,0.08629981,5.265298514,5.08,0.229951474,5.265298514,NA,NA,NA,#VALUE!,5.265298514,NA,5.023,0.208403724,5.265298514,NA,NA,#VALUE!,5.265298514,NA,#VALUE!,NA,5.01,4.973,NA,NA,#VALUE!,NA,NA,NA,Vru42.2,Vru42,rupestris,Drought
161,6.819,4.03654039,2.53045961,5.51,0.48270267,5.6535,0.539411736,6.312908078,5.84,0.613113762,6.312908078,5.72,0.565691546,6.312908078,5.5,0.478750819,6.312908078,5.23,0.372050835,5.553770195,5.21,0.364147132,5.553770195,4.95,0.261398999,5.553770195,5.2,0.360195281,5.300724234,4.96,0.265350851,5.047678273,4.64,0.13889161,5.047678273,4.77,0.190265677,5.047678273,4.72,0.17050642,5.047678273,4.61,0.127036057,5.047678273,4.77,0.190265677,5.047678273,4.764,0.187894566,5.047678273,4.65,0.142843462,5.047678273,4.77,0.190265677,5.047678273,4.59,0.119132354,4.794632312,4.59,0.119132354,5.047678273,4.69,0.158650867,5.047678273,4.86,0.225832338,5.047678273,NA,NA,NA,#VALUE!,5.047678273,NA,4.786,0.196588639,5.047678273,NA,NA,#VALUE!,5.047678273,NA,#VALUE!,NA,4.73,4.6985,NA,NA,#VALUE!,NA,NA,NA,9035.1,9035,berlandieri,Drought
163,7.031,4.166850511,2.612149489,6.39,0.754608225,6.399,0.758053663,6.508570102,6.32,0.727810371,6.508570102,6.3,0.720153842,6.508570102,6.27,0.708669047,6.508570102,6.15,0.662729869,5.724925255,6.05,0.624447221,5.724925255,5.87,0.555538454,5.724925255,5.79,0.524912336,5.463710306,5.71,0.494286217,5.202495358,5.59,0.448347039,5.202495358,5.53,0.42537745,5.202495358,5.47,0.402407861,5.202495358,5.37,0.364125213,5.202495358,5.32,0.344983889,5.202495358,5.31,0.341155624,5.202495358,5.19,0.295216446,5.202495358,5.21,0.302872976,5.202495358,5.12,0.268418592,4.941280409,5.09,0.256933798,5.202495358,5.05,0.241620739,5.202495358,5.18,0.291388181,5.202495358,NA,NA,NA,#VALUE!,5.202495358,NA,5.138,0.275309469,5.202495358,NA,NA,#VALUE!,5.202495358,NA,#VALUE!,NA,5.15,5.9165,NA,NA,#VALUE!,NA,NA,NA,UT12-075.3,UT12-075,girdiana,Drought
169,6.9125,4.094012071,2.566487929,5.79,0.56263188,5.946,0.623415334,6.399202414,5.91,0.609388383,6.399202414,5.9,0.605492008,6.399202414,5.62,0.496393501,6.399202414,5.29,0.367813119,5.629256035,5.24,0.348331243,5.629256035,4.94,0.231439986,5.629256035,5.23,0.344434867,5.372607242,4.98,0.247025487,5.115958449,4.63,0.110652354,5.115958449,NA,#VALUE!,5.115958449,4.69,0.134030605,5.115958449,4.64,0.114548729,5.115958449,4.73,0.149616106,5.115958449,4.754,0.158967406,5.115958449,4.63,0.110652354,5.115958449,4.79,0.172994357,5.115958449,4.59,0.095066852,4.859309657,4.53,0.071688601,5.115958449,4.52,0.067792226,5.115958449,4.89,0.21195811,5.115958449,NA,NA,NA,#VALUE!,5.115958449,NA,4.73,0.149616106,5.115958449,NA,NA,#VALUE!,5.115958449,4.82,0.284683483,4.859309657,NA,NA,4.77,NA,#VALUE!,NA,NA,NA,NY1.4,NY1,riparia,Drought
170,6.96,4.123208914,2.584791086,6.08,0.659546953,6.0865,0.662061663,6.443041783,6.15,0.686628446,6.443041783,6.1,0.667284523,6.443041783,5.86,0.574433692,6.443041783,5.63,0.485451646,5.667604457,5.43,0.408075953,5.667604457,5.2,0.319093907,5.667604457,5.38,0.38873203,5.409125348,5.14,0.295881199,5.15064624,4.87,0.191424014,5.15064624,4.97,0.23011186,5.15064624,4.85,0.183686445,5.15064624,4.81,0.168211307,5.15064624,4.88,0.195292799,5.15064624,4.9145,0.208640106,5.15064624,4.79,0.160473737,5.15064624,4.89,0.199161584,5.15064624,4.74,0.141129814,4.892167131,4.68,0.117917107,5.15064624,4.73,0.13726103,5.15064624,4.92,0.210767937,5.15064624,NA,NA,NA,#VALUE!,5.15064624,NA,4.82,0.172080091,5.15064624,NA,NA,#VALUE!,5.15064624,4.89,0.299161584,4.892167131,NA,NA,4.83,4.77,0.252736168,4.892167131,4.94,4.86,C56-94.2,C56-94,rotundifolia var. munsoniana,Drought
171,6.68,3.951101207,2.476898793,5.72,0.612418561,6.2885,0.841939444,6.184620241,5.91,0.689127387,6.184620241,6.76,1.032298453,6.184620241,6.17,0.79409736,6.184620241,5.88,0.677015467,5.441550604,5.59,0.559933574,5.441550604,5.11,0.366142854,5.441550604,5.15,0.382292081,5.193860724,4.96,0.305583254,4.946170845,4.73,0.212725201,4.946170845,4.76,0.224837121,4.946170845,4.73,0.212725201,4.946170845,4.66,0.184464054,4.946170845,4.73,0.212725201,4.946170845,4.7675,0.227865101,4.946170845,4.7,0.200613281,4.946170845,4.75,0.220799814,4.946170845,4.63,0.172352134,4.698480966,4.56,0.144090987,4.946170845,4.62,0.168314827,4.946170845,4.81,0.245023654,4.946170845,NA,NA,NA,#VALUE!,4.946170845,NA,4.73,0.212725201,4.946170845,NA,NA,#VALUE!,4.946170845,4.74,0.316762507,4.698480966,NA,NA,4.69,NA,#VALUE!,NA,NA,NA,9031.1,9031,berlandieri,Drought
174,6.9855,4.138883008,2.594616992,6.11,0.662570621,6.074,0.648695741,6.466576602,6.14,0.674133021,6.466576602,6.01,0.624029287,6.466576602,5.76,0.527675952,6.466576602,5.5,0.427468484,5.688191504,5.4,0.38892715,5.688191504,5.18,0.304136215,5.688191504,5.36,0.373510616,5.428729805,5.13,0.284865548,5.169268106,4.86,0.180803946,5.169268106,NA,#VALUE!,5.169268106,4.82,0.165387413,5.169268106,4.8,0.157679146,5.169268106,4.88,0.188512213,5.169268106,4.9055,0.198340253,5.169268106,4.81,0.161533279,5.169268106,4.89,0.192366347,5.169268106,4.74,0.134554346,4.909806407,4.69,0.115283679,5.169268106,4.74,0.134554346,5.169268106,4.96,0.21934528,5.169268106,NA,NA,NA,#VALUE!,5.169268106,NA,4.85,0.176949813,5.169268106,NA,NA,#VALUE!,5.169268106,4.92,0.303928747,4.909806407,NA,NA,4.86,NA,#VALUE!,NA,NA,NA,TX6704.2,TX6704,monticola,Drought
175,7.115,4.218482823,2.644517177,6.33,0.703159425,6.29,0.68803379,6.586096565,6.25,0.672908156,6.586096565,6.26,0.676689564,6.586096565,6.09,0.612405618,6.586096565,5.88,0.532996038,5.792741411,5.7,0.464930683,5.792741411,5.41,0.355269834,5.792741411,5.57,0.415772371,5.528289694,5.37,0.340144199,5.263837976,5.09,0.234264758,5.263837976,5.08,0.23048335,5.263837976,5,0.200232081,5.263837976,4.93,0.173762221,5.263837976,5,0.200232081,5.263837976,5.011,0.20439163,5.263837976,4.89,0.158636586,5.263837976,5.03,0.211576307,5.263837976,4.86,0.147292361,4.999386258,4.77,0.113259683,5.263837976,4.75,0.105696866,5.263837976,5.11,0.241827575,5.263837976,NA,NA,NA,#VALUE!,5.263837976,NA,4.97,0.188887855,5.263837976,NA,NA,#VALUE!,5.263837976,5.05,0.319139124,4.999386258,NA,NA,4.96,NA,#VALUE!,NA,NA,NA,9025.1,9025,cinerea,Drought
177,6.977,4.13365831,2.59134169,6.36,0.761899404,6.17,0.688578313,6.458731662,6.23,0.711732342,6.458731662,6.2,0.700155328,6.458731662,6.07,0.649988265,6.458731662,5.965,0.609468715,5.681329155,5.79,0.541936131,5.681329155,5.57,0.457038026,5.681329155,5.72,0.514923098,5.422194986,5.37,0.37985793,5.163060817,5.38,0.383716935,5.163060817,5.28,0.345126887,5.163060817,5.18,0.306536839,5.163060817,5.04,0.252510772,5.163060817,5.02,0.244792762,5.163060817,5.039,0.252124871,5.163060817,4.95,0.217779729,5.163060817,4.99,0.233215748,5.163060817,4.9,0.198484705,4.903926648,4.79,0.156035652,5.163060817,4.77,0.148317642,5.163060817,5.04,0.252510772,5.163060817,NA,NA,NA,#VALUE!,5.163060817,NA,4.93,0.210061719,5.163060817,NA,NA,#VALUE!,5.163060817,4.97,0.325497738,4.903926648,NA,NA,4.93,NA,#VALUE!,NA,NA,NA,Haines.3,Haines,shuttleworthii,Drought
182,6.6535,3.934812442,2.466687558,5.71,0.61750324,5.9,0.694529614,6.160162488,5.74,0.629665299,6.160162488,5.7,0.61344922,6.160162488,5.46,0.516152747,6.160162488,5.1305,0.382572797,5.420156221,5.06,0.353991958,5.420156221,4.78,0.240479406,5.420156221,5.01,0.333721859,5.173487465,4.77,0.236425386,4.926818709,4.41,0.090480676,4.926818709,4.58,0.159399011,4.926818709,4.48,0.118858814,4.926818709,4.4,0.086426657,4.926818709,4.51,0.131020873,4.926818709,4.515,0.133047883,4.926818709,4.41,0.090480676,4.926818709,4.6,0.167507051,4.926818709,4.37,0.074264597,4.680149954,4.34,0.062102538,4.926818709,4.62,0.17561509,4.926818709,4.63,0.17966911,4.926818709,NA,NA,NA,#VALUE!,4.926818709,NA,4.55,0.147236952,4.926818709,NA,NA,#VALUE!,4.926818709,4.47,0.214804794,4.680149954,NA,NA,4.73,NA,#VALUE!,NA,NA,NA,OCK1-S02.3,OCK1-S02,acerifolia,Drought
183,7.1045,4.212028784,2.640471216,5.95,0.562767436,6.05,0.600639464,6.576405757,6.16,0.642298695,6.576405757,6.13,0.630937086,6.576405757,5.92,0.551405827,6.576405757,5.625,0.439683345,5.784264392,5.49,0.388556107,5.784264392,5.25,0.29766324,5.784264392,5.45,0.373407296,5.52021727,5.2,0.278727225,5.256170149,4.91,0.168898344,5.256170149,4.98,0.195408764,5.256170149,4.93,0.17647275,5.256170149,4.87,0.153749533,5.256170149,4.97,0.191621561,5.256170149,4.997,0.201847008,5.256170149,4.88,0.157536736,5.256170149,5.03,0.214344778,5.256170149,4.87,0.153749533,4.992123027,4.78,0.119664708,5.256170149,4.72,0.096941491,5.256170149,4.98,0.195408764,5.256170149,NA,NA,NA,#VALUE!,5.256170149,NA,4.96,0.187834358,5.256170149,NA,NA,#VALUE!,5.256170149,5.02,0.310557575,4.992123027,NA,NA,4.97,NA,#VALUE!,NA,NA,NA,588155.01.5,588155.01,palmata,Drought
184,6.998,4.146566388,2.599433612,5.8,0.539130373,6.05,0.63530517,6.478113278,5.91,0.581447283,6.478113278,5.84,0.55451834,6.478113278,5.47,0.41217964,6.478113278,5.2065,0.310811405,5.698283194,5.27,0.335239803,5.698283194,4.99,0.22752403,5.698283194,5.24,0.323698827,5.438339833,5,0.231371022,5.178396472,4.76,0.139043217,5.178396472,4.91,0.196748095,5.178396472,4.82,0.162125168,5.178396472,4.76,0.139043217,5.178396472,4.84,0.169819152,5.178396472,4.8575,0.176551388,5.178396472,4.75,0.135196225,5.178396472,4.91,0.196748095,5.178396472,4.74,0.131349233,4.918453111,4.71,0.119808258,5.178396472,4.66,0.100573298,5.178396472,4.93,0.204442079,5.178396472,NA,NA,NA,#VALUE!,5.178396472,NA,4.84,0.169819152,5.178396472,NA,NA,#VALUE!,5.178396472,4.92,0.300595087,4.918453111,NA,NA,4.86,NA,#VALUE!,NA,NA,NA,1149.1,1149,treleasei,Drought
185,6.7715,4.007343547,2.512156453,5.44,0.469977279,5.6,0.533667579,6.269068709,6.35,0.832215864,6.269068709,5.65,0.553570798,6.269068709,5.19,0.370461184,6.269068709,4.949,0.274527668,5.515421773,5.06,0.318712814,5.515421773,4.82,0.223177363,5.515421773,5.43,0.465996635,5.264206128,4.78,0.207254788,5.012990483,4.65,0.155506419,5.012990483,4.79,0.211235432,5.012990483,4.76,0.1992935,5.012990483,4.69,0.171428994,5.012990483,4.76,0.1992935,5.012990483,4.7845,0.209046078,5.012990483,4.72,0.183370925,5.012990483,4.79,0.211235432,5.012990483,4.67,0.163467706,4.761774838,4.62,0.143564487,5.012990483,4.76,0.1992935,5.012990483,4.83,0.227158007,5.012990483,NA,NA,NA,#VALUE!,5.012990483,NA,4.73,0.187351569,5.012990483,NA,NA,#VALUE!,5.012990483,4.78,0.307254788,4.761774838,NA,NA,4.73,NA,#VALUE!,NA,NA,NA,CC12.4,CC12,californica,Drought
186,6.682,3.952330548,2.477669452,5.39,0.478542225,5.59,0.559263243,6.18646611,5.69,0.599623751,6.18646611,5.68,0.595587701,6.18646611,5.5,0.522938784,6.18646611,5.289,0.437778111,5.443165274,5.17,0.389749105,5.443165274,4.96,0.304992037,5.443165274,5.15,0.381677003,5.195398329,4.95,0.300955985,4.947631384,4.7,0.200054713,4.947631384,4.75,0.220234968,4.947631384,4.7,0.200054713,4.947631384,4.62,0.167766306,4.947631384,4.69,0.196018662,4.947631384,4.721,0.20853042,4.947631384,4.61,0.163730255,4.947631384,4.75,0.220234968,4.947631384,4.6,0.159694205,4.699864438,4.52,0.127405797,4.947631384,4.74,0.216198917,4.947631384,4.77,0.228307069,4.947631384,NA,NA,NA,#VALUE!,4.947631384,NA,4.66,0.18391051,4.947631384,NA,NA,#VALUE!,4.947631384,4.71,0.304090764,4.699864438,NA,NA,4.65,NA,#VALUE!,NA,NA,NA,UT12-075.5,UT12-075,girdiana,Drought
187,7.077,4.195125348,2.629874652,5.72,0.484005825,5.89,0.54864769,6.55102507,5.93,0.56385754,6.55102507,5.86,0.537240302,6.55102507,5.5,0.400351648,6.55102507,5.257,0.307951807,5.762062674,5.33,0.335709784,5.762062674,5.1,0.248253145,5.762062674,5.28,0.316697471,5.499075209,5.11,0.252055607,5.236087744,4.93,0.18361128,5.236087744,NA,#VALUE!,5.236087744,4.97,0.198821131,5.236087744,5,0.210228518,5.236087744,5.06,0.233043294,5.236087744,5.0855,0.242739574,5.236087744,4.99,0.206426056,5.236087744,5.13,0.259660532,5.236087744,5,0.210228518,4.973100279,4.88,0.164598967,5.236087744,4.84,0.149389117,5.236087744,5.07,0.236845757,5.236087744,NA,NA,NA,#VALUE!,5.236087744,NA,5,0.210228518,5.236087744,NA,NA,#VALUE!,5.236087744,5.02,0.317833443,4.973100279,NA,NA,4.986,NA,#VALUE!,NA,NA,NA,b40-14.5,b40-14,arizonica,Drought
190,7.313,4.340187558,2.720812442,6.18,0.583580263,6.17,0.579904891,6.768837512,6.22,0.598281755,6.768837512,6.25,0.609307873,6.768837512,6.01,0.521098926,6.768837512,5.703,0.408264982,5.952593779,5.59,0.366733269,5.952593779,5.25,0.241770595,5.952593779,5.54,0.348356405,5.680512535,5.21,0.227069103,5.408431291,4.81,0.080054192,5.408431291,NA,#VALUE!,5.408431291,4.94,0.127834038,5.408431291,4.87,0.102106429,5.408431291,5.04,0.164587766,5.408431291,5.027,0.159809781,5.408431291,4.85,0.094755683,5.408431291,5.06,0.171938512,5.408431291,4.82,0.083729565,5.136350046,4.76,0.061677328,5.408431291,4.67,0.028598973,5.408431291,4.95,0.131509411,5.408431291,NA,NA,NA,#VALUE!,5.408431291,NA,4.95,0.131509411,5.408431291,NA,NA,#VALUE!,5.408431291,5,0.249886275,5.136350046,NA,NA,5.002,NA,#VALUE!,NA,NA,NA,Vru42.3,Vru42,rupestris,Drought
192,6.69,3.957247911,2.480752089,5.61,0.564648155,5.71,0.604958511,6.193849582,5.74,0.617051618,6.193849582,5.79,0.637206796,6.193849582,5.59,0.556586083,6.193849582,5.397,0.478787096,5.449623955,5.25,0.419530873,5.449623955,5.04,0.334879125,5.449623955,5.17,0.387282588,5.201548747,4.99,0.314723947,4.953473538,4.8,0.23813427,4.953473538,NA,#VALUE!,4.953473538,4.87,0.26635152,4.953473538,4.72,0.205885986,4.953473538,4.76,0.222010128,4.953473538,4.785,0.232087717,4.953473538,4.7,0.197823914,4.953473538,4.77,0.226041164,4.953473538,4.67,0.185730808,4.705398329,4.86,0.262320484,4.953473538,4.57,0.145420451,4.953473538,4.87,0.26635152,4.953473538,NA,NA,NA,#VALUE!,4.953473538,NA,4.75,0.217979092,4.953473538,NA,NA,#VALUE!,4.953473538,4.78,0.330072199,4.705398329,NA,NA,4.771,4.74,0.313948057,4.705398329,4.74,4.69,V60-96.4,V60-96,vulpina,Drought
193,7.393,4.389361189,2.751638811,6.508,0.678373485,6.33,0.613684763,6.842672238,6.51,0.679100325,6.842672238,6.5,0.675466127,6.842672238,6.32,0.610050565,6.842672238,6.1165,0.536094638,6.017180594,5.89,0.453780055,6.017180594,5.66,0.370193503,6.017180594,5.77,0.41016968,5.742016713,5.59,0.344754118,5.466852832,5.36,0.261167566,5.466852832,5.3,0.239362379,5.466852832,5.26,0.224825587,5.466852832,5.19,0.199386202,5.466852832,5.24,0.217557191,5.466852832,5.258,0.224098748,5.466852832,5.11,0.170312619,5.466852832,5.28,0.232093983,5.466852832,5.12,0.173946816,5.191688951,4.99,0.126702244,5.466852832,4.99,0.126702244,5.466852832,5.35,0.257533368,5.466852832,NA,NA,NA,#VALUE!,5.466852832,NA,5.17,0.192117806,5.466852832,NA,NA,#VALUE!,5.466852832,5.24,0.317557191,5.191688951,NA,NA,5.1785,NA,#VALUE!,NA,NA,NA,2970.6,2970,popenoi,Drought
196,7.006,4.151483751,2.602516249,6.114,0.604060066,6.01,0.56409874,6.623936862,6.2,0.637105009,6.623936862,6.24,0.652474749,6.623936862,6,0.560256305,6.623936862,5.727,0.462020543,5.825842154,5.53,0.432856567,5.704741876,5.2,0.306056206,5.704741876,5.38,0.375220039,5.444490251,5.15,0.28684403,5.184238626,4.89,0.186940715,5.184238626,NA,#VALUE!,5.184238626,4.92,0.198468021,5.184238626,4.94,0.206152891,5.184238626,4.93,0.202310456,5.184238626,4.957,0.212685031,5.184238626,4.83,0.163886104,5.184238626,4.98,0.221522632,5.184238626,4.81,0.156201234,4.923987001,4.71,0.117776882,5.184238626,5.03,0.240734808,5.184238626,5.06,0.252262113,5.184238626,NA,NA,NA,#VALUE!,5.184238626,NA,4.94,0.206152891,5.184238626,NA,NA,#VALUE!,5.184238626,4.96,0.313837761,4.923987001,NA,NA,4.8915,NA,#VALUE!,NA,NA,NA,9018.1,9018,acerifolia,Drought
197,7.15,4.239996286,2.658003714,6.358,0.649947776,6.18,0.582980225,6.756839369,6.35,0.646937998,6.756839369,6.42,0.673273552,6.756839369,6.24,0.605553556,6.756839369,6,0.521783859,5.942098422,5.78,0.484575589,5.820998143,5.46,0.364184485,5.820998143,5.58,0.409331149,5.555197772,5.16,0.251317826,5.2893974,5.16,0.251317826,5.2893974,5.11,0.232506716,5.2893974,5.06,0.213695606,5.2893974,5.01,0.194884496,5.2893974,5.06,0.213695606,5.2893974,5.0875,0.224041716,5.2893974,4.97,0.179835608,5.2893974,5.11,0.232506716,5.2893974,4.97,0.179835608,5.023597029,4.96,0.176073386,5.2893974,4.85,0.134688944,5.2893974,5.14,0.243793382,5.2893974,NA,NA,NA,#VALUE!,5.2893974,NA,5.1,0.228744494,5.2893974,NA,NA,#VALUE!,5.2893974,5.14,0.343793382,5.023597029,NA,NA,5.1115,NA,#VALUE!,NA,NA,NA,V57-96.3,V57-96,vulpina,Drought
