ID;Genotype;Treatment;Date;LWP;SWP;PD;LWP.area;SWP.area;PD.area
OCK1-S02.10;OCK1-S02;Control;11.16;11,500;NA;NA;123.6472222;NA;NA
OCK1-S02.2;OCK1-S02;Drought;11.16;9,300;NA;NA;51.68791667;NA;NA
SC2.5;SC2;Drought;11.16;11,600;NA;NA;37.10347222;NA;NA
SC2.7;SC2;Control;11.16;8,500;NA;NA;54.30590278;NA;NA
T48.4;T48;Drought;11.16;9,400;NA;NA;73.28659722;NA;NA
T48.7;T48;Control;11.16;12,000;NA;NA;51.755;NA;NA
T52.3;T52;Drought;11.16;12,300;NA;NA;35.34625;NA;NA
T52.7;T52;Control;11.16;10,200;NA;NA;51.18833333;NA;NA
TX6704.1;TX6704;Drought;11.16;11,800;NA;NA;49.36618056;NA;NA
TX6704.6;TX6704;Control;11.16;11,100;NA;NA;64.27555556;NA;NA
TXNM0821.4;TXNM0821;Drought;11.16;9,000;NA;NA;69.32284722;NA;NA
UT12-075.6;UT12-075;Control;11.16;11,400;NA;NA;43.65486111;NA;NA
V57-96.10;V57-96;Control;11.16;11,700;NA;NA;45.50256944;NA;NA
V57-96.5;V57-96;Drought;11.16;12,100;NA;NA;36.07208333;NA;NA
V60-96.3;V60-96;Drought;11.16;11,000;NA;NA;71.74368056;NA;NA
Vru42.1;Vru42;Drought;11.16;11,800;NA;NA;32.60020833;NA;NA
Vru42.10;Vru42;Control;11.16;13,600;NA;NA;32.46743056;NA;NA
1149.3;1149;Drought;11.16;13,200;NA;NA;49.88597222;NA;NA
1149.8;1149;Control;11.16;12,000;NA;NA;59.50368056;NA;NA
2214.4.4;2214.4;Drought;11.16;10,000;NA;NA;19.23388889;NA;NA
2214.4.9;2214.4;Control;11.16;13,500;NA;NA;24.70222222;NA;NA
255189.01.2;255189.01;Drought;11.16;9,500;NA;NA;91.36958333;NA;NA
255189.01.9;255189.01;Control;11.16;11,500;NA;NA;55.10305556;NA;NA
588155.01.1;588155.01;Drought;11.16;9,800;NA;NA;26.15;NA;NA
588155.01.10;588155.01;Control;11.16;13,700;NA;NA;22.80083333;NA;NA
9018.3;9018;Drought;11.16;9,500;NA;NA;59.73166667;NA;NA
9018.8;9018;Control;11.16;10,000;NA;NA;55.40881944;NA;NA
9025.10;9025;Control;11.16;8,900;NA;NA;47.04625;NA;NA
9025.5;9025;Drought;11.16;14,500;NA;NA;38.95520833;NA;NA
9031.4;9031;Drought;11.16;11,500;NA;NA;52.29208333;NA;NA
9031.7;9031;Control;11.16;14,700;NA;NA;50.14159722;NA;NA
9035.2;9035;Drought;11.16;11,000;NA;NA;71.630625;NA;NA
9035.7;9035;Control;11.16;11,400;NA;NA;44.13479167;NA;NA
ANU65.3;ANU65;Drought;11.16;7,500;NA;NA;52.793125;NA;NA
ANU65.9;ANU65;Control;11.16;10,000;NA;NA;47.68159722;NA;NA
b40-14.2;b40-14;Drought;11.16;13,300;NA;NA;52.355;NA;NA
b40-14.6;b40-14;Control;11.16;12,500;NA;NA;42.77875;NA;NA
b42-24.3;b42-24;Drought;11.16;11,600;NA;NA;36.63986111;NA;NA
b42-24.6;b42-24;Control;11.16;11,600;NA;NA;62.98541667;NA;NA
b42-34.1;b42-34;Drought;11.16;13,200;NA;NA;48.89791667;NA;NA
b42-34.9;b42-34;Control;11.16;11,400;NA;NA;49.47229167;NA;NA
C56-94.3;C56-94;Drought;11.16;10,400;NA;NA;51.16791667;NA;NA
C56-94.6;C56-94;Control;11.16;9,100;NA;NA;63.31854167;NA;NA
CC12.3;CC12;Drought;11.16;9,900;NA;NA;42.92423611;NA;NA
CC12.8;CC12;Control;11.16;10,200;NA;NA;82.63625;NA;NA
Haines2.10;Hanes2;Drought;11.16;8,500;NA;NA;74.35333333;NA;NA
Haines2.2;Hanes2;Drought;11.16;8,500;NA;NA;58.59326389;NA;NA
Haines2.9;Hanes2;Control;11.16;8,600;NA;NA;66.94375;NA;NA
NY1.5;NY1;Drought;11.16;11,000;NA;NA;46.86118056;NA;NA
NY1.9;NY1;Control;11.16;13,000;NA;NA;57.08729167;NA;NA
OCK1-S02.8;OCK1-S02;Control;11.16;11,000;NA;NA;106.4516667;NA;NA
SC2.9;SC2;Drought;11.16;9,600;NA;NA;44.45805556;NA;NA
T48.2;T48;Drought;11.16;8,300;NA;NA;63.34069444;NA;NA
T48.6;T48;Control;11.16;11,100;NA;NA;96.29986111;NA;NA
T52.1;T52;Drought;11.16;8,400;NA;NA;59.85166667;NA;NA
T52.6;T52;Control;11.16;12,600;NA;NA;42.52909722;NA;NA
TX6704.3;TX6704;Drought;11.16;13,000;NA;NA;37.74486111;NA;NA
TX6704.9;TX6704;Control;11.16;13,900;NA;NA;38.47569444;NA;NA
TXNM0821.3;TXNM0821;Drought;11.16;10,000;NA;NA;50.38444444;NA;NA
TXNM0821.7;TXNM0821;Control;11.16;8,200;NA;NA;61.72638889;NA;NA
UT12-075.10;UT12-075;Control;11.16;7,200;NA;NA;54.33819444;NA;NA
V57-96.2;V57-96;Drought;11.16;12,500;NA;NA;25.10708333;NA;NA
V57-96.6;V57-96;Control;11.16;13,000;NA;NA;45.42819444;NA;NA
V60-96.7;V60-96;Control;11.16;9,000;NA;NA;19.70048611;NA;NA
Vru42.5;Vru42;Drought;11.16;11,000;NA;NA;33.80770833;NA;NA
1149.2;1149;Drought;11.16;10,600;NA;NA;44.01694444;NA;NA
