ID,Genotype,Species,Treatment,Order within block,mPot (kg),Dry weight of soil (kg),mH2O (kg),10/23_PWW,10/23_WA,10/23_BB,10/26_PWW,10/26_WA,10/26_TW,10/26_BB,10/28_PWW,10/28_WA,10/28_TW,10/28_BB,10/30_PWW,10/30_WA,10/30_TW,10/30_BB,11/02_PWW,11/02_WA,11/02_TW,11/02_POWW,11/02_BB,11/04_PWW,11/04_WA,11/04_TW,11/04_POWW,11/04_BB,11/06_PWW,11/06_WA,11/06_TW,11/06_POWW,11/06_BB,11/09_PWW,11/09_WA,11/09_TW,11/09_POWW,11/09_BB,11/11_PWW,11/11_WA,11/11_TW,11/11_POWW,11/11_BB,11/13_PWW,11/13_WA,11/13_TW,11/13_POWW,11/13_BB,11/15_cntrl.drained.wt,11/15_BB,11/16_PWW,11/16_WA,11/16_TW,11/16_POWW,11/16_BB,11/18_PWW,11/18_WA,11/18_TW,11/18_POWW,11/18_BB,11/20_PWW,11/20_WA,11/20_TW,11/20_POWW,11/20_BB,11/23_PWW,11/23_WA,11/23_TW,11/23_POWW,11/23_BB,11/25_PWW,11/25_WA,11/25_TW,11/25_POWW,11/25_BB,11/27_PWW,11/27_WA,11/27_TW,11/27_POWW,11/27_BB,11/30_PWW,11/30_WA,11/30_TW,11/30_POWW,11/30_BB,12/02_PWW,12/02_WA,12/02_TW,12/02_POWW,12/02_BB,12/04_PWW,12/04_WA,12/04_TW,12/04_POWW,12/04_BB,12/07_PWW,12/07_WA,12/07_POWW,12/07_TW,12/07_BB,12/09_PWW,12/09_WA,12/09_TW,12/09_POWW,12/09_BB,12/11_PWW,12/11_WA,12/11_TW,12/11_POWW,12/11_PD.WT,12/11_BB,12/11_midday.WT,12/13_PWW,12/13_WA,12/13_BB,12/13_TW,12/13_POWW,12/13_POWW.NOTES,12/14_PWW,12/14_BB,12/14_WA,12/14_TW,12/14_POWW,12/15_midday.WT,12/15_PWW,12/15_BB,12/15_TW,12/15_POWW,12/16_PWW,12/16_WA,12/16_BB,12/16_TW,12/16_POWW,12/16_PD.WT,12/16_midday.WT,12/17_PD.WT,12/17_PWW,12/17_BB,12/17_TW,12/17_POWW,12/18_BB,12/18_PD.WT,12/18_midday.WT
588155.01.10,588155.01,palmata,Control,25,7.214,4.27933519,2.68266481,6.071,0.606467038,1,6.406,0.271467038,6.677467038,1,6.2945,0.382967038,6.677467038,1,6.299,0.378467038,6.677467038,1,6.168,0.509467038,6.677467038,6.7045,1,6.355,0.322467038,6.677467038,6.68,1,6.296,0.381467038,6.677467038,6.677,1,6.05,0.627467038,6.677467038,6.67,1,6.35,0.327467038,6.677467038,6.67,1,6.32,0.357467038,6.677467038,6.67,1,7.259,1,,6.677467038,6.677467038,,1,6.75,0.195733519,6.945733519,6.94,1,6.33,0.615733519,6.945733519,6.97,1,6.1345,0.811233519,6.945733519,6.9935,1,6.35,0.595733519,6.945733519,6.95,1,6.258,0.687733519,6.945733519,6.964,1,6.85,0.095733519,6.945733519,6.97,1,6.98,-0.034266481,6.945733519,6.98,1,6.75,0.195733519,6.945733519,6.94,1,6.8475,6.847663881,6.84,6.677467038,2,6.77,0.1833974,6.677467038,6.84,2,7.01,-0.064266481,6.945733519,7.01,,2,,6.215,0.730733519,2,6.945733519,7.185,,6.42,2,0.525733519,6.945733519,6.95,6.61,,2,,,,,2,,,,,,,2,,,2,,
b42-24.3,b42-24,peninsularis,Drought,26,7.058,4.183446611,2.622553389,6.115,0.418489322,1,6.2115,0.321989322,6.533489322,1,6.2505,0.282989322,6.533489322,1,6.172,0.361489322,6.533489322,1,6.0055,,Dont Water Today,,1,5.756,-0.009276694,5.746723306,5.756,1,5.5255,0.221223306,5.746723306,5.75,1,5.41,0.336723306,5.746723306,5.77,1,5.6,-0.115532033,5.484467967,5.6,1,5.41,-0.187787372,5.222212628,5.41,1,,1,5.16,0.062212628,5.222212628,5.24,1,5.09,0.132212628,5.222212628,5.23,1,5,0.222212628,5.222212628,5.22,1,4.9475,0.274712628,5.222212628,5.3625,1,5.09,0.132212628,5.222212628,5.23,1,4.9705,0.251712628,5.222212628,5.237,1,4.87,0.352212628,5.222212628,5.22,1,4.96,0.262212628,5.222212628,4.96,1,4.78,0.179957289,4.959957289,4.95,1,4.6845,4.868648097,4.864,4.959957289,2,4.68,0.530860725,5.222212628,5.22,2,4.93,0.292212628,5.222212628,5.22,,2,,,5.222212628,2,5.222212628,,,4.8495,2,0.372712628,5.222212628,5.2385,4.92,,2,,,,,2,,,,,,,2,,,2,,
588155.01.1,588155.01,palmata,Drought,27,7.112,4.216638812,2.643361188,5.649,0.934327762,1,5.9975,0.585827762,6.583327762,1,6.04,0.543327762,6.583327762,1,6.03,0.553327762,6.583327762,1,5.845,,Dont Water Today,,1,5.5455,0.244819406,5.790319406,5.7925,1,5.4195,0.370819406,5.790319406,5.791,1,5.2,0.590319406,5.790319406,5.79,1,5.44,0.085983287,5.525983287,5.54,1,5.2,0.061647168,5.261647168,5.261647168,1,,1,4.89,0.371647168,5.261647168,5.26,1,4.97,0.291647168,5.261647168,5.26,1,4.89,0.371647168,5.261647168,5.26,1,4.84,0.421647168,5.261647168,5.376,1,4.97,0.291647168,5.261647168,5.26,1,4.891,0.370647168,5.261647168,5.3085,1,4.84,0.421647168,5.261647168,5.26,1,4.94,0.321647168,5.261647168,4.94,1,4.77,0.227311049,4.997311049,4.99,1,4.757,5.253253482,5.2345,4.997311049,2,4.93,0.33490065,5.261647168,5.26,2,5.03,0.231647168,5.261647168,5.26,,2,,,5.261647168,2,5.261647168,,,4.9595,2,0.302147168,5.261647168,5.2765,5.04,,2,,,,,2,,,,,,,2,,,2,,
2214.4.4,2214.4,bloodworthiana,Drought,28,6.926,4.102310121,2.571689879,6.0115,0.400162024,1,6.1935,0.218162024,6.411662024,1,6.324,0.087662024,6.411662024,1,6.19,0.221662024,6.411662024,1,6.0475,,Dont Water Today,,1,5.866,-0.22584494,5.64015506,5.866,1,5.673,-0.03284494,5.64015506,5.673,1,5.42,0.22015506,5.64015506,5.65,1,5.53,-0.147013928,5.382986072,5.53,1,5.4,-0.274182915,5.125817085,5.4,1,,1,5.24,-0.114182915,5.125817085,5.24,1,5.15,-0.024182915,5.125817085,5.15,1,5.01,0.115817085,5.125817085,5.12,1,4.946,0.179817085,5.125817085,5.1445,1,4.97,0.155817085,5.125817085,5.12,1,4.9305,0.195317085,5.125817085,5.14,1,4.88,0.245817085,5.125817085,5.12,1,4.93,0.195817085,5.125817085,4.93,1,4.78,0.088648097,4.868648097,4.89,1,4.699,4.586419684,4.69,4.868648097,1,4.61,0.515817085,5.125817085,5.12,1,4.94,0.185817085,5.125817085,5.16,,1,,,5.125817085,1,5.125817085,,,4.937,1,0.188817085,5.125817085,5.2215,5.02,,1,,,,,1,,,,,,,1,,,1,,
TX6704.9,TX6704,monticola,Control,30,7.482,4.444066852,2.785933148,5.94,0.984813371,1,6.334,0.590813371,6.92481337,1,6.33,0.594813371,6.92481337,1,6.23,0.694813371,6.92481337,1,5.936,0.988813371,6.92481337,6.927,1,6.334,0.590813371,6.92481337,6.926,1,6.1935,0.731313371,6.92481337,6.9545,1,5.86,1.09731337,6.95731337,6.95,2,6.27,0.654813371,6.92481337,6.92,2,6.1,0.824813371,6.92481337,6.93,2,7.064,2,,6.92481337,6.92481337,,2,,7.203406685,7.203406685,,2,6.18,1.023406685,7.203406685,7.2,2,5.898,1.305406685,7.203406685,7.2685,2,6.22,0.983406685,7.203406685,7.2,2,6.102,1.101406685,7.203406685,7.4215,2,6.95,0.253406685,7.203406685,7.2,2,7.17,0.033406685,7.203406685,7.21,2,6.96,0.243406685,7.203406685,7.2,2,6.84,6.718827298,6.84,6.92481337,2,6.69,0.502233983,6.92481337,6.73,2,6.86,0.343406685,7.203406685,7.21,,2,,6.462,0.741406685,2,7.203406685,7.3135,,6.43,2,0.773406685,7.203406685,7.21,6.9,,2,,,,,2,,,,,,,2,,,2,,
1149.3,1149,treleasei,Drought,31,6.518,3.851524605,2.414475395,4.656,1.379104921,1,5.1195,0.915604921,6.035104921,1,5.178,0.857104921,6.035104921,1,5.12,0.915104921,6.035104921,1,4.7715,,Dont Water Today,,1,4.531,0.779762303,5.310762303,5.351,1,4.762,0.548762303,5.310762303,5.4,1,4.53,0.780762303,5.310762303,5.31,1,4.82,0.249314763,5.069314763,5.06,1,4.68,0.147867224,4.827867224,4.827867224,1,,1,4.47,0.357867224,4.827867224,4.83,1,4.55,0.277867224,4.827867224,4.82,1,,4.827867224,4.827867224,,1,4.52,0.307867224,4.827867224,4.829,1,4.55,0.277867224,4.827867224,4.83,1,4.5285,0.299367224,4.827867224,4.858,1,4.5,0.327867224,4.827867224,4.83,1,4.56,0.267867224,4.827867224,4.56,1,4.45,0.136419684,4.586419684,4.58,1,4.4,4.734451254,4.73,4.586419684,2,4.5,0.332318478,4.827867224,4.94,2,4.73,0.097867224,4.827867224,4.82,,2,,,4.827867224,2,4.827867224,,,4.5315,2,0.296367224,4.827867224,4.833,4.63,,2,,,,,2,,,,,,,2,,,2,,
TXNM0821.7,TXNM0821,riparia,Control,32,6.978,4.134272981,2.591727019,5.63,0.829654596,1,5.955,0.504654596,6.459654596,1,6.091,0.368654596,6.459654596,1,6.01,0.449654596,6.459654596,1,5.8535,0.606154596,6.459654596,6.4615,1,6.119,0.340654596,6.459654596,6.4545,1,6.039,0.420654596,6.459654596,6.464,1,5.79,0.669654596,6.459654596,6.45,1,6.06,0.399654596,6.459654596,6.47,1,5.99,0.469654596,6.459654596,6.45,1,6.543,1,,6.459654596,6.459654596,,1,,6.718827298,6.718827298,,1,6.33,0.388827298,6.718827298,6.75,1,5.611,1.107827298,6.718827298,6.7665,1,5.79,0.928827298,6.718827298,6.71,1,5.7325,,6.718827298,6.7835,1,6.23,0.488827298,6.718827298,6.71,1,6.56,0.158827298,6.718827298,6.71,1,6.26,0.458827298,6.718827298,6.72,1,6.14,6.281941504,6.29,6.459654596,2,5.97,0.730768802,6.459654596,6.3,2,6.51,0.208827298,6.718827298,6.71,,2,,5.6745,1.044327298,2,6.718827298,6.845,,6.08,2,0.638827298,6.718827298,6.72,6.29,,2,,,,,2,,,,,,,2,,,2,,
9018.3,9018,acerifolia,Drought,33,6.732,3.983064067,2.496935933,5.2665,0.966112813,1,5.673,0.559612813,6.232612813,1,5.619,0.613612813,6.232612813,1,5.61,0.622612813,6.232612813,1,5.3175,,Dont Water Today,,1,4.9375,0.546032034,5.483532033,5.48,1,4.982,0.501532034,5.483532033,5.4845,1,4.72,0.763532034,5.483532033,5.48,1,5.02,0.21383844,5.23383844,5.26,1,4.8,0.184144847,4.984144847,4.984144847,1,,1,4.48,0.504144847,4.984144847,4.98,1,,4.984144847,4.984144847,,1,4.51,0.474144847,4.984144847,5,1,4.68,0.304144847,4.984144847,5.029,1,4.7,0.284144847,4.984144847,5,1,4.649,0.335144847,4.984144847,4.9855,1,4.6,0.384144847,4.984144847,4.98,1,4.69,0.294144847,4.984144847,4.69,1,4.54,0.194451254,4.734451254,4.73,1,4.44,5.240802228,5.24,4.734451254,1,4.89,0.350802229,4.984144847,5.25,1,4.96,0.024144847,4.984144847,4.99,,1,,,4.984144847,1,4.984144847,,,4.6625,1,0.321644847,4.984144847,4.9785,4.74,,1,,,,,1,,,,,,,1,,,1,,
NY1.9,NY1,riparia,Control,34,6.456,3.813415042,2.390584958,5.4315,0.546383008,1,5.574,0.403883008,5.977883008,1,5.575,0.402883008,5.977883008,1,5.59,0.387883008,5.977883008,1,5.447,0.530883008,5.977883008,6.003,1,5.6485,0.329383008,5.977883008,5.9765,1,5.577,0.400883008,5.977883008,5.9755,1,5.33,0.647883008,5.977883008,5.97,1,5.6,0.377883008,5.977883008,5.97,1,5.53,0.447883008,5.977883008,5.98,1,6.5295,1,,5.977883008,5.977883008,,1,,6.216941504,6.216941504,,1,5.95,0.266941504,6.216941504,6.23,1,5.3525,0.864441504,6.216941504,6.265,1,5.52,0.696941504,6.216941504,6.22,1,5.3985,0.818441504,6.216941504,6.239,1,6.02,0.196941504,6.216941504,6.21,1,6.18,0.036941504,6.216941504,6.21,1,5.86,0.356941504,6.216941504,6.22,3,5.76,6.993806871,6.99,6.042883008,3,5.98,1.013806871,6.042883008,6.99,3,6.42,-0.138058496,6.281941504,6.42,,3,,5.247,,3,6.281941504,6.355,,5.54,3,0.741941504,6.281941504,6.28,5.85,,3,,,,,3,,,,,,,3,,,3,,
V57-96.2,V57-96,vulpina,Drought,35,7.464,4.433002786,2.778997214,6.4515,0.456700557,1,6.539,0.369200557,6.908200557,1,6.644,0.264200557,6.908200557,1,6.53,0.378200557,6.908200557,1,6.4385,,Dont Water Today,,1,6.2325,-0.157998607,6.074501393,6.2325,1,5.992,0.082501393,6.074501393,6.129,1,5.77,0.304501393,6.074501393,6.07,1,5.89,-0.093398329,5.796601671,5.89,1,5.71,-0.19129805,5.51870195,5.71,1,,1,5.48,0.03870195,5.51870195,5.57,1,5.42,0.09870195,5.51870195,5.58,1,5.34,0.17870195,5.51870195,5.61,1,5.3125,0.20620195,5.51870195,5.5635,1,5.35,0.16870195,5.51870195,5.51,1,5.314,0.20470195,5.51870195,5.527,1,5.26,0.25870195,5.51870195,5.51,1,5.32,0.19870195,5.51870195,5.32,1,5.2,0.040802228,5.240802228,5.24,1,5.01,5.274005571,5.27,5.240802228,1,5.13,0.392707521,5.51870195,5.51,1,5.4,0.11870195,5.51870195,5.51,,1,,,5.51870195,1,5.51870195,,,5.31,1,0.20870195,5.51870195,5.5415,5.39,,1,,,,,1,,,,,,,1,,,1,,
V57-96.6,V57-96,vulpina,Control,36,7.264,4.310068709,2.701931291,5.9875,0.736113742,1,6.317,0.406613742,6.723613742,1,6.274,0.449613742,6.723613742,1,6.18,0.543613742,6.723613742,1,6.0705,0.653113742,6.723613742,6.757,1,6.3435,0.380113742,6.723613742,6.7335,1,6.28,0.443613742,6.723613742,6.28,1,5.67,1.053613742,6.723613742,6.72,1,6.32,0.403613742,6.723613742,6.73,1,6.29,0.433613742,6.723613742,6.72,1,7.3625,1,,6.723613742,6.723613742,,1,6.75,0.243806871,6.993806871,6.99,1,6.3,0.693806871,6.993806871,6.99,1,6.034,0.959806871,6.993806871,7.008,1,6.27,0.723806871,6.993806871,7,1,6.2265,0.767306871,6.993806871,7.021,1,6.82,0.173806871,6.993806871,7.01,1,6.99,0.003806871,6.993806871,6.99,1,6.7,0.293806871,6.993806871,6.99,1,6.55,6.707289694,6.7,6.723613742,1,6.65,0.321096565,6.723613742,6.73,1,7.05,-0.056193129,6.993806871,7.05,,1,,6.3575,0.636306871,1,6.993806871,7.0635,,6.3,1,0.693806871,6.993806871,7,6.66,,1,,,,,1,,,,,,,1,,,1,,
V60-96.1,V60-96,vulpina,Drought,37,7.512,4.462506964,2.797493036,6.701,0.251501393,1,6.787,0.165501393,6.952501393,1,6.7745,0.178001393,6.952501393,1,6.76,0.192501393,6.952501393,1,6.7155,,Dont Water Today,,1,6.602,-0.488746518,6.113253482,6.602,1,6.44,-0.326746518,6.113253482,6.44,1,6.27,-0.156746518,6.113253482,6.27,1,6.23,-0.396495822,5.833504178,6.23,1,6.13,-0.576245125,5.553754875,6.13,1,,1,6.03,-0.476245125,5.553754875,6.03,1,5.97,-0.416245125,5.553754875,5.97,1,5.88,-0.326245125,5.553754875,,1,5.792,-0.238245125,5.553754875,5.792,1,5.73,-0.176245125,5.553754875,5.73,1,5.667,-0.113245125,5.553754875,5.6665,1,5.59,-0.036245125,5.553754875,5.59,1,5.55,0.003754875,5.553754875,5.55,1,5.5,-0.225994429,5.274005571,5.5,1,5.39,4.870031569,5.39,5.274005571,1,5.4,0.153754875,5.553754875,5.54,1,5.51,0.043754875,5.553754875,5.55,,1,,,5.553754875,1,5.553754875,,,5.4625,1,0.091254875,5.553754875,5.554,5.47,,1,,,,,1,,,,,,,1,,,1,,
b40-14.2,b40-14,arizonica,Drought,38,6.966,4.126896936,2.587103064,5.274,1.174579387,1,5.675,0.773579387,6.448579387,1,5.6385,0.810079387,6.448579387,1,5.59,0.858579387,6.448579387,1,5.267,,Dont Water Today,,1,5.06,0.612448468,5.672448468,5.6735,1,5.17,0.502448468,5.672448468,5.67,1,5.01,0.662448468,5.672448468,5.67,1,5.21,0.203738162,5.413738162,5.58,1,5.12,0.035027855,5.155027855,5.155027855,1,,1,4.95,0.205027855,5.155027855,5.15,1,,5.155027855,5.155027855,,1,4.92,0.235027855,5.155027855,5.15,1,5.0275,0.127527855,5.155027855,5.1725,1,4.98,0.175027855,5.155027855,5.17,1,4.955,0.200027855,5.155027855,5.2385,1,4.96,0.195027855,5.155027855,5.16,1,4.98,0.175027855,5.155027855,4.98,1,4.89,0.006317549,4.896317549,4.89,1,4.81,4.964107707,4.96,4.896317549,2,4.93,0.229135562,5.155027855,5.26,2,5.17,-0.014972145,5.155027855,5.17,,2,,,5.155027855,2,5.155027855,,,5.032,2,0.123027855,5.155027855,5.1655,5.06,,2,,,,,2,,,,,,,2,,,2,,
9025.10.,9025,cinerea,Control,39,6.928,4.103539462,2.572460538,5.878,0.535507892,1,6.084,0.329507892,6.413507892,1,6.08,0.333507892,6.413507892,1,6.05,0.363507892,6.413507892,1,5.926,0.487507892,6.413507892,6.497,1,6.1925,0.221007892,6.413507892,6.4125,1,6.08,0.333507892,6.413507892,6.41,1,5.87,0.543507892,6.413507892,6.41,1,6.1,0.313507892,6.413507892,6.43,1,6.1,0.313507892,6.413507892,6.41,1,7.0505,1,,6.413507892,6.413507892,,1,6.58,0.090753946,6.670753946,6.72,1,6.18,0.490753946,6.670753946,6.67,1,5.703,0.967753946,6.670753946,6.801,1,5.97,0.700753946,6.670753946,6.68,1,5.7695,0.901253946,6.670753946,6.6745,1,6.41,0.260753946,6.670753946,6.67,1,6.54,0.130753946,6.670753946,6.67,1,6.19,0.480753946,6.670753946,6.68,1,6.06,6.855355617,6.86,6.413507892,2,6.19,0.665355618,6.413507892,6.85,2,6.67,0.000753946,6.670753946,6.67,,2,,6.13,0.540753946,2,6.670753946,6.701,,6.13,2,0.540753946,6.670753946,6.701,6.2,,2,,,,,2,,,,,,,2,,,2,,
C56-94.6,C56-94,rotundifolia var. munsoniana,Control,40,7.064,4.187134633,2.624865367,5.75,0.789026927,1,6.042,0.497026927,6.539026927,1,6.0465,0.492526927,6.539026927,1,6,0.539026927,6.539026927,1,5.847,0.692026927,6.539026927,6.5525,1,6.102,0.437026927,6.539026927,6.5425,1,6.03,0.509026927,6.539026927,6.53,1,5.73,0.809026927,6.539026927,6.53,1,6.08,0.459026927,6.539026927,6.54,1,6.01,0.529026927,6.539026927,6.55,1,7.219,1,,6.539026927,6.539026927,,1,6.99,-0.188486537,6.801513463,6.99,1,6.18,0.621513463,6.801513463,6.8,1,5.8125,0.989013463,6.801513463,6.81,1,6.09,0.711513463,6.801513463,6.83,1,5.994,0.807513463,6.801513463,6.836,1,6.64,0.161513463,6.801513463,6.81,1,6.76,0.041513463,6.801513463,6.8,1,6.45,0.351513463,6.801513463,6.81,1,6.44,6.928237233,6.93,6.539026927,2,6.57,0.358237233,6.539026927,6.92,2,6.9,-0.098486537,6.801513463,6.9,,2,,6.109,0.692513463,2,6.801513463,6.844,,6.29,2,0.511513463,6.801513463,6.82,6.5,,2,,,,,2,,,,,,,2,,,2,,
9031.4,9031,berlandieri,Drought,41,7.12,4.221556175,2.646443825,5.923,0.667711235,1,6.1995,0.391211235,6.590711235,1,6.1855,0.405211235,6.590711235,1,6.11,0.480711235,6.590711235,1,5.963,,Dont Water Today,,1,5.6185,0.178278087,5.796778087,5.7985,1,5.42,0.376778087,5.796778087,5.79,1,5.14,0.656778087,5.796778087,5.79,1,5.43,0.102133705,5.532133705,5.62,1,5.24,0.027489322,5.267489322,5.267489322,1,,1,4.82,0.447489322,5.267489322,5.26,1,4.94,0.327489322,5.267489322,5.27,1,4.84,0.427489322,5.267489322,5.26,1,4.7335,0.533989322,5.267489322,5.3105,1,4.88,0.387489322,5.267489322,5.26,1,4.8265,0.440989322,5.267489322,5.27,1,4.75,0.517489322,5.267489322,5.26,1,4.88,0.387489322,5.267489322,4.88,1,4.66,0.34284494,5.00284494,5,1,4.55,4.523125813,4.55,5.00284494,1,4.49,0.740615135,5.267489322,5.27,1,4.97,0.297489322,5.267489322,5.26,,1,,,5.267489322,1,5.267489322,,,4.934,1,0.333489322,5.267489322,5.282,5.01,,1,,,,,1,,,,,,,1,,,1,,
ANU65.3,ANU65,arizonica,Drought,42,7.162,4.247372331,2.662627669,5.7205,0.908974466,1,6.086,0.543474466,6.629474466,1,6.1195,0.509974466,6.629474466,1,5.98,0.649474466,6.629474466,1,5.5415,,Dont Water Today,,1,5.2605,0.570186165,5.830686165,5.8305,1,5.4,0.430686165,5.830686165,5.83,1,5.13,0.700686165,5.830686165,5.83,1,5.42,0.144423398,5.564423398,5.56,1,5.13,0.168160631,5.298160631,5.298160631,1,,1,4.77,0.528160631,5.298160631,5.29,1,4.93,0.368160631,5.298160631,5.3,1,4.83,0.468160631,5.298160631,5.29,1,4.7435,0.554660631,5.298160631,5.2935,1,4.83,0.468160631,5.298160631,5.29,1,4.8055,0.492660631,5.298160631,5.309,1,4.74,0.558160631,5.298160631,5.29,1,4.82,0.478160631,5.298160631,4.82,1,4.64,0.391897865,5.031897865,5.04,2,4.61,5.109372331,5.1,5.064397865,2,4.78,0.560032962,5.330660631,5.34,2,5.02,0.310660631,5.330660631,5.33,,2,,,5.330660631,2,5.330660631,,,4.848,2,0.482660631,5.330660631,5.3655,4.92,,2,,,,,2,,,,,,,2,,,2,,
Haines2.10,Hanes2,shuttleworthii,Drought,43,6.4265,3.795282266,2.379217734,5.7125,0.238156453,1,5.473,0.477656453,5.950656453,1,5.476,0.474656453,5.950656453,1,5.47,0.480656453,5.950656453,1,5.2055,,Dont Water Today,,1,4.9415,0.295391133,5.236891133,5.236,1,4.87,0.366891133,5.236891133,5.23,1,4.68,0.556891133,5.236891133,5.23,1,4.91,0.088969359,4.998969359,5,1,4.72,0.041047586,4.761047586,4.761047586,1,,1,4.5,0.261047586,4.761047586,4.76,1,4.53,0.231047586,4.761047586,4.77,1,4.52,0.241047586,4.761047586,4.79,1,4.4725,0.288547586,4.761047586,4.8265,1,4.54,0.221047586,4.761047586,4.78,1,4.512,0.249047586,4.761047586,4.7665,1,4.46,0.301047586,4.761047586,4.76,1,4.5,0.261047586,4.761047586,4.5,1,4.41,0.113125813,4.523125813,4.53,1,4.33,5.280922934,5.28,4.523125813,1,4.8,0.480922934,4.761047586,5.28,1,5,-0.238952414,4.761047586,5,,1,,,4.761047586,1,4.761047586,,,4.677,1,0.084047586,4.761047586,4.76,4.57,,1,,,,,1,,,,,,,1,,,1,,
b42-34.1,b42-34,cinerea,Drought,44,7.274,4.316215413,2.705784587,6.193,0.539843083,1,6.4005,0.332343083,6.732843083,1,6.425,0.307843083,6.732843083,1,6.28,0.452843083,6.732843083,1,6.096,,Dont Water Today,,1,5.8185,0.102607707,5.921107707,5.9225,1,5.61,0.311107707,5.921107707,5.93,1,5.47,0.451107707,5.921107707,5.92,1,5.68,-0.029470752,5.650529248,5.68,1,5.43,-0.050049211,5.379950789,5.43,1,,1,5.18,0.199950789,5.379950789,5.37,1,,5.379950789,5.379950789,,1,5.08,0.299950789,5.379950789,5.37,1,5.4785,-0.098549211,5.379950789,5.4785,1,5.25,0.129950789,5.379950789,5.39,1,5.1455,0.234450789,5.379950789,5.399,1,5.1,0.279950789,5.379950789,5.37,1,5.13,0.249950789,5.379950789,5.13,1,4.99,0.119372331,5.109372331,5.1,1,4.85,4.897701021,4.89,5.109372331,1,4.8,0.58765181,5.379950789,5.37,1,7.2,-1.820049211,5.379950789,7.2,,1,,,5.379950789,1,5.379950789,,,4.9975,1,0.382450789,5.379950789,5.3725,5.18,,1,,,,,1,,,,,,,1,,,1,,
SC2.9,SC2,girdiana,Drought,45,7.522,4.468653668,2.801346332,6.661,0.300730734,1,6.6865,0.275230734,6.961730734,1,6.675,0.286730734,6.961730734,1,6.68,0.281730734,6.961730734,1,6.6095,,Dont Water Today,,1,6.4225,-0.301173166,6.121326834,6.4225,1,6.21,-0.088673166,6.121326834,6.21,1,5.92,0.201326834,6.121326834,6.12,1,6.007,-0.165807799,5.841192201,6.007,1,5.84,-0.278942433,5.561057567,5.84,1,,1,5.63,-0.068942433,5.561057567,5.63,1,5.51,0.051057567,5.561057567,5.56,1,5.4,0.161057567,5.561057567,5.57,1,5.3463,0.214757567,5.561057567,5.5995,1,5.4,0.161057567,5.561057567,5.57,1,5.389,0.172057567,5.561057567,5.629,1,5.36,0.201057567,5.561057567,5.59,1,5.39,0.171057567,5.561057567,5.39,1,5.25,0.030922934,5.280922934,5.29,1,5.07,5.001461467,5.07,5.280922934,1,5,0.562519034,5.561057567,5.58,1,5.4,0.161057567,5.561057567,5.56,,1,,,5.561057567,1,5.561057567,,,5.3175,1,0.243557567,5.561057567,5.569,5.4,,1,,,,,1,,,,,,,1,,,1,,
Vru42.6,Vru42,rupestris,Control,46,6.968,4.128126277,2.587873723,5.425,1.025425255,1,5.7715,0.678925255,6.450425255,1,5.753,0.697425255,6.450425255,1,5.84,0.610425255,6.450425255,1,5.5445,0.905925255,6.450425255,6.484,1,5.894,0.556425255,6.450425255,6.4555,1,5.79,0.660425255,6.450425255,6.45,1,5.29,1.160425255,6.450425255,6.46,1,5.71,0.740425255,6.450425255,6.47,1,5.63,0.820425255,6.450425255,6.46,1,6.963,1,,6.450425255,6.450425255,,1,,6.709212628,6.709212628,,1,6.38,0.329212628,6.709212628,6.72,1,5.2665,1.442712628,6.709212628,6.725,1,5.62,1.089212628,6.709212628,6.7,1,5.4965,1.212712628,6.709212628,6.722,1,6.15,0.559212628,6.709212628,6.7,1,6.09,0.619212628,6.709212628,6.7,1,5.84,0.869212628,6.709212628,6.7,1,5.84,7.207252553,7.2,6.450425255,1,6.08,1.127252553,6.450425255,7.2,1,6.65,0.059212628,6.709212628,6.71,,1,,,,1,6.709212628,6.77,Formula not working so added pre-weight in column to left,5.74,1,0.969212628,6.709212628,6.71,6.17,,1,,,,,1,,,,,,,1,,,1,,
ANU65.9,ANU65,arizonica,Control,47,7.118,4.220326834,2.645673166,5.64,0.948865367,1,5.5835,1.005365367,6.588865367,1,5.9615,0.627365367,6.588865367,1,5.99,0.598865367,6.588865367,1,5.709,0.879865367,6.588865367,6.586,1,6.0235,0.565365367,6.588865367,6.6096,1,5.95,0.638865367,6.588865367,6.59,1,5.46,1.128865367,6.588865367,6.58,1,5.84,0.748865367,6.588865367,6.58,1,5.67,0.918865367,6.588865367,6.59,1,6.791,1,,6.588865367,6.588865367,,1,5.65,1.203432683,6.853432683,6.86,1,5.44,1.413432683,6.853432683,6.85,1,5.192,1.661432683,6.853432683,6.851,1,5.54,1.313432683,6.853432683,6.89,1,5.4705,,6.853432683,6.8715,1,6.01,0.843432683,6.853432683,6.85,1,6.33,0.523432683,6.853432683,6.85,1,5.85,1.003432683,6.853432683,6.85,1,5.74,6.939964717,6.93,6.588865367,2,5.9,1.039964717,6.588865367,6.93,2,6.64,0.213432683,6.853432683,6.86,,2,,5.583,1.270432683,2,6.853432683,6.962,,6.01,2,0.843432683,6.853432683,6.95,6.28,,2,,,,,2,,,,,,,2,,,2,,
