ID,Genotype,Species,Treatment,Order within block,mPot (kg),Dry weight of soil (kg),mH2O (kg),10/23_PWW,10/23_WA,10/23_BB,10/26_PWW,10/26_WA,10/26_TW,10/26_BB,10/28_PWW,10/28_WA,10/28_TW,10/28_BB,10/30_PWW,10/30_WA,10/30_TW,10/30_BB,11/02_PWW,11/02_WA,11/02_TW,11/02_POWW,11/02_BB,11/04_PWW,11/04_WA,11/04_TW,11/04_POWW,11/04_BB,11/06_PWW,11/06_WA,11/06_TW,11/06_POWW,11/06_BB,11/09_PWW,11/09_WA,11/09_TW,11/09_POWW,11/09_BB,11/11_PWW,11/11_WA,11/11_TW,11/11_POWW,11/11_BB,11/13_PWW,11/13_WA,11/13_TW,11/13_POWW,11/13_BB,11/15_cntrl.drained.wt,11/15_BB,11/16_PWW,11/16_WA,11/16_TW,11/16_POWW,11/16_BB,11/18_PWW,11/18_WA,11/18_TW,11/18_POWW,11/18_BB,11/20_PWW,11/20_WA,11/20_TW,11/20_POWW,11/20_BB,11/23_PWW,11/23_WA,11/23_TW,11/23_POWW,11/23_BB,11/25_PWW,11/25_WA,11/25_TW,11/25_POWW,11/25_BB,11/27_PWW,11/27_WA,11/27_TW,11/27_POWW,11/27_BB,11/30_PWW,11/30_WA,11/30_TW,11/30_POWW,11/30_BB,12/02_PWW,12/02_WA,12/02_TW,12/02_POWW,12/02_BB,12/04_PWW,12/04_WA,12/04_TW,12/04_POWW,12/04_BB,12/07_PWW,12/07_WA,12/07_POWW,12/07_TW,12/07_BB,12/09_PWW,12/09_WA,12/09_TW,12/09_POWW,12/09_BB,12/11_PWW,12/11_WA,12/11_TW,12/11_POWW,12/11_PD.WT,12/11_BB,12/11_midday.WT,12/13_PWW,12/13_WA,12/13_BB,12/13_TW,12/13_POWW,12/13_POWW.NOTES,12/14_PWW,12/14_BB,12/14_WA,12/14_TW,12/14_POWW,12/15_midday.WT,12/15_PWW,12/15_BB,12/15_TW,12/15_POWW,12/16_PWW,12/16_WA,12/16_BB,12/16_TW,12/16_POWW,12/16_PD.WT,12/16_midday.WT,12/17_PD.WT,12/17_PWW,12/17_BB,12/17_TW,12/17_POWW,12/18_BB,12/18_PD.WT,12/18_midday.WT
V60-96.8,V60-96,vulpina,Control,1,7.496,4.452672238,2.791327762,6.6435,0.294234448,1,6.6255,0.312234448,6.937734448,1,6.767,0.170734448,6.937734448,1,6.659,0.278734448,6.937734448,1,6.6655,0.272234448,6.937734448,6.946,1,6.7225,0.215234448,6.937734448,6.9405,1,6.747,0.190734448,6.937734448,6.9375,1,6.5405,0.397234448,6.937734448,7.07575,1,6.7305,0.207234448,6.937734448,6.93,1,6.69,0.247734448,6.937734448,6.93,1,6.876,1,7.41,-0.472265552,6.937734448,7.41,1,,7.216867224,7.216867224,,1,7.12,0.096867224,7.216867224,7.3,1,6.695,0.521867224,7.216867224,7.29,1,6.72,0.496867224,7.216867224,7.23,1,6.653,0.563867224,7.216867224,7.216867224,1,7.12,0.096867224,7.216867224,7.21,1,7.1,0.116867224,7.216867224,7.21,1,6.99,0.226867224,7.216867224,7.21,1,6.8665,6.989961003,6.985,6.937734448,1,7.01,0.206867224,6.937734448,7.01,1,,,,,7.124,1,6.973,,,1,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,1,,
TXNM0821.10,TXNM0821,riparia,Control,2,6.652,3.933890436,2.466109564,5.4185,0.740278087,1,5.5295,0.629278087,6.158778087,1,5.723,0.435778087,6.158778087,1,5.759,0.399778087,6.158778087,1,5.6655,0.493278087,6.158778087,6.154,1,5.783,0.375778087,6.158778087,6.157,1,5.826,0.332778087,6.158778087,6.1505,1,5.5585,0.600278087,6.158778087,6.176,1,5.743,0.415778087,6.158778087,6.15,1,5.75,0.408778087,6.158778087,6.15,1,6.3955,1,6.6,-0.441221913,6.158778087,6.6,1,,6.405389044,6.405389044,,1,6.11,0.295389044,6.405389044,6.43,1,5.424,,6.405389044,6.4015,1,5.5,0.905389044,6.405389044,6.4,1,5.592,0.813389044,6.405389044,6.5075,1,6.03,0.375389044,6.405389044,6.4,1,6.29,0.115389044,6.405389044,6.4,2,6.01,0.395389044,6.405389044,6.4,2,6.1105,6.864970288,6.8945,6.191278087,2,5.97,0.894970288,6.191278087,6.86,2,,,,,6.465,2,6.178,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
588155.01.4,588155.01,palmata,Drought,3,7.26,4.307610028,2.700389972,6.1975,0.522422006,1,6.2235,0.496422006,6.719922006,1,6.365,0.354922006,6.719922006,1,6.3425,0.377422006,6.719922006,1,6.2715,,Dont Water Today,,1,6.0165,-0.106694986,5.909805014,6.0165,1,5.834,0.075805014,5.909805014,5.9135,1,5.5915,0.318305014,5.909805014,5.904,1,5.6815,-0.041733983,5.639766017,5.68,1,5.52,-0.15027298,5.36972702,5.52,1,,1,5.31,0.05972702,5.36972702,5.36,1,5.23,0.13972702,5.36972702,5.37,1,5.16,0.20972702,5.36972702,5.36,1,5.1225,0.24722702,5.36972702,5.44,1,5.2,0.16972702,5.36972702,5.37,1,5.173,0.19672702,5.36972702,5.453,1,5.17,0.19972702,5.36972702,5.36,1,5.18,0.18972702,5.36972702,5.18,1,5.06,0.039688022,5.099688022,5.1,1,4.9465,5.177162488,5.185,5.099688022,1,5.01,0.366889509,5.36972702,5.36,1,,,,,5.1855,1,5.1365,,,1,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,1,,
C56-94.5,C56-94,rotundifolia var. munsoniana,Drought,4,7.13,4.227702878,2.650297122,5.851,0.748940576,1,6.0175,0.582440576,6.599940576,1,6.148,0.451940576,6.599940576,1,6.069,0.530940576,6.599940576,1,5.9035,,Dont Water Today,,1,5.5295,0.275351439,5.804851439,5.812,1,5.458,0.346851439,5.804851439,5.806,1,5.201,0.603851439,5.804851439,5.8174,1,5.4,0.139821727,5.539821727,5.57,1,5.19,0.084792015,5.274792015,5.27,1,,1,4.92,0.354792015,5.274792015,5.27,1,4.96,0.314792015,5.274792015,5.27,1,4.87,0.404792015,5.274792015,5.29,1,4.8725,0.402292015,5.274792015,5.2955,1,4.93,0.344792015,5.274792015,5.29,1,4.9315,0.343292015,5.274792015,5.275,1,4.85,0.424792015,5.274792015,5.29,1,4.97,0.304792015,5.274792015,4.97,1,4.81,0.199762303,5.009762303,5.04,1,4.7715,5.366698236,5.1775,5.042262303,2,4.87,0.496698236,5.274792015,5.27,2,,,,,5.0385,2,4.972,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,6.08,0.743290622,1,5.796,1.027290622,6.823290622,1,5.9855,0.837790622,6.823290622,1,6.0875,0.735790622,6.823290622,1,5.8515,0.971790622,6.823290622,6.8415,1,6.0895,0.733790622,6.823290622,6.8255,1,6.0785,0.744790622,6.823290622,6.9,1,5.5425,1.280790622,6.823290622,6.8315,1,5.904,0.919290622,6.823290622,6.82,1,5.85,0.973290622,6.823290622,6.82,1,7.1835,1,6.96,-0.136709378,6.823290622,6.96,1,5.87,1.227645311,7.097645311,7.09,1,5.44,1.657645311,7.097645311,7.1,1,5.2885,1.809145311,7.097645311,7.0935,1,5.57,1.527645311,7.097645311,7.12,1,5.6045,1.493145311,7.097645311,7.113,1,5.82,1.277645311,7.097645311,7.1,1,6.53,0.567645311,7.097645311,7.09,1,6.17,0.927645311,7.097645311,7.1,1,6.335,6.799590529,6.8315,6.920790622,4,6.17,0.93723584,6.920790622,6.79,4,,,,,6.2245,4,5.8345,,,4,,,,,4,,,,,,4,,,,,4,,,,,,,4,,,4,,
UT12-075.2,UT12-075,girdiana,Drought,7,7.646,4.544872795,2.849127205,6.5835,0.492674559,1,6.7265,0.349674559,7.076174559,1,6.862,0.214174559,7.076174559,1,6.8585,0.217674559,7.076174559,1,6.882,,Dont Water Today,,1,6.742,-0.520563603,6.221436397,6.742,1,6.678,-0.456563603,6.221436397,6.678,1,6.53,-0.308563603,6.221436397,6.53,1,6.45,-0.513476323,5.936523677,6.45,1,6.4,-0.748389044,5.651610956,6.4,1,,1,,5.651610956,5.651610956,,1,,5.651610956,5.651610956,,1,,5.651610956,5.651610956,,1,,5.651610956,5.651610956,,1,,5.651610956,5.651610956,,1,,5.651610956,5.651610956,,1,,5.651610956,5.651610956,,1,,5.651610956,5.651610956,,1,,5.366698236,5.366698236,,1,,5.247719592,,5.366698236,1,,10.89933055,5.651610956,,1,,,,,,1,,,,1,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,1,,
1149.10.,1149,treleasei,Control,8,7.062,4.185905293,2.624094707,5.736,0.801181059,1,5.776,0.761181059,6.537181059,1,5.9455,0.591681059,6.537181059,1,5.9015,0.635681059,6.537181059,1,5.6285,0.908681059,6.537181059,6.5445,1,5.933,0.604181059,6.537181059,6.5335,1,5.847,0.690181059,6.537181059,6.5355,1,5.4085,1.128681059,6.537181059,6.534,1,5.81,0.727181059,6.537181059,6.54,1,5.72,0.817181059,6.537181059,6.53,1,7.082,1,7.01,-0.472818942,6.537181059,7.01,1,6.82,-0.020409471,6.799590529,6.82,1,5.57,1.229590529,6.799590529,6.81,1,5.3765,1.423090529,6.799590529,6.803,1,5.64,1.159590529,6.799590529,6.8,1,5.5405,1.259090529,6.799590529,6.81,1,5.91,0.889590529,6.799590529,6.8,1,6.25,0.549590529,6.799590529,6.79,1,5.87,0.929590529,6.799590529,6.79,1,6.247,6.793821727,6.8185,6.602181059,3,5.98,0.823412256,6.602181059,6.79,3,,,,,6.443,3,6.096,,,3,,,,,3,,,,,,3,,,,,3,,,,,,,3,,,3,,
9025.8,9025,cinerea,Control,9,7.474,4.439149489,2.782850511,6.143,0.774429898,1,6.441,0.476429898,6.917429898,1,6.65,0.267429898,6.917429898,1,6.6,0.317429898,6.917429898,1,6.5415,0.375929898,6.917429898,6.9285,1,6.6755,0.241929898,6.917429898,6.9235,1,6.688,0.229429898,6.917429898,6.918,1,6.4445,0.472929898,6.917429898,6.983,1,6.65,0.267429898,6.917429898,6.91,1,6.63,0.287429898,6.917429898,6.91,1,7.591,1,7.53,-0.612570102,6.917429898,7.53,1,7.17,0.025714949,7.195714949,7.19,1,6.64,0.555714949,7.195714949,7.2,1,6.569,0.626714949,7.195714949,7.1965,1,6.66,0.535714949,7.195714949,7.19,1,6.603,0.592714949,7.195714949,7.206,1,7.05,0.145714949,7.195714949,7.19,1,7.22,-0.024285051,7.195714949,7.22,1,6.99,0.205714949,7.195714949,7.2,1,7.0145,6.893814299,7.0145,6.949929898,2,6.97,0.225714949,6.949929898,6.97,2,,,,,7.158,2,6.9135,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
b42-34.6,b42-34,cinerea,Control,10,7.056,4.18221727,2.62178273,5.815,0.716643454,1,5.9525,0.579143454,6.531643454,1,6.1375,0.394143454,6.531643454,1,6.0105,0.521143454,6.531643454,1,5.8295,0.702143454,6.531643454,6.559,1,6.106,0.425643454,6.531643454,6.534,1,6.082,0.449643454,6.531643454,6.5385,1,5.726,0.805643454,6.531643454,6.5445,1,5.99,0.541643454,6.531643454,6.53,1,5.97,0.561643454,6.531643454,6.53,1,7.254,1,7.16,-0.628356546,6.531643454,7.16,1,,6.793821727,6.793821727,,1,6.7,0.093821727,6.793821727,6.79,1,6.2995,0.494321727,6.793821727,6.6935,1,6.1,0.693821727,6.793821727,6.79,1,5.9285,0.865321727,6.793821727,6.8015,1,6.66,0.133821727,6.793821727,6.8,1,6.84,-0.046178273,6.793821727,6.84,1,6.46,0.333821727,6.793821727,6.79,1,6.0005,6.632105385,6.641,6.564143454,2,6.28,0.475927112,6.564143454,6.67,2,,,,,6.6015,2,6.3425,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
2214.4.3,2214.4,bloodworthiana,Drought,11,7.16,4.24614299,2.66185701,6.1635,0.464128598,1,6.2375,0.390128598,6.627628598,1,6.3655,0.262128598,6.627628598,1,6.29,0.337628598,6.627628598,1,6.2185,,Dont Water Today,,1,5.9725,-0.143428505,5.829071495,5.9725,1,5.8065,0.022571495,5.829071495,5.8305,1,5.5045,0.324571495,5.829071495,5.8565,1,5.6,-0.037114206,5.562885794,5.6,1,5.46,-0.163299907,5.296700093,5.46,1,,1,5.27,0.026700093,5.296700093,5.29,1,5.18,0.116700093,5.296700093,5.3,1,5.09,0.206700093,5.296700093,5.32,1,5.088,0.208700093,5.296700093,5.299,1,5.11,0.186700093,5.296700093,5.33,1,5.1015,0.195200093,5.296700093,5.3065,1,5,0.296700093,5.296700093,5.29,1,5.06,0.236700093,5.296700093,5.06,1,4.91,0.120514392,5.030514392,5.03,1,4.8515,5.246336119,5.2555,5.063014392,2,5.02,0.283036212,5.296700093,5.32,2,,,,,5.1555,2,5.0985,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
CC12.9,CC12,californica,Control,12,6.854,4.058053853,2.543946147,5.491,0.854210771,1,5.626,0.719210771,6.345210771,1,5.678,0.667210771,6.345210771,1,5.685,0.660210771,6.345210771,1,5.434,0.911210771,6.345210771,6.3485,1,5.701,0.644210771,6.345210771,6.355,1,5.6565,0.688710771,6.345210771,6.3475,1,5.13,1.215210771,6.345210771,6.357,1,5.55,0.795210771,6.345210771,6.36,1,5.47,0.875210771,6.345210771,6.34,1,7.044,1,6.92,-0.574789229,6.345210771,6.92,1,5.84,0.759605385,6.599605385,6.59,1,5.22,1.379605385,6.599605385,6.59,1,5.192,1.407605385,6.599605385,6.625,1,5.41,1.189605385,6.599605385,6.59,1,5.3365,1.263105385,6.599605385,6.6005,1,6.03,0.569605385,6.599605385,6.59,1,5.91,0.689605385,6.599605385,6.59,2,5.71,0.889605385,6.599605385,6.6,2,6.0105,6.851509749,6.863,6.410210771,3,5.88,0.971509749,6.410210771,6.85,3,,,,,6.35,3,6.0465,,,3,,,,,3,,,,,,3,,,,,3,,,,,,,3,,,3,,
V57-96.10,V57-96,vulpina,Control,13,7.472,4.437920149,2.782079851,6.329,0.58658403,1,6.4365,0.47908403,6.91558403,1,6.5435,0.37208403,6.91558403,1,6.5605,0.35508403,6.91558403,1,6.553,0.36258403,6.91558403,6.9875,1,6.6965,0.21908403,6.91558403,6.91,1,6.646,0.26958403,6.91558403,6.916,1,6.386,0.52958403,6.91558403,6.9135,1,6.62,0.29558403,6.91558403,6.91,1,6.6,0.31558403,6.91558403,6.91,1,7.691,1,7.62,-0.70441597,6.91558403,7.62,1,7.29,-0.096207985,7.193792015,7.29,1,6.84,0.353792015,7.193792015,7.19,1,6.577,0.616792015,7.193792015,7.205,1,6.68,0.513792015,7.193792015,7.2,1,6.631,0.562792015,7.193792015,7.219,1,7.12,0.073792015,7.193792015,7.2,1,7.18,0.013792015,7.193792015,7.19,1,7.09,0.103792015,7.193792015,7.21,1,7.14,6.91304364,7.14,6.91558403,1,7.11,0.083792015,6.91558403,7.11,1,,,,,7.25,1,7.1375,,,1,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,1,,
NY1.1,NY1,riparia,Drought,14,7.116,4.219097493,2.644902507,6.0285,0.558519499,1,6.0925,0.494519499,6.587019499,1,6.188,0.399019499,6.587019499,1,6.09,0.497019499,6.587019499,1,6.105,,Dont Water Today,,1,5.8475,-0.053951253,5.793548747,5.8475,1,5.6105,0.183048747,5.793548747,5.7995,1,5.3165,0.477048747,5.793548747,5.854,1,5.56,-0.030941504,5.529058496,5.6,1,5.33,-0.065431755,5.264568245,5.33,1,,1,4.98,0.284568245,5.264568245,5.26,1,,5.264568245,5.264568245,,1,4.84,0.424568245,5.264568245,5.29,1,4.911,0.353568245,5.264568245,5.2895,1,4.94,0.324568245,5.264568245,5.29,1,4.9505,0.314068245,5.264568245,5.2715,1,4.8,0.464568245,5.264568245,5.26,1,4.9,0.364568245,5.264568245,4.9,1,4.68,0.320077995,5.000077994,5,1,4.667,5.373615599,5.396,5.032577994,2,5.01,0.363615599,5.264568245,5.37,2,,,,,5.02,2,4.995,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
b40-14.10,b40-14,arizonica,Control,15,7.18,4.258436397,2.669563603,5.542,1.104087279,1,5.6015,1.044587279,6.646087279,1,5.85,0.79608728,6.646087279,1,5.7825,0.86358728,6.646087279,1,5.581,1.065087279,6.646087279,6.697,1,5.8625,0.78358728,6.646087279,6.642,1,5.806,0.84008728,6.646087279,6.6425,1,5.502,1.144087279,6.646087279,6.6435,1,5.89,0.75608728,6.646087279,6.64,1,5.81,0.83608728,6.646087279,6.66,1,7.1895,1,7,-0.353912721,6.646087279,7,1,,6.91304364,6.91304364,,1,6.47,0.44304364,6.91304364,6.92,1,5.9475,0.96554364,6.91304364,6.9315,1,5.99,0.92304364,6.91304364,6.94,1,5.8965,1.01654364,6.91304364,6.95,1,6.39,0.52304364,6.91304364,6.92,1,6.61,0.30304364,6.91304364,6.91,1,6.17,0.74304364,6.91304364,6.92,1,6.692,6.955348189,6.983,6.678587279,2,6.6,0.355348189,6.678587279,6.95,2,,,,,7.04,2,6.704,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
V60-96.3,V60-96,vulpina,Drought,16,7.656,4.551019499,2.852980501,6.617,0.4684039,1,6.687,0.3984039,7.0854039,1,6.724,0.3614039,7.0854039,1,6.7325,0.3529039,7.0854039,1,6.6545,,Dont Water Today,,1,6.4645,-0.234990251,6.229509749,6.4645,1,6.274,-0.044490251,6.229509749,6.274,1,5.962,0.267509749,6.229509749,6.234,1,6.01,-0.065788301,5.944211699,6.01,1,5.85,-0.191086351,5.658913649,5.85,1,,1,5.67,-0.011086351,5.658913649,5.67,1,,5.658913649,5.658913649,,1,,5.658913649,5.658913649,,1,6.293,-0.634086351,5.658913649,6.578,1,6.22,-0.561086351,5.658913649,6.22,1,5.973,-0.314086351,5.658913649,5.973,1,5.67,-0.011086351,5.658913649,5.67,1,5.53,0.128913649,5.658913649,5.53,1,5.39,-0.016384401,5.373615599,5.39,1,5.2475,4.896317549,5.2475,5.373615599,1,5.17,0.488913649,5.658913649,5.67,1,,,,,5.489,1,5.444,,,1,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,1,,
UT12-075.6,UT12-075,girdiana,Control,17,7.224,4.285481894,2.686518106,5.929,0.757696379,1,6.204,0.482696379,6.686696379,1,6.161,0.525696379,6.686696379,1,6.185,0.501696379,6.686696379,1,6.081,0.605696379,6.686696379,6.902,1,6.4875,0.199196379,6.686696379,6.712,1,6.292,0.394696379,6.686696379,6.687,1,5.9935,0.693196379,6.686696379,6.7095,1,6.25,0.436696379,6.686696379,6.68,1,6.23,0.456696379,6.686696379,6.68,1,7.626,1,7.52,-0.833303621,6.686696379,7.52,1,7.07,-0.114651811,6.955348189,7.07,1,6.4,0.555348189,6.955348189,6.95,1,6.138,0.817348189,6.955348189,6.9675,1,6.2,0.755348189,6.955348189,6.95,1,6.1665,0.788848189,6.955348189,6.974,1,6.85,0.105348189,6.955348189,6.96,1,7.05,-0.094651811,6.955348189,7.05,1,6.68,0.275348189,6.955348189,6.97,1,6.793,7.282246982,7.289,6.686696379,1,6.9,0.382246982,6.686696379,7.29,1,,,,,7.2165,1,6.91,,,1,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,1,,
9025.3,9025,cinerea,Drought,18,6.966,4.126896936,2.587103064,5.946,0.502579387,1,6.103,0.345579387,6.448579387,1,6.1675,0.281079387,6.448579387,1,6.136,0.312579387,6.448579387,1,6.065,,Dont Water Today,,1,5.856,-0.183551532,5.672448468,5.856,1,5.6605,0.011948468,5.672448468,5.677,1,5.357,0.315448468,5.672448468,5.673,1,5.47,-0.056261838,5.413738162,5.47,1,5.29,-0.134972145,5.155027855,5.29,1,,1,5.06,0.095027855,5.155027855,5.15,1,5.01,0.145027855,5.155027855,5.18,1,4.92,0.235027855,5.155027855,5.16,1,4.882,0.273027855,5.155027855,5.1835,1,4.91,0.245027855,5.155027855,5.18,1,4.9265,0.228527855,5.155027855,5.2075,1,4.84,0.315027855,5.155027855,5.15,1,4.92,0.235027855,5.155027855,4.92,1,4.76,0.136317549,4.896317549,4.91,1,4.6895,5.32104364,5.326,4.896317549,1,5.05,0.27104364,5.155027855,5.32,1,,,,,5.07,1,5.0065,,,1,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,1,,
9031.5,9031,berlandieri,Drought,19,7.564,4.494469824,2.817530176,6.154,0.846493965,1,6.2825,0.717993965,7.000493965,1,6.3796,0.620893965,7.000493965,1,6.37,0.630493965,7.000493965,1,6.118,,Dont Water Today,,1,5.689,0.466234912,6.155234912,6.1505,1,5.7025,0.452734912,6.155234912,6.151,1,5.4045,0.750734912,6.155234912,6.1555,1,5.66,0.213481894,5.873481894,5.87,1,5.46,0.131728877,5.591728877,5.591728877,1,,1,5.08,0.511728877,5.591728877,5.59,1,5.28,0.311728877,5.591728877,5.6,1,5.17,0.421728877,5.591728877,5.59,1,5.148,0.443728877,5.591728877,5.627,1,5.21,0.381728877,5.591728877,5.59,1,5.206,0.385728877,5.591728877,5.631,1,5.14,0.451728877,5.591728877,5.6,1,5.28,0.311728877,5.591728877,5.28,1,5.07,0.239975859,5.309975859,5.3,1,4.996,5.000077994,5.0325,5.309975859,1,4.92,0.671806872,5.591728877,5.65,1,,,,,5.27,1,5.253,,,1,,,,,1,,,,,,1,,,,,1,,,,,,,1,,,1,,
b42-24.1,b42-24,peninsularis,Drought,20,7.58,4.50430455,2.82369545,6.2095,0.80576091,1,6.32,0.69526091,7.01526091,1,6.423,0.59226091,7.01526091,1,6.3655,0.64976091,7.01526091,1,6.0845,,Dont Water Today,,1,5.689,0.479152275,6.168152275,6.164,1,5.751,0.417152275,6.168152275,6.166,1,5.463,0.705152275,6.168152275,6.174,1,5.69,0.19578273,5.88578273,5.9,1,5.49,0.113413185,5.603413185,5.603413185,1,,1,5.09,0.513413185,5.603413185,5.6,1,5.27,0.333413185,5.603413185,5.61,1,5.1,0.503413185,5.603413185,5.62,1,5.101,0.502413185,5.603413185,5.67,1,5.23,0.373413185,5.603413185,5.61,1,5.196,0.407413185,5.603413185,5.685,1,5.11,0.493413185,5.603413185,5.61,1,5.21,0.393413185,5.603413185,5.21,1,4.99,0.33104364,5.32104364,5.33,1,4.9695,5.204128598,5.232,5.35354364,2,4.97,0.637541783,5.603413185,5.6,2,,,,,5.2,2,5.1405,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
9018.6,9018,acerifolia,Control,21,7.116,4.219097493,2.644902507,6.0455,0.541519499,1,6.1735,0.413519499,6.587019499,1,6.19,0.397019499,6.587019499,1,6.218,0.369019499,6.587019499,1,6.1205,0.466519499,6.587019499,6.5875,1,6.2795,0.307519499,6.587019499,6.592,1,6.286,0.301019499,6.587019499,6.5815,1,5.9565,0.630519499,6.587019499,6.6005,1,6.14,0.447019499,6.587019499,6.58,1,6.19,0.397019499,6.587019499,6.59,1,7.38,1,7.27,-0.682980501,6.587019499,7.27,1,,6.851509749,6.851509749,,1,6.75,0.101509749,6.851509749,6.96,1,6.498,0.353509749,6.851509749,6.97,1,6.31,0.541509749,6.851509749,6.95,1,6.298,0.553509749,6.851509749,6.8715,1,6.66,0.191509749,6.851509749,6.85,1,6.8,0.051509749,6.851509749,6.86,1,6.54,0.311509749,6.851509749,6.86,1,6.615,6.595759517,6.615,6.619519499,2,6.4,0.457269266,6.619519499,6.59,2,,,,,6.71,2,6.51,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
b42-34.2,b42-34,cinerea,Drought,22,7.364,4.371535748,2.740464252,5.9175,0.89840715,1,6.1235,0.69240715,6.81590715,1,6.2525,0.56340715,6.81590715,1,6.218,0.59790715,6.81590715,1,6.004,,Dont Water Today,,1,5.6065,0.387267874,5.993767874,6,1,5.6065,0.387267874,5.993767874,5.9935,1,5.362,0.631767874,5.993767874,6.0145,1,5.55,0.169721449,5.719721449,5.72,1,5.39,0.055675023,5.445675023,5.445675023,1,,1,5.09,0.355675023,5.445675023,5.44,1,,5.445675023,5.445675023,,1,5.05,0.395675023,5.445675023,5.44,1,5.142,0.303675023,5.445675023,5.496,1,4.99,0.455675023,5.445675023,5.44,1,5.133,0.312675023,5.445675023,5.5025,1,5.08,0.365675023,5.445675023,5.45,1,5.18,0.265675023,5.445675023,5.18,1,5.03,0.141628598,5.171628598,5.18,1,4.958,5.260170845,5.2615,5.204128598,2,5.04,0.418345868,5.478175023,5.5,2,,,,,5.28,2,5.218,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
OCK1-S02.10,OCK1-S02,acerifolia,Control,23,6.85,4.055595172,2.542404828,5.7325,0.609019034,1,5.8675,0.474019034,6.341519034,1,5.952,0.389519034,6.341519034,1,5.83,0.511519034,6.341519034,1,5.7895,0.552019034,6.341519034,6.3875,1,5.9125,0.429019034,6.341519034,6.36,1,5.914,0.427519034,6.341519034,6.3405,1,5.4105,0.931019034,6.341519034,6.3625,1,5.64,0.701519034,6.341519034,6.34,1,5.7,0.641519034,6.341519034,6.34,1,6.876,1,6.75,-0.408480966,6.341519034,6.75,1,5.96,0.635759517,6.595759517,6.6,1,,6.595759517,6.595759517,,1,4.733,1.862759517,6.595759517,6.594,1,5.43,1.165759517,6.595759517,6.59,1,5.2635,1.332259517,6.595759517,6.6305,1,5.95,0.645759517,6.595759517,6.59,1,6.15,0.445759517,6.595759517,6.61,1,5.62,0.975759517,6.595759517,6.6,1,5.739,6.686137419,6.7125,6.374019034,2,5.85,0.836137419,6.374019034,6.69,2,,,,,6.3175,2,5.909,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
TX6704.1,TX6704,monticola,Drought,24,7.492,4.450213556,2.789786444,6.3885,0.545542711,1,6.0675,0.866542711,6.934042711,1,6.575,0.359042711,6.934042711,1,6.501,0.433042711,6.934042711,1,6.322,,Dont Water Today,,1,6.0255,0.071606778,6.097106778,6.0955,1,5.844,0.253106778,6.097106778,6.095,1,5.663,0.434106778,6.097106778,6.0995,1,5.76,0.058128134,5.818128134,5.88,1,5.59,-0.050850511,5.539149489,5.59,1,,1,5.29,0.249149489,5.539149489,5.53,1,,5.539149489,5.539149489,,1,5.15,0.389149489,5.539149489,5.53,1,5.231,0.308149489,5.539149489,5.409,1,5.18,0.359149489,5.539149489,5.54,1,5.2475,0.291649489,5.539149489,5.576,1,5.17,0.369149489,5.539149489,5.53,1,5.26,0.279149489,5.539149489,5.26,1,5.08,0.180170845,5.260170845,5.28,1,5.0505,5.128740947,5.1575,5.260170845,2,5,0.547890436,5.539149489,5.54,2,,,,,5.261,2,5.195,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
TX6704.6,TX6704,monticola,Control,25,6.944,4.113374188,2.578625812,5.6925,0.735774838,1,5.737,0.691274838,6.428274838,1,5.891,0.537274838,6.428274838,1,5.85,0.578274838,6.428274838,1,5.616,0.812274838,6.428274838,6.4495,1,5.8895,0.538774838,6.428274838,6.4365,1,5.861,0.567274838,6.428274838,6.435,1,5.456,0.972274838,6.428274838,6.4755,1,5.85,0.578274838,6.428274838,6.42,1,5.75,0.678274838,6.428274838,6.44,1,7.171,1,7.05,-0.621725163,6.428274838,7.05,1,,6.686137419,6.686137419,,1,6.02,0.666137419,6.686137419,6.02,1,5.508,1.178137419,6.686137419,6.724,1,5.61,1.076137419,6.686137419,6.68,1,5.584,1.102137419,6.686137419,6.745,1,6.27,0.416137419,6.686137419,6.68,1,6.47,0.216137419,6.686137419,6.68,1,5.93,0.756137419,6.686137419,6.68,1,6.288,7.124376509,7.147,6.428274838,2,6.38,0.744376509,6.428274838,7.12,2,,,,,6.7245,2,6.346,,,2,,,,,2,,,,,,2,,,,,2,,,,,,,2,,,2,,
